patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens
US1700065A,1926-06-23,Cup,['PROPN'],[],1,0,2,['cup']
US1700080A,1921-06-15,Fuse,['PROPN'],[],1,0,2,['fuse']
US1700118A,1929-01-29,brittnacher,['PROPN'],[],1,0,1,['brittnacher']
US1700136A,1928-01-19,Mop,['PROPN'],[],1,0,2,['mop']
US1700164A,1927-03-14,Container,['PROPN'],[],1,0,2,['container']
US1700237A,1921-10-15,Superheater,['PROPN'],[],1,0,2,['superheater']
US1700241A,1926-09-16,Drill,['PROPN'],[],1,0,2,['drill']
US1700244A,1927-01-03,Clutch,['PROPN'],[],1,0,2,['clutch']
US1700249A,1929-01-29,yamakishi,['PROPN'],[],1,0,1,['yamakishi']
US1700274A,1927-02-28,Receptacle,['PROPN'],['NORP'],1,0,2,['receptacle']
US1700368A,1925-03-19,Grate,['PROPN'],[],1,0,2,['grate']
US1700395A,1926-12-17,Violin,['PROPN'],[],1,0,2,['violin']
US1700396A,1927-11-28,Window,['PROPN'],[],1,0,2,['window']
US1700398A,1929-01-29,Bbice checkeb,"['PROPN', 'VERB']",['ORG'],1,0,2,"['bbice', 'checkeb']"
US1700402A,1926-06-07,Caddy,['PROPN'],[],1,0,2,['caddy']
US1700416A,1927-08-12,Pulley,['PROPN'],['GPE'],1,0,2,['pulley']
US1700445A,1928-05-01,Container,['PROPN'],[],1,0,2,['container']
US1700482A,1928-07-02,Heater,['PROPN'],[],1,0,2,['heater']
US1700506A,1924-12-31,Clock,['PROPN'],[],1,0,2,['clock']
US1700525A,1926-11-19,Cultivator,['PROPN'],[],1,0,2,['cultivator']
US1700529A,1926-05-21,Coffeepot,['PROPN'],[],1,0,2,['coffeepot']
US1700588A,1926-08-14,Controller,['PROPN'],[],1,0,2,['controller']
US1700611A,1927-08-24,Container,['PROPN'],[],1,0,2,['container']
US1700614A,1928-01-23,Roaster,['PROPN'],[],1,0,2,['roaster']
US1700643A,1927-12-14,Accelerator,['PROPN'],[],1,0,2,['accelerator']
US1700677A,1927-02-09,Magneto,['PROPN'],[],1,0,2,['magneto']
US1700679A,1927-12-06,Clasp,['PROPN'],[],1,0,2,['clasp']
US1700684A,1924-02-15,Retort,['PROPN'],[],1,0,2,['retort']
US1700718A,1927-07-25,Harness,['PROPN'],[],1,0,2,['harness']
US1700728A,1926-12-18,Cultivator,['PROPN'],[],1,0,2,['cultivator']
US1700760A,1927-11-19,Headlight,['PROPN'],[],1,0,2,['headlight']
US1700774A,1925-07-16,Roofing,['PROPN'],[],1,0,2,['roofing']
US1700786A,1929-02-05,emmanuel dobrowsky,"['PROPN', 'PROPN']",[],1,0,2,"['emmanuel', 'dobrowsky']"
US1700792A,1928-07-23,Saddle,['PROPN'],[],1,0,2,['saddle']
US1700832A,1924-12-19,Adapter,['PROPN'],[],1,0,2,['adapter']
US1700846A,1926-09-07,Bookmark,['PROPN'],[],1,0,2,['bookmark']
US1700860A,1921-02-26,Clutch,['PROPN'],[],1,0,2,['clutch']
US1700912A,1928-05-28,Ventilator,['PROPN'],[],1,0,2,['ventilator']
US1700919A,1926-02-04,Window,['PROPN'],[],1,0,2,['window']
US1700931A,1927-02-21,Lantern,['PROPN'],[],1,0,2,['lantern']
US1700947A,1927-06-21,Brush,['PROPN'],[],1,0,2,['brush']
US1700969A,1921-03-24,Phonograph,['PROPN'],[],1,0,2,['phonograph']
US1700971A,1929-02-05,Apparatus,['PROPN'],[],1,0,1,['apparatus']
US1701032A,1926-07-14,Atomizer,['PROPN'],['PRODUCT'],1,0,2,['atomizer']
US1701047A,1926-01-01,Generator,['PROPN'],[],1,0,2,['generator']
US1701075A,1926-02-27,Zeolite,['PROPN'],[],1,0,2,['zeolite']
US1701097A,1927-10-25,Bag,['PROPN'],[],1,0,2,['bag']
US1701107A,1926-07-21,Drawbar,['PROPN'],[],1,0,2,['drawbar']
US1701112A,1928-03-26,Clasp,['PROPN'],[],1,0,2,['clasp']
US1701130A,1925-03-24,Hat,['PROPN'],[],1,0,2,['hat']
US1701147A,1929-02-05,oe toledo,"['PROPN', 'PROPN']",['GPE'],1,0,2,"['oe', 'toledo']"
US1701159A,1929-02-05,Tboit,['PROPN'],['ORG'],1,0,1,['tboit']
US1701167A,1926-12-11,Mop,['PROPN'],[],1,0,2,['mop']
US1701182A,1926-05-14,Lantern,['PROPN'],[],1,0,2,['lantern']
US1701199A,1926-11-15,Heater,['PROPN'],[],1,0,2,['heater']
US1701233A,1923-03-01,Desuperheater,['PROPN'],[],1,0,2,['desuperheater']
US1701237A,1926-01-19,Brake,['PROPN'],[],1,0,2,['brake']
US1701301A,1929-02-05,Bracket,['PROPN'],[],1,0,1,['bracket']
US1701313A,1927-06-29,Ceramic,['PROPN'],[],1,0,2,['ceramic']
US1701318A,1926-02-03,Closure,['PROPN'],[],1,0,2,['closure']
US1701319A,1926-05-20,Speakek otit,"['PROPN', 'NOUN']",['ORG'],1,0,2,"['speakek', 'otit']"
US1701327A,1925-04-29,Clutch,['PROPN'],[],1,0,2,['clutch']
US1701355A,1925-11-21,Piston,['PROPN'],['GPE'],1,0,2,['piston']
US1701385A,1925-12-04,Ventilator,['PROPN'],[],1,0,2,['ventilator']
US1701397A,1925-09-16,Muffler,['PROPN'],[],1,0,2,['muffler']
US1701404A,1928-01-30,Hydrometer,['PROPN'],[],1,0,2,['hydrometer']
US1701431A,1927-03-07,Duplicator,['PROPN'],[],1,0,2,['duplicator']
US1701433A,1927-03-09,Tube,['PROPN'],[],1,0,2,['tube']
US1701489A,1927-11-22,Piston,['PROPN'],['GPE'],1,0,2,['piston']
US1701550A,1929-02-12,Lionel m,"['PROPN', 'VERB']",[],1,0,2,"['lionel', 'm']"
US1701561A,1925-07-01,Insulator,['PROPN'],[],1,0,2,['insulator']
US1701562A,1925-07-01,Insulator,['PROPN'],[],1,0,2,['insulator']
US1701573A,1927-06-14,Overshoe,['PROPN'],[],1,0,2,['overshoe']
US1701586A,1929-02-12,oe detroit,"['ADV', 'PROPN']",['GPE'],1,0,2,"['oe', 'detroit']"
US1701636A,1923-04-26,Container,['PROPN'],[],1,0,2,['container']
US1701652A,1926-11-16,Doorstop,['PROPN'],[],1,0,2,['doorstop']
US1701654A,1926-04-22,Hydrometer,['PROPN'],[],1,0,2,['hydrometer']
US1701686A,1926-05-04,Mop,['PROPN'],[],1,0,2,['mop']
US1701692A,1929-02-12,Washtray fitting,"['PROPN', 'VERB']",[],1,0,2,"['washtray', 'fitting']"
US1701700A,1929-02-12,Bttrgharpbooii satchel,"['PROPN', 'VERB']",['GPE'],1,0,2,"['bttrgharpbooii', 'satchel']"
US1701709A,1928-06-25,Cardcase,['PROPN'],[],1,0,2,['cardcase']
US1701721A,1925-08-27,Mold,['PROPN'],[],1,0,2,['mold']
US1701794A,1925-06-13,Molding,['PROPN'],[],1,0,2,['molding']
US1701806A,1929-02-12,flanagan,['PROPN'],[],1,0,1,['flanagan']
US1701811A,1927-10-05,Capsule,['PROPN'],[],1,0,2,['capsule']
US1701834A,1921-02-28,Furnace,['PROPN'],[],1,0,2,['furnace']
US1701835A,1921-02-28,Furnace,['PROPN'],[],1,0,2,['furnace']
US1701836A,1921-02-28,Furnace,['PROPN'],[],1,0,2,['furnace']
US1701852A,1929-02-12,Furnace,['PROPN'],[],1,0,1,['furnace']
US1701853A,1922-03-29,Furnace,['PROPN'],[],1,0,2,['furnace']
US1701860A,1928-05-01,Container,['PROPN'],[],1,0,2,['container']
US1701862A,1929-02-12,Delphia,['PROPN'],['NORP'],1,0,1,['delphia']
US1701925A,1928-01-24,Boat,['PROPN'],[],1,0,2,['boat']
US1701927A,1927-10-01,Generator,['PROPN'],[],1,0,2,['generator']
US1701934A,1924-06-07,Clutch,['PROPN'],[],1,0,2,['clutch']
US1701970A,1928-06-22,Clasp,['PROPN'],[],1,0,2,['clasp']
US1701971A,1924-07-30,Lardameter,['PROPN'],[],1,0,2,['lardameter']
US1701974A,1926-07-15,Toy,['PROPN'],[],1,0,2,['toy']
US1701986A,1929-02-12,of vienna,"['ADP', 'PROPN']",[],1,0,2,"['of', 'vienna']"
US1702020A,1927-12-17,Condenser,['PROPN'],[],1,0,2,['condenser']
US1702023A,1929-02-12,scott,['PROPN'],[],1,0,1,['scott']
US1702033A,1924-04-18,Furnace,['PROPN'],[],1,0,2,['furnace']
