patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,is_inventor
US1700181A,1929-01-29,russell,['PROPN'],['PERSON'],1,1,1,['russell'],1
US1700182A,1929-01-29,Assisnos,['PROPN'],['PERSON'],1,1,1,['assisnos'],1
US1700250A,1929-01-29,Joseph h,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['joseph', 'h']",1
US1700942A,1929-02-05,Anton lederer,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['anton', 'lederer']",1
US1700960A,1929-02-05,Robert h,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['robert', 'h']",1
US1701351A,1929-02-05,anderson,['PROPN'],['PERSON'],1,1,1,['anderson'],1
US1702187A,1929-02-12,John wolfe,"['PROPN', 'VERB']",['PERSON'],1,1,2,"['john', 'wolfe']",1
US1702330A,1929-02-19,Bbob with,"['VERB', 'ADP']",['PERSON'],0,1,2,"['bbob', 'with']",1
US1702377A,1929-02-19,William,['PROPN'],['PERSON'],1,1,1,['william'],1
US1702424A,1929-02-19,Vactjttm cleawek,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['vactjttm', 'cleawek']",1
US1702431A,1929-02-19,Louis feiedmann,"['ADJ', 'NOUN']",['PERSON'],0,1,2,"['louis', 'feiedmann']",1
US1702488A,1929-02-19,Edward p,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['edward', 'p']",1
US1702512A,1929-02-19,karlson,['PROPN'],['PERSON'],1,1,1,['karlson'],1
US1702578A,1929-02-19,stevens,['VERB'],['PERSON'],0,1,1,['stevens'],1
US1702631A,1929-02-19,Itao foi,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['itao', 'foi']",1
US1702653A,1929-02-19,Leo jungmann,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['leo', 'jungmann']",1
US1702705A,1929-02-19,John porter,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['john', 'porter']",1
US1703096A,1929-02-26,burtnett,['PROPN'],['PERSON'],1,1,1,['burtnett'],1
US1703239A,1929-02-26,Arthur m,"['PROPN', 'VERB']",['PERSON'],1,1,2,"['arthur', 'm']",1
US1703258A,1927-09-23,Radioclock,['PROPN'],['PERSON'],1,1,2,['radioclock'],1
US1703417A,1929-02-26,oxi hamilton,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['oxi', 'hamilton']",1
US1703491A,1929-02-26,Anton kirner,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['anton', 'kirner']",1
US1703563A,1929-02-26,Assxgsfcb,['PROPN'],['PERSON'],1,1,1,['assxgsfcb'],1
US1703661A,1929-02-26,op hamilton,"['NOUN', 'VERB']",['PERSON'],0,1,2,"['op', 'hamilton']",1
US1703832A,1929-02-26,stevens,['VERB'],['PERSON'],0,1,1,['stevens'],1
US1703870A,1925-05-19,Radioantenna,['PROPN'],['PERSON'],1,1,2,['radioantenna'],1
US1703906A,1929-03-05,stevens,['VERB'],['PERSON'],0,1,1,['stevens'],1
US1703915A,1929-03-05,Arthur zitscher,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['arthur', 'zitscher']",1
US1704103A,1929-03-05,Diana,['PROPN'],['PERSON'],1,1,1,['diana'],1
US1704466A,1929-03-05,Tario,['PROPN'],['PERSON'],1,1,1,['tario'],1
US1704612A,1929-03-05,johnson,['PROPN'],['PERSON'],1,1,1,['johnson'],1
US1704624A,1929-03-05,neebe,['PROPN'],['PERSON'],1,1,1,['neebe'],1
US1705158A,1929-03-12,William c,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['william', 'c']",1
US1705662A,1929-03-19,Asgionor,['ADV'],['PERSON'],0,1,1,['asgionor'],1
US1705841A,1929-03-19,van ackeren,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['van', 'ackeren']",1
US1706825A,1929-03-26,Paul dvobkovitz,"['PROPN', 'VERB']",['PERSON'],1,1,2,"['paul', 'dvobkovitz']",1
US1707058A,1929-03-26,Hermann kauwebtz,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['hermann', 'kauwebtz']",1
US1707164A,1929-03-26,Hans karplus,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['hans', 'karplus']",1
US1707494A,1929-04-02,Gijido m,"['PROPN', 'VERB']",['PERSON'],1,1,2,"['gijido', 'm']",1
US1707529A,1929-04-02,marshall,['PROPN'],['PERSON'],1,1,2,['marshall'],1
US1707817A,1929-04-02,Cookes,['NOUN'],['PERSON'],0,1,1,['cookes'],1
US1708517A,1929-04-09,William w,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['william', 'w']",1
US1708623A,1929-04-09,jandus,['PROPN'],['PERSON'],1,1,1,['jandus'],1
US1708646A,1929-04-09,zlatnik,['X'],['PERSON'],0,1,1,['zlatnik'],1
US1708661A,1929-04-09,Alaem dsiyics,"['NOUN', 'NOUN']",['PERSON'],0,1,2,"['alaem', 'dsiyics']",1
US1708829A,1929-04-09,cheney,['PROPN'],['PERSON'],1,1,1,['cheney'],1
US1708835A,1929-04-09,Subgkradiire machine,"['VERB', 'NOUN']",['PERSON'],0,1,2,"['subgkradiire', 'machine']",1
US1709887A,1929-04-23,Wilhelm sponholz,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['wilhelm', 'sponholz']",1
US1710683A,1929-04-30,John e,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['john', 'e']",1
US1710715A,1929-04-30,Abthub e,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['abthub', 'e']",1
US1711041A,1929-04-30,carson,['PROPN'],['PERSON'],1,1,1,['carson'],1
US1711171A,1929-04-30,George l,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['george', 'l']",1
US1711787A,1929-05-07,William k,"['PROPN', 'X']",['PERSON'],1,1,2,"['william', 'k']",1
US1712209A,1929-05-07,Leonard a,"['VERB', 'PRON']",['PERSON'],0,1,2,"['leonard', 'a']",1
US1712466A,1929-05-07,woolson,['NOUN'],['PERSON'],0,1,1,['woolson'],1
US1713822A,1929-05-21,Arthur w,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['arthur', 'w']",1
US1713870A,1929-05-21,Ventilatob,['NOUN'],['PERSON'],0,1,1,['ventilatob'],1
US1714096A,1929-05-21,mattesqn,['NOUN'],['PERSON'],0,1,1,['mattesqn'],1
US1714151A,1929-05-21,wilson,['PROPN'],['PERSON'],1,1,2,['wilson'],1
US1715121A,1929-05-28,Alvin b,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['alvin', 'b']",1
US1715170A,1929-05-28,Attokmiy,['ADJ'],['PERSON'],0,1,1,['attokmiy'],1
US1715174A,1929-05-28,Por stoberg,"['NOUN', 'NOUN']",['PERSON'],0,1,2,"['por', 'stoberg']",1
US1715441A,1929-06-04,Albert g,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['albert', 'g']",1
US1715532A,1929-06-04,bodie,['PROPN'],['PERSON'],1,1,2,['bodie'],1
US1715747A,1929-06-04,Charles falek,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['charles', 'falek']",1
US1716408A,1929-06-11,Wilhelm abendboth,"['NOUN', 'NOUN']",['PERSON'],0,1,2,"['wilhelm', 'abendboth']",1
US1716566A,1929-06-11,Said metzner,"['VERB', 'NOUN']",['PERSON'],0,1,2,"['said', 'metzner']",1
US1716604A,1929-06-11,Nonglaee device,"['ADJ', 'NOUN']",['PERSON'],0,1,2,"['nonglaee', 'device']",1
US1716623A,1929-06-11,Thomas m,"['PROPN', 'VERB']",['PERSON'],1,1,2,"['thomas', 'm']",1
US1716659A,1929-06-11,John i,"['PROPN', 'PRON']",['PERSON'],1,1,2,"['john', 'i']",1
US1717127A,1929-06-11,John toole,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['john', 'toole']",1
US1717196A,1929-06-11,William l,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['william', 'l']",1
US1717399A,1929-06-18,John l,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['john', 'l']",1
