patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,bad_endings
US100003A,1870-02-22,bessemer,['NOUN'],[],0,0,1,0
US100013A,1870-02-22,chubbuck,['NOUN'],[],0,0,1,0
US100045A,1870-02-22,landrine,['VERB'],[],0,0,1,0
US100119A,1870-02-22,colby,['VERB'],[],0,0,1,0
US100138A,1870-02-22,goodfellow,['VERB'],[],0,0,1,0
US100164A,1870-02-22,lymast,['NOUN'],[],0,0,1,0
US100184A,1870-02-22,safes,['NOUN'],[],0,0,1,0
US100200A,1870-02-22,skinnek,['ADJ'],[],0,0,1,0
US100211A,1870-02-22,sturtevant,['ADJ'],[],0,0,1,0
US100212A,1870-02-22,sturtevant,['ADJ'],[],0,0,1,0
US100235A,1870-02-22,bturtevant,['NOUN'],[],0,0,1,0
US100243A,1870-02-22,sturtevant,['ADJ'],[],0,0,1,0
US100272A,1870-03-01,Dening,['VERB'],[],0,0,1,0
US100352A,1870-03-01,Tholomay,['NOUN'],[],0,0,1,0
US100368A,1870-03-01,Administrator,['NOUN'],[],0,0,1,0
US100393A,1870-03-01,-peters,['NOUN'],[],0,0,1,0
US100407A,1870-03-01,Island,['NOUN'],[],0,0,1,0
US100447A,1870-03-01,Machines,['NOUN'],[],0,0,1,0
US100483A,1870-03-01,woodbury,['NOUN'],[],0,0,1,0
US100525A,1870-03-08,hanks,['VERB'],[],0,0,1,0
US100550A,1870-03-08,Ering,['VERB'],[],0,0,1,0
US100631A,1870-03-08,Hutson,['NOUN'],['ORG'],0,0,1,0
US100671A,1870-03-08,Island,['NOUN'],[],0,0,1,0
US100710A,1870-03-15,bachelder,['NOUN'],[],0,0,1,0
US100736A,1870-03-15,dundeedale,['ADJ'],[],0,0,1,0
US100744A,1870-03-15,Island,['NOUN'],[],0,0,1,0
US100797A,1870-03-15,phelps,['NOUN'],[],0,0,1,0
US100820A,1870-03-15,tucker,['VERB'],[],0,0,1,0
US100829A,1870-03-15,Territory,['NOUN'],[],0,0,1,0
US100870A,1870-03-15,Island,['NOUN'],[],0,0,1,0
US100888A,1870-03-15,hastings,['NOUN'],[],0,0,1,0
US100906A,1870-03-15,Examijieh,['ADV'],[],0,0,1,0
US100915A,1870-03-15,Improvement,['NOUN'],[],0,0,1,0
US100959A,1870-03-15,willson,['NOUN'],[],0,0,1,0
US100979A,1870-03-22,chatfield,['VERB'],['GPE'],0,0,1,0
US101002A,1870-03-22,gilman,['NOUN'],[],0,0,1,0
US101065A,1870-03-22,Territory,['NOUN'],[],0,0,1,0
US101069A,1870-03-22,Liquids,['NOUN'],[],0,0,1,0
US101166A,1870-03-22,Barrels,['NOUN'],[],0,0,1,0
US101306A,1870-03-29,paine,['NOUN'],[],0,0,1,0
US101345A,1870-03-29,Machines,['NOUN'],[],0,0,1,0
US101421A,1870-04-05,binns,['VERB'],[],0,0,1,0
US101470A,1870-04-05,moore,['VERB'],[],0,0,1,0
US101534A,1870-04-05,spring,['NOUN'],[],0,0,1,0
US101540A,1870-04-05,Combined,['VERB'],[],0,0,1,0
US101652A,1870-04-05,nobles,['VERB'],[],0,0,1,0
US101713A,1870-04-12,cortrite,['VERB'],[],0,0,1,0
US101718A,1870-04-12,dunking,['VERB'],[],0,0,1,0
US101752A,1870-04-12,mcclelland,['ADJ'],[],0,0,1,0
US101779A,1870-04-12,Machines,['NOUN'],[],0,0,1,0
US101838A,1870-04-12,Improved,['VERB'],[],0,0,1,0
US101876A,1870-04-12,holden,['VERB'],[],0,0,1,0
US101886A,1870-04-12,Kendall,['NOUN'],[],0,0,1,0
US101972A,1870-04-19,Ventilator,['NOUN'],[],0,0,1,0
US101989A,1870-04-19,Island,['NOUN'],[],0,0,1,0
US101996A,1870-04-19,glendinning,['VERB'],[],0,0,1,0
US102028A,1870-04-19,millar,['ADJ'],[],0,0,1,0
US102080A,1870-04-19,beeman,['NOUN'],[],0,0,1,0
US102086A,1870-04-19,brown,['ADJ'],[],0,0,1,0
US102138A,1870-04-19,petefis,['NOUN'],[],0,0,1,0
US102177A,1870-04-19,stevenson,['NOUN'],[],0,0,1,0
US102178A,1870-04-19,Chair,['NOUN'],[],0,0,1,0
US102195A,1870-04-19,Island,['NOUN'],[],0,0,1,0
US102208A,1870-04-26,barlow,['VERB'],[],0,0,1,0
US102247A,1870-04-26,gallagher,['ADV'],[],0,0,1,0
US102287A,1870-04-26,ludwig,['NOUN'],[],0,0,1,0
US102309A,1870-04-26,Paeks,['NOUN'],[],0,0,1,0
US102422A,1870-04-26,Adelphia,['NOUN'],[],0,0,1,0
US102486A,1870-05-03,Engine,['NOUN'],[],0,0,1,0
US102532A,1870-05-03,getzesjdaner,['NOUN'],[],0,0,1,0
US102560A,1870-05-03,lilienthal,['ADJ'],[],0,0,1,0
US102590A,1870-05-03,potter,['NOUN'],[],0,0,1,0
US102591A,1870-05-03,randall,['ADV'],[],0,0,1,0
US102694A,1870-05-03,Improvement,['NOUN'],[],0,0,1,0
US102700A,1870-05-03,nickason,['NOUN'],[],0,0,1,0
US102743A,1870-05-03,wilson,['NOUN'],['ORG'],0,0,1,0
US102772A,1870-05-10,stillman,['NOUN'],[],0,0,1,0
US102848A,1870-05-10,Improvement,['NOUN'],[],0,0,1,0
US102851A,1870-05-10,Chines,['NOUN'],[],0,0,1,0
US102880A,1870-05-10,stuck,['VERB'],[],0,0,1,0
US102883A,1870-05-10,treat,['VERB'],[],0,0,1,0
US102893A,1870-05-10,pctess,['VERB'],[],0,0,1,0
US102907A,1870-05-10,Sachusetts,['NOUN'],['GPE'],0,0,1,0
US102908A,1870-05-10,bradford,['NOUN'],[],0,0,1,0
US102929A,1870-05-10,emery,['NOUN'],[],0,0,1,0
US102981A,1870-05-10,smitij,['VERB'],[],0,0,1,0
US103026A,1870-05-17,dedekick,['VERB'],[],0,0,1,0
US103061A,1870-05-17,littlepage,['VERB'],[],0,0,1,0
US103098A,1870-05-17,solliday,['NOUN'],[],0,0,1,0
US103137A,1870-05-17,chappel,['VERB'],[],0,0,1,0
US103180A,1870-05-17,hermance,['NOUN'],[],0,0,1,0
US103189A,1870-05-17,hollingsworth,['NOUN'],[],0,0,1,0
US103209A,1870-05-17,lewthwaite,['VERB'],[],0,0,1,0
US103277A,1870-05-24,Island,['NOUN'],[],0,0,1,0
US103279A,1870-05-24,bailey,['NOUN'],[],0,0,1,0
US103284A,1870-05-24,Improved,['VERB'],[],0,0,1,0
US103334A,1870-05-24,house,['NOUN'],[],0,0,1,0
US103391A,1870-05-24,Furnaces,['NOUN'],[],0,0,1,0
