patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens
US3200271A,1962-07-23,Bolometer,['PROPN'],[],1,0,2,['bolometer']
US3200421A,1963-06-20,Aquaplane,['PROPN'],[],1,0,2,['aquaplane']
US3200499A,1961-08-08,Gunsight,['PROPN'],[],1,0,2,['gunsight']
US3200502A,1963-05-30,Comparator,['PROPN'],[],1,0,2,['comparator']
US3200515A,1962-05-29,Taxidermy,['PROPN'],[],1,0,2,['taxidermy']
US3200546A,1963-01-28,Vestibule,['PROPN'],[],1,0,2,['vestibule']
US3200650A,1962-11-14,Pipette,['PROPN'],[],1,0,2,['pipette']
US3200778A,1963-07-30,Planter,['PROPN'],[],1,0,2,['planter']
US3200896A,1962-07-16,Indicator,['PROPN'],[],1,0,2,['indicator']
US3201094A,1963-01-23,Blender,['PROPN'],[],1,0,2,['blender']
US3201207A,1961-09-15,Muffler,['PROPN'],['NORP'],1,0,2,['muffler']
US3201339A,1960-03-23,Electrodialyzer,['PROPN'],[],1,0,2,['electrodialyzer']
US3201459A,1961-11-23,Guanidine,['PROPN'],[],1,0,2,['guanidine']
US3201817A,1963-07-25,Eraser,['PROPN'],[],1,0,2,['eraser']
US3202030A,1961-06-13,Bassoon,['PROPN'],[],1,0,2,['bassoon']
US3202031A,1961-06-13,Bassoon,['PROPN'],[],1,0,2,['bassoon']
US3202401A,1963-04-01,Balustrade,['PROPN'],[],1,0,2,['balustrade']
US3203235A,1963-02-07,Tensiometer,['PROPN'],[],1,0,2,['tensiometer']
US3203290A,1962-06-07,Microtomes,['PROPN'],[],1,0,2,['microtomes']
US3203360A,1963-08-16,Trolley,['PROPN'],['GPE'],1,0,2,['trolley']
US3203415A,1962-12-26,Vibrator,['PROPN'],[],1,0,2,['vibrator']
US3204313A,1962-01-18,Clip,['PROPN'],[],1,0,2,['clip']
US3204584A,1963-11-26,Micropositioner,['PROPN'],[],1,0,2,['micropositioner']
US3204596A,1960-10-12,Hydroglider,['PROPN'],[],1,0,2,['hydroglider']
US3204650A,1962-10-15,Umbrella,['PROPN'],['ORG'],1,0,2,['umbrella']
US3204699A,1961-02-10,Propeller,['PROPN'],[],1,0,2,['propeller']
US3204863A,1961-05-13,Compressor,['PROPN'],[],1,0,2,['compressor']
US3205274A,1960-12-28,Bactericide,['PROPN'],[],1,0,2,['bactericide']
US3206106A,1961-07-26,Compressor,['PROPN'],[],1,0,2,['compressor']
US3206173A,1963-11-20,Stirrer,['PROPN'],[],1,0,2,['stirrer']
US3206478A,1961-10-05,Aminoarylalkanone,['PROPN'],[],1,0,2,['aminoarylalkanone']
US3207341A,1963-01-10,Loader,['PROPN'],[],1,0,2,['loader']
US3207393A,1962-11-05,Hanger,['PROPN'],[],1,0,2,['hanger']
US3207457A,1962-11-06,Convertiplane,['PROPN'],[],1,0,2,['convertiplane']
US3208184A,1965-09-28,Turkey caller,"['PROPN', 'NOUN']",['GPE'],1,0,2,"['turkey', 'caller']"
US3208299A,1964-04-15,Controller,['PROPN'],[],1,0,2,['controller']
US3208407A,1964-04-06,Carbed,['PROPN'],[],1,0,2,['carbed']
US3208577A,1961-08-25,Unscrambler,['PROPN'],[],1,0,2,['unscrambler']
US3208667A,1963-07-19,Compressor,['PROPN'],[],1,0,2,['compressor']
US3209009A,1965-09-28,Pons ctal,"['PROPN', 'NOUN']",[],1,0,2,"['pons', 'ctal']"
US3209140A,1963-01-14,Luminaire,['PROPN'],[],1,0,2,['luminaire']
US3209142A,1964-02-27,Luminaire,['PROPN'],[],1,0,2,['luminaire']
US3209669A,1963-07-19,Cupola,['PROPN'],[],1,0,2,['cupola']
US3209840A,1961-09-05,Cultivator,['PROPN'],[],1,0,2,['cultivator']
US3209965A,1962-10-08,Hanger,['PROPN'],[],1,0,2,['hanger']
US3210538A,1962-12-27,Luminaire,['PROPN'],[],1,0,2,['luminaire']
US3210781A,1962-01-30,Mattress,['PROPN'],[],1,0,2,['mattress']
US3211905A,1963-06-12,Luminaire,['PROPN'],[],1,0,2,['luminaire']
