patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,is_inventor
US3209178A,1965-09-28,Fig.ii,['PROPN'],['PERSON'],1,1,1,['fig.ii'],1
US3211951A,1965-10-12,Tail lamps,"['NOUN', 'NOUN']",['PERSON'],0,1,2,"['tail', 'lamps']",1
US3221114A,1965-11-30,Hisao maeda,"['NOUN', 'NOUN']",['PERSON'],0,1,2,"['hisao', 'maeda']",1
US3222360A,1962-12-03,Dioxazolylpenicillins,['NOUN'],['PERSON'],0,1,2,['dioxazolylpenicillins'],1
US3222943A,1963-06-25,Ratcheter,['PROPN'],['PERSON'],1,1,2,['ratcheter'],1
US3226241A,1965-12-28,Alumina refractories,"['PROPN', 'VERB']",['PERSON'],1,1,2,"['alumina', 'refractories']",1
US3226445A,1962-06-27,Alkylthiobenzenepolythiols,['NOUN'],['PERSON'],0,1,2,['alkylthiobenzenepolythiols'],1
US3228338A,1966-01-11,Jpn+pb,['NOUN'],['PERSON'],0,1,1,['jpn+pb'],1
US3229311A,1962-12-21,Radiosonobuoys,['NOUN'],['PERSON'],0,1,2,['radiosonobuoys'],1
US3244560A,1966-04-05,Diaz compain,"['PROPN', 'VERB']",['PERSON'],1,1,2,"['diaz', 'compain']",1
US3248645A,1962-02-28,Gaussmeter,['PROPN'],['PERSON'],1,1,2,['gaussmeter'],1
US3249768A,1963-11-05,Cryotron,['NOUN'],['PERSON'],0,1,2,['cryotron'],1
US3253558A,1962-03-26,Shuttles,['VERB'],['PERSON'],0,1,2,['shuttles'],1
US3256277A,1966-06-14,Azaspiro alkanes,"['PROPN', 'VERB']",['PERSON'],1,1,2,"['azaspiro', 'alkanes']",1
US3258469A,1963-10-30,Aminobicycloalkanes,['VERB'],['PERSON'],0,1,2,['aminobicycloalkanes'],1
US3269850A,1966-08-30,Alumina refractories,"['PROPN', 'VERB']",['PERSON'],1,1,2,"['alumina', 'refractories']",1
US3270020A,1966-08-30,Dihydro ergocornine,"['NOUN', 'VERB']",['PERSON'],0,1,2,"['dihydro', 'ergocornine']",1
US3273528A,1964-07-20,Windsurfer,['VERB'],['PERSON'],0,1,2,['windsurfer'],1
US3277185A,1966-10-04,Karl grob,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['karl', 'grob']",1
