patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,bad_endings
US600001A,1898-03-01,Bicycle,['NOUN'],[],0,0,1,0
US600006A,1898-03-01,Lajljtllni,['NOUN'],[],0,0,1,0
US600011A,1898-03-01,minis,['NOUN'],['ORG'],0,0,1,0
US600033A,1898-03-01,Elevator,['NOUN'],[],0,0,1,0
US600046A,1898-03-01,Bicycle,['NOUN'],[],0,0,1,0
US600048A,1898-03-01,Smoke,['NOUN'],[],0,0,1,0
US600049A,1898-03-01,Calipers,['NOUN'],[],0,0,1,0
US600050A,1898-03-01,tucek,['NOUN'],[],0,0,1,0
US600053A,1898-03-01,Setts,['NOUN'],['NORP'],0,0,1,0
US600064A,1898-03-01,Bottle,['NOUN'],[],0,0,1,0
US600081A,1898-03-01,koehler,['NOUN'],[],0,0,1,0
US600082A,1898-03-01,Signments,['NOUN'],[],0,0,1,0
US600092A,1898-03-01,Machinery,['NOUN'],[],0,0,1,0
US600096A,1898-03-01,soper,['NOUN'],[],0,0,1,0
US600099A,1898-03-01,sussman,['VERB'],[],0,0,1,0
US600102A,1898-03-01,Locomotive,['ADJ'],[],0,0,1,0
US600108A,1898-03-01,Bottle,['NOUN'],[],0,0,1,0
US600109A,1898-03-01,Signments,['NOUN'],[],0,0,1,0
US600110A,1898-03-01,Signments,['NOUN'],[],0,0,1,0
US600119A,1898-03-01,cahill,['ADV'],[],0,0,1,0
US600120A,1898-03-01,cihill,['VERB'],[],0,0,1,0
US600121A,1898-03-01,Island,['NOUN'],[],0,0,1,0
US600124A,1898-03-01,Broom,['NOUN'],[],0,0,1,0
US600128A,1898-03-01,Machine,['NOUN'],[],0,0,1,0
US600141A,1898-03-08,dabby,['NOUN'],[],0,0,1,0
US600164A,1898-03-08,north,['ADV'],[],0,0,1,0
US600168A,1898-03-08,brown,['ADJ'],[],0,0,1,0
US600184A,1898-03-08,Island,['NOUN'],[],0,0,1,0
US600198A,1898-03-08,gorter,['NOUN'],[],0,0,1,0
US600201A,1898-03-08,jacks,['NOUN'],[],0,0,1,0
US600209A,1898-03-08,prieto,['NOUN'],[],0,0,1,0
US600213A,1898-03-08,Fumigator,['NOUN'],[],0,0,1,0
US600216A,1898-03-08,eastwood,['NOUN'],[],0,0,1,0
US600217A,1898-03-08,eastwood,['NOUN'],[],0,0,1,0
US600223A,1898-03-08,Island,['NOUN'],[],0,0,1,0
US600240A,1898-03-08,stephens,['NOUN'],[],0,0,1,0
US600249A,1898-03-08,Valve,['VERB'],[],0,0,1,0
US600258A,1898-03-08,cramer,['NOUN'],[],0,0,1,0
US600259A,1898-03-08,detjbner,['NOUN'],[],0,0,1,0
US600280A,1898-03-08,Puzzle,['NOUN'],[],0,0,1,0
US600302A,1898-03-08,Switch,['VERB'],[],0,0,1,0
US600309A,1898-03-08,Mvehtor,['NOUN'],[],0,0,1,0
US600343A,1898-03-08,collins,['VERB'],[],0,0,1,0
US600344A,1898-03-08,Calendar,['NOUN'],[],0,0,1,0
US600345A,1898-03-08,Island,['NOUN'],[],0,0,1,0
