patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens
US600007A,1898-03-01,langee,['PROPN'],[],1,0,1,['langee']
US600054A,1898-03-01,Harry m,"['PROPN', 'VERB']",['ORG'],1,0,2,"['harry', 'm']"
US600061A,1898-03-01,Chusetts,['PROPN'],['NORP'],1,0,1,['chusetts']
US600086A,1898-03-01,Charles lupsky,"['PROPN', 'NOUN']",[],1,0,2,"['charles', 'lupsky']"
US600093A,1898-03-01,Derrick,['PROPN'],[],1,0,1,['derrick']
US600112A,1898-03-01,James j,"['PROPN', 'PROPN']",[],1,0,2,"['james', 'j']"
US600113A,1898-03-01,latham,['PROPN'],[],1,0,1,['latham']
US600126A,1898-03-01,Eyelet,['PROPN'],[],1,0,1,['eyelet']
US600130A,1898-03-01,canada,['PROPN'],['GPE'],1,0,1,['canada']
US600131A,1898-03-08,Louis ahrens,"['PROPN', 'VERB']",[],1,0,2,"['louis', 'ahrens']"
US600133A,1898-03-08,J batey,"['PROPN', 'PROPN']",[],1,0,2,"['j', 'batey']"
US600139A,1898-03-08,Edwin e,"['PROPN', 'NOUN']",[],1,0,2,"['edwin', 'e']"
US600159A,1896-09-26,absorber,['PROPN'],[],1,0,2,['absorber']
US600174A,1898-03-08,robert,['PROPN'],[],1,0,1,['robert']
US600185A,1898-03-08,Elias l,"['PROPN', 'NOUN']",['ORG'],1,0,2,"['elias', 'l']"
US600187A,1898-03-08,James j,"['PROPN', 'PROPN']",[],1,0,2,"['james', 'j']"
US600190A,1898-03-08,Sarkis s,"['PROPN', 'VERB']",['ORG'],1,0,2,"['sarkis', 's']"
US600193A,1898-03-08,Peters co,"['PROPN', 'VERB']",[],1,0,2,"['peters', 'co']"
US600200A,1898-03-08,Wagon,['PROPN'],[],1,0,1,['wagon']
US600206A,1898-03-08,Apparatus,['PROPN'],[],1,0,1,['apparatus']
US600215A,1898-03-08,Walter e,"['PROPN', 'NOUN']",[],1,0,2,"['walter', 'e']"
