patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings
US3000554A,1961-09-19,shoup,['NOUN'],[],0,0,1,['shoup'],0
US3000557A,1961-09-19,ellerbeck,['VERB'],[],0,0,1,['ellerbeck'],0
US3000558A,1961-09-19,jaynes,['NOUN'],[],0,0,1,['jaynes'],0
US3000781A,1956-01-07,Fluorine,['NOUN'],['GPE'],0,0,1,['fluorine'],0
US3001141A,1961-09-19,Source,['NOUN'],[],0,0,1,['source'],0
US3002272A,1961-10-03,hodges,['VERB'],[],0,0,1,['hodges'],0
US3002844A,1961-10-03,Issued,['VERB'],[],0,0,1,['issued'],0
US3002937A,1955-01-25,Polyester,['NOUN'],[],0,0,1,['polyester'],0
US3003254A,1961-10-10,pattison,['NOUN'],[],0,0,1,['pattison'],0
US3003344A,1961-10-10,clarke,['NOUN'],[],0,0,1,['clarke'],0
US3003690A,1961-10-10,ellerbeck,['VERB'],[],0,0,1,['ellerbeck'],0
US3004817A,1961-10-17,wapner,['NOUN'],['ORG'],0,0,1,['wapner'],0
US3004971A,1961-10-17,Chzxch,['VERB'],[],0,0,1,['chzxch'],0
US3004975A,1961-10-17,Cochs,['NOUN'],[],0,0,1,['cochs'],0
US3005204A,1961-10-24,Silver,['NOUN'],[],0,0,1,['silver'],0
US3006036A,1957-10-24,Schrotz,['NOUN'],['ORG'],0,0,1,['schrotz'],0
US3006413A,1961-10-31,brown,['ADJ'],[],0,0,1,['brown'],0
US3006426A,1961-10-31,popiel,['NOUN'],[],0,0,1,['popiel'],0
US3007921A,1961-11-07,Berther,['ADJ'],[],0,0,1,['berther'],0
US3008738A,1961-11-14,Longfellow,['NOUN'],[],0,0,1,['longfellow'],0
US3008947A,1961-11-14,stalder,['NOUN'],[],0,0,1,['stalder'],0
US3009120A,1961-11-14,Electric,['ADJ'],[],0,0,1,['electric'],0
US3009634A,1961-11-21,Allward,['NOUN'],[],0,0,1,['allward'],0
US3009635A,1961-11-21,Reset,['VERB'],[],0,0,1,['reset'],0
US3010948A,1961-11-28,Field,['NOUN'],[],0,0,1,['field'],0
US3011107A,1961-11-28,steeb,['VERB'],[],0,0,1,['steeb'],0
US3011109A,1961-11-28,Source,['NOUN'],[],0,0,1,['source'],0
US3011112A,1961-11-28,mowery,['ADJ'],[],0,0,1,['mowery'],0
US3012439A,1961-12-12,Gyroscopes,['NOUN'],[],0,0,1,['gyroscopes'],0
US3014019A,1961-12-19,czenkusch,['NOUN'],[],0,0,1,['czenkusch'],0
US3014038A,1961-12-19,Xnhxs,['VERB'],[],0,0,1,['xnhxs'],0
US3014313A,1961-12-26,novak,['NOUN'],[],0,0,1,['novak'],0
US3014316A,1961-12-26,Attys,['VERB'],[],0,0,1,['attys'],0
US3014849A,1961-12-26,cottle,['NOUN'],[],0,0,1,['cottle'],0
US3015035A,1961-12-26,Ialbjc,['NOUN'],[],0,0,1,['ialbjc'],0
US3015172A,1962-01-02,Parnas,['NOUN'],['GPE'],0,0,1,['parnas'],0
US3015850A,1962-01-09,Preheated,['VERB'],[],0,0,1,['preheated'],0
US3016117A,1962-01-09,petersen,['VERB'],[],0,0,1,['petersen'],0
US3017438A,1962-01-16,Storage,['NOUN'],[],0,0,1,['storage'],0
US3018868A,1962-01-30,Antonoff,['NOUN'],[],0,0,1,['antonoff'],0
US3018949A,1962-01-30,Sparks,['NOUN'],[],0,0,1,['sparks'],0
US3019350A,1962-01-30,Gauthey,['NOUN'],[],0,0,1,['gauthey'],0
US3020772A,1962-02-13,goodhouse,['VERB'],[],0,0,1,['goodhouse'],0
US3021326A,1962-02-13,snider,['VERB'],[],0,0,1,['snider'],0
US3021482A,1962-02-13,estes,['NOUN'],[],0,0,1,['estes'],0
US3021714A,1962-02-20,Moller,['NOUN'],[],0,0,1,['moller'],0
US3022291A,1962-02-20,cuhno,['NOUN'],[],0,0,1,['cuhno'],0
US3022555A,1962-02-27,Molds,['NOUN'],[],0,0,1,['molds'],0
US3022940A,1962-02-27,Dodsworth,['ADJ'],[],0,0,1,['dodsworth'],0
US3023250A,1962-02-27,Ochiche,['NOUN'],[],0,0,1,['ochiche'],0
US3024686A,1962-03-13,daugusta,['INTJ'],['GPE'],0,0,1,['daugusta'],0
US3024974A,1962-03-13,hocker,['NOUN'],[],0,0,1,['hocker'],0
US3024975A,1962-03-13,Sundstrand,['NOUN'],['GPE'],0,0,1,['sundstrand'],0
US3025799A,1962-03-20,hallerback,['VERB'],[],0,0,1,['hallerback'],0
US3026561A,1962-03-27,cline,['NOUN'],[],0,0,1,['cline'],0
US3028082A,1962-04-03,clark,['NOUN'],[],0,0,1,['clark'],0
US3028375A,1962-04-03,wilson,['NOUN'],['ORG'],0,0,1,['wilson'],0
US3030946A,1962-04-24,amplifier,['ADJ'],[],0,0,1,['amplifier'],0
US3031581A,1962-04-24,Kukuk,['NOUN'],['GPE'],0,0,1,['kukuk'],0
US3032261A,1962-05-01,Lydfors,['NOUN'],[],0,0,1,['lydfors'],0
US3032684A,1962-05-01,kuykendall,['VERB'],[],0,0,1,['kuykendall'],0
US3032703A,1962-05-01,lowrance,['NOUN'],[],0,0,1,['lowrance'],0
US3035656A,1962-05-22,Stethoscope,['NOUN'],[],0,0,1,['stethoscope'],0
US3036768A,1962-05-29,moody,['ADJ'],[],0,0,1,['moody'],0
US3037011A,1962-05-29,Liquids,['NOUN'],[],0,0,1,['liquids'],0
US3037532A,1962-06-05,seltzer,['NOUN'],[],0,0,1,['seltzer'],0
US3037692A,1962-06-05,Bothe,['PRON'],[],0,0,1,['bothe'],0
US3037988A,1962-06-05,Benzoylamiivomethylpykidines,['NOUN'],[],0,0,1,['benzoylamiivomethylpykidines'],0
US3038368A,1962-06-12,Fialovszky,['ADJ'],[],0,0,1,['fialovszky'],0
US3038653A,1962-06-12,Jeffords,['ADV'],[],0,0,1,['jeffords'],0
US3040978A,1962-06-26,englund,['NOUN'],[],0,0,1,['englund'],0
