patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,is_inventor
US1500211A,1924-07-08,starrett,['PROPN'],['PERSON'],1,1,1,['starrett'],1
US1500432A,1924-07-08,Habby ayliite,"['PROPN', 'VERB']",['PERSON'],1,1,2,"['habby', 'ayliite']",1
US1500707A,1924-07-08,jaunstey,['PROPN'],['PERSON'],1,1,1,['jaunstey'],1
US1501461A,1924-07-15,Abraham ktjrnick,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['abraham', 'ktjrnick']",1
US1501848A,1924-07-15,John h,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['john', 'h']",1
US1502003A,1924-07-22,Herbert abraham,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['herbert', 'abraham']",1
US1502050A,1924-07-22,Batxoxtc,['PROPN'],['PERSON'],1,1,1,['batxoxtc'],1
US1502124A,1924-07-22,William a,"['PROPN', 'PRON']",['PERSON'],1,1,2,"['william', 'a']",1
US1502665A,1924-07-29,David d,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['david', 'd']",1
US1502952A,1924-07-29,Hans herlitz,"['PROPN', 'VERB']",['PERSON'],1,1,2,"['hans', 'herlitz']",1
US1502955A,1924-07-29,johnson,['PROPN'],['PERSON'],1,1,1,['johnson'],1
US1503172A,1923-10-18,Fbitz stbaub,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['fbitz', 'stbaub']",1
US1503374A,1924-07-29,Humphrey f,"['PROPN', 'X']",['PERSON'],1,1,2,"['humphrey', 'f']",1
US1503494A,1924-08-05,William e,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['william', 'e']",1
US1503736A,1924-08-05,Wateb distkibtttob,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['wateb', 'distkibtttob']",1
US1503792A,1924-08-05,Thomas l,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['thomas', 'l']",1
US1504139A,1924-08-05,William f,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['william', 'f']",1
US1504231A,1920-11-30,gooderham,['PROPN'],['PERSON'],1,1,1,['gooderham'],1
US1505215A,1924-08-19,Daniel h,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['daniel', 'h']",1
US1505765A,1924-08-19,Ralph bbownson,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['ralph', 'bbownson']",1
US1506083A,1920-07-28,richardson,['PROPN'],['PERSON'],1,1,1,['richardson'],1
US1506596A,1924-08-26,Francis j,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['francis', 'j']",1
US1507029A,1924-09-02,Bobefif w,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['bobefif', 'w']",1
US1507301A,1924-09-02,williams,['PROPN'],['PERSON'],1,1,1,['williams'],1
US1508101A,1924-09-09,Geniorsbyran h,"['ADJ', 'NOUN']",['PERSON'],0,1,2,"['geniorsbyran', 'h']",1
US1508389A,1924-09-16,Joseph oat,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['joseph', 'oat']",1
US1508498A,1924-09-16,Edward e,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['edward', 'e']",1
