patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings
US2203795A,1940-06-11,nardone,['NOUN'],[],0,0,1,['nardone'],0
US2203993A,1940-06-11,Garment,['NOUN'],[],0,0,1,['garment'],0
US2205504A,1935-04-04,urtel,['NOUN'],[],0,0,1,['urtel'],0
US2206779A,1940-07-02,Office,['NOUN'],[],0,0,1,['office'],0
US2207209A,1940-07-09,trollen,['VERB'],[],0,0,1,['trollen'],0
US2208337A,1940-07-16,maslow,['VERB'],[],0,0,1,['maslow'],0
US2208906A,1940-07-23,leone,['VERB'],[],0,0,1,['leone'],0
US2209164A,1940-07-23,Stethoscope,['NOUN'],[],0,0,1,['stethoscope'],0
US2210270A,1940-08-06,Collector,['NOUN'],[],0,0,1,['collector'],0
US2211359A,1940-08-13,Cover,['VERB'],[],0,0,1,['cover'],0
US2211741A,1940-08-13,elwell,['VERB'],[],0,0,1,['elwell'],0
US2211864A,1940-08-20,schmied,['VERB'],[],0,0,1,['schmied'],0
US2212930A,1940-08-27,cochrane,['NOUN'],[],0,0,1,['cochrane'],0
US2213753A,1940-09-03,Valve,['VERB'],[],0,0,1,['valve'],0
US2217300A,1940-10-08,swart,['VERB'],[],0,0,1,['swart'],0
US2217505A,1940-10-08,Stove,['VERB'],[],0,0,1,['stove'],0
US2218409A,1940-10-15,smalls,['NOUN'],[],0,0,1,['smalls'],0
US2218815A,1940-10-22,Calculator,['NOUN'],[],0,0,1,['calculator'],0
US2220042A,1940-10-29,Unite,['VERB'],[],0,0,1,['unite'],0
US2221851A,1940-11-19,teamer,['NOUN'],[],0,0,1,['teamer'],0
US2222272A,1940-11-19,Calculator,['NOUN'],[],0,0,1,['calculator'],0
US2225556A,1940-12-17,Stovepipe,['NOUN'],[],0,0,1,['stovepipe'],0
US2226738A,1940-12-31,paridon,['VERB'],[],0,0,1,['paridon'],0
US2226919A,1940-12-31,gubelman,['NOUN'],[],0,0,1,['gubelman'],0
US2227901A,1941-01-07,Burner,['NOUN'],[],0,0,1,['burner'],0
US2228807A,1941-01-14,backer,['NOUN'],[],0,0,1,['backer'],0
US2229322A,1941-01-21,Whistle,['ADJ'],[],0,0,1,['whistle'],0
US2229923A,1941-01-28,Tissues,['NOUN'],[],0,0,1,['tissues'],0
US2230882A,1941-02-04,Damper,['NOUN'],['ORG'],0,0,1,['damper'],0
US2231409A,1941-02-11,Calculator,['NOUN'],[],0,0,1,['calculator'],0
US2231867A,1936-08-29,allen,['VERB'],[],0,0,1,['allen'],0
US2231875A,1941-02-18,Snowplcw,['VERB'],[],0,0,1,['snowplcw'],0
US2233805A,1941-03-04,Triazoles,['NOUN'],[],0,0,1,['triazoles'],0
US2234006A,1941-03-04,Refractory,['NOUN'],[],0,0,1,['refractory'],0
US2236097A,1941-03-25,Regulator,['NOUN'],[],0,0,1,['regulator'],0
US2240194A,1941-04-29,Carburetor,['NOUN'],[],0,0,1,['carburetor'],0
US2241632A,1941-05-13,Overdrive,['ADJ'],[],0,0,1,['overdrive'],0
US2241677A,1941-05-13,Tractor,['NOUN'],[],0,0,1,['tractor'],0
US2241931A,1941-05-13,potter,['NOUN'],[],0,0,1,['potter'],0
US2241985A,1941-05-13,Latch,['VERB'],[],0,0,1,['latch'],0
US2242317A,1941-05-20,metcalf,['NOUN'],[],0,0,1,['metcalf'],0
US2242709A,1941-05-20,lofvenmark,['VERB'],[],0,0,1,['lofvenmark'],0
US2242819A,1941-05-20,fanner,['ADJ'],[],0,0,1,['fanner'],0
US2242820A,1941-05-20,fanner,['ADJ'],[],0,0,1,['fanner'],0
