patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,is_inventor
US2601149A,1952-06-17,Sheetsxsheet i,"['VERB', 'PRON']",['PERSON'],0,1,2,"['sheetsxsheet', 'i']",1
US2601787A,1952-07-01,Sheetsxsheet i,"['VERB', 'PRON']",['PERSON'],0,1,2,"['sheetsxsheet', 'i']",1
US2602511A,1952-07-08,johnson,['PROPN'],['PERSON'],1,1,1,['johnson'],1
US2603078A,1952-07-15,Jackson,['PROPN'],['PERSON'],1,1,1,['jackson'],1
US2603201A,1952-07-15,Sheetsxsheet i,"['VERB', 'PRON']",['PERSON'],0,1,2,"['sheetsxsheet', 'i']",1
US2603232A,1952-07-15,Sheetsxsheet i,"['VERB', 'PRON']",['PERSON'],0,1,2,"['sheetsxsheet', 'i']",1
US2603235A,1952-07-15,Kirkham,['PROPN'],['PERSON'],1,1,1,['kirkham'],1
US2603237A,1952-07-15,van hyning,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['van', 'hyning']",1
US2603249A,1952-07-15,Sheetsxsheet i,"['VERB', 'PRON']",['PERSON'],0,1,2,"['sheetsxsheet', 'i']",1
US2603254A,1952-07-15,Sheetsxsheet i,"['VERB', 'PRON']",['PERSON'],0,1,2,"['sheetsxsheet', 'i']",1
US2603256A,1952-07-15,Groen,['PROPN'],['PERSON'],1,1,1,['groen'],1
US2603285A,1952-07-15,Caligari,['PROPN'],['PERSON'],1,1,1,['caligari'],1
US2603332A,1952-07-15,Fleischer,['ADJ'],['PERSON'],0,1,1,['fleischer'],1
US2603335A,1952-07-15,Sheetsxsheet i,"['VERB', 'PRON']",['PERSON'],0,1,2,"['sheetsxsheet', 'i']",1
US2603343A,1952-07-15,Sheetsxsheet i,"['VERB', 'PRON']",['PERSON'],0,1,2,"['sheetsxsheet', 'i']",1
US2603352A,1952-07-15,Sheetsxsheet i,"['VERB', 'PRON']",['PERSON'],0,1,2,"['sheetsxsheet', 'i']",1
US2603356A,1952-07-15,hisey,['NOUN'],['PERSON'],0,1,1,['hisey'],1
US2603358A,1952-07-15,Sauer,['PROPN'],['PERSON'],1,1,1,['sauer'],1
US2603384A,1952-07-15,Sheetsxsheet i,"['VERB', 'PRON']",['PERSON'],0,1,2,"['sheetsxsheet', 'i']",1
US2604090A,1952-07-22,Sheetsxsheet i,"['VERB', 'PRON']",['PERSON'],0,1,2,"['sheetsxsheet', 'i']",1
US2605602A,1952-08-05,Koella,['NOUN'],['PERSON'],0,1,1,['koella'],1
US2605960A,1952-08-05,Lores,['NOUN'],['PERSON'],0,1,1,['lores'],1
US2606827A,1952-08-12,Sheetsxsheet i,"['VERB', 'PRON']",['PERSON'],0,1,2,"['sheetsxsheet', 'i']",1
US2606932A,1952-08-12,Sheetsxsheet i,"['VERB', 'PRON']",['PERSON'],0,1,2,"['sheetsxsheet', 'i']",1
US2609410A,1952-09-02,Babaud,['PROPN'],['PERSON'],1,1,1,['babaud'],1
US2609621A,1952-09-09,Sheetsxsheet i,"['VERB', 'PRON']",['PERSON'],0,1,2,"['sheetsxsheet', 'i']",1
US2610155A,1952-09-09,Sheetsxsheet i,"['VERB', 'PRON']",['PERSON'],0,1,2,"['sheetsxsheet', 'i']",1
US2610184A,1952-09-09,Oroshnik,['ADV'],['PERSON'],0,1,1,['oroshnik'],1
