patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,bad_endings
US1800101A,1931-04-07,parker ,['NOUN'],[],0,0,1,0
US1800375A,1931-04-14,carroll ,['NOUN'],[],0,0,1,0
US1800414A,1931-04-14,streckfuss ,['NOUN'],[],0,0,1,0
US1800523A,1931-04-14,gosch ,['VERB'],['ORG'],0,0,1,0
US1800669A,1931-04-14,stillman ,['NOUN'],[],0,0,1,0
US1800752A,1931-04-14,Calculator ,['NOUN'],[],0,0,1,0
US1800970A,1931-04-14,valerius ,['NOUN'],[],0,0,1,0
US1801796A,1931-04-21,chalmers ,['NOUN'],[],0,0,1,0
US1801797A,1931-04-21,Machine ,['NOUN'],[],0,0,1,0
US1801799A,1931-04-21,chalmers ,['NOUN'],[],0,0,1,0
US1801840A,1931-04-21,Doorcheck ,['NOUN'],[],0,0,1,0
US1802028A,1931-04-21,lovejoy ,['VERB'],[],0,0,1,0
US1802095A,1931-04-21,sttppes ,['VERB'],[],0,0,1,0
US1802674A,1931-04-28,schuyler ,['NOUN'],[],0,0,1,0
US1802927A,1931-04-28,rinsche ,['NOUN'],['ORG'],0,0,1,0
US1803008A,1931-04-28,Dyeing ,['NOUN'],[],0,0,1,0
US1803037A,1931-04-28,Gesellschaet ,['NOUN'],['ORG'],0,0,1,0
US1803185A,1931-04-28,hendricks ,['NOUN'],[],0,0,1,0
US1803299A,1931-04-28,fahlman ,['NOUN'],[],0,0,1,0
US1803464A,1931-05-05,dennis ,['X'],[],0,0,1,0
US1803489A,1931-05-05,Assionob ,['NOUN'],[],0,0,1,0
US1803525A,1931-05-05,edwards ,['NOUN'],[],0,0,1,0
US1804168A,1931-05-05,Tories ,['NOUN'],[],0,0,1,0
US1804181A,1931-05-05,oyster ,['VERB'],[],0,0,1,0
US1805012A,1931-05-12,sandison ,['NOUN'],[],0,0,1,0
US1806027A,1931-05-19,smalley ,['NOUN'],[],0,0,1,0
US1806505A,1931-05-19,Transmission ,['NOUN'],[],0,0,1,0
US1806517A,1931-05-19,Fountain ,['NOUN'],[],0,0,1,0
US1806524A,1931-05-19,donnelly ,['ADV'],[],0,0,1,0
US1806531A,1931-05-19,Stances ,['NOUN'],[],0,0,1,0
US1806543A,1931-05-19,kamrath ,['NOUN'],[],0,0,1,0
US1806552A,1931-05-19,Poration ,['NOUN'],[],0,0,1,0
US1806559A,1931-05-19,Poration ,['NOUN'],[],0,0,1,0
US1806572A,1931-05-19,lentz ,['ADV'],[],0,0,1,0
US1806598A,1931-05-26,denoux ,['VERB'],[],0,0,1,0
US1806600A,1931-05-26,Support ,['NOUN'],[],0,0,1,0
US1806603A,1931-05-26,armitage ,['VERB'],[],0,0,1,0
US1806607A,1931-05-26,brown ,['ADJ'],[],0,0,1,0
US1806610A,1931-05-26,Furniture ,['NOUN'],[],0,0,1,0
US1806626A,1931-05-26,Ments ,['NOUN'],[],0,0,1,0
US1806632A,1931-05-26,Pencil ,['NOUN'],[],0,0,1,0
US1806638A,1928-07-24,Television ,['NOUN'],[],0,0,1,0
US1806643A,1931-05-26,ohnstrand ,['NOUN'],[],0,0,1,0
US1806648A,1931-05-26,Airplane ,['NOUN'],[],0,0,1,0
