patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,is_inventor
US1801499A,1931-04-21,goldberg,['PROPN'],['PERSON'],1,1,1,['goldberg'],1
US1801585A,1931-04-21,of anderson,"['ADP', 'PROPN']",['PERSON'],1,1,2,"['of', 'anderson']",1
US1803948A,1931-05-05,Herman schwarze,"['PROPN', 'VERB']",['PERSON'],1,1,2,"['herman', 'schwarze']",1
US1804035A,1931-05-05,William h,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['william', 'h']",1
US1804268A,1931-05-05,northington,['PROPN'],['PERSON'],1,1,1,['northington'],1
US1804330A,1931-05-05,Harold t,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['harold', 't']",1
US1805800A,1929-07-23,Fairleader,['PROPN'],['PERSON'],1,1,2,['fairleader'],1
US1806070A,1931-05-19,Xjndahzr,['NOUN'],['PERSON'],0,1,1,['xjndahzr'],1
US1806133A,1931-05-19,Utdiaita,['PROPN'],['PERSON'],1,1,1,['utdiaita'],1
US1806502A,1931-05-19,rosenberg,['PROPN'],['PERSON'],1,1,1,['rosenberg'],1
US1806535A,1931-05-19,middleton,['PROPN'],['PERSON'],1,1,1,['middleton'],1
US1806536A,1931-05-19,bolton,['PROPN'],['PERSON'],1,1,1,['bolton'],1
US1806547A,1931-05-19,Thomas midgley,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['thomas', 'midgley']",1
US1806554A,1931-05-19,Stokeb,['PROPN'],['PERSON'],1,1,1,['stokeb'],1
US1806555A,1931-05-19,gonsett,['PROPN'],['PERSON'],1,1,1,['gonsett'],1
US1806586A,1931-05-26,w christmas,"['ADP', 'PROPN']",['PERSON'],1,1,2,"['w', 'christmas']",1
US1806601A,1931-05-26,alexander,['NOUN'],['PERSON'],0,1,1,['alexander'],1
US1806608A,1931-05-26,John bryant,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['john', 'bryant']",1
