patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,bad_endings
US814465A,1906-03-06,Island,['NOUN'],[],0,0,1,0
US814487A,1906-03-06,Milking,['VERB'],[],0,0,1,0
US818814A,1906-04-24,Island,['NOUN'],[],0,0,1,0
US824874A,1906-07-03,Fence,['NOUN'],[],0,0,1,0
US825274A,1906-07-03,kneuper,['NOUN'],[],0,0,1,0
US827585A,1906-07-31,wadagaki,['VERB'],[],0,0,1,0
US827586A,1906-07-31,walker,['VERB'],[],0,0,1,0
US827588A,1906-07-31,warnock,['NOUN'],[],0,0,1,0
US851306A,1907-04-23,Ointment,['ADJ'],[],0,0,1,0
US853364A,1907-05-14,Valve,['VERB'],[],0,0,1,0
US867934A,1907-10-08,ambler,['NOUN'],[],0,0,1,0
US868463A,1907-10-15,lowky,['NOUN'],[],0,0,1,0
US868473A,1907-10-15,palmer,['NOUN'],[],0,0,1,0
US876618A,1908-01-14,Island,['NOUN'],[],0,0,1,0
US887623A,1908-05-12,lebon,['NOUN'],[],0,0,1,0
US897227A,1908-08-25,Refrigerator,['NOUN'],[],0,0,1,0
US897228A,1908-08-25,solet,['NOUN'],[],0,0,1,0
