patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings
US400003A,1889-03-19,Hinge,['INTJ'],[],0,0,1,['hinge'],0
US400005A,1889-03-19,Belting,['VERB'],[],0,0,1,['belting'],0
US400012A,1889-03-19,Truck,['NOUN'],[],0,0,1,['truck'],0
US400025A,1889-03-19,wilmot,['NOUN'],[],0,0,1,['wilmot'],0
US400026A,1889-03-19,wloek,['VERB'],[],0,0,1,['wloek'],0
US400037A,1889-03-26,Island,['NOUN'],[],0,0,1,['island'],0
US400050A,1889-03-26,bunker,['NOUN'],[],0,0,1,['bunker'],0
US400067A,1889-03-26,Territory,['NOUN'],[],0,0,1,['territory'],0
US400070A,1889-03-26,Index,['NOUN'],[],0,0,1,['index'],0
US400072A,1889-03-26,Regenerative,['ADJ'],[],0,0,1,['regenerative'],0
US400083A,1889-03-26,Fencing,['NOUN'],[],0,0,1,['fencing'],0
US400091A,1889-03-26,Tricycle,['NOUN'],[],0,0,1,['tricycle'],0
US400093A,1889-03-26,Territory,['NOUN'],[],0,0,1,['territory'],0
US400100A,1889-03-26,Territory,['NOUN'],[],0,0,1,['territory'],0
US400114A,1889-03-26,Amalgamator,['NOUN'],[],0,0,1,['amalgamator'],0
US400115A,1889-03-26,Bustle,['NOUN'],[],0,0,1,['bustle'],0
US400116A,1889-03-26,roberts,['NOUN'],[],0,0,1,['roberts'],0
US400128A,1889-03-26,shepherd,['NOUN'],[],0,0,1,['shepherd'],0
US400131A,1889-03-26,Hammock,['NOUN'],[],0,0,1,['hammock'],0
US400155A,1889-03-26,Territory,['NOUN'],[],0,0,1,['territory'],0
US400189A,1889-03-26,caehaet,['NOUN'],[],0,0,1,['caehaet'],0
US400200A,1889-03-26,steiger,['ADJ'],[],0,0,1,['steiger'],0
US400204A,1889-03-26,golding,['VERB'],[],0,0,1,['golding'],0
US400216A,1889-03-26,Concentrator,['NOUN'],[],0,0,1,['concentrator'],0
US400233A,1889-03-26,leonard,['VERB'],[],0,0,1,['leonard'],0
US400234A,1889-03-26,leonard,['VERB'],[],0,0,1,['leonard'],0
US400238A,1889-03-26,mccool,['VERB'],[],0,0,1,['mccool'],0
US400242A,1889-03-26,Statiohmndicator,['NOUN'],[],0,0,1,['statiohmndicator'],0
US400260A,1889-03-26,Chenille,['NOUN'],['GPE'],0,0,1,['chenille'],0
US400265A,1889-03-26,Machine,['NOUN'],[],0,0,1,['machine'],0
US400282A,1889-03-26,wilson,['NOUN'],['ORG'],0,0,1,['wilson'],0
US400302A,1889-03-26,clark,['NOUN'],[],0,0,1,['clark'],0
US400325A,1889-03-26,ginochio,['NOUN'],[],0,0,1,['ginochio'],0
US400328A,1889-03-26,gismondi,['ADJ'],[],0,0,1,['gismondi'],0
US400340A,1889-03-26,Machine,['NOUN'],[],0,0,1,['machine'],0
US400347A,1889-03-26,knight,['VERB'],[],0,0,1,['knight'],0
US400351A,1889-03-26,Seeder,['NOUN'],[],0,0,1,['seeder'],0
US400356A,1889-03-26,Lubricator,['NOUN'],[],0,0,1,['lubricator'],0
US400357A,1889-03-26,Chair,['NOUN'],[],0,0,1,['chair'],0
US400363A,1889-03-26,Island,['NOUN'],[],0,0,1,['island'],0
US400368A,1889-03-26,stuart,['VERB'],[],0,0,1,['stuart'],0
US400377A,1889-03-26,Fence,['NOUN'],[],0,0,1,['fence'],0
US400424A,1889-04-02,Bustled,['VERB'],[],0,0,1,['bustled'],0
US400437A,1889-04-02,clarefbach,['VERB'],[],0,0,1,['clarefbach'],0
US400462A,1889-04-02,Brothers,['NOUN'],[],0,0,1,['brothers'],0
US400469A,1889-04-02,marix,['NOUN'],[],0,0,1,['marix'],0
US400476A,1889-04-02,nutting,['VERB'],[],0,0,1,['nutting'],0
US400508A,1889-04-02,stuart,['VERB'],[],0,0,1,['stuart'],0
US400533A,1889-04-02,Grinding,['VERB'],[],0,0,1,['grinding'],0
US400536A,1889-04-02,bailey,['NOUN'],[],0,0,1,['bailey'],0
US400539A,1889-04-02,Territory,['NOUN'],[],0,0,1,['territory'],0
US400548A,1889-04-02,crowell,['NOUN'],[],0,0,1,['crowell'],0
US400551A,1889-04-02,Territory,['NOUN'],[],0,0,1,['territory'],0
US400583A,1889-04-02,mekean,['VERB'],[],0,0,1,['mekean'],0
US400586A,1889-04-02,Syringe,['NOUN'],[],0,0,1,['syringe'],0
US400589A,1889-04-02,Speculum,['NOUN'],['ORG'],0,0,1,['speculum'],0
US400592A,1889-04-02,Napier,['ADJ'],[],0,0,1,['napier'],0
US400597A,1889-04-02,phillips,['NOUN'],[],0,0,1,['phillips'],0
