patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens
US400004A,1889-03-19,Charles e,"['PROPN', 'NOUN']",[],1,0,2,"['charles', 'e']"
US400017A,1889-03-19,Fkemont swain,"['PROPN', 'NOUN']",['ORG'],1,0,2,"['fkemont', 'swain']"
US400018A,1889-03-19,Buckle,['PROPN'],[],1,0,1,['buckle']
US400038A,1889-03-26,bentley,['PROPN'],[],1,0,1,['bentley']
US400064A,1889-03-26,August denhard,"['PROPN', 'NOUN']",['DATE'],1,0,2,"['august', 'denhard']"
US400065A,1889-03-26,dumont,['PROPN'],[],1,0,1,['dumont']
US400082A,1889-03-26,Rison,['PROPN'],[],1,0,1,['rison']
US400090A,1889-03-26,Velocipede,['PROPN'],['ORG'],1,0,1,['velocipede']
US400098A,1889-03-26,Velocipede,['PROPN'],['ORG'],1,0,1,['velocipede']
US400099A,1889-03-26,And ebenezer,"['CCONJ', 'PROPN']",[],1,0,2,"['and', 'ebenezer']"
US400106A,1889-03-26,Colter,['PROPN'],[],1,0,1,['colter']
US400118A,1889-03-26,Ferdinand rosskothen,"['PROPN', 'NOUN']",[],1,0,2,"['ferdinand', 'rosskothen']"
US400129A,1889-03-26,Giovanni b,"['PROPN', 'NOUN']",['ORG'],1,0,2,"['giovanni', 'b']"
US400137A,1889-03-26,Louis steinberger,"['PROPN', 'NOUN']",[],1,0,2,"['louis', 'steinberger']"
US400138A,1889-03-26,Louis steinberger,"['PROPN', 'NOUN']",[],1,0,2,"['louis', 'steinberger']"
US400147A,1889-03-26,Binder,['PROPN'],[],1,0,1,['binder']
US400150A,1889-03-26,weston,['PROPN'],[],1,0,1,['weston']
US400159A,1889-03-26,atchison,['PROPN'],[],1,0,1,['atchison']
US400160A,1889-03-26,Benjamin t,"['PROPN', 'PROPN']",[],1,0,2,"['benjamin', 't']"
US400181A,1889-03-26,bentley,['PROPN'],[],1,0,1,['bentley']
US400182A,1889-03-26,bentley,['PROPN'],[],1,0,1,['bentley']
US400201A,1889-03-26,Separator,['PROPN'],[],1,0,1,['separator']
US400213A,1889-03-26,Pulley,['PROPN'],['GPE'],1,0,1,['pulley']
US400218A,1889-03-26,Chevron,['PROPN'],['ORG'],1,0,1,['chevron']
US400226A,1889-03-26,Isidor kitsee,"['PROPN', 'VERB']",['GPE'],1,0,2,"['isidor', 'kitsee']"
US400229A,1889-03-26,lauth,['PROPN'],[],1,0,1,['lauth']
US400263A,1889-03-26,woods smith,"['NOUN', 'PROPN']",[],1,0,2,"['woods', 'smith']"
US400266A,1889-03-26,Lewis stein,"['PROPN', 'NOUN']",[],1,0,2,"['lewis', 'stein']"
US400267A,1889-03-26,Alfred thomas,"['ADJ', 'PROPN']",[],1,0,2,"['alfred', 'thomas']"
US400268A,1889-03-26,Charles a,"['PROPN', 'PRON']",[],1,0,2,"['charles', 'a']"
US400269A,1889-03-26,Charles a,"['PROPN', 'PRON']",[],1,0,2,"['charles', 'a']"
US400273A,1889-03-26,valiquet,['PROPN'],[],1,0,1,['valiquet']
