patent_number,date,title,tokens,nltk_pos,is_prpn_nltk,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len
US100005A,1870-02-22,Makcar wahbam beylikgy ,"['Makcar', 'wahbam', 'beylikgy']","[('Makcar', 'NNP'), ('wahbam', 'NN'), ('beylikgy', 'NN')]",1,"['PROPN', 'NOUN', 'NOUN']",['PERSON'],1,1,3
US100009A,1870-02-22,briggs ,['briggs'],"[('briggs', 'NNS')]",0,['PROPN'],['PERSON'],1,1,1
US100017A,1870-02-22,Joseph m ,"['Joseph', 'm']","[('Joseph', 'NNP'), ('m', 'NN')]",1,"['PROPN', 'VERB']",['PERSON'],1,1,2
US100035A,1870-02-22,William b ,"['William', 'b']","[('William', 'NNP'), ('b', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US100037A,1870-02-22,Austin d ,"['Austin', 'd']","[('Austin', 'NNP'), ('d', 'NN')]",1,"['PROPN', 'X']",['PERSON'],1,1,2
US100044A,1870-02-22,James kind el ,"['James', 'kind', 'el']","[('James', 'NNP'), ('kind', 'NN'), ('el', 'NN')]",1,"['PROPN', 'PROPN', 'PROPN']",['PERSON'],1,1,3
US100049A,1870-02-22,Theis ,['Theis'],"[('Theis', 'NN')]",0,['PROPN'],['PERSON'],1,1,1
US100056A,1870-02-22,George r ,"['George', 'r']","[('George', 'NNP'), ('r', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US100071A,1870-02-22,Edwin t ,"['Edwin', 't']","[('Edwin', 'NNP'), ('t', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US100078A,1870-02-22,David b ,"['David', 'b']","[('David', 'NNP'), ('b', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US100090A,1870-02-22,george warsop ,"['george', 'warsop']","[('george', 'NN'), ('warsop', 'NN')]",0,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US100096A,1870-02-22,Henry a ,"['Henry', 'a']","[('Henry', 'NNP'), ('a', 'DT')]",1,"['PROPN', 'PRON']",['PERSON'],1,1,2
US100097A,1870-02-22,John allgaier ,"['John', 'allgaier']","[('John', 'NNP'), ('allgaier', 'NN')]",1,"['PROPN', 'VERB']",['PERSON'],1,1,2
US100113A,1870-02-22,Joseph breeden ,"['Joseph', 'breeden']","[('Joseph', 'NNP'), ('breeden', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US100115A,1870-02-22,William-brown ,['William-brown'],"[('William-brown', 'JJ')]",0,"['PROPN', 'PUNCT', 'NOUN']",['PERSON'],1,1,3
US100121A,1870-02-22,William e ,"['William', 'e']","[('William', 'NNP'), ('e', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US100123A,1870-02-22,Leonard crofoot ,"['Leonard', 'crofoot']","[('Leonard', 'NNP'), ('crofoot', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US100126A,1870-02-22,James m ,"['James', 'm']","[('James', 'NNP'), ('m', 'NN')]",1,"['PROPN', 'VERB']",['PERSON'],1,1,2
US100131A,1870-02-22,James balleny elkington ,"['James', 'balleny', 'elkington']","[('James', 'NNP'), ('balleny', 'VBP'), ('elkington', 'NN')]",1,"['PROPN', 'VERB', 'PROPN']",['PERSON'],1,1,3
US100137A,1870-02-22,gilpatkic ,['gilpatkic'],"[('gilpatkic', 'NN')]",0,['NOUN'],['PERSON'],0,1,1
US100152A,1870-02-22,Frederick holzach ,"['Frederick', 'holzach']","[('Frederick', 'NNP'), ('holzach', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US100169A,1870-02-22,Harris harding margeson ,"['Harris', 'harding', 'margeson']","[('Harris', 'NNP'), ('harding', 'VBG'), ('margeson', 'NN')]",1,"['PROPN', 'PROPN', 'PROPN']",['PERSON'],1,1,3
US100193A,1870-02-22,John ross ,"['John', 'ross']","[('John', 'NNP'), ('ross', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US100200A,1870-02-22,skinnek ,['skinnek'],"[('skinnek', 'NN')]",0,['PROPN'],['PERSON'],1,1,1
US100246A,1870-03-01,Liam e ,"['Liam', 'e']","[('Liam', 'NNP'), ('e', 'NN')]",1,"['NOUN', 'NOUN']",['PERSON'],0,1,2
US100267A,1870-03-01,Edward mortimer deey ,"['Edward', 'mortimer', 'deey']","[('Edward', 'NNP'), ('mortimer', 'NN'), ('deey', 'NN')]",1,"['PROPN', 'PROPN', 'NOUN']",['PERSON'],1,1,3
US100275A,1870-03-01,William p ,"['William', 'p']","[('William', 'NNP'), ('p', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US100276A,1870-03-01,William p ,"['William', 'p']","[('William', 'NNP'), ('p', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US100285A,1870-03-01,James h ,"['James', 'h']","[('James', 'NNP'), ('h', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US100289A,1870-03-01,Charles hart ,"['Charles', 'hart']","[('Charles', 'NNP'), ('hart', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US100290A,1870-03-01,heald ,['heald'],"[('heald', 'NN')]",0,['PROPN'],['PERSON'],1,1,1
US100294A,1870-03-01,John howarth ,"['John', 'howarth']","[('John', 'NNP'), ('howarth', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US100305A,1870-03-01,Benjamin green martin ,"['Benjamin', 'green', 'martin']","[('Benjamin', 'NNP'), ('green', 'JJ'), ('martin', 'NN')]",1,"['PROPN', 'PROPN', 'PROPN']",['PERSON'],1,1,3
US100337A,1870-03-01,Charles steteeeldt ,"['Charles', 'steteeeldt']","[('Charles', 'NNP'), ('steteeeldt', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US100346A,1870-03-01,William wellington ,"['William', 'wellington']","[('William', 'NNP'), ('wellington', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US100353A,1870-03-01,Eayre  ,['Eayre'],"[('Eayre', 'NN')]",0,"['PROPN', 'SPACE']",['PERSON'],1,1,2
US100356A,1870-03-01,Joseph beck ,"['Joseph', 'beck']","[('Joseph', 'NNP'), ('beck', 'NN')]",1,"['PROPN', 'VERB']",['PERSON'],1,1,2
US100361A,1870-03-01,George w ,"['George', 'w']","[('George', 'NNP'), ('w', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US100383A,1870-03-01,George k ,"['George', 'k']","[('George', 'NNP'), ('k', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US100397A,1870-03-01,Thomas fostee hamilton ,"['Thomas', 'fostee', 'hamilton']","[('Thomas', 'NNP'), ('fostee', 'NN'), ('hamilton', 'NN')]",1,"['PROPN', 'NOUN', 'PROPN']",['PERSON'],1,1,3
US100411A,1870-03-01,William h ,"['William', 'h']","[('William', 'NNP'), ('h', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US100415A,1870-03-01,keith ,['keith'],"[('keith', 'NN')]",0,['PROPN'],['PERSON'],1,1,1
US100422A,1870-03-01,Miles lookhart ,"['Miles', 'lookhart']","[('Miles', 'NNS'), ('lookhart', 'RB')]",0,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US100427A,1870-03-01,William magill ,"['William', 'magill']","[('William', 'NNP'), ('magill', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US100449A,1870-03-01,William h ,"['William', 'h']","[('William', 'NNP'), ('h', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US100478A,1870-03-01,Albert s ,"['Albert', 's']","[('Albert', 'NNP'), ('s', 'NN')]",1,"['PROPN', 'VERB']",['PERSON'],1,1,2
US100487A,1870-03-01,Improved barber s chair ,"['Improved', 'barber', 's', 'chair']","[('Improved', 'VBN'), ('barber', 'NN'), ('s', 'NN'), ('chair', 'NN')]",0,"['VERB', 'NOUN', 'PART', 'NOUN']",['PERSON'],0,1,4
US100494A,1870-03-08,James m ,"['James', 'm']","[('James', 'NNP'), ('m', 'NN')]",1,"['PROPN', 'VERB']",['PERSON'],1,1,2
US100509A,1870-03-08,Edwin  ,['Edwin'],"[('Edwin', 'NN')]",0,"['PROPN', 'SPACE']",['PERSON'],1,1,2
US100523A,1870-03-08,John w ,"['John', 'w']","[('John', 'NNP'), ('w', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US100527A,1870-03-08,James w ,"['James', 'w']","[('James', 'NNP'), ('w', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US100531A,1870-03-08,George p ,"['George', 'p']","[('George', 'NNP'), ('p', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US100535A,1870-03-08,William lee ,"['William', 'lee']","[('William', 'NNP'), ('lee', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US100596A,1870-03-08,Jambs d ,"['Jambs', 'd']","[('Jambs', 'NNP'), ('d', 'NN')]",1,"['PROPN', 'X']",['PERSON'],1,1,2
US100612A,1870-03-08,James fitzgerald ,"['James', 'fitzgerald']","[('James', 'NNP'), ('fitzgerald', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US100619A,1870-03-08,William fiarsen ,"['William', 'fiarsen']","[('William', 'NNP'), ('fiarsen', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US100646A,1870-03-08,William a ,"['William', 'a']","[('William', 'NNP'), ('a', 'DT')]",1,"['PROPN', 'PRON']",['PERSON'],1,1,2
US100653A,1870-03-08,Bufus spaulding merbill ,"['Bufus', 'spaulding', 'merbill']","[('Bufus', 'NNP'), ('spaulding', 'NN'), ('merbill', 'NN')]",1,"['PROPN', 'VERB', 'NOUN']",['PERSON'],1,1,3
US100667A,1870-03-08,William russel prince ,"['William', 'russel', 'prince']","[('William', 'NNP'), ('russel', 'NN'), ('prince', 'NN')]",1,"['PROPN', 'NOUN', 'NOUN']",['PERSON'],1,1,3
US100703A,1870-03-08,Henry fowler ,"['Henry', 'fowler']","[('Henry', 'NNP'), ('fowler', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US100709A,1870-03-15,Charles f ,"['Charles', 'f']","[('Charles', 'NNP'), ('f', 'NN')]",1,"['PROPN', 'X']",['PERSON'],1,1,2
US100745A,1870-03-15,Henry iranke ,"['Henry', 'iranke']","[('Henry', 'NNP'), ('iranke', 'NN')]",1,"['PROPN', 'VERB']",['PERSON'],1,1,2
US100761A,1870-03-15,Self and james kelly ,"['Self', 'and', 'james', 'kelly']","[('Self', 'NNP'), ('and', 'CC'), ('james', 'NNS'), ('kelly', 'RB')]",1,"['NOUN', 'CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,4
US100766A,1870-03-15,John hunt ing ton ,"['John', 'hunt', 'ing', 'ton']","[('John', 'NNP'), ('hunt', 'NN'), ('ing', 'VBG'), ('ton', 'NN')]",1,"['PROPN', 'PROPN', 'PROPN', 'NOUN']",['PERSON'],1,1,4
US100803A,1870-03-15,John calvin rankin ,"['John', 'calvin', 'rankin']","[('John', 'NNP'), ('calvin', 'NN'), ('rankin', 'NN')]",1,"['PROPN', 'NOUN', 'ADJ']",['PERSON'],1,1,3
US100804A,1870-03-15,George h ,"['George', 'h']","[('George', 'NNP'), ('h', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US100819A,1870-03-15,Henry townsend ,"['Henry', 'townsend']","[('Henry', 'NNP'), ('townsend', 'NN')]",1,"['PROPN', 'VERB']",['PERSON'],1,1,2
US100826A,1870-03-15,Albert s ,"['Albert', 's']","[('Albert', 'NNP'), ('s', 'NN')]",1,"['PROPN', 'VERB']",['PERSON'],1,1,2
US100832A,1870-03-15,Martin l ,"['Martin', 'l']","[('Martin', 'NNP'), ('l', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US100856A,1870-03-15,Clark ,['Clark'],"[('Clark', 'NN')]",0,['PROPN'],['PERSON'],1,1,1
US100857A,1870-03-15,William j ,"['William', 'j']","[('William', 'NNP'), ('j', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US100866A,1870-03-15,Daniel h ,"['Daniel', 'h']","[('Daniel', 'NNP'), ('h', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US100867A,1870-03-15,William curran ,"['William', 'curran']","[('William', 'NNP'), ('curran', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US100877A,1870-03-15,Alonzo faekaft ,"['Alonzo', 'faekaft']","[('Alonzo', 'NNP'), ('faekaft', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US100880A,1870-03-15,James f ,"['James', 'f']","[('James', 'NNP'), ('f', 'NN')]",1,"['PROPN', 'X']",['PERSON'],1,1,2
US100899A,1870-03-15,Edward p ,"['Edward', 'p']","[('Edward', 'NNP'), ('p', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US100923A,1870-03-15,George w ,"['George', 'w']","[('George', 'NNP'), ('w', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US100947A,1870-03-15,Elihu spencer ,"['Elihu', 'spencer']","[('Elihu', 'NNP'), ('spencer', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US100955A,1870-03-15,George waddington ,"['George', 'waddington']","[('George', 'NNP'), ('waddington', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US100962A,1870-03-22,Joseph f ,"['Joseph', 'f']","[('Joseph', 'NNP'), ('f', 'NN')]",1,"['PROPN', 'X']",['PERSON'],1,1,2
US100992A,1870-03-22,William doyle ,"['William', 'doyle']","[('William', 'NNP'), ('doyle', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US101000A,1870-03-22,Henry g ,"['Henry', 'g']","[('Henry', 'NNP'), ('g', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US101007A,1870-03-22,Mellvin b ,"['Mellvin', 'b']","[('Mellvin', 'NNP'), ('b', 'NN')]",1,"['NOUN', 'NOUN']",['PERSON'],0,1,2
US101009A,1870-03-22,Nathaniel haskell ,"['Nathaniel', 'haskell']","[('Nathaniel', 'NNP'), ('haskell', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US101016A,1870-03-22,Henry a ,"['Henry', 'a']","[('Henry', 'NNP'), ('a', 'DT')]",1,"['PROPN', 'PRON']",['PERSON'],1,1,2
US101041A,1870-03-22,raymond ,['raymond'],"[('raymond', 'NN')]",0,['PROPN'],['PERSON'],1,1,1
US101054A,1870-03-22,Lawson shipm an ,"['Lawson', 'shipm', 'an']","[('Lawson', 'NNP'), ('shipm', 'VBD'), ('an', 'DT')]",1,"['PROPN', 'NOUN', 'PRON']",['PERSON'],1,1,3
US101061A,1870-03-22,taylor ,['taylor'],"[('taylor', 'NN')]",0,['PROPN'],['PERSON'],1,1,1
US101066A,1870-03-22,William westlake ,"['William', 'westlake']","[('William', 'NNP'), ('westlake', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US101078A,1870-03-22,Joseph f ,"['Joseph', 'f']","[('Joseph', 'NNP'), ('f', 'NN')]",1,"['PROPN', 'X']",['PERSON'],1,1,2
US101085A,1870-03-22,Charles g ,"['Charles', 'g']","[('Charles', 'NNP'), ('g', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US101114A,1870-03-22,John faessler ,"['John', 'faessler']","[('John', 'NNP'), ('faessler', 'NN')]",1,"['PROPN', 'ADV']",['PERSON'],1,1,2
US101123A,1870-03-22,David hahn ,"['David', 'hahn']","[('David', 'NNP'), ('hahn', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US101142A,1870-03-22,Henry loewenberg ,"['Henry', 'loewenberg']","[('Henry', 'NNP'), ('loewenberg', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US101164A,1870-03-22,John g ,"['John', 'g']","[('John', 'NNP'), ('g', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US101173A,1870-03-22,smith ,['smith'],"[('smith', 'NN')]",0,['PROPN'],['PERSON'],1,1,1
US101174A,1870-03-22,Charles speak ,"['Charles', 'speak']","[('Charles', 'NNP'), ('speak', 'NN')]",1,"['PROPN', 'VERB']",['PERSON'],1,1,2
US101177A,1870-03-22,Walter s ,"['Walter', 's']","[('Walter', 'NNP'), ('s', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US101190A,1870-03-22,John d ,"['John', 'd']","[('John', 'NNP'), ('d', 'NN')]",1,"['PROPN', 'X']",['PERSON'],1,1,2
US101203A,1870-03-22,Frederick wittram ,"['Frederick', 'wittram']","[('Frederick', 'NNP'), ('wittram', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US101215A,1870-03-29,David berkey ,"['David', 'berkey']","[('David', 'NNP'), ('berkey', 'NN')]",1,"['PROPN', 'INTJ']",['PERSON'],1,1,2
US101217A,1870-03-29,George p ,"['George', 'p']","[('George', 'NNP'), ('p', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US101220A,1870-03-29,James booth ,"['James', 'booth']","[('James', 'NNP'), ('booth', 'CC')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US101236A,1870-03-29,Daniel w ,"['Daniel', 'w']","[('Daniel', 'NNP'), ('w', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US101244A,1870-03-29,Charles estabkooks ,"['Charles', 'estabkooks']","[('Charles', 'NNP'), ('estabkooks', 'NNS')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US101248A,1870-03-29,John t ,"['John', 't']","[('John', 'NNP'), ('t', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US101283A,1870-03-29,Oscar loew ,"['Oscar', 'loew']","[('Oscar', 'NNP'), ('loew', 'NN')]",1,"['INTJ', 'ADJ']",['PERSON'],0,1,2
US101286A,1870-03-29,Ed elisha mack ,"['Ed', 'elisha', 'mack']","[('Ed', 'NNP'), ('elisha', 'VBZ'), ('mack', 'NN')]",1,"['PROPN', 'PROPN', 'PROPN']",['PERSON'],1,1,3
US101296A,1870-03-29,merrick ,['merrick'],"[('merrick', 'NN')]",0,['ADJ'],['PERSON'],0,1,1
US101308A,1870-03-29,Michael powell ,"['Michael', 'powell']","[('Michael', 'NNP'), ('powell', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US101341A,1870-03-29,William e ,"['William', 'e']","[('William', 'NNP'), ('e', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US101350A,1870-03-29,Jackson g ,"['Jackson', 'g']","[('Jackson', 'NNP'), ('g', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US101352A,1870-03-29,xcopeley ,['xcopeley'],"[('xcopeley', 'NN')]",0,['PROPN'],['PERSON'],1,1,1
US101356A,1870-03-29,Ardson ,['Ardson'],"[('Ardson', 'NN')]",0,['PROPN'],['PERSON'],1,1,1
US101360A,1870-03-29,William h ,"['William', 'h']","[('William', 'NNP'), ('h', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US101375A,1870-03-29,James moore ,"['James', 'moore']","[('James', 'NNP'), ('moore', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US101382A,1870-03-29,Charles robinson ,"['Charles', 'robinson']","[('Charles', 'NNP'), ('robinson', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US101390A,1870-03-29,William e ,"['William', 'e']","[('William', 'NNP'), ('e', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US101397A,1870-03-29,Charles g ,"['Charles', 'g']","[('Charles', 'NNP'), ('g', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US101406A,1870-03-29,hart smith ,"['hart', 'smith']","[('hart', 'NN'), ('smith', 'NN')]",0,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US101425A,1870-04-05,Silas h ,"['Silas', 'h']","[('Silas', 'NNP'), ('h', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US101426A,1870-04-05,Thomas s ,"['Thomas', 's']","[('Thomas', 'NNP'), ('s', 'NN')]",1,"['PROPN', 'VERB']",['PERSON'],1,1,2
US101443A,1870-04-05,Nathan douglas ,"['Nathan', 'douglas']","[('Nathan', 'NNP'), ('douglas', 'NNS')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US101458A,1870-04-05,Thomas s ,"['Thomas', 's']","[('Thomas', 'NNP'), ('s', 'NN')]",1,"['PROPN', 'VERB']",['PERSON'],1,1,2
US101463A,1870-04-05,William o ,"['William', 'o']","[('William', 'NNP'), ('o', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US101501A,1870-04-05,Charles perkes ,"['Charles', 'perkes']","[('Charles', 'NNP'), ('perkes', 'NNS')]",1,"['PROPN', 'VERB']",['PERSON'],1,1,2
US101503A,1870-04-05,Robert james pond ,"['Robert', 'james', 'pond']","[('Robert', 'NNP'), ('james', 'NNS'), ('pond', 'NN')]",1,"['PROPN', 'PROPN', 'PROPN']",['PERSON'],1,1,3
US101506A,1870-04-05,John h ,"['John', 'h']","[('John', 'NNP'), ('h', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US101509A,1870-04-05,Merritt eichaeds ,"['Merritt', 'eichaeds']","[('Merritt', 'NNP'), ('eichaeds', 'NNS')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US101519A,1870-04-05,William scarlett ,"['William', 'scarlett']","[('William', 'NNP'), ('scarlett', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US101525A,1870-04-05,Liam h ,"['Liam', 'h']","[('Liam', 'NNP'), ('h', 'NN')]",1,"['NOUN', 'NOUN']",['PERSON'],0,1,2
US101575A,1870-04-05,bragdon ,['bragdon'],"[('bragdon', 'NN')]",0,['PROPN'],['PERSON'],1,1,1
US101593A,1870-04-05,William p ,"['William', 'p']","[('William', 'NNP'), ('p', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US101606A,1870-04-05,William galloway ,"['William', 'galloway']","[('William', 'NNP'), ('galloway', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US101614A,1870-04-05,Joseph h ,"['Joseph', 'h']","[('Joseph', 'NNP'), ('h', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US101621A,1870-04-05,John hulbert ,"['John', 'hulbert']","[('John', 'NNP'), ('hulbert', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US101629A,1870-04-05,Tobias kohn ,"['Tobias', 'kohn']","[('Tobias', 'NNP'), ('kohn', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US101634A,1870-04-05,Nathaniel k ,"['Nathaniel', 'k']","[('Nathaniel', 'NNP'), ('k', 'NN')]",1,"['PROPN', 'X']",['PERSON'],1,1,2
US101643A,1870-04-05,John miller ,"['John', 'miller']","[('John', 'NNP'), ('miller', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US101646A,1870-04-05,John h ,"['John', 'h']","[('John', 'NNP'), ('h', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US101656A,1870-04-05,Oliver palmer ,"['Oliver', 'palmer']","[('Oliver', 'RB'), ('palmer', 'NN')]",0,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US101677A,1870-04-05,George w ,"['George', 'w']","[('George', 'NNP'), ('w', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US101689A,1870-04-05,Andrew e ,"['Andrew', 'e']","[('Andrew', 'NNP'), ('e', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US101699A,1870-04-12,William allport ,"['William', 'allport']","[('William', 'NNP'), ('allport', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US101702A,1870-04-12,Improvement in trucks tor moyibfq botlbsktss ,"['Improvement', 'in', 'trucks', 'tor', 'moyibfq', 'botlbsktss']","[('Improvement', 'NN'), ('in', 'IN'), ('trucks', 'NNS'), ('tor', 'VBP'), ('moyibfq', 'JJ'), ('botlbsktss', 'NN')]",0,"['NOUN', 'ADP', 'NOUN', 'VERB', 'PROPN', 'NOUN']",['PERSON'],1,1,6
US101731A,1870-04-12,Self and charles ware ,"['Self', 'and', 'charles', 'ware']","[('Self', 'NNP'), ('and', 'CC'), ('charles', 'NNS'), ('ware', 'VBP')]",1,"['NOUN', 'CCONJ', 'PROPN', 'VERB']",['PERSON'],1,1,4
US101756A,1870-04-12,Albert w ,"['Albert', 'w']","[('Albert', 'NNP'), ('w', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US101775A,1870-04-12,George shove ,"['George', 'shove']","[('George', 'NNP'), ('shove', 'VBD')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US101846A,1870-04-12,George d ,"['George', 'd']","[('George', 'NNP'), ('d', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US101869A,1870-04-12,Stuaet gwynn ,"['Stuaet', 'gwynn']","[('Stuaet', 'NNP'), ('gwynn', 'NN')]",1,"['ADJ', 'NOUN']",['PERSON'],0,1,2
US101902A,1870-04-12,Leon eugene camebon mooke and james shockey hamilton ,"['Leon', 'eugene', 'camebon', 'mooke', 'and', 'james', 'shockey', 'hamilton']","[('Leon', 'NNP'), ('eugene', 'NN'), ('camebon', 'NN'), ('mooke', 'NN'), ('and', 'CC'), ('james', 'NNS'), ('shockey', 'VBP'), ('hamilton', 'NN')]",1,"['PROPN', 'NOUN', 'NOUN', 'NOUN', 'CCONJ', 'PROPN', 'PROPN', 'PROPN']","['PERSON', 'PERSON']",1,1,8
US101911A,1870-04-12,John g ,"['John', 'g']","[('John', 'NNP'), ('g', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US101917A,1870-04-12,Charles henry roberts ,"['Charles', 'henry', 'roberts']","[('Charles', 'NNP'), ('henry', 'NN'), ('roberts', 'NNS')]",1,"['PROPN', 'PROPN', 'PROPN']",['PERSON'],1,1,3
US101923A,1870-04-12,Nathaniel rows ,"['Nathaniel', 'rows']","[('Nathaniel', 'NNP'), ('rows', 'NNS')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US101941A,1870-04-12,John l ,"['John', 'l']","[('John', 'NNP'), ('l', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US101973A,1870-04-19,Ville ,['Ville'],"[('Ville', 'NNP')]",1,['PROPN'],['PERSON'],1,1,1
US101984A,1870-04-19,John g ,"['John', 'g']","[('John', 'NNP'), ('g', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US101985A,1870-04-19,William w ,"['William', 'w']","[('William', 'NNP'), ('w', 'NN')]",1,"['PROPN', 'PROPN']",['PERSON'],1,1,2
US102005A,1870-04-19,John houpt ,"['John', 'houpt']","[('John', 'NNP'), ('houpt', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
US102009A,1870-04-19,Reuben hurd ,"['Reuben', 'hurd']","[('Reuben', 'NNP'), ('hurd', 'NN')]",1,"['PROPN', 'NOUN']",['PERSON'],1,1,2
