patent_number,date,title,tokens,nltk_pos,is_prpn_nltk,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len
US4853A,1846-11-14 00:00:00,Jzlisha hale ,"['Jzlisha', 'hale']","[('Jzlisha', 'NNP'), ('hale', 'NN')]",1,"['PROPN', 'NOUN']",[],1,0,2
US4854A,1846-11-14 00:00:00,Twyeb ,['Twyeb'],"[('Twyeb', 'NN')]",0,['PROPN'],[],1,0,1
US4855A,1846-11-14 00:00:00,Twyeb ,['Twyeb'],"[('Twyeb', 'NN')]",0,['PROPN'],[],1,0,1
US4860A,1846-11-20 00:00:00,denniston ,['denniston'],"[('denniston', 'NN')]",0,['PROPN'],[],1,0,1
US4868A,1846-12-03 00:00:00,Machinery for cutting screws ,"['Machinery', 'for', 'cutting', 'screws']","[('Machinery', 'NN'), ('for', 'IN'), ('cutting', 'VBG'), ('screws', 'NNS')]",0,"['PROPN', 'ADP', 'VERB', 'NOUN']",[],1,0,4
US4869A,1846-12-03 00:00:00,Machinery for chamfering ,"['Machinery', 'for', 'chamfering']","[('Machinery', 'NN'), ('for', 'IN'), ('chamfering', 'VBG')]",0,"['PROPN', 'ADP', 'VERB']",[],1,0,3
US4877A,1846-12-09 00:00:00,Apparatus for jointing staves ,"['Apparatus', 'for', 'jointing', 'staves']","[('Apparatus', 'NNP'), ('for', 'IN'), ('jointing', 'VBG'), ('staves', 'NNS')]",1,"['PROPN', 'ADP', 'VERB', 'NOUN']",[],1,0,4
US4891A,1846-12-15 00:00:00,wilson ,['wilson'],"[('wilson', 'NN')]",0,['PROPN'],['ORG'],1,0,1
US4892A,1846-12-15 00:00:00,Hiram f ,"['Hiram', 'f']","[('Hiram', 'NNP'), ('f', 'NN')]",1,"['PROPN', 'X']",[],1,0,2
US4894A,1846-12-17 00:00:00,Fowler m ,"['Fowler', 'm']","[('Fowler', 'NNP'), ('m', 'NN')]",1,"['PROPN', 'VERB']",[],1,0,2
US4896A,1846-12-17 00:00:00,robertson ,['robertson'],"[('robertson', 'NN')]",0,['PROPN'],[],1,0,1
US4897A,1846-12-17 00:00:00,Lady s skirt ,"['Lady', 's', 'skirt']","[('Lady', 'JJ'), ('s', 'NN'), ('skirt', 'NN')]",0,"['PROPN', 'PART', 'NOUN']",[],1,0,3
US4914A,1847-01-01 00:00:00,Clock ,['Clock'],"[('Clock', 'NN')]",0,['PROPN'],['ORG'],1,0,1
US4917A,1847-01-01 00:00:00,Nathan parkins ,"['Nathan', 'parkins']","[('Nathan', 'NNP'), ('parkins', 'NNS')]",1,"['PROPN', 'VERB']",['ORG'],1,0,2
US4920A,1847-01-05 00:00:00,Debien ,['Debien'],"[('Debien', 'NN')]",0,['PROPN'],[],1,0,1
US4926A,1847-01-13 00:00:00,ingram and j ,"['ingram', 'and', 'j']","[('ingram', 'NN'), ('and', 'CC'), ('j', 'NN')]",0,"['PROPN', 'CCONJ', 'NOUN']",['ORG'],1,0,3
US4935A,1847-01-19 00:00:00,Isaiah jennings ,"['Isaiah', 'jennings']","[('Isaiah', 'NNP'), ('jennings', 'NNS')]",1,"['PROPN', 'NOUN']",[],1,0,2
US4945A,1847-01-26 00:00:00,Apparatus for passing suspension-wires for bridges across rivers ,"['Apparatus', 'for', 'passing', 'suspension-wires', 'for', 'bridges', 'across', 'rivers']","[('Apparatus', 'NNP'), ('for', 'IN'), ('passing', 'VBG'), ('suspension-wires', 'NNS'), ('for', 'IN'), ('bridges', 'NNS'), ('across', 'IN'), ('rivers', 'NNS')]",1,"['PROPN', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN']",[],1,0,10
US4947A,1847-02-01 00:00:00,Apparatus for closing doors ,"['Apparatus', 'for', 'closing', 'doors']","[('Apparatus', 'NNP'), ('for', 'IN'), ('closing', 'NN'), ('doors', 'NNS')]",1,"['PROPN', 'ADP', 'NOUN', 'NOUN']",[],1,0,4
US4950A,1847-02-01 00:00:00,Heating- elevated ovens ,"['Heating-', 'elevated', 'ovens']","[('Heating-', 'NNP'), ('elevated', 'VBD'), ('ovens', 'NNS')]",1,"['PROPN', 'VERB', 'NOUN']",[],1,0,3
US4951A,1847-02-05 00:00:00,Manufacture oh hat-bodies ,"['Manufacture', 'oh', 'hat-bodies']","[('Manufacture', 'NN'), ('oh', 'VBZ'), ('hat-bodies', 'NNS')]",0,"['PROPN', 'INTJ', 'NOUN', 'PUNCT', 'NOUN']",[],1,0,5
US4964A,1847-02-09 00:00:00,Mariner s time-compass ,"['Mariner', 's', 'time-compass']","[('Mariner', 'NNP'), ('s', 'VBD'), ('time-compass', 'NN')]",1,"['PROPN', 'PART', 'NOUN', 'PUNCT', 'NOUN']",['ORG'],1,0,5
US4966A,1847-02-10 00:00:00,Barbel machinery ,"['Barbel', 'machinery']","[('Barbel', 'NNP'), ('machinery', 'NN')]",1,"['PROPN', 'NOUN']",[],1,0,2
US4973A,1847-02-20 00:00:00,Machinery eor dressing millstones ,"['Machinery', 'eor', 'dressing', 'millstones']","[('Machinery', 'NNP'), ('eor', 'NN'), ('dressing', 'VBG'), ('millstones', 'NNS')]",1,"['PROPN', 'NOUN', 'VERB', 'NOUN']",[],1,0,4
US4979A,1847-02-27 00:00:00,Coen-shellee ,['Coen-shellee'],"[('Coen-shellee', 'NN')]",0,"['PROPN', 'PUNCT', 'PROPN']",[],1,0,3
US4991A,1847-02-27 00:00:00,bagley ,['bagley'],"[('bagley', 'NN')]",0,['PROPN'],[],1,0,1
US4999A,1847-03-06 00:00:00,Machinery for cleaning cotton ,"['Machinery', 'for', 'cleaning', 'cotton']","[('Machinery', 'NN'), ('for', 'IN'), ('cleaning', 'VBG'), ('cotton', 'NN')]",0,"['PROPN', 'ADP', 'VERB', 'NOUN']",[],1,0,4
US5002A,1847-03-06 00:00:00,Godlove k ,"['Godlove', 'k']","[('Godlove', 'NNP'), ('k', 'NN')]",1,"['PROPN', 'PRON']",[],1,0,2
US5003A,1847-03-06 00:00:00,philip c ,"['philip', 'c']","[('philip', 'NN'), ('c', 'NN')]",0,"['PROPN', 'PROPN']",[],1,0,2
US5005A,1847-03-06 00:00:00,Iien ry ,"['Iien', 'ry']","[('Iien', 'NNP'), ('ry', 'NN')]",1,"['PROPN', 'ADP']",[],1,0,2
US5008A,1847-03-13 00:00:00,Machinery for cleaning ,"['Machinery', 'for', 'cleaning']","[('Machinery', 'NN'), ('for', 'IN'), ('cleaning', 'NN')]",0,"['PROPN', 'ADP', 'VERB']",[],1,0,3
US5011A,1847-03-13 00:00:00,V boring-machine ,"['V', 'boring-machine']","[('V', 'NNP'), ('boring-machine', 'NN')]",1,"['PROPN', 'NOUN', 'PUNCT', 'NOUN']",[],1,0,4
US5014A,1847-03-13 00:00:00,Stove ,['Stove'],"[('Stove', 'VB')]",0,['PROPN'],[],1,0,1
US5020A,1847-03-20 00:00:00,Brussels loom ,"['Brussels', 'loom']","[('Brussels', 'NNS'), ('loom', 'NN')]",0,"['PROPN', 'VERB']",['GPE'],1,0,2
US5025A,1847-03-20 00:00:00,Horatio allen ,"['Horatio', 'allen']","[('Horatio', 'NNP'), ('allen', 'NN')]",1,"['PROPN', 'VERB']",['ORG'],1,0,2
US5027A,1847-03-20 00:00:00,Box fob jotjbnals ,"['Box', 'fob', 'jotjbnals']","[('Box', 'NNP'), ('fob', 'NN'), ('jotjbnals', 'NNS')]",1,"['PROPN', 'NOUN', 'NOUN']",[],1,0,3
US5040A,1847-03-27 00:00:00,Crosscut steam-saw ,"['Crosscut', 'steam-saw']","[('Crosscut', 'NNP'), ('steam-saw', 'NN')]",1,"['PROPN', 'NOUN', 'PUNCT', 'VERB']",[],1,0,4
US5045A,1847-04-03 00:00:00,Clock ,['Clock'],"[('Clock', 'NN')]",0,['PROPN'],['ORG'],1,0,1
US5053A,1847-04-10 00:00:00,Crosscut-sawing- machine ,"['Crosscut-sawing-', 'machine']","[('Crosscut-sawing-', 'JJ'), ('machine', 'NN')]",0,"['PROPN', 'PUNCT', 'PROPN', 'NOUN']",[],1,0,4
US5064A,1847-04-17 00:00:00,Bennet woodcroft ,"['Bennet', 'woodcroft']","[('Bennet', 'NNP'), ('woodcroft', 'NN')]",1,"['PROPN', 'ADV']",[],1,0,2
US5070A,1847-04-17 00:00:00,gardiner ,['gardiner'],"[('gardiner', 'NN')]",0,['PROPN'],[],1,0,1
US5077A,1847-04-17 00:00:00,Fibs-engine ,['Fibs-engine'],"[('Fibs-engine', 'NN')]",0,"['PROPN', 'PUNCT', 'NOUN']",[],1,0,3
US5092A,1847-05-01 00:00:00,Gridikoit ,['Gridikoit'],"[('Gridikoit', 'NNP')]",1,['PROPN'],['ORG'],1,0,1
