patent_number,date,title,tokens,nltk_pos,is_prpn_nltk,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,bad_endings,bad_starts
US72576A,1867-12-24,To all whom it may concern ,"['To', 'all', 'whom', 'it', 'may', 'concern']","[('To', 'TO'), ('all', 'DT'), ('whom', 'WP'), ('it', 'PRP'), ('may', 'MD'), ('concern', 'NN')]",0,"['ADP', 'PRON', 'PRON', 'PRON', 'AUX', 'VERB']",[],0,0,6,0,1
US72579A,1867-12-24,Of cardiff ,"['Of', 'cardiff']","[('Of', 'IN'), ('cardiff', 'NN')]",0,"['ADP', 'NOUN']",[],0,0,2,0,1
US72653A,1867-12-24,of in-d ianapol is ,"['of', 'in-d', 'ianapol', 'is']","[('of', 'IN'), ('in-d', 'JJ'), ('ianapol', 'NN'), ('is', 'VBZ')]",0,"['ADP', 'ADP', 'PUNCT', 'NOUN', 'NOUN', 'AUX']",[],0,0,6,0,1
US72733A,1867-12-31,To all  whom it mat concern ,"['To', 'all', 'whom', 'it', 'mat', 'concern']","[('To', 'TO'), ('all', 'DT'), ('whom', 'WP'), ('it', 'PRP'), ('mat', 'VBZ'), ('concern', 'NN')]",0,"['ADP', 'DET', 'SPACE', 'PRON', 'PRON', 'NOUN', 'NOUN']",[],0,0,7,0,1
US72780A,1867-12-31,To all whom it mat concern ,"['To', 'all', 'whom', 'it', 'mat', 'concern']","[('To', 'TO'), ('all', 'DT'), ('whom', 'WP'), ('it', 'PRP'), ('mat', 'VBZ'), ('concern', 'NN')]",0,"['ADP', 'PRON', 'PRON', 'PRON', 'NOUN', 'NOUN']",[],0,0,6,0,1
US73088A,1868-01-07,To whom it ,"['To', 'whom', 'it']","[('To', 'TO'), ('whom', 'WP'), ('it', 'PRP')]",0,"['ADP', 'PRON', 'PRON']",[],0,0,3,0,1
US73157A,1868-01-07,of blo omingbubg ,"['of', 'blo', 'omingbubg']","[('of', 'IN'), ('blo', 'NN'), ('omingbubg', 'NN')]",0,"['ADP', 'NOUN', 'ADV']",[],0,0,3,0,1
US73180A,1868-01-07,In straw-cutters ,"['In', 'straw-cutters']","[('In', 'IN'), ('straw-cutters', 'NNS')]",0,"['ADP', 'NOUN', 'PUNCT', 'NOUN']",[],0,0,4,0,1
US73347A,1868-01-14,of same place ,"['of', 'same', 'place']","[('of', 'IN'), ('same', 'JJ'), ('place', 'NN')]",0,"['ADP', 'ADJ', 'NOUN']",[],0,0,3,0,1
US73501A,1868-01-21,Of south berwick ,"['Of', 'south', 'berwick']","[('Of', 'IN'), ('south', 'JJ'), ('berwick', 'NN')]",0,"['ADP', 'ADJ', 'NOUN']",[],0,0,3,0,1
US73985A,1868-02-04,To all whom it mat concern ,"['To', 'all', 'whom', 'it', 'mat', 'concern']","[('To', 'TO'), ('all', 'DT'), ('whom', 'WP'), ('it', 'PRP'), ('mat', 'VBZ'), ('concern', 'NN')]",0,"['ADP', 'PRON', 'PRON', 'PRON', 'NOUN', 'NOUN']",[],0,0,6,0,1
US74001A,1868-02-04,And in the ,"['And', 'in', 'the']","[('And', 'CC'), ('in', 'IN'), ('the', 'DT')]",0,"['CCONJ', 'ADP', 'PRON']",[],0,0,3,0,1
US74038A,1868-02-04,of rising sun ,"['of', 'rising', 'sun']","[('of', 'IN'), ('rising', 'VBG'), ('sun', 'NN')]",0,"['ADP', 'VERB', 'NOUN']",[],0,0,3,0,1
US74091A,1868-02-04,of hanover ,"['of', 'hanover']","[('of', 'IN'), ('hanover', 'NN')]",0,"['ADP', 'NOUN']",[],0,0,2,0,1
US74242A,1868-02-11,And bennet vandecar ,"['And', 'bennet', 'vandecar']","[('And', 'CC'), ('bennet', 'NN'), ('vandecar', 'NN')]",0,"['CCONJ', 'NOUN', 'NOUN']",[],0,0,3,0,1
US74367A,1868-02-11,of yonkers ,"['of', 'yonkers']","[('of', 'IN'), ('yonkers', 'NNS')]",0,"['ADP', 'NOUN']",[],0,0,2,0,1
US74497A,1868-02-18,of makion ,"['of', 'makion']","[('of', 'IN'), ('makion', 'NN')]",0,"['ADP', 'NOUN']",[],0,0,2,0,1
US74757A,1868-02-25,of limestone ,"['of', 'limestone']","[('of', 'IN'), ('limestone', 'NN')]",0,"['ADP', 'NOUN']",[],0,0,2,0,1
US74784A,1868-02-25,And tallying-attaohments ,"['And', 'tallying-attaohments']","[('And', 'CC'), ('tallying-attaohments', 'NNS')]",0,"['CCONJ', 'NOUN', 'PUNCT', 'NOUN']",[],0,0,4,0,1
US74895A,1868-02-25,of phelps ,"['of', 'phelps']","[('of', 'IN'), ('phelps', 'NN')]",0,"['ADP', 'NOUN']",[],0,0,2,0,1
US74928A,1868-02-25,Of easton ,"['Of', 'easton']","[('Of', 'IN'), ('easton', 'NN')]",0,"['ADP', 'NOUN']",[],0,0,2,0,1
US74967A,1868-02-25,To all whom it may concern ,"['To', 'all', 'whom', 'it', 'may', 'concern']","[('To', 'TO'), ('all', 'DT'), ('whom', 'WP'), ('it', 'PRP'), ('may', 'MD'), ('concern', 'NN')]",0,"['ADP', 'PRON', 'PRON', 'PRON', 'AUX', 'VERB']",[],0,0,6,0,1
US75041A,1868-03-03,of mifflinburg ,"['of', 'mifflinburg']","[('of', 'IN'), ('mifflinburg', 'NN')]",0,"['ADP', 'NOUN']",[],0,0,2,0,1
US75093A,1868-03-03,To all whom it may concern ,"['To', 'all', 'whom', 'it', 'may', 'concern']","[('To', 'TO'), ('all', 'DT'), ('whom', 'WP'), ('it', 'PRP'), ('may', 'MD'), ('concern', 'NN')]",0,"['ADP', 'PRON', 'PRON', 'PRON', 'AUX', 'VERB']",[],0,0,6,0,1
US75190A,1868-03-03,of w-bstfibld ,"['of', 'w-bstfibld']","[('of', 'IN'), ('w-bstfibld', 'NN')]",0,"['ADP', 'NOUN', 'PUNCT', 'NOUN']",[],0,0,4,0,1
US75348A,1868-03-10,of-ma-n gbe-ster ,"['of-ma-n', 'gbe-ster']","[('of-ma-n', 'JJ'), ('gbe-ster', 'NN')]",0,"['ADP', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'NOUN', 'NOUN', 'NOUN']",[],0,0,8,0,1
US75496A,1868-03-10,To all whom it may concern ,"['To', 'all', 'whom', 'it', 'may', 'concern']","[('To', 'TO'), ('all', 'DT'), ('whom', 'WP'), ('it', 'PRP'), ('may', 'MD'), ('concern', 'NN')]",0,"['ADP', 'PRON', 'PRON', 'PRON', 'AUX', 'VERB']",[],0,0,6,0,1
US75575A,1868-03-17,of independence ,"['of', 'independence']","[('of', 'IN'), ('independence', 'NN')]",0,"['ADP', 'NOUN']",[],0,0,2,0,1
US75804A,1868-03-24,of foeestville ,"['of', 'foeestville']","[('of', 'IN'), ('foeestville', 'NN')]",0,"['ADP', 'NOUN']",[],0,0,2,0,1
US75890A,1868-03-24,Feedhstand fisghee ,"['Feedhstand', 'fisghee']","[('Feedhstand', 'NNP'), ('fisghee', 'NN')]",1,"['CCONJ', 'NOUN']",[],0,0,2,0,1
US76320A,1868-04-07,of homer ,"['of', 'homer']","[('of', 'IN'), ('homer', 'NN')]",0,"['ADP', 'NOUN']",[],0,0,2,0,1
US76325A,1868-04-07,To all whom it may concern ,"['To', 'all', 'whom', 'it', 'may', 'concern']","[('To', 'TO'), ('all', 'DT'), ('whom', 'WP'), ('it', 'PRP'), ('may', 'MD'), ('concern', 'NN')]",0,"['ADP', 'PRON', 'PRON', 'PRON', 'AUX', 'VERB']",[],0,0,6,0,1
US76333A,1868-04-07,To all whom it may concern ,"['To', 'all', 'whom', 'it', 'may', 'concern']","[('To', 'TO'), ('all', 'DT'), ('whom', 'WP'), ('it', 'PRP'), ('may', 'MD'), ('concern', 'NN')]",0,"['ADP', 'PRON', 'PRON', 'PRON', 'AUX', 'VERB']",[],0,0,6,0,1
US76484A,1868-04-07,To all whom it may concern ,"['To', 'all', 'whom', 'it', 'may', 'concern']","[('To', 'TO'), ('all', 'DT'), ('whom', 'WP'), ('it', 'PRP'), ('may', 'MD'), ('concern', 'NN')]",0,"['ADP', 'PRON', 'PRON', 'PRON', 'AUX', 'VERB']",[],0,0,6,0,1
US76547A,1868-04-07,of speikgfield ,"['of', 'speikgfield']","[('of', 'IN'), ('speikgfield', 'NN')]",0,"['ADP', 'NOUN']",[],0,0,2,0,1
US76548A,1868-04-07,En och taylor ,"['En', 'och', 'taylor']","[('En', 'NNP'), ('och', 'PRP'), ('taylor', 'NN')]",1,"['ADP', 'NOUN', 'NOUN']",[],0,0,3,0,1
US76578A,1868-04-07,Of petaluma ,"['Of', 'petaluma']","[('Of', 'IN'), ('petaluma', 'NN')]",0,"['ADP', 'PRON']",[],0,0,2,0,1
US76632A,1868-04-14,of chicopee ,"['of', 'chicopee']","[('of', 'IN'), ('chicopee', 'NN')]",0,"['ADP', 'NOUN']",[],0,0,2,0,1
US76649A,1868-04-14,To all whom it may concern ,"['To', 'all', 'whom', 'it', 'may', 'concern']","[('To', 'TO'), ('all', 'DT'), ('whom', 'WP'), ('it', 'PRP'), ('may', 'MD'), ('concern', 'NN')]",0,"['ADP', 'PRON', 'PRON', 'PRON', 'AUX', 'VERB']",[],0,0,6,0,1
US76700A,1868-04-14,To all whom ,"['To', 'all', 'whom']","[('To', 'TO'), ('all', 'DT'), ('whom', 'WP')]",0,"['ADP', 'PRON', 'PRON']",[],0,0,3,0,1
US76752A,1868-04-14,of ashley ,"['of', 'ashley']","[('of', 'IN'), ('ashley', 'NN')]",0,"['ADP', 'NOUN']",[],0,0,2,0,1
US76990A,1868-04-21,To all whom it mat concern ,"['To', 'all', 'whom', 'it', 'mat', 'concern']","[('To', 'TO'), ('all', 'DT'), ('whom', 'WP'), ('it', 'PRP'), ('mat', 'VBZ'), ('concern', 'NN')]",0,"['ADP', 'PRON', 'PRON', 'PRON', 'NOUN', 'NOUN']",[],0,0,6,0,1
US77209A,1868-04-28,The norris petehs co ,"['The', 'norris', 'petehs', 'co']","[('The', 'DT'), ('norris', 'JJ'), ('petehs', 'NN'), ('co', 'NN')]",0,"['DET', 'NOUN', 'VERB', 'NOUN']",[],0,0,4,0,1
US77376A,1868-04-28,of cedar falls ,"['of', 'cedar', 'falls']","[('of', 'IN'), ('cedar', 'NN'), ('falls', 'NNS')]",0,"['ADP', 'NOUN', 'NOUN']",[],0,0,3,0,1
US77384A,1868-04-28,A a a a a a a ,"['A', 'a', 'a', 'a', 'a', 'a', 'a']","[('A', 'DT'), ('a', 'DT'), ('a', 'DT'), ('a', 'DT'), ('a', 'DT'), ('a', 'DT'), ('a', 'DT')]",0,"['DET', 'PRON', 'PRON', 'PRON', 'PRON', 'PRON', 'PRON']",[],0,0,7,0,1
US77504A,1868-05-05,a ebon dale ,"['a', 'ebon', 'dale']","[('a', 'DT'), ('ebon', 'NN'), ('dale', 'NN')]",0,"['DET', 'NOUN', 'NOUN']",[],0,0,3,0,1
US77584A,1868-05-05,And marmont b ,"['And', 'marmont', 'b']","[('And', 'CC'), ('marmont', 'NN'), ('b', 'NN')]",0,"['CCONJ', 'NOUN', 'NOUN']",[],0,0,3,0,1
US77623A,1868-05-05,To all whom it may concekn ,"['To', 'all', 'whom', 'it', 'may', 'concekn']","[('To', 'TO'), ('all', 'DT'), ('whom', 'WP'), ('it', 'PRP'), ('may', 'MD'), ('concekn', 'VB')]",0,"['ADP', 'PRON', 'PRON', 'PRON', 'AUX', 'VERB']",[],0,0,6,0,1
US77751A,1868-05-12,In cooking-stoves ,"['In', 'cooking-stoves']","[('In', 'IN'), ('cooking-stoves', 'NNS')]",0,"['ADP', 'NOUN', 'PUNCT', 'NOUN']",[],0,0,4,0,1
US77769A,1868-05-12,An son s earls ,"['An', 'son', 's', 'earls']","[('An', 'DT'), ('son', 'NN'), ('s', 'NN'), ('earls', 'NN')]",0,"['DET', 'NOUN', 'PART', 'NOUN']",[],0,0,4,0,1
US77932A,1868-05-12,And boiling-furnaces ,"['And', 'boiling-furnaces']","[('And', 'CC'), ('boiling-furnaces', 'NNS')]",0,"['CCONJ', 'NOUN', 'PUNCT', 'NOUN']",[],0,0,4,0,1
US77986A,1868-05-19,A donibam kendall ,"['A', 'donibam', 'kendall']","[('A', 'DT'), ('donibam', 'NN'), ('kendall', 'NN')]",0,"['DET', 'NOUN', 'NOUN']",[],0,0,3,0,1
US77993A,1868-05-19,To all whom it may concern ,"['To', 'all', 'whom', 'it', 'may', 'concern']","[('To', 'TO'), ('all', 'DT'), ('whom', 'WP'), ('it', 'PRP'), ('may', 'MD'), ('concern', 'NN')]",0,"['ADP', 'PRON', 'PRON', 'PRON', 'AUX', 'VERB']",[],0,0,6,0,1
US78047A,1868-05-19,Of auburn ,"['Of', 'auburn']","[('Of', 'IN'), ('auburn', 'NN')]",0,"['ADP', 'NOUN']",[],0,0,2,0,1
US78071A,1868-05-19,A f d re w  ,"['A', 'f', 'd', 're', 'w']","[('A', 'DT'), ('f', 'JJ'), ('d', 'NN'), ('re', 'NN'), ('w', 'NN')]",0,"['DET', 'X', 'X', 'ADP', 'NOUN', 'SPACE']",[],0,0,6,0,1
US78073A,1868-05-19,And wendel bollman ,"['And', 'wendel', 'bollman']","[('And', 'CC'), ('wendel', 'NN'), ('bollman', 'NN')]",0,"['CCONJ', 'ADJ', 'NOUN']",[],0,0,3,0,1
US78083A,1868-05-19,of louisville ,"['of', 'louisville']","[('of', 'IN'), ('louisville', 'NN')]",0,"['ADP', 'NOUN']",['GPE'],0,0,2,0,1
US78100A,1868-05-19,To all whom it mat concern ,"['To', 'all', 'whom', 'it', 'mat', 'concern']","[('To', 'TO'), ('all', 'DT'), ('whom', 'WP'), ('it', 'PRP'), ('mat', 'VBZ'), ('concern', 'NN')]",0,"['ADP', 'PRON', 'PRON', 'PRON', 'NOUN', 'NOUN']",[],0,0,6,0,1
US78144A,1868-05-19,And gaskell g ,"['And', 'gaskell', 'g']","[('And', 'CC'), ('gaskell', 'NN'), ('g', 'NN')]",0,"['CCONJ', 'VERB', 'NOUN']",[],0,0,3,0,1
US78184A,1868-05-26,To all whom it may concern ,"['To', 'all', 'whom', 'it', 'may', 'concern']","[('To', 'TO'), ('all', 'DT'), ('whom', 'WP'), ('it', 'PRP'), ('may', 'MD'), ('concern', 'NN')]",0,"['ADP', 'PRON', 'PRON', 'PRON', 'AUX', 'VERB']",[],0,0,6,0,1
US78194A,1868-05-26,To all whom it mat concern ,"['To', 'all', 'whom', 'it', 'mat', 'concern']","[('To', 'TO'), ('all', 'DT'), ('whom', 'WP'), ('it', 'PRP'), ('mat', 'VBZ'), ('concern', 'NN')]",0,"['ADP', 'PRON', 'PRON', 'PRON', 'NOUN', 'NOUN']",[],0,0,6,0,1
US78217A,1868-05-26,of chelsea ,"['of', 'chelsea']","[('of', 'IN'), ('chelsea', 'NN')]",0,"['ADP', 'NOUN']",[],0,0,2,0,1
US78259A,1868-05-26,To all whom it-may concern ,"['To', 'all', 'whom', 'it-may', 'concern']","[('To', 'TO'), ('all', 'DT'), ('whom', 'WP'), ('it-may', 'JJ'), ('concern', 'NN')]",0,"['ADP', 'PRON', 'PRON', 'PRON', 'PUNCT', 'NOUN', 'NOUN']",[],0,0,7,0,1
US78428A,1868-06-02,of south ,"['of', 'south']","[('of', 'IN'), ('south', 'JJ')]",0,"['ADP', 'NOUN']",[],0,0,2,0,1
US78522A,1868-06-02,To himself ,"['To', 'himself']","[('To', 'TO'), ('himself', 'PRP')]",0,"['ADP', 'PRON']",[],0,0,2,0,1
US78710A,1868-06-09,of cobby ,"['of', 'cobby']","[('of', 'IN'), ('cobby', 'NN')]",0,"['ADP', 'NOUN']",[],0,0,2,0,1
US78790A,1868-06-09,The oraphic co ,"['The', 'oraphic', 'co']","[('The', 'DT'), ('oraphic', 'JJ'), ('co', 'NN')]",0,"['DET', 'ADJ', 'NOUN']",[],0,0,3,0,1
US78974A,1868-06-16,of cincinnati ,"['of', 'cincinnati']","[('of', 'IN'), ('cincinnati', 'NN')]",0,"['ADP', 'NOUN']",['GPE'],0,0,2,0,1
US79044A,1868-06-16,of cornwall ,"['of', 'cornwall']","[('of', 'IN'), ('cornwall', 'NN')]",0,"['ADP', 'NOUN']",[],0,0,2,0,1
US79100A,1868-06-23,of sohutlkill ,"['of', 'sohutlkill']","[('of', 'IN'), ('sohutlkill', 'NN')]",0,"['ADP', 'NOUN']",[],0,0,2,0,1
US79198A,1868-06-23,The graphic co ,"['The', 'graphic', 'co']","[('The', 'DT'), ('graphic', 'JJ'), ('co', 'NN')]",0,"['DET', 'ADJ', 'NOUN']",[],0,0,3,0,1
US79315A,1868-06-30,To all whom it may concern ,"['To', 'all', 'whom', 'it', 'may', 'concern']","[('To', 'TO'), ('all', 'DT'), ('whom', 'WP'), ('it', 'PRP'), ('may', 'MD'), ('concern', 'NN')]",0,"['ADP', 'PRON', 'PRON', 'PRON', 'AUX', 'VERB']",[],0,0,6,0,1
US79320A,1868-06-30,To all whom it may concern ,"['To', 'all', 'whom', 'it', 'may', 'concern']","[('To', 'TO'), ('all', 'DT'), ('whom', 'WP'), ('it', 'PRP'), ('may', 'MD'), ('concern', 'NN')]",0,"['ADP', 'PRON', 'PRON', 'PRON', 'AUX', 'VERB']",[],0,0,6,0,1
US79383A,1868-06-30,En os page ,"['En', 'os', 'page']","[('En', 'NNP'), ('os', 'NN'), ('page', 'NN')]",1,"['ADP', 'NOUN', 'NOUN']",[],0,0,3,0,1
US79454A,1868-06-30,To all whom it may concern ,"['To', 'all', 'whom', 'it', 'may', 'concern']","[('To', 'TO'), ('all', 'DT'), ('whom', 'WP'), ('it', 'PRP'), ('may', 'MD'), ('concern', 'NN')]",0,"['ADP', 'PRON', 'PRON', 'PRON', 'AUX', 'VERB']",[],0,0,6,0,1
US79731A,1868-07-07,of lake tillage ,"['of', 'lake', 'tillage']","[('of', 'IN'), ('lake', 'JJ'), ('tillage', 'NN')]",0,"['ADP', 'NOUN', 'NOUN']",[],0,0,3,0,1
US79756A,1868-07-07,Of tabrytown ,"['Of', 'tabrytown']","[('Of', 'IN'), ('tabrytown', 'NN')]",0,"['ADP', 'ADJ']",[],0,0,2,0,1
US79776A,1868-07-07,of westfield ,"['of', 'westfield']","[('of', 'IN'), ('westfield', 'NN')]",0,"['ADP', 'NOUN']",[],0,0,2,0,1
US79791A,1868-07-07,of edinbub-g ,"['of', 'edinbub-g']","[('of', 'IN'), ('edinbub-g', 'JJ')]",0,"['ADP', 'NOUN', 'PUNCT', 'NOUN']",[],0,0,4,0,1
US79823A,1868-07-14,To all whom it may ,"['To', 'all', 'whom', 'it', 'may']","[('To', 'TO'), ('all', 'DT'), ('whom', 'WP'), ('it', 'PRP'), ('may', 'MD')]",0,"['ADP', 'PRON', 'PRON', 'PRON', 'AUX']",[],0,0,5,0,1
US79873A,1868-07-14,of b r a c e v i l l e ,"['of', 'b', 'r', 'a', 'c', 'e', 'v', 'i', 'l', 'l', 'e']","[('of', 'IN'), ('b', 'NN'), ('r', 'NN'), ('a', 'DT'), ('c', 'NN'), ('e', 'NN'), ('v', 'NN'), ('i', 'NN'), ('l', 'VBP'), ('l', 'NN'), ('e', 'NN')]",0,"['ADP', 'NOUN', 'NOUN', 'DET', 'NOUN', 'NOUN', 'ADP', 'PRON', 'X', 'X', 'NOUN']",[],0,0,11,0,1
US80137A,1868-07-21,In lamps ,"['In', 'lamps']","[('In', 'IN'), ('lamps', 'NNS')]",0,"['ADP', 'NOUN']",[],0,0,2,0,1
US80252A,1868-07-21,of marietta ,"['of', 'marietta']","[('of', 'IN'), ('marietta', 'NN')]",0,"['ADP', 'NOUN']",[],0,0,2,0,1
US80362A,1868-07-28,To all whom it mat concern ,"['To', 'all', 'whom', 'it', 'mat', 'concern']","[('To', 'TO'), ('all', 'DT'), ('whom', 'WP'), ('it', 'PRP'), ('mat', 'VBZ'), ('concern', 'NN')]",0,"['ADP', 'PRON', 'PRON', 'PRON', 'NOUN', 'NOUN']",[],0,0,6,0,1
US80364A,1868-07-28,Of buffalo grove ,"['Of', 'buffalo', 'grove']","[('Of', 'IN'), ('buffalo', 'NNS'), ('grove', 'VBP')]",0,"['ADP', 'NOUN', 'NOUN']",[],0,0,3,0,1
US80420A,1868-07-28,To all whom it may concern ,"['To', 'all', 'whom', 'it', 'may', 'concern']","[('To', 'TO'), ('all', 'DT'), ('whom', 'WP'), ('it', 'PRP'), ('may', 'MD'), ('concern', 'NN')]",0,"['ADP', 'PRON', 'PRON', 'PRON', 'AUX', 'VERB']",[],0,0,6,0,1
US80462A,1868-07-28,To all whom it mat concern ,"['To', 'all', 'whom', 'it', 'mat', 'concern']","[('To', 'TO'), ('all', 'DT'), ('whom', 'WP'), ('it', 'PRP'), ('mat', 'VBZ'), ('concern', 'NN')]",0,"['ADP', 'PRON', 'PRON', 'PRON', 'NOUN', 'NOUN']",[],0,0,6,0,1
US80545A,1868-08-04,To all whom it may concern ,"['To', 'all', 'whom', 'it', 'may', 'concern']","[('To', 'TO'), ('all', 'DT'), ('whom', 'WP'), ('it', 'PRP'), ('may', 'MD'), ('concern', 'NN')]",0,"['ADP', 'PRON', 'PRON', 'PRON', 'AUX', 'VERB']",[],0,0,6,0,1
US80596A,1868-08-04,of auburn ,"['of', 'auburn']","[('of', 'IN'), ('auburn', 'NN')]",0,"['ADP', 'NOUN']",[],0,0,2,0,1
US80795A,1868-08-04,In agricultural machines ,"['In', 'agricultural', 'machines']","[('In', 'IN'), ('agricultural', 'JJ'), ('machines', 'NNS')]",0,"['ADP', 'ADJ', 'NOUN']",[],0,0,3,0,1
US80807A,1868-08-11,To all whom it may concern ,"['To', 'all', 'whom', 'it', 'may', 'concern']","[('To', 'TO'), ('all', 'DT'), ('whom', 'WP'), ('it', 'PRP'), ('may', 'MD'), ('concern', 'NN')]",0,"['ADP', 'PRON', 'PRON', 'PRON', 'AUX', 'VERB']",[],0,0,6,0,1
US80912A,1868-08-11,To all whom it may concern ,"['To', 'all', 'whom', 'it', 'may', 'concern']","[('To', 'TO'), ('all', 'DT'), ('whom', 'WP'), ('it', 'PRP'), ('may', 'MD'), ('concern', 'NN')]",0,"['ADP', 'PRON', 'PRON', 'PRON', 'AUX', 'VERB']",[],0,0,6,0,1
US80994A,1868-08-11,In bean-puller ,"['In', 'bean-puller']","[('In', 'IN'), ('bean-puller', 'NN')]",0,"['ADP', 'NOUN', 'PUNCT', 'NOUN']",[],0,0,4,0,1
US81169A,1868-08-18,of greenpoint ,"['of', 'greenpoint']","[('of', 'IN'), ('greenpoint', 'NN')]",0,"['ADP', 'NOUN']",[],0,0,2,0,1
US81228A,1868-08-18,of new to  ,"['of', 'new', 'to']","[('of', 'IN'), ('new', 'JJ'), ('to', 'TO')]",0,"['ADP', 'ADJ', 'PART', 'SPACE']",[],0,0,4,0,1
US81274A,1868-08-18,of buffalo ,"['of', 'buffalo']","[('of', 'IN'), ('buffalo', 'NN')]",0,"['ADP', 'NOUN']",[],0,0,2,0,1
US81508A,1868-08-25,of ro chester ,"['of', 'ro', 'chester']","[('of', 'IN'), ('ro', 'NN'), ('chester', 'NN')]",0,"['ADP', 'VERB', 'NOUN']",[],0,0,3,0,1
US81529A,1868-08-25,of beading ,"['of', 'beading']","[('of', 'IN'), ('beading', 'VBG')]",0,"['ADP', 'NOUN']",[],0,0,2,0,1
US81715A,1868-09-01,w atkins ,"['w', 'atkins']","[('w', 'NN'), ('atkins', 'NNS')]",0,"['ADP', 'NOUN']",[],0,0,2,0,1
US81736A,1868-09-01,Of salem ,"['Of', 'salem']","[('Of', 'IN'), ('salem', 'NN')]",0,"['ADP', 'NOUN']",[],0,0,2,0,1
US81822A,1868-09-01,To all whom it may concern ,"['To', 'all', 'whom', 'it', 'may', 'concern']","[('To', 'TO'), ('all', 'DT'), ('whom', 'WP'), ('it', 'PRP'), ('may', 'MD'), ('concern', 'NN')]",0,"['ADP', 'PRON', 'PRON', 'PRON', 'AUX', 'VERB']",[],0,0,6,0,1
US81892A,1868-09-08,To all whom it may concern ,"['To', 'all', 'whom', 'it', 'may', 'concern']","[('To', 'TO'), ('all', 'DT'), ('whom', 'WP'), ('it', 'PRP'), ('may', 'MD'), ('concern', 'NN')]",0,"['ADP', 'PRON', 'PRON', 'PRON', 'AUX', 'VERB']",[],0,0,6,0,1
US82018A,1868-09-08,Of same place ,"['Of', 'same', 'place']","[('Of', 'IN'), ('same', 'JJ'), ('place', 'NN')]",0,"['ADP', 'ADJ', 'NOUN']",[],0,0,3,0,1
US82027A,1868-09-08,To all whom it may concern ,"['To', 'all', 'whom', 'it', 'may', 'concern']","[('To', 'TO'), ('all', 'DT'), ('whom', 'WP'), ('it', 'PRP'), ('may', 'MD'), ('concern', 'NN')]",0,"['ADP', 'PRON', 'PRON', 'PRON', 'AUX', 'VERB']",[],0,0,6,0,1
US82118A,1868-09-15,The graphic co ,"['The', 'graphic', 'co']","[('The', 'DT'), ('graphic', 'JJ'), ('co', 'NN')]",0,"['DET', 'ADJ', 'NOUN']",[],0,0,3,0,1
US82129A,1868-09-15,To all whom it may concern ,"['To', 'all', 'whom', 'it', 'may', 'concern']","[('To', 'TO'), ('all', 'DT'), ('whom', 'WP'), ('it', 'PRP'), ('may', 'MD'), ('concern', 'NN')]",0,"['ADP', 'PRON', 'PRON', 'PRON', 'AUX', 'VERB']",[],0,0,6,0,1
US82364A,1868-09-22,In sweats for hats ,"['In', 'sweats', 'for', 'hats']","[('In', 'IN'), ('sweats', 'NNS'), ('for', 'IN'), ('hats', 'NNS')]",0,"['ADP', 'NOUN', 'ADP', 'NOUN']",[],0,0,4,0,1
US82367A,1868-09-22,Of summit ,"['Of', 'summit']","[('Of', 'IN'), ('summit', 'NN')]",0,"['ADP', 'NOUN']",[],0,0,2,0,1
US82408A,1868-09-22,of plain ,"['of', 'plain']","[('of', 'IN'), ('plain', 'NN')]",0,"['ADP', 'ADJ']",[],0,0,2,0,1
US82433A,1868-09-22,The graphic co ,"['The', 'graphic', 'co']","[('The', 'DT'), ('graphic', 'JJ'), ('co', 'NN')]",0,"['DET', 'ADJ', 'NOUN']",[],0,0,3,0,1
US82481A,1868-09-29,The tops and bottoms of the bodies ,"['The', 'tops', 'and', 'bottoms', 'of', 'the', 'bodies']","[('The', 'DT'), ('tops', 'NNS'), ('and', 'CC'), ('bottoms', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('bodies', 'NNS')]",0,"['DET', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'DET', 'NOUN']",[],0,0,7,0,1
US82670A,1868-09-29,To whom it may concern ,"['To', 'whom', 'it', 'may', 'concern']","[('To', 'TO'), ('whom', 'WP'), ('it', 'PRP'), ('may', 'MD'), ('concern', 'NN')]",0,"['ADP', 'PRON', 'PRON', 'AUX', 'VERB']",[],0,0,5,0,1
US82805A,1868-10-06,The graphic co ,"['The', 'graphic', 'co']","[('The', 'DT'), ('graphic', 'JJ'), ('co', 'NN')]",0,"['DET', 'ADJ', 'NOUN']",[],0,0,3,0,1
US83067A,1868-10-13,The cutters of mowing-machines ,"['The', 'cutters', 'of', 'mowing-machines']","[('The', 'DT'), ('cutters', 'NNS'), ('of', 'IN'), ('mowing-machines', 'NNS')]",0,"['DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN']",[],0,0,6,0,1
US83303A,1868-10-20,The graphic co ,"['The', 'graphic', 'co']","[('The', 'DT'), ('graphic', 'JJ'), ('co', 'NN')]",0,"['DET', 'ADJ', 'NOUN']",[],0,0,3,0,1
US83572A,1868-10-27,A n t o n w ,"['A', 'n', 't', 'o', 'n', 'w']","[('A', 'DT'), ('n', 'JJ'), ('t', 'NN'), ('o', 'NN'), ('n', 'NN'), ('w', 'NN')]",0,"['DET', 'NOUN', 'NOUN', 'NOUN', 'CCONJ', 'ADV']",[],0,0,6,0,1
