patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings
US1400003A,1921-12-13,schaller,['NOUN'],[],0,0,1,['schaller'],0
US1400023A,1921-12-13,sojsjts,['NOUN'],[],0,0,1,['sojsjts'],0
US1400051A,1921-12-13,Assigkktob,['ADJ'],[],0,0,1,['assigkktob'],0
US1400098A,1921-12-13,Optical,['ADJ'],[],0,0,1,['optical'],0
US1400772A,1921-12-20,Gesellschaft,['NOUN'],[],0,0,1,['gesellschaft'],0
US1400910A,1921-12-20,baetsom,['NOUN'],['ORG'],0,0,1,['baetsom'],0
US1400967A,1921-12-20,Batiojst,['ADJ'],[],0,0,1,['batiojst'],0
US1401473A,1921-12-27,hoofer,['VERB'],[],0,0,1,['hoofer'],0
US1401614A,1921-12-27,larson,['NOUN'],[],0,0,1,['larson'],0
US1401729A,1921-09-01,Island,['NOUN'],[],0,0,1,['island'],0
US1401774A,1921-12-27,Safety,['NOUN'],[],0,0,1,['safety'],0
US1401776A,1921-12-27,hattokt,['NOUN'],[],0,0,1,['hattokt'],0
US1401865A,1921-12-27,Strings,['NOUN'],[],0,0,1,['strings'],0
US1402067A,1922-01-03,Machine,['NOUN'],[],0,0,1,['machine'],0
US1402082A,1922-01-03,Valve,['VERB'],[],0,0,1,['valve'],0
US1402144A,1922-01-03,bttkke,['NOUN'],[],0,0,1,['bttkke'],0
US1402190A,1922-01-03,Cushion,['NOUN'],[],0,0,1,['cushion'],0
US1402303A,1922-01-03,daughebty,['NOUN'],[],0,0,1,['daughebty'],0
US1402324A,1922-01-03,Office,['NOUN'],[],0,0,1,['office'],0
US1402570A,1922-01-03,coates,['NOUN'],[],0,0,1,['coates'],0
US1402679A,1922-01-03,somes,['NOUN'],[],0,0,1,['somes'],0
US1402754A,1922-01-10,Match,['NOUN'],[],0,0,1,['match'],0
US1402809A,1922-01-10,townsend,['VERB'],[],0,0,1,['townsend'],0
US1402842A,1922-01-10,Device,['NOUN'],[],0,0,1,['device'],0
US1402924A,1922-01-10,Stove,['VERB'],[],0,0,1,['stove'],0
US1403012A,1922-01-10,Ovenv,['NOUN'],[],0,0,1,['ovenv'],0
