patent_number,date,title
US353237A,1886-11-23,swaetwout 
US353238A,1886-11-23,Combination-lock 
US353239A,1886-11-23,Sash-holder 
US353240A,1886-11-23,William h 
US353241A,1886-11-23,Sash-balance 
US353242A,1886-11-23,Oblando e 
US353243A,1886-11-23,Fence 
US353244A,1886-11-23,Peters 
US353245A,1886-11-23,George s 
US353246A,1886-11-23,brooks 
US353247A,1886-11-23,Poueths to geobge w 
US353248A,1886-11-23,Electric lighting of railway-trains 
US353249A,1886-11-23,corcoran 
US353250A,1886-11-23,Petee a 
US353251A,1886-11-23,Sole-laying machine 
US353252A,1886-11-23,Willard a 
US353253A,1886-11-23,Willaed a 
US353254A,1886-11-23,Willaed a 
US353255A,1886-11-23,Willaed a 
US353256A,1886-11-23,Conveyer-chain 
US353257A,1886-11-23,Willaed a 
US353258A,1886-11-23,Guide for sewing-machines 
US353259A,1886-11-23,Brake-pawl for railroad-cars 
US353260A,1886-11-23,Halp to edwaed p 
US353261A,1886-11-23,leavitt 
US353262A,1886-11-23,Hand-sled 
US353263A,1886-11-23,Adam ltjngen 
US353264A,1886-11-23,Gael ludwig mullee 
US353265A,1886-11-23,Gael ludwig mitller 
US353266A,1886-11-23,Gael ludwig mullee 
US353267A,1886-11-23,noeton 
US353268A,1886-11-23,And william 
US353269A,1886-11-23,Vania 
US353270A,1886-11-23,Rolling-mill 
US353271A,1886-11-23,solano 
US353272A,1886-11-23,George b 
US353273A,1886-11-23,tucker 
US353274A,1886-11-23,Electric bell 
US353275A,1886-11-23,wagandt 
US353276A,1886-11-23,Apparatus for manufacturing h eating-vapors 
US353277A,1886-11-23,Half to george w 
US353279A,1886-11-30,Johan egbert alsing 
US353280A,1886-11-30,Alexandeb m 
US353281A,1886-11-30,Corner-clamp 
US353282A,1886-11-30,beaver 
US353283A,1886-11-30,Wash-board protector 
US353284A,1886-11-30,Geoege m 
US353285A,1886-11-30,Canada 
US353286A,1886-11-30,Car-truck 
US353287A,1886-11-30,Sash-holder 
US353288A,1886-11-30,Half to the lewis 
US353289A,1886-11-30,Watering-trough 
US353290A,1886-11-30,Royal e 
US353291A,1886-11-30,Apparatus for evaporating liquids by air 
US353292A,1886-11-30,Apparatus for evaporating liquids by air 
US353293A,1886-11-30,Apparatus for evaporating liquids by air 
US353294A,1886-11-30,Oabpet sweeper 
US353295A,1886-11-30,Moccasin-shoe 
US353296A,1886-11-30,Motor for vessels 
US353297A,1886-11-30,Reeling-machine 
US353298A,1886-11-30,Device for closing gates 
US353299A,1886-11-30,Wheelbarrow 
US353300A,1886-11-30,Hibam f 
US353301A,1886-11-30,Paul gmehlest 
US353302A,1886-11-30,Turning-lathe 
US353303A,1886-11-30,goulding 
US353304A,1886-11-30,Fruit-picker 
US353305A,1886-11-30,Hungaet 
US353306A,1886-11-30,Boiler-front 
US353307A,1886-11-30,William h 
US353308A,1886-11-30,William h 
US353309A,1886-11-30,Toboggan 
US353310A,1886-11-30,Nathaniel shepabd keith 
US353311A,1886-11-30,keller 
US353312A,1886-11-30,k kelly 
US353313A,1886-11-30,Cable railway 
US353314A,1886-11-30,Burglar-alarm 
US353315A,1886-11-30,Step-ladder chair 
US353316A,1886-11-30,Step-ladder chair 
US353317A,1886-11-30,Shoe-blacking stand and stool combined 
US353318A,1886-11-30,gueebant 
US353319A,1886-11-30,loeenz 
US353320A,1886-11-30,Car-coupling 
US353321A,1886-11-30,Cable railway 
US353322A,1886-11-30,Carriage 
US353323A,1886-11-30,Drill 
US353324A,1886-11-30,oliver  
US353325A,1886-11-30,Method of making drawings 
US353326A,1886-11-30,petermann 
US353327A,1886-11-30,Match and cigarette box 
US353328A,1886-11-30,Benjamin scables 
US353329A,1886-11-30,Geoege smith 
US353330A,1886-11-30,Roller-bearing for velocipedes 
US353331A,1886-11-30,Dish-tongs or plate-lifter 
US353332A,1885-09-07,"Clothes drier 
     "
US353333A,1886-11-30,Incandescent electric lamp 
US353334A,1886-11-30,Automatic circuit-controller for electroplating-machines 
US353335A,1886-11-30,Electric locomotive 
US353336A,1886-11-30,Cotton-planter and fertilizer-distfubuter 
US353337A,1886-11-30,en holm 
US353338A,1886-11-30,Geoege waltbe weavee 
US353339A,1886-11-30,Toaster and broiler 
US353340A,1886-11-30,William bela wilgox 
US353341A,1886-11-30,Compound for tanning 
US353342A,1886-11-30,Gas-regulator 
US353343A,1886-11-30,Tubular lantern 
US353344A,1886-11-30,Harvester 
US353345A,1886-11-30,Simeon bakee 
US353346A,1886-11-30,Electric therapeutic instrument 
US353347A,1886-11-30,Samuel j 
US353348A,1886-11-30,Cold-storage house 
US353349A,1886-11-30,Electric lighting of railway-trains 
US353350A,1886-11-30,Switching apparatus and test-circuit for telephone-exchanges 
US353351A,1886-11-30,Elijah b 
US353352A,1886-11-30,Myeon h 
US353353A,1886-11-30,Automatic grain-weighing scale 
US353354A,1886-11-30,Horseshoe 
US353355A,1886-11-30,goodnight 
US353356A,1886-11-30,And thomas bedstead 
US353357A,1886-11-30,Rivet 
US353358A,1886-11-30,hoaed 
US353359A,1886-11-30,Seed-planter 
US353360A,1886-11-30,Spring bed-bottom 
US353361A,1886-11-30,Thomas keee 
US353362A,1886-11-30,Geoege h 
US353363A,1886-11-30,Windmill 
US353364A,1886-11-30,market 
US353365A,1886-11-30,Covered delivery-wagon 
US353366A,1886-11-30,Lifting device 
US353367A,1886-11-30,Governor for electric motors 
US353368A,1886-11-30,David l 
US353369A,1886-11-30,Geoegb moobe 
US353370A,1886-11-30,Sprinkler 
US353371A,1886-11-30,mullen 
US353372A,1886-11-30,Method of and means for making shovels 
US353373A,1886-11-30,George w 
US353374A,1886-11-30,Combined latch and lock 
US353375A,1886-11-30,Sash-lock 
US353376A,1886-11-30,Grooving-machine 
US353377A,1886-11-30,Spinning-machine 
US353378A,1886-11-30,eossi 
US353379A,1886-11-30,Spark-arrester 
US353380A,1886-11-30,Bicycle 
US353381A,1886-11-30,Sewing-machine 
US353382A,1886-11-30,Combined wardrobe and book-case 
US353383A,1886-11-30,Wire-stretcher 
US353384A,1886-11-30,Corn harvester and husker 
US353385A,1886-11-30,Insertible saw-tooth 
US353386A,1886-11-30,Barrel 
US353387A,1886-11-30,Machine for cleaning blackboard-erasers 
US353388A,1886-11-30,Best available copv 
US353389A,1886-11-30,Thimble 
US353390A,1886-11-30,Centrifugally-acting drying-machine for cloth 
US353391A,1886-11-30,whalen 
US353392A,1886-11-30,wheelee 
US353393A,1886-11-30,Railway-signal 
US353394A,1886-11-30,Edmund zollek 
US353395A,1886-11-30,Locomotive 
US353396A,1886-11-30,Island 
US353397A,1886-11-30,Febderick bentel 
US353398A,1886-11-30,Stalk-cutter 
US353399A,1886-11-30,brown  
US353400A,1886-11-30,Automatic switch for pneumatic dispatch 
US353401A,1886-11-30,Catch for breastpins 
US353402A,1886-11-30,clark 
US353403A,1886-11-30,Eleotkioal 
US353404A,1886-11-30,Method of filtering sugar-liquors 
US353405A,1886-11-30,Loom-shuttle 
US353406A,1886-11-30,William gueley 
US353407A,1886-11-30,Mail-bag 
US353408A,1886-11-30,Milton  
US353409A,1886-11-30,Spindle-support 
US353410A,1886-11-30,Mabtin l 
US353411A,1886-11-30,Calf-weaner 
US353412A,1886-11-30,Henry c 
US353413A,1886-11-30,Attachment for cleansing pipes 
US353414A,1886-11-30,Geaphenbau 
US353415A,1886-11-30,Machine for grinding molding-cutters 
US353416A,1886-11-30,Jumping-jack 
US353417A,1886-11-30,Oil-can 
US353418A,1886-11-30,Device for testing watch-balances and hair-springs 
US353419A,1886-11-30,Tool-receptacle 
US353420A,1886-11-30,monroe 
US353421A,1886-11-30,monroe 
US353422A,1886-11-30,Heater 
US353423A,1886-11-30,Gook foe house service and street washer connections 
US353424A,1886-11-30,myers 
US353425A,1886-11-30,mchale 
US353426A,1886-11-30,Drawing corrugated cups of sheet metal 
US353427A,1886-11-30,Wire nail 
US353428A,1886-11-30,Adbien pursof 
US353429A,1886-11-30,reynolds 
US353430A,1886-11-30,reynolds 
US353431A,1886-11-30,John b 
US353432A,1886-11-30,Teeeitoey 
US353433A,1886-11-30,Samuel steinecke 
US353434A,1886-11-30,Bmil gustav sturm 
US353435A,1886-11-30,Joseph allen 
US353436A,1886-11-30,Feeding mechanism for grain 
US353437A,1886-11-30,Fence 
US353438A,1886-11-30,Miner s safety-lamp 
US353439A,1886-11-30,Half to archibald w 
US353440A,1886-11-30,Harrow 
US353441A,1886-11-30,Neck-yoke 
US353442A,1886-11-30,crawford 
US353443A,1886-11-30,Book-shelf 
US353444A,1886-11-30,Oliver w 
US353445A,1886-11-30,Planter 
US353446A,1886-11-30,Automatic compressed-air brake 
US353447A,1886-11-30,Nicholas goodier 
US353448A,1886-11-30,Machine for working fiee clay 
US353449A,1886-11-30,Boot or shoe finishing jack 
US353450A,1886-11-30,Three-high rolling-mill 
US353451A,1886-11-30,Warren p 
US353452A,1886-11-30,Check-rower 
US353453A,1886-11-30,Bmil hofinghoff 
US353454A,1886-11-30,Saddle 
US353455A,1886-11-30,Qtjire 
US353456A,1886-11-30,Austin leyden 
US353457A,1886-11-30,Duplex steam-valve 
US353458A,1886-11-30,James murtatjgh 
US353459A,1886-11-30,newcomb 
US353460A,1886-11-30,Carpet stretcher and tacker 
US353461A,1886-11-30,otterson 
US353462A,1886-11-30,Teeeitoet 
US353463A,1886-11-30,Cotton-chopper 
US353464A,1886-11-30,Banner or other like rod 
US353465A,1886-11-30,Method of making toothed cylinders 
US353466A,1886-11-30,Cotton-harvester 
US353467A,1886-11-30,Exhaust-fan 
US353468A,1886-11-30,Theodobe eugene schiefjster 
US353469A,1886-11-30,I i   i l-ttb 
US353470A,1886-11-30,Breast-strap coupling 
US353471A,1886-11-30,Charles f 
US353472A,1886-11-30,yon schenk 
US353473A,1886-11-30,Combined corn and cotton planter 
US353474A,1886-11-30,Furnace 
US353475A,1886-11-30,Fire-alarm-signal box 
US353476A,1886-11-30,Corn-harvester 
US353477A,1886-11-30,Frank h 
US353478A,1886-11-30,Thill-coupling 
US353479A,1886-11-30,Cyclometer 
US353480A,1886-11-30,Geoegb l 
US353481A,1886-11-30,copeland 
US353482A,1886-11-30,Jbthro c 
US353483A,1886-11-30,Me at-cutter 
US353484A,1886-11-30,Safety-loop for harness-checks 
US353485A,1886-11-30,Facing-tool 
US353486A,1886-11-30,Neck-wear 
US353487A,1886-11-30,Sewing-machine 
US353488A,1886-11-30,William galloway 
US353489A,1886-11-30,Angle-hanger for acoustic or mechanical telephones 
US353490A,1886-11-30,goeheing 
US353491A,1886-11-30,Soil-pulverizer 
US353492A,1886-11-30,Combined lock and latch 
US353493A,1886-11-30,William h 
US353494A,1886-11-30,Gas-burner attachment 
US353495A,1886-11-30,packer 
US353496A,1886-11-30,packer 
US353497A,1886-11-30,packets 
US353498A,1886-11-30,William pendley 
US353499A,1886-11-30,plass 
US353500A,1886-11-30,ransome 
US353501A,1886-11-30,Brick 
US353502A,1886-11-30,Mole-trap 
US353503A,1886-11-30,Mabtin o 
US353504A,1886-11-30,Bicycle-handle 
US353505A,1886-11-30,Half to alexander e 
US353506A,1886-11-30,eumsey 
US353507A,1886-11-30,Door-roller 
US353508A,1886-11-30,Pattern-sheet 
US353509A,1886-11-30,Bit-holder for cutter-heads 
US353510A,1886-11-30,Variety-molding machine 
US353511A,1886-11-30,Chaeles soeley 
US353512A,1886-11-30,James spbuce 
US353513A,1886-11-30,Boiler water-alarm 
US353514A,1886-11-30,Filter-press 
US353515A,1886-11-30,Concentrating-pan 
US353516A,1886-11-30,sylvester 
US353517A,1886-11-30,Gigar and cigarette machine 
US353518A,1886-11-30,Car-coupling 
US353519A,1886-11-30,Car-coupling 
US353520A,1886-11-30,Stenciling-machine 
US353521A,1886-11-30,Assigistob of 
US353522A,1886-11-30,Ihventor 
US353523A,1886-11-30,Ornamentation of glassware 
US353524A,1886-11-30,Fastener for lacings 
US353525A,1886-11-30,Knitting machine 
US353526A,1886-11-30,Satchel-strap 
US353527A,1886-11-30,Waltbe eathbone bacon 
US353528A,1886-11-30,Joshua baefes 
US353529A,1886-11-30,Needle-swaging machine 
US353530A,1886-11-30,Geoege s 
US353531A,1886-11-30,Spring dumping-car 
US353532A,1886-11-30,Bundle-carrier 
US353533A,1886-11-30,Service stop-cock 
US353534A,1886-11-30,Finger and finger-bar for harvesters 
US353535A,1886-11-30,Wire-twister 
US353536A,1886-11-30,Telephone-transmitter 
US353537A,1886-11-30,Paper egg-carrier 
US353538A,1886-11-30,Ham akeeotd 
US353539A,1886-11-30,casey 
US353540A,1886-11-30,Box-band 
US353541A,1886-11-30,cowper 
US353542A,1886-11-30,dieterle 
US353543A,1886-11-30,Ornamental chain 
US353545A,1886-11-30,eastman  
US353546A,1886-11-30,Cheese-safe 
US353547A,1886-11-30,Metallic shoe for toboggans 
US353548A,1886-11-30,Half to solomon r 
US353549A,1886-11-30,Framed building 
US353550A,1886-11-30,William tritch 
US353551A,1886-11-30,Fertilizer-distributer 
US353552A,1886-11-30,Helm galstee 
US353553A,1886-11-30,Du bois f 
US353554A,1886-11-30,Thomas f 
US353555A,1886-11-30,Rotary cutter for web-printing machines 
US353556A,1886-11-30,Registering mechanism for printing-machines 
US353557A,1886-11-30,Indicator-lock 
US353558A,1886-11-30,Car-heater 
US353559A,1886-11-30,Wagon-brake 
US353560A,1886-11-30,Grain-binder 
US353561A,1886-11-30,Jakob huest 
US353562A,1886-11-30,johnson 
US353563A,1886-11-30,Clothes-boiler 
US353564A,1886-11-30,Hoisting-machine 
US353565A,1886-11-30,Waltee h 
US353566A,1886-11-30,Process of manufacturing soap and glycerine 
US353567A,1886-11-30,Edwaed d 
US353568A,1886-11-30,Axle-sox 
US353569A,1886-11-30,Bob-sled 
US353570A,1886-11-30,Feed-cup for fertilizer-distributers 
US353571A,1886-11-30,Blacking-box holder 
US353572A,1886-11-30,Cabinet for spool-thread 
US353573A,1886-11-30,Lantern 
US353574A,1886-11-30,Teeritoey 
US353575A,1886-11-30,Annie m 
US353576A,1886-11-30,Carpet-lining 
US353577A,1886-11-30,Seal-trap for waste-pipes 
US353578A,1886-11-30,mckinny 
US353579A,1886-11-30,Cultivator 
US353580A,1886-11-30,Pipe-coupling 
US353581A,1886-11-30,Hydrant 
US353582A,1886-11-30,palmer 
US353583A,1886-11-30,Piano-case 
US353584A,1886-11-30,Machine for heading bolts and rivets 
US353585A,1886-11-30,Wire-nail machine 
US353586A,1886-11-30,Petehs 
US353587A,1886-11-30,James range 
US353588A,1886-11-30,Martin ransom 
US353589A,1886-11-30,Punching 
US353590A,1886-11-30,Jar-clamp 
US353591A,1886-11-30,Corn sheller and separator 
US353592A,1886-11-30,Autographic telegraph 
US353593A,1886-11-30,Autographic telegraph 
US353594A,1886-11-30,Autographic telegraph 
US353595A,1886-11-30,Steam-boiler furnace 
US353596A,1886-11-30,seymoue 
US353597A,1886-11-30,Revolving harrow 
US353598A,1886-11-30,Carbon for electrical purposes 
US353599A,1886-11-30,Bottle-stopper 
US353600A,1886-11-30,Bottle 
US353601A,1886-11-30,Railway-rail fastening 
US353602A,1886-11-30,Check-rein spring 
US353603A,1886-11-30,Electric-circuit controller 
US353604A,1886-11-30,Baegek 
US353605A,1886-11-30,Heinrich stollweeck 
US353606A,1886-11-30,Copying-press 
US353607A,1886-11-30,Benjamin e 
US353608A,1886-11-30,Horse-tail holder 
US353609A,1886-11-30,thompson 
US353610A,1886-11-30,thompson 
US353611A,1886-11-30,Harrow 
US353612A,1886-11-30,Traveling crane 
US353613A,1886-11-30,Inhaler 
US353614A,1886-11-30,Cutter for butter 
US353615A,1886-11-30,willcox 
US353616A,1886-11-30,Tilting-chair iron 
US353617A,1886-11-30,Mold for soles and heels of boots or shoes 
US353618A,1886-11-30,Line and trace carrier 
US353619A,1886-11-30,Teebitoey 
US353620A,1886-11-30,Two-wheeled vehicle 
US353621A,1886-11-30,Field 
US353622A,1886-11-30,clarkson  
US353623A,1886-11-30,Foueths to wise beos 
US353624A,1886-11-30,Half to austin m 
US353625A,1886-11-30,Theodoee a 
US353626A,1886-11-30,Fence 
US353627A,1886-11-30,levi m 
US353628A,1886-11-30,Wheel-plow 
US353629A,1886-11-30,Fire-proof compound 
US353630A,1886-11-30,Process of producing a building material 
US353631A,1886-11-30,Art of making porous earthenware 
US353632A,1886-11-30,Half to ohaeles wendt 
US353633A,1886-11-30,Burnishing-machine 
US353634A,1886-11-30,Gottlieb d 
US353635A,1886-11-30,Jacob jackle 
US353636A,1886-11-30,James heeva jones 
US353637A,1886-11-30,Electrical apparatus for working valves 
US353638A,1886-11-30,Paper folding 
US353639A,1886-11-30,Air-valve for radiators 
US353640A,1886-11-30,nouese 
US353641A,1886-11-30,Peters 
US353642A,1886-11-30,Collar or cuff 
US353643A,1886-11-30,Geobge c 
US353644A,1886-11-30,Roller-skate 
US353645A,1886-11-30,Geoegb w 
US353646A,1886-11-30,Check-rowing attachment 
US353647A,1886-11-30,Car-axle box 
US353648A,1886-11-30,Cotton and corn planter 
US353649A,1886-11-30,Montgomery  waddell 
US353650A,1886-11-30,Fbancis hebbebt wenham 
US353651A,1886-11-30,Nose-ring for swine 
US353652A,1886-11-30,weightson 
US353653A,1886-11-30,Poele 
US353654A,1886-12-07,Of same place 
US353655A,1886-12-07,Teage gage and level 
US353656A,1886-12-07,Thill-coupling 
US353657A,1886-12-07,John bean 
US353658A,1886-12-07,Grain-grader 
US353659A,1886-12-07,Device for jointing the teeth of saws 
US353660A,1886-12-07,bless 
US353661A,1886-12-07,Car-lamp 
US353662A,1886-12-07,Door for jails or prisons 
US353663A,1886-12-07,Samuel henry byrne 
US353664A,1886-12-07,calyert 
US353665A,1886-12-07,Stephen collins 
US353666A,1886-12-07,crane 
US353667A,1886-12-07,William p 
US353668A,1886-12-07,William deuel 
US353669A,1886-12-07,Band-saw mill 
US353670A,1886-12-07,Hand roller printing machine 
US353671A,1886-12-07,Lubricator 
US353672A,1886-12-07,Automatic car-brake 
US353673A,1886-12-07,Air-brake for cars 
US353674A,1886-12-07,Lamp-burner 
US353675A,1886-12-07,Railway-rail joint 
US353676A,1886-12-07,gregg 
US353677A,1886-12-07,Machine for making shoe-buttons 
US353678A,1886-12-07,Joseph hieth 
US353679A,1886-12-07,Land-roller 
US353680A,1886-12-07,Conduit or other pipe 
US353681A,1886-12-07,Die for forming conduits or pipes 
US353682A,1886-12-07,Sylvester lyman ingham 
US353683A,1886-12-07,John s 
US353684A,1886-12-07,John s 
US353685A,1886-12-07,Wagon-brake 
US353686A,1886-12-07,Blacksmith s furnace 
US353687A,1886-12-07,Abraham l 
US353688A,1886-12-07,Combined shirt-stud and magnifying-glass 
US353689A,1886-12-07,Henry lencke 
US353690A,1886-12-07,Harness-saddle 
US353691A,1886-12-07,Sylvanus d 
US353692A,1886-12-07,Safety shipping-bag 
US353693A,1886-12-07,Fbank 
US353694A,1886-12-07,modonoug h 
US353695A,1886-12-07,Ebbecca mckee 
US353696A,1886-12-07,Swivel-plow 
US353697A,1886-12-07,mestaniz 
US353698A,1886-12-07,Oeville m 
US353699A,1886-12-07,Oscillating water meter 
US353700A,1886-12-07,Proportional water meter 
US353701A,1886-12-07,Proportional water meter 
US353702A,1886-12-07,Proportional water meter 
US353703A,1886-12-07,Water meter with revolving non rotating piston 
US353704A,1886-12-07,Method of commingling flowing fluids in definite proportions 
US353705A,1886-12-07,Device for commingling flowing fluids in definite proportions 
US353706A,1886-12-07,Watch-case 
US353707A,1886-12-07,Cultivator 
US353708A,1886-12-07,Railroad-switch 
US353709A,1886-12-07,Hub-cap 
US353710A,1886-12-07,Grinding-mill 
US353711A,1886-12-07,James h 
US353712A,1886-12-07,Sand-molding machine 
US353713A,1886-12-07,Grip for cable railways 
US353714A,1886-12-07,And james c 
US353715A,1886-12-07,Telegraph-transmitter 
US353716A,1886-12-07,Henry p 
US353717A,1886-12-07,Weight-motor 
US353718A,1886-12-07,Josiah h 
US353719A,1886-12-07,Artists easel 
US353720A,1886-12-07,walker 
US353721A,1886-12-07,Windmill 
US353722A,1886-12-07,Extension-ladder 
US353723A,1886-12-07,Force and drain faucet 
US353724A,1886-12-07,Chaeles whitakeb 
US353725A,1886-12-07,white 
US353726A,1886-12-07,James gale wilber 
US353727A,1886-12-07,woodbury 
US353728A,1886-12-07,Marine-torpedo service 
US353729A,1886-12-07,Street-sprinkler 
US353730A,1886-12-07,Shifting carriage-top 
US353731A,1886-12-07,Paper-pulp digester 
US353732A,1886-12-07,James l 
US353733A,1886-12-07,John chivill 
US353734A,1886-12-07,Harrow 
US353735A,1886-12-07,Window-shutter 
US353736A,1886-12-07,Lathe-chuck 
US353737A,1886-12-07,Can-making machine 
US353738A,1886-12-07,Rail-scraper and snow-plow 
US353739A,1886-12-07,Hydrant and fire-plug 
US353740A,1886-12-07,Boot or shoe 
US353741A,1886-12-07,Alphus pat 
US353742A,1886-12-07,Cultivator 
US353743A,1886-12-07,Gossamer cloak 
US353744A,1886-12-07,Wagon-wheel 
US353745A,1886-12-07,Walter t 
US353746A,1886-12-07,William a 
US353747A,1886-12-07,Regenerative hot-blast stove 
US353748A,1886-12-07,Tobacco-bag fastener 
US353749A,1886-12-07,keller 
US353750A,1886-12-07,James heney kieby 
US353751A,1886-12-07,William lawson 
US353752A,1886-12-07,Elisha d 
US353753A,1886-12-07,Boot-pattern 
US353754A,1886-12-07,Railroad 
US353755A,1886-12-07,Notes p 
US353756A,1886-12-07,Hufist 
US353757A,1886-12-07,August f 
US353758A,1886-12-07,Harvester for sugar-cane 
US353759A,1886-12-07,Oar starter 
US353760A,1886-12-07,richards 
US353761A,1886-12-07,Pencil-sharpener 
US353762A,1886-12-07,Machine for printing lumber 
US353763A,1886-12-07,Feiedeich seipelt 
US353764A,1886-12-07,James t 
US353765A,1886-12-07,Moeitz eugen thieme 
US353766A,1886-12-07,ritchie 
US353767A,1886-12-07,Thomas thompson 
US353768A,1886-12-07,Scaffold-bracket 
US353769A,1886-12-07,Ironing-machine 
US353770A,1886-12-07,Leo woemser 
US353771A,1886-12-07,Fqot-guard for railroads 
US353772A,1886-12-07,Scipio b 
US353773A,1886-12-07,Half to samuel l 
US353774A,1886-12-07,Salomon beege 
US353775A,1886-12-07,John v 
US353776A,1886-12-07,beooks 
US353777A,1886-12-07,Alexander foedtce buchanan 
US353778A,1886-12-07,And george dickman 
US353779A,1886-12-07,Carriage-wheel 
US353780A,1886-12-07,Henry a 
US353781A,1886-12-07,Joseph detjtschbein 
US353782A,1886-12-07,Oar brake 
US353783A,1886-12-07,Thomas a 
US353784A,1886-12-07,Cotton-press 
US353785A,1886-12-07,Car-signal 
US353786A,1886-12-07,Gun-sight 
US353787A,1886-12-07,Printing-machine with addressing attachment 
US353788A,1886-12-07,Half to james n 
US353789A,1886-12-07,Edwaed b 
US353790A,1886-12-07,Woven fabric 
US353791A,1886-12-07,Button-attaching machine 
US353792A,1886-12-07,Homer lee 
US353793A,1886-12-07,Walter john lloyd and william peiest 
US353794A,1886-12-07,Norbert lochbatnvl 
US353795A,1886-12-07,Henby a 
US353796A,1886-12-07,Hobace maltby 
US353797A,1886-12-07,System of lighting cars by electricity 
US353798A,1886-12-07,Oil-stove top 
US353799A,1886-12-07,Horse hay-rake 
US353800A,1886-12-07,meisler 
US353801A,1886-12-07,Signors op one-third to albert baumgarten 
US353802A,1886-12-07,Ohaeles j 
US353803A,1886-12-07,Method of making rakes 
US353804A,1886-12-07,Oae coupling 
US353805A,1886-12-07,Register connection for piston meters 
US353806A,1886-12-07,Oscillating water meter 
US353807A,1886-12-07,Edwin e 
US353808A,1886-12-07,pierce  
US353809A,1886-12-07,polhemeus 
US353810A,1886-12-07,Buckle 
US353811A,1886-12-07,Suspenders 
US353812A,1886-12-07,Suspender-buckle 
US353813A,1886-12-07,Suspender-clasp 
US353814A,1886-12-07,Car wheel and axle lathe 
US353815A,1886-12-07,easmussen 
US353816A,1886-12-07,bichaeds 
US353817A,1886-12-07,Can button 
US353818A,1886-12-07,richards 
US353819A,1886-12-07,richards 
US353820A,1886-12-07,richards 
US353821A,1886-12-07,richards 
US353822A,1886-12-07,Steom 
US353823A,1886-12-07,Steom 
US353824A,1886-12-07,Steom 
US353825A,1886-12-07,Gael scheibler 
US353826A,1886-12-07,Chaeles e 
US353827A,1886-12-07,Dynamo-electric igniting-machine 
US353828A,1886-12-07,smith 
US353829A,1886-12-07,Frank j 
US353830A,1886-12-07,stacker 
US353831A,1886-12-07,Vehicle-wheel 
US353832A,1886-12-07,Sand-molding machine 
US353833A,1886-12-07,Water-meter with revolving pistons 
US353834A,1886-12-07,Corn-planter 
US353835A,1886-12-07,aveiss 
US353836A,1886-12-07,Wagon-standard 
US353837A,1886-12-07,Geoege samuel baker 
US353838A,1886-12-07,Jacob w 
US353839A,1886-12-07,Apparatus for railway oars 
US353840A,1886-12-07,Electric clock for transmitting signals 
US353841A,1886-12-07,brearley 
US353842A,1886-12-07,Clasp for hitching-straps 
US353843A,1886-12-07,Air-mixer for gas 
US353844A,1886-12-07,William btjbeows 
US353845A,1886-12-07,comings 
US353846A,1886-12-07,Spirit-level 
US353847A,1886-12-07,Chables m 
US353848A,1886-12-07,Heney a 
US353849A,1886-12-07,Photographic-print washer 
US353850A,1886-12-07,Reversing mechanism for engines 
US353851A,1886-12-07,Jeeomb fountain 
US353852A,1886-12-07,William a 
US353853A,1886-12-07,Hinge 
US353854A,1886-12-07,Thomas s 
US353855A,1886-12-07,John p 
US353856A,1886-12-07,higgins 
US353857A,1886-12-07,Joseph hobaet 
US353858A,1886-12-07,Fixture for sliding blinds 
US353859A,1886-12-07,Fence 
US353860A,1886-12-07,Chaeles h 
US353861A,1886-12-07,Rein-muff 
US353862A,1886-12-07,Aerated-water fountain 
US353863A,1886-12-07,Flexible scraper 
US353864A,1886-12-07,Bobbin-reamer 
US353865A,1886-12-07,Heat-regulator for incubators 
US353866A,1886-12-07,Cigarette-bundling machine 
US353867A,1886-12-07,Geoege h 
US353868A,1886-12-07,Combination-ladder 
US353869A,1886-12-07,Alois kohn and feitz watzlawik 
US353870A,1886-12-07,Carriage-brake 
US353871A,1886-12-07,Range 
US353872A,1886-12-07,Loom shuttle 
US353873A,1886-12-07,Machine-belting 
US353874A,1886-12-07,Alpeed mendel 
US353875A,1886-12-07,Grate 
US353876A,1886-12-07,Otto h 
US353877A,1886-12-07,navone 
US353878A,1886-12-07,Street-car 
US353879A,1886-12-07,Harness 
US353880A,1886-12-07,Electro-magnetic car-brake 
US353881A,1886-12-07,Ellen thomson phillips 
US353882A,1886-12-07,Automatic water feeder for steam boilers 
US353883A,1886-12-07,Sole and heel nailing machine 
US353884A,1886-12-07,Railway-car 
US353885A,1886-12-07,Corn-sheller 
US353886A,1886-12-07,Alpheus e 
US353887A,1886-12-07,Spinning-machine 
US353888A,1886-12-07,William h 
US353889A,1886-12-07,Chaeles h 
US353890A,1886-12-07,Charles h 
US353891A,1886-12-07,Chaeles h 
US353892A,1886-12-07,solano 
US353893A,1886-12-07,Gboege w 
US353894A,1886-12-07,Pneumatic action for musical instruments 
US353895A,1886-12-07,Organ-coupler 
US353896A,1886-12-07,Gael steatjb 
US353897A,1886-12-07,Logan teagtje 
US353898A,1886-12-07,Tenths to james n 
US353899A,1886-12-07,James h 
US353900A,1886-12-07,Loop-pipe for radiators 
US353901A,1886-12-07,Machine for forming nut blanks 
US353902A,1886-12-07,Bolt-dressing machine 
US353903A,1886-12-07,Fence 
US353904A,1886-12-07,Bicycle 
US353905A,1886-12-07,Elijah l 
US353906A,1886-12-07,Tongue-support 
US353907A,1886-12-07,Cigar-machine 
US353908A,1886-12-07,Machine for grinding mowing-machine knives 
US353909A,1886-12-07,Coffee-pot 
US353910A,1886-12-07,Orthopedioal 
