patent_number,date,title
US329489A,1885-11-03,Steam-boiler 
US329490A,1885-11-03,Apparatus for treating hot roasted coffee 
US329491A,1885-11-03,Apparatus for containing and transferring molten metal 
US329492A,1885-11-03,Belt-tightener 
US329493A,1885-11-03,Car-coupling 
US329494A,1885-11-03,Bolt for door-locks 
US329495A,1885-11-03,sieber  
US329496A,1885-11-03,Ice-creeper 
US329497A,1885-11-03,Sigmund spitzer 
US329498A,1885-11-03,Sigmund spitzee 
US329499A,1885-11-03,Veneering 
US329500A,1885-11-03,Feeding-rack 
US329501A,1885-11-03,Manufacture of eye-bars and similar articles 
US329502A,1885-11-03,Lubricator 
US329503A,1885-11-03,Half to dwight c 
US329504A,1885-11-03,Pyrotechnical toy 
US329505A,1885-11-03,Filter 
US329506A,1885-11-03,Hay-tedder 
US329507A,1885-11-03,Albion w 
US329508A,1885-11-03,tourgee  
US329509A,1885-11-03,Safety device for boilers 
US329510A,1885-11-03,Chables l 
US329511A,1885-11-03,topper 
US329512A,1885-11-03,Thomas g 
US329513A,1885-11-03,Roof for toy houses 
US329514A,1885-11-03,Metal-seaming tool for roofers 
US329515A,1885-11-03,yan nortwick 
US329516A,1885-11-03,wilbur 
US329517A,1885-11-03,waewick 
US329518A,1885-11-03,Trundle and hoop 
US329519A,1885-11-03,Shoe tying and knotting machine 
US329520A,1885-11-03,Automatic stop-motion 
US329521A,1885-11-03,Shoe tying and knotting machine 
US329522A,1885-11-03,Jacob weidenmann and otto gbuningee 
US329523A,1885-11-03,werfer 
US329524A,1885-11-03,Joseph d 
US329525A,1885-11-03,Valve-gear 
US329526A,1885-11-03,Coal-mining machine 
US329527A,1885-11-03,Burner for gas-stoves 
US329528A,1885-11-03,Screw-propeller 
US329529A,1885-11-03,Stove-polish 
US329530A,1885-11-03,Joseph p 
US329531A,1885-11-03,Drag-saw 
US329532A,1885-11-03,Roller-skate 
US329533A,1885-11-03,Shoe or gaiter 
US329534A,1885-11-03,Roller-skate 
US329535A,1885-11-03,Signobs to the adams 
US329536A,1885-11-03,Samuel claeke 
US329537A,1885-11-03,Car-coupling 
US329538A,1885-11-03,croft 
US329539A,1885-11-03,Boiler-furnace 
US329540A,1885-11-03,Fbank dehlee 
US329541A,1885-11-03,Elmeier 
US329542A,1885-11-03,Wrench 
US329543A,1885-11-03,Sofa-bed 
US329544A,1885-11-03,Geoege h 
US329545A,1885-11-03,Rock-drill 
US329546A,1885-11-03,Hoisting 
US329547A,1885-11-03,Nut-lock 
US329548A,1885-11-03,Ruffling attachment for sewing-machines 
US329549A,1885-11-03,gould 
US329550A,1885-11-03,Metal-planer 
US329551A,1885-11-03,hamilton 
US329552A,1885-11-03,Elmer j 
US329553A,1885-11-03,Crushing-machine 
US329554A,1885-11-03,Tree and log sawing machine 
US329555A,1885-11-03,Ltjdwig hiesch 
US329556A,1885-11-03,Roller-skate 
US329557A,1885-11-03,Roller-skate 
US329558A,1885-11-03,Aechie g 
US329559A,1885-11-03,hohenstein 
US329560A,1885-11-03,Hbctob a 
US329561A,1885-11-03,honiss 
US329562A,1885-11-03,Paper box 
US329563A,1885-11-03,Engine 
US329564A,1885-11-03,Embroidery attachment for sewing-machines 
US329565A,1885-11-03,Device for assorting berries 
US329566A,1885-11-03,Signal for tram-cars 
US329567A,1885-11-03,Blast-regulator for fans 
US329568A,1885-11-03,Gas-conduit 
US329569A,1885-11-03,Shaft-tug 
US329570A,1885-11-03,kitchen 
US329571A,1885-11-03,Teeeitoey 
US329572A,1885-11-03,Thill coupling 
US329573A,1885-11-03,Plumb-bob 
US329574A,1885-11-03,Bottle-stopper 
US329575A,1885-11-03,Chaeles a 
US329576A,1885-11-03,Boot-jack 
US329577A,1885-11-03,Washing-machine 
US329578A,1885-11-03,Preserving compound 
US329579A,1885-11-03,Extension baby-carriage 
US329580A,1885-11-03,Roller-skate 
US329581A,1885-11-03,Roller-skate 
US329582A,1885-11-03,Roller-skate 
US329583A,1885-11-03,Roller-skate 
US329584A,1885-11-03,Roller-skate 
US329585A,1885-11-03,Island 
US329586A,1885-11-03,Samuel d 
US329587A,1885-11-03,Dental plugger 
US329588A,1885-11-03,nordin 
US329589A,1885-11-03,Lamp-wick and burner 
US329590A,1885-11-03,William s 
US329591A,1885-11-03,Car-ventilator 
US329592A,1885-11-03,Mute piano 
US329593A,1885-11-03,Folding music-stand 
US329594A,1885-11-03,Btjdolf eustebholz 
US329595A,1885-11-03,William sachs 
US329596A,1885-11-03,Machine for mxasur 
US329597A,1885-11-03,Machine for measuring the areas of surfaces 
US329598A,1885-11-03,Oil-stove 
US329599A,1885-11-03,Peters 
US329600A,1885-11-03,Thomas silvee 
US329601A,1885-11-03,Charles smith 
US329602A,1885-11-03,Grain-separator 
US329603A,1885-11-03,Deflector-plate for fire-boxes 
US329604A,1885-11-03,thielsen  
US329605A,1885-11-03,Apparatus for cleaning out pipe-lines 
US329606A,1885-11-03,Pulverizing 
US329607A,1885-11-03,wiard  
US329608A,1885-11-03,Washing-machine 
US329609A,1885-11-03,Eichaed s 
US329610A,1885-11-03,Automatic head-support for cots 
US329611A,1885-11-03,Stem winding watch 
US329612A,1885-11-03,Die for drawing and compressing tubes 
US329613A,1885-11-03,Bending machine 
US329614A,1885-11-03,Emery andbews 
US329615A,1885-11-03,Emery andrews 
US329616A,1885-11-03,Flooring-board 
US329617A,1885-11-03,Manufacture of car-wheels 
US329618A,1885-11-03,Holder for incandescent lamps 
US329619A,1885-11-03,Rotary engine 
US329620A,1885-11-03,buxton 
US329621A,1885-11-03,btllesbt 
US329622A,1885-11-03,Railroad fish-plate 
US329623A,1885-11-03,Joseph waeeen coleman 
US329624A,1885-11-03,Fastening for doors 
US329625A,1885-11-03,Trunk-catch 
US329626A,1885-11-03,ouetis 
US329627A,1885-11-03,Detachable heel-calk and hoof-pad 
US329628A,1885-11-03,Wash-boiler 
US329629A,1885-11-03,Bridle-bit 
US329630A,1885-11-03,Boot or shoe 
US329631A,1885-11-03,Hammock 
US329632A,1885-11-03,Carl duisberg- 
US329633A,1885-11-03,Gael duisbebg 
US329634A,1885-11-03,Emil elsaessee 
US329635A,1885-11-03,Sheewood b 
US329636A,1885-11-03,Feiedeich fischee 
US329637A,1885-11-03,Fbiedeich fischee 
US329638A,1885-11-03,Fabriken 
US329639A,1885-11-03,Eugbe  feank 
US329640A,1885-11-03,Teebitoey 
US329641A,1885-11-03,Cutting apparatus for mowers and reapers 
US329642A,1885-11-03,Car-mover 
US329643A,1885-11-03,Railway switch and signaling apparatus 
US329644A,1885-11-03,Button-fastener 
US329645A,1885-11-03,William a 
US329646A,1885-11-03,Telephone call-register 
US329647A,1885-11-03,Carving-machine 
US329648A,1885-11-03,hubee 
US329649A,1885-11-03,Nut lock 
US329650A,1885-11-03,William jackson 
US329651A,1885-11-03,Window 
US329652A,1885-11-03,Bottle stopper 
US329653A,1885-11-03,kitchen 
US329654A,1885-11-03,Felix kraemee 
US329655A,1885-11-03,Rence 
US329656A,1885-11-03,Geoege lelaistd 
US329657A,1885-11-03,Apparatus for raisins and delivering grain 
US329658A,1885-11-03,Sample-box 
US329659A,1885-11-03,Shoulder-brace 
US329660A,1885-11-03,Henry x 
US329661A,1885-11-03,Paper bag 
US329662A,1885-11-03,Manufactuee of paper bags 
US329663A,1885-11-03,momurray 
US329664A,1885-11-03,Lyman f 
US329665A,1885-11-03,Piston-packing 
US329666A,1885-11-03,mitchell 
US329667A,1885-11-03,Sheave or pulley-block 
US329668A,1885-11-03,Geoegb w 
US329669A,1885-11-03,Lumber-drier 
US329670A,1885-11-03,Stephen nicholson and herbert anthony bo wen 
US329671A,1885-11-03,Henby o neill 
US329672A,1885-11-03,Machine for preparing feathers for dusters 
US329673A,1885-11-03,Door-securer 
US329674A,1885-11-03,Organ-action 
US329675A,1885-11-03,Writing-machine for the blind 
US329676A,1885-11-03,Filing-case 
US329677A,1885-11-03,Pateick eeilly 
US329678A,1885-11-03,reilly 
US329679A,1885-11-03,Dead-pulley 
US329680A,1885-11-03,Ventilator 
US329681A,1885-11-03,Regulator for dynamo-electric machines 
US329682A,1885-11-03,Louis schmitt 
US329683A,1885-11-03,Hog scalding and scraping machine 
US329684A,1885-11-03,Turner for tin roofs 
US329685A,1885-11-03,Harness 
US329686A,1885-11-03,Hand nailing implement 
US329687A,1885-11-03,Hay-loader 
US329688A,1885-11-03,taylor 
US329689A,1885-11-03,Swinging churn 
US329690A,1885-11-03,Hammock-spreader 
US329691A,1885-11-03,Tebeitoey 
US329692A,1885-11-03,Thomas butlee ashfobd 
US329693A,1885-11-03,Fire-door for furnaces 
US329694A,1885-11-03,Ore-concentrating mill 
US329695A,1885-11-03,Baggage-elevator 
US329696A,1885-11-03,Sickle-bar 
US329697A,1885-11-03,Remedy for rheumatism 
US329698A,1885-11-03,John baery 
US329699A,1885-11-03,Ruling apparatus 
US329700A,1885-11-03,Luther hall bellamy 
US329701A,1885-11-03,Manufacture of starch 
US329702A,1885-11-03,Dirt-cart 
US329703A,1885-11-03,bodine  
US329704A,1885-11-03,Device for loading logs on wagons 
US329705A,1885-11-03,Christopher geoege bonehill 
US329706A,1885-11-03,Feiedbich wilhelm bosseet 
US329707A,1885-11-03,Cultivator 
US329708A,1885-11-03,Clay-pulverizer 
US329709A,1885-11-03,Mowing-machine 
US329710A,1885-11-03,Grain-elevator 
US329711A,1885-11-03,Line-reel brake 
US329712A,1885-11-03,Mvxntor 
US329713A,1885-11-03,Device for bending roofing-plates 
US329714A,1885-11-03,Dumping-wagon 
US329715A,1885-11-03,carter 
US329716A,1885-11-03,Stock-car 
US329717A,1885-11-03,Joseph l 
US329718A,1885-11-03,bbiggs 
US329719A,1885-11-03,Book-support 
US329720A,1885-11-03,Covering for gas 
US329721A,1885-11-03,Gearing 
US329722A,1885-11-03,seine 
US329723A,1885-11-03,dickenson 
US329724A,1885-11-03,dieckmann 
US329725A,1885-11-03,Check-rower attaching-iron 
US329726A,1885-11-03,effertz 
US329727A,1885-11-03,Heney f 
US329728A,1885-11-03,James a 
US329729A,1885-11-03,Grinding-mill for reduci ng grain 
US329730A,1885-11-03,gibbons 
US329731A,1885-11-03,Assigxok to buchee 
US329732A,1885-11-03,Sound-concentrator for telephonic instruments 
US329733A,1885-11-03,james t 
US329734A,1885-11-03,Folding game-table 
US329735A,1885-11-03,Feeding air to furnaces 
US329736A,1885-11-03,Stop and waste valve 
US329737A,1885-11-03,harvey 
US329738A,1885-11-03,Spring-washer 
US329739A,1885-11-03,Ernst henkels 
US329740A,1885-11-03,Paint for roofing 
US329741A,1885-11-03,Appaeatus for extinguishing fires 
US329742A,1885-11-03,Box for scalding poultry 
US329743A,1885-11-03,Method of 
US329744A,1885-11-03,Button-fastener 
US329745A,1885-11-03,Harrow and rake attachment for plows and cultivators 
US329746A,1885-11-03,Henry f 
US329747A,1885-11-03,Fire-place 
US329748A,1885-11-03,Combined harrow 
US329749A,1885-11-03,larish 
US329750A,1885-11-03,Ore-crushing machine 
US329751A,1885-11-03,Device for operating churn-dashers 
US329752A,1885-11-03,Half to albeet e 
US329753A,1885-11-03,Erastus d 
US329754A,1885-11-03,Ments 
US329755A,1885-11-03,Peteb elyea mcintosh 
US329756A,1885-11-03,Cutter-head 
US329757A,1885-11-03,Daniel j 
US329758A,1885-11-03,Adjustable shade for windows 
US329759A,1885-11-03,Edwaed c 
US329760A,1885-11-03,Washing-machine 
US329761A,1885-11-03,Device for converting motion 
US329762A,1885-11-03,Churn 
US329763A,1885-11-03,nelmes  
US329764A,1885-11-03,William nielson 
US329765A,1885-11-03,Candle-extinguisher 
US329766A,1885-11-03,qffutt 
US329767A,1885-11-03,Joseph e 
US329768A,1885-11-03,parkes 
US329769A,1885-11-03,Gearing for windmills 
US329770A,1885-11-03,Windmill-gearing 
US329771A,1885-11-03,Chauncey d 
US329772A,1885-11-03,Thomas j 
US329773A,1885-11-03,perry 
US329774A,1885-11-03,Composition for curing meats 
US329775A,1885-11-03,Foueths to eobeet c 
US329776A,1885-11-03,Eichaed s 
US329777A,1885-11-03,Hame-fastener 
US329778A,1885-11-03,Alyah h 
US329779A,1885-11-03,Edwabd m 
US329780A,1885-11-03,sinnott 
US329781A,1885-11-03,smith 
US329782A,1885-11-03,Josef steiatee 
US329783A,1885-11-03,Arthur p 
US329784A,1885-11-03,Henry stockman 
US329785A,1885-11-03,stockman 
US329786A,1885-11-03,Car for cable ways 
US329787A,1885-11-03,Willie c 
US329788A,1885-11-03,matthews 
US329789A,1885-11-03,Sheet-metal roof 
US329790A,1885-11-03,Deidge h 
US329791A,1885-11-03,Separator for mingled oil and water 
US329792A,1885-11-03,weyman 
US329793A,1885-11-03,Breech-loading fire-arm 
US329794A,1885-11-03,Car-coupling 
US329795A,1885-11-03,Bench-stop 
US329796A,1885-11-03,Organ-coupler 
US329797A,1885-11-03,Process of ironing clothes 
US329798A,1885-11-03,Brace for spring-vehicles 
US329799A,1885-11-03,Peters 
US329800A,1885-11-03,Gold metal bars 
US329801A,1885-11-03,Winslow allderdice 
US329802A,1885-11-03,Eobeet h 
US329803A,1885-11-03,Albbet ayees 
US329804A,1885-11-03,babbell 
US329805A,1885-11-03,Chair 
US329806A,1885-11-03,Urinal 
US329807A,1885-11-03,Self-closing cock 
US329808A,1885-11-03,Electric circuit-breaker 
US329809A,1885-11-03,Jules buffet 
US329810A,1885-11-03,Cotton harvester 
US329811A,1885-11-03,Owen t 
US329812A,1885-11-03,Ments 
US329813A,1885-11-03,Ments 
US329814A,1885-11-03,Machine for molding wheels 
US329815A,1885-11-03,Half to eugene w 
US329816A,1885-11-03,coleman 
US329817A,1885-11-03,John t 
US329818A,1885-11-03,Enoch coyest 
US329819A,1885-11-03,Thomas h 
US329820A,1885-11-03,Permutation-lock 
US329821A,1885-11-03,Petheeick davey 
US329822A,1885-11-03,Albeet dtjeoy de bbuignac 
US329823A,1885-11-03,pipes 
US329824A,1885-11-03,Planing and matching machine 
US329825A,1885-11-03,Alfeed t 
US329826A,1885-11-03,eltonhead 
US329827A,1885-11-03,Gas-furnace 
US329828A,1885-11-03,Albeet green 
US329829A,1885-11-03,griffiths 
US329830A,1885-11-03,Steejs 
US329831A,1885-11-03,Double plow 
US329832A,1885-11-03,haywaed 
US329833A,1885-11-03,Chaeles j 
US329834A,1885-11-03,Mybon b 
US329835A,1885-11-03,Pateick k 
US329836A,1885-11-03,Wvavsjlaa 
US329837A,1885-11-03,Link-counting attachment for chain-machines 
US329838A,1885-11-03,Combined heater and fan-blower 
US329839A,1885-11-03,Car starter and brake 
US329840A,1885-11-03,Car-brake 
US329841A,1885-11-03,Stock-car 
US329842A,1885-11-03,Ice-machine 
US329843A,1885-11-03,Feiedeich mtjllbe 
US329844A,1885-11-03,mulloy 
US329845A,1885-11-03,mtj ndy 
US329846A,1885-11-03,myers 
US329847A,1885-11-03,Barrel-washing machine 
US329848A,1885-11-03,noemand 
US329849A,1885-02-09,oliver 
US329850A,1885-11-03,Seat for velocipedes 
US329851A,1885-11-03,Pedal for velocipedes 
US329852A,1885-11-03,Check-rein hook 
US329853A,1885-11-03,Washing-machine 
US329854A,1885-11-03,James s 
US329855A,1885-11-03,Method of making scissors 
US329856A,1885-11-03,howland eussbll 
US329857A,1885-11-03,Heating drum 
US329858A,1885-11-03,Alvah h 
US329859A,1885-11-03,Egg-poacher 
US329860A,1885-11-03,Joseph simpson 
US329861A,1885-11-03,Peters 
US329862A,1885-11-03,Ore-concentrator 
US329863A,1885-11-03,straker 
US329864A,1885-11-03,Lighting device 
US329865A,1885-11-03,Machine for trimming fabrics 
US329866A,1885-11-03,Friction-clutch 
US329867A,1885-11-03,Railroad-track fastening 
US329868A,1885-11-03,Henry h 
US329869A,1885-11-03,Wire support and holder 
US329870A,1885-11-03,Track-fastener 
US329871A,1885-11-03,Teleqraph call box 
US329872A,1885-11-03,Stone-cutter s chisel 
US329873A,1885-11-03,Matthew thomas wyatt 
US329874A,1885-11-10,aheark 
US329875A,1885-11-10,Emery andrews 
US329876A,1885-11-10,buckingham 
US329877A,1885-11-10,Chaeles o 
US329878A,1885-11-10,Geobge seacock and tebence spaeham 
US329879A,1885-11-10,Geoege beacock and terence spaeham 
US329880A,1885-11-10,Geoege be acock and teeence spaeham 
US329881A,1885-11-10,Thawing 
US329883A,1885-11-10,Eyeglasses 
US329884A,1885-11-10,Feedeeick w 
US329885A,1885-11-10,bunting 
US329886A,1885-11-10,Drag-saw 
US329887A,1885-11-10,Conduit for electrical conductors 
US329888A,1885-11-10,Cultivator 
US329889A,1885-11-10,Pail-holding device for milking purposes 
US329890A,1885-11-10,Magazine-boiler 
US329891A,1885-11-10,Valve-gear 
US329892A,1885-11-10,Combined gage and center square 
US329893A,1885-11-10,Screen 
US329894A,1885-11-10,Teeeitoey 
US329895A,1885-11-10,Railway-track gage 
US329896A,1885-11-10,John j 
US329897A,1885-11-10,Adolph geiss 
US329898A,1885-11-10,Baker s oven 
US329899A,1885-11-10,Tongue-support 
US329900A,1885-11-10,Hatwaed a 
US329901A,1885-11-10,Fastening for shoes 
US329902A,1885-11-10,Natural-gas-supply system 
US329903A,1885-11-10,Israel hog eland 
US329904A,1885-11-10,Heney p 
US329905A,1885-11-10,Stilkt plow 
US329906A,1885-11-10,And thomas s 
US329907A,1885-11-10,Fbedebick w 
US329908A,1885-11-10,Tuck-marking attachment for sewing-machines 
US329909A,1885-11-10,Telephone cabinet 
US329910A,1885-11-10,William johnston 
US329911A,1885-11-10,Edwaed s 
US329912A,1885-11-10,Edwakd s 
US329913A,1885-11-10,Roller-skate 
US329914A,1885-11-10,Wind-engine 
US329915A,1885-11-10,Method of testing and grading balance-wheels of watches 
US329916A,1885-11-10,Apparatus for testing and grading watch-balances 
US329917A,1885-11-10,Horse hay-rake 
US329918A,1885-11-10,Punching-press 
US329919A,1885-11-10,Cultivator 
US329920A,1885-11-10,Albert luedemann 
US329921A,1885-11-10,Wheel-cultivator 
US329922A,1885-11-10,Ladder 
US329923A,1885-11-10,Combined water and air heating apparatus 
US329924A,1885-11-10,malott 
US329925A,1885-11-10,markinsky 
US329926A,1885-11-10,Tree-protector 
US329927A,1885-11-10,Roller-skate 
US329928A,1885-11-10,Gas-pressure regulator 
US329929A,1885-11-10,Amandus metzgeb 
US329930A,1885-11-10,Fence 
US329931A,1885-11-10,Grain-binding harvester 
US329932A,1885-11-10,Grain-binding harvester 
US329933A,1885-11-10,Grain-binding harvester 
US329934A,1885-11-10,Valve mechanism for water-closet cisterns 
US329935A,1885-11-10,Jambs f 
US329936A,1885-11-10,mossbergk 
US329937A,1885-11-10,Oscae mueisiee 
US329938A,1885-11-10,Stopper for burst pipes 
US329939A,1885-11-10,Car-replacer 
US329940A,1885-11-10,Wind-instrument 
US329941A,1885-11-10,Steamer 
US329942A,1885-11-10,Folding bed 
US329943A,1885-11-10,Sad-iron mold 
US329944A,1885-11-10,phillips 
US329945A,1885-11-10,Apparatus for drawing liquids 
US329946A,1885-11-10,Apparatus for drawing liquids 
US329947A,1885-11-10,Overflow-pipe for set basins and similar fixtures 
US329948A,1885-11-10,Geoegb  
US329949A,1885-11-10,Isaac t 
US329950A,1885-11-10,Geoege eace 
US329951A,1885-11-10,Heel-nailing machine 
US329952A,1885-11-10,Sole or heel fastening 
US329953A,1885-11-10,richards 
US329954A,1885-11-10,Steam-engine 
US329955A,1885-11-10,Dwight roberts 
US329956A,1885-11-10,Abnee m 
US329957A,1885-11-10,Feed a 
US329958A,1885-11-10,Apparatus for forming cores or molds for casting 
US329959A,1885-11-10,Machine 
US329960A,1885-11-10,Oil compound for leather 
US329961A,1885-11-10,Thomas e 
US329962A,1885-11-10,Weather-strip 
US329963A,1885-11-10,Napkin-supporter 
US329964A,1885-11-10,Separator 
US329965A,1885-11-10,Grip apparatus for traction-cables 
US329967A,1885-11-10,Process of manufacturing gas 
US329968A,1885-11-10,Apparatus for sinking wells 
US329969A,1885-11-10,Island 
US329970A,1885-11-10,syiotott 
US329971A,1885-11-10,Picker-stick for looms 
US329972A,1885-11-10,talks 
US329973A,1885-11-10,Budolf tanczos 
US329974A,1885-11-10,Target-trap 
US329975A,1885-11-10,Device for removing pressure from rolls of spinning-frames 
US329976A,1885-11-10,Hay-tedder 
US329977A,1885-11-10,Hay-tedder 
US329978A,1885-11-10,Swinging gate 
US329979A,1885-11-10,Railroad-frog 
US329980A,1885-11-10,Miles verfojst 
US329981A,1885-11-10,Miles vernon 
US329982A,1885-11-10,Receiver for telephonic telegraphs 
US329983A,1885-11-10,Telephone 
US329984A,1885-11-10,William a 
US329985A,1885-11-10,Apparatus for burning hydrocarbons 
US329986A,1885-11-10,Ratchet-drill 
US329987A,1885-11-10,willans 
US329988A,1885-11-10,Stead 
US329989A,1885-11-10,Skatee s 
US329990A,1885-11-10,Thomas weight 
US329991A,1885-11-10,Chaelbs alkies 
US329992A,1885-11-10,appell 
US329993A,1885-11-10,Chimney-top 
US329994A,1885-11-10,Corn planter 
US329995A,1885-11-10,Eobeet beachman 
US329996A,1885-11-10,Register or counter for machines 
US329997A,1885-11-10,Furnace 
US329998A,1885-11-10,Machine for bending h o rs es h o e-b lan ks 
US329999A,1885-11-10,Wagon-jack 
US330000A,1885-11-10,Leon cline 
US330001A,1885-11-10,conveb 
US330002A,1885-11-10,Beige machine 
US330003A,1885-11-10,Detachable spout for milk-pails 
US330004A,1885-11-10,Drive-cham 
US330005A,1885-11-10,Brush-handle 
US330006A,1885-11-10,Chaelbs ashbuenham floyd 
US330007A,1885-11-10,Roller-skate 
US330008A,1885-11-10,Cutter-head for trim ming the heels of boots or shoes 
US330009A,1885-11-10,Buffer 
US330010A,1885-11-10,Eobeet geislee 
US330011A,1885-11-10,Dental 
US330012A,1885-11-10,gillette 
US330013A,1885-11-10,Mold for concrete tubes for cable railways 
US330014A,1885-11-10,Windmill 
US330015A,1885-11-10,Window-shade roller 
US330016A,1885-11-10,Log-boom 
US330017A,1885-11-10,Elbeidge h 
US330018A,1885-11-10,hagen 
US330019A,1885-11-10,Adolph hamaio 
US330020A,1885-11-10,Peters 
US330021A,1885-11-10,Hand-power for sewing and other machines 
US330022A,1885-11-10,Seed-drill attachment 
US330023A,1885-11-10,Vehicle-spring 
US330024A,1885-11-10,Vertical boiler 
US330025A,1885-11-10,Milton p 
US330026A,1885-11-10,Beake for velocipedes 
US330027A,1885-11-10,Automatic brake foe velocipedes 
US330028A,1885-11-10,Benjamin e 
US330029A,1885-11-10,Mechanical motor 
US330030A,1885-11-10,Canopy for railway-car lamps 
US330031A,1885-11-10,Saw-set 
US330032A,1885-11-10,Ironing-machine 
US330033A,1885-11-10,Insect-destroyer 
US330034A,1885-11-10,Marine brake 
US330035A,1885-11-10,Island 
US330036A,1885-11-10,John mcoahey 
US330037A,1885-11-10,Bridge 
US330038A,1885-11-10,Thomas mccabthy 
US330039A,1885-11-10,Escape-hatch for railway-cars 
US330040A,1885-11-10,Device for giving positive motion to sliders of printing-presses 
US330041A,1885-11-10,Roller-skate 
US330042A,1885-11-10,James heneby noetheop and bimmon c 
US330043A,1885-11-10,Dumping-scow 
US330044A,1885-11-10,palmer 
US330045A,1885-11-10,palmer 
US330046A,1885-11-10,Cassius clay palmer 
US330047A,1885-11-10,Gable armoring machine 
US330048A,1885-11-10,William e 
US330049A,1885-11-10,William e 
US330050A,1885-11-10,Furnace for melting glass 
US330051A,1885-11-10,Thill-coupling 
US330052A,1885-11-10,Chaelbs e 
US330053A,1885-11-10,Ments 
US330054A,1885-11-10,Chaeles b 
US330055A,1885-11-10,Chaelbs e 
US330056A,1885-11-10,Chaeles e 
US330057A,1885-11-10,Chaeles e 
US330058A,1885-11-10,scribner 
US330059A,1885-11-10,Chaeles e 
US330060A,1885-11-10,Charles e 
US330061A,1885-11-10,Multiple switch board 
US330062A,1885-11-10,Chaeles e 
US330063A,1885-11-10,Chaeles e 
US330064A,1885-11-10,soribker 
US330065A,1885-11-10,scribner 
US330066A,1885-11-10,Charles b 
US330067A,1885-11-10,Multiple switch-board for telephone-exchanges 
US330068A,1885-11-10,sergeant 
US330069A,1885-11-10,Loom for weaving tufted fabrics 
US330070A,1885-11-10,Needle loom 
US330071A,1885-11-10,Electrical conductor 
US330072A,1885-11-10,tichenob 
US330073A,1885-11-10,James c 
US330074A,1885-11-10,Eleoteic alarm foe locomotives 
US330075A,1885-11-10,Alonzo e 
US330076A,1885-11-10,John b 
US330077A,1885-11-10,Chaeles m 
US330078A,1885-11-10,Siphon-pump 
US330079A,1885-11-10,Benjamin wood 
US330080A,1885-11-10,Piano action 
US330081A,1885-11-10,Horace e 
US330082A,1885-11-10,allen 
US330083A,1885-11-10,Nited  s 
US330084A,1885-11-10,Hoe ace e 
US330085A,1885-11-10,aemsteong 
US330086A,1885-11-10,armstrong 
US330087A,1885-11-10,Endless band or cord 
US330088A,1885-11-10,Stock-watering trough 
US330089A,1885-11-10,Samuel bbetzfield 
US330090A,1885-11-10,beiceell 
US330091A,1885-11-10,John brooks 
US330092A,1885-11-10,brower 
US330093A,1885-11-10,Roller-skate 
US330094A,1885-11-10,Shoulder-brace 
US330095A,1885-11-10,Ernest paul clakk 
US330096A,1885-11-10,Roller-skate 
US330097A,1885-11-10,coenelius 
US330098A,1885-11-10,Manufacture of sugar 
US330099A,1885-11-10,John m 
US330100A,1885-11-10,Eobebt seldeist ellyson 
US330101A,1885-11-10,William fallow 
US330102A,1885-11-10,William j 
US330103A,1885-11-10,Fire-escape 
US330104A,1885-11-10,Handsaw 
US330105A,1885-11-10,Sash-holder 
US330106A,1885-11-10,Eope railway 
US330107A,1885-11-10,Carpet-cleaning machine 
US330108A,1885-11-10,Rake-tooth 
US330109A,1885-11-10,Samuel it 
US330110A,1885-11-10,Concrete pavement 
US330111A,1885-11-10,Combined blacking-brush and scraper 
US330112A,1885-11-10,Hay-tedder 
US330113A,1885-11-10,Moeeis hertz 
US330114A,1885-11-10,Machine for drawing wire 
US330115A,1885-11-10,Machine for disintegrating ores 
US330116A,1885-11-10,Mowing-machine 
US330117A,1885-11-10,Tracker-pin for organs 
US330118A,1885-11-10,Wagon-gear 
US330119A,1885-11-10,Bolt-fastener 
US330120A,1885-11-10,Car-coupling 
US330121A,1885-11-10,Limekiln 
US330122A,1885-11-10,Illuminating gas 
US330123A,1885-11-10,Bicycle 
US330124A,1885-11-10,jewell 
US330125A,1885-11-10,Automatic sprinkler 
US330126A,1885-11-10,Steam-boiler 
US330127A,1885-11-10,William kent 
US330128A,1885-11-10,Box fob watee tube boilers 
US330129A,1885-11-10,Method of making connecting boxes foe watei tube boilees 
US330130A,1885-11-10,Machine for sprinkling potato-vines 
US330131A,1885-11-10,Stock and collar 
US330132A,1885-11-10,Febdinand koopmann 
US330133A,1885-11-10,Convertible skate 
US330134A,1885-11-10,Luciest leeedb 
US330135A,1885-11-10,lobeck 
US330136A,1885-11-10,mailer 
US330137A,1885-11-10,Permutation-lock 
US330138A,1885-11-10,Door-check 
US330139A,1885-11-10,milholland 
US330140A,1885-11-10,Metallic sole for boots or shoes 
US330141A,1885-11-10,Flanging-machine 
US330142A,1885-11-10,Delphia 
US330143A,1885-11-10,Cultivator for listed corn 
US330144A,1885-11-10,Chaeles k newcomb 
US330145A,1885-11-10,Walter oldham 
US330146A,1885-11-10,Fbancis m 
US330147A,1885-11-10,Furnace for steam-boilers 
US330148A,1885-11-10,paine 
US330149A,1885-11-10,Gaston pilbt and clement cabby 
US330150A,1885-11-10,Bull-tamer 
US330151A,1885-11-10,pressley 
US330152A,1885-11-10,rammoser 
US330153A,1885-11-10,Barrel stave and hoop 
US330154A,1885-11-10,Washing-machine 
US330155A,1885-11-10,Theodore schmidtborjf 
US330156A,1885-11-10,Louis schultz 
US330157A,1885-11-10,Steam-jet condenser 
