patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,is_inventor
US2304675A,1939-01-21,Gnathodynamometer,['PROPN'],['PERSON'],1,1,2,['gnathodynamometer'],1
US2306207A,1942-12-22,davis,['PROPN'],['PERSON'],1,1,1,['davis'],1
US2310561A,1943-02-09,whitfield,['PROPN'],['PERSON'],1,1,1,['whitfield'],1
US2323104A,1942-06-06,Uncoiler,['PROPN'],['PERSON'],1,1,2,['uncoiler'],1
US2325053A,1943-07-27,Mcmss,['PROPN'],['PERSON'],1,1,1,['mcmss'],1
US2329832A,1939-12-12,Uncoiler,['PROPN'],['PERSON'],1,1,2,['uncoiler'],1
US2330376A,1943-09-28,Robert p,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['robert', 'p']",1
US2337462A,1943-12-21,Ghbek,['PROPN'],['PERSON'],1,1,1,['ghbek'],1
US2342565A,1941-09-02,Bales,['NOUN'],['PERSON'],0,1,2,['bales'],1
US2345612A,1940-08-02,Subgrader,['PROPN'],['PERSON'],1,1,2,['subgrader'],1
US2354757A,1944-08-01,Kefkactok,['PROPN'],['PERSON'],1,1,1,['kefkactok'],1
US2375012A,1945-05-01,Hoxxnxcn,['PROPN'],['PERSON'],1,1,1,['hoxxnxcn'],1
US2376489A,1945-05-22,kelley,['NOUN'],['PERSON'],0,1,1,['kelley'],1
US2377916A,1945-06-12,anderson,['PROPN'],['PERSON'],1,1,2,['anderson'],1
US2378902A,1945-06-26,anschotz,['PROPN'],['PERSON'],1,1,2,['anschotz'],1
US2383756A,1945-08-28,williams,['PROPN'],['PERSON'],1,1,1,['williams'],1
US2385162A,1945-09-18,richardson,['PROPN'],['PERSON'],1,1,1,['richardson'],1
US2394195A,1946-02-05,Barbituric compounds,"['NOUN', 'VERB']",['PERSON'],0,1,2,"['barbituric', 'compounds']",1
