patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len
US2300011A,1939-06-12,Heater,['PROPN'],[],1,0,2
US2300097A,1942-05-01,Headlight,['PROPN'],[],1,0,2
US2300117A,1941-10-31,Magneto,['PROPN'],[],1,0,2
US2300131A,1937-09-29,Lubricant,['PROPN'],[],1,0,2
US2300149A,1939-09-30,Phonograph,['PROPN'],[],1,0,2
US2300150A,1941-04-19,Phonograph,['PROPN'],[],1,0,2
US2300216A,1941-04-10,Bookmark,['PROPN'],[],1,0,2
US2300224A,1939-02-25,Tape,['PROPN'],[],1,0,2
US2300252A,1940-12-20,Hemacytometer,['PROPN'],[],1,0,2
US2300335A,1941-04-25,Pitman,['PROPN'],[],1,0,2
US2300339A,1941-04-04,Press,['PROPN'],[],1,0,2
US2300378A,1939-11-24,Governor,['PROPN'],[],1,0,2
US2300381A,1941-04-02,Filter,['PROPN'],[],1,0,2
US2300414A,1940-05-07,Container,['PROPN'],[],1,0,2
US2300440A,1939-02-15,Container,['PROPN'],[],1,0,2
US2300444A,1940-08-03,Roller,['PROPN'],[],1,0,2
US2300467A,1942-11-03,Gakmesot suppostek,"['PROPN', 'NOUN']",[],1,0,2
US2300476A,1941-02-10,Undergarment,['PROPN'],[],1,0,2
US2300478A,1939-09-25,Clip,['PROPN'],[],1,0,2
US2300492A,1938-11-12,Container,['PROPN'],[],1,0,2
US2300524A,1940-02-06,Oscillator,['PROPN'],[],1,0,2
US2300587A,1938-02-02,Adhesive,['PROPN'],[],1,0,2
US2300631A,1940-02-21,Vehicle,['PROPN'],[],1,0,2
US2300635A,1940-11-16,Heel,['PROPN'],[],1,0,2
US2300647A,1940-01-15,Piston,['PROPN'],['GPE'],1,0,2
US2300683A,1941-03-01,Firebrick,['PROPN'],[],1,0,2
US2300723A,1941-03-31,Fan,['PROPN'],[],1,0,2
US2300739A,1941-08-05,Insole,['PROPN'],[],1,0,2
US2300743A,1938-09-22,Oven,['PROPN'],[],1,0,2
US2300768A,1941-02-07,Broiler,['PROPN'],[],1,0,2
US2300772A,1941-04-17,Beehive,['PROPN'],[],1,0,2
US2300794A,1941-02-15,Razor,['PROPN'],[],1,0,2
US2300800A,1941-10-15,Pipe,['PROPN'],[],1,0,2
US2300861A,1940-09-06,Rasp,['PROPN'],[],1,0,2
US2300896A,1939-10-17,Signal,['PROPN'],[],1,0,2
US2300907A,1939-11-07,Adhesive,['PROPN'],[],1,0,2
US2300923A,1941-04-19,Phonograph,['PROPN'],[],1,0,2
US2300924A,1939-05-17,Filter,['PROPN'],[],1,0,2
