patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings
US300015A,1884-06-10,bodgees,['NOUN'],[],0,0,1,['bodgees'],0
US300045A,1884-06-10,caens,['VERB'],[],0,0,1,['caens'],0
US300046A,1884-06-10,Wheel,['NOUN'],[],0,0,1,['wheel'],0
US300049A,1884-06-10,coons,['NOUN'],[],0,0,1,['coons'],0
US300050A,1884-06-10,Machines,['NOUN'],[],0,0,1,['machines'],0
US300055A,1884-06-10,doane,['NOUN'],[],0,0,1,['doane'],0
US300059A,1884-06-10,Grate,['NOUN'],[],0,0,1,['grate'],0
US300068A,1884-06-10,gravier,['ADJ'],[],0,0,1,['gravier'],0
US300080A,1884-06-10,Island,['NOUN'],[],0,0,1,['island'],0
US300092A,1884-06-10,Injector,['NOUN'],[],0,0,1,['injector'],0
US300094A,1884-06-10,Machine,['NOUN'],[],0,0,1,['machine'],0
US300097A,1884-06-10,Lister,['ADV'],[],0,0,1,['lister'],0
US300098A,1884-06-10,mccarty,['NOUN'],[],0,0,1,['mccarty'],0
US300105A,1884-06-10,Window,['NOUN'],[],0,0,1,['window'],0
US300106A,1884-06-10,Amalgamator,['NOUN'],[],0,0,1,['amalgamator'],0
US300114A,1884-06-10,Island,['NOUN'],[],0,0,1,['island'],0
US300115A,1884-06-10,obert,['ADJ'],[],0,0,1,['obert'],0
US300121A,1884-06-10,peteee,['NOUN'],[],0,0,1,['peteee'],0
US300128A,1884-06-10,redeligx,['ADV'],[],0,0,1,['redeligx'],0
US300136A,1884-06-10,Window,['NOUN'],[],0,0,1,['window'],0
US300138A,1884-06-10,scheeee,['NOUN'],[],0,0,1,['scheeee'],0
US300139A,1884-06-10,sohisgall,['NOUN'],[],0,0,1,['sohisgall'],0
US300143A,1884-06-10,Signments,['NOUN'],[],0,0,1,['signments'],0
US300145A,1884-06-10,Wrench,['NOUN'],[],0,0,1,['wrench'],0
US300155A,1884-06-10,stabr,['NOUN'],[],0,0,1,['stabr'],0
US300156A,1884-06-10,stare,['NOUN'],[],0,0,1,['stare'],0
US300157A,1884-06-10,Calendar,['NOUN'],[],0,0,1,['calendar'],0
US300175A,1884-06-10,weimee,['INTJ'],[],0,0,1,['weimee'],0
US300181A,1884-06-10,wilson,['NOUN'],['ORG'],0,0,1,['wilson'],0
US300199A,1884-06-10,boecher,['NOUN'],[],0,0,1,['boecher'],0
US300201A,1884-06-10,boschbet,['NOUN'],[],0,0,1,['boschbet'],0
US300204A,1884-06-10,Staple,['NOUN'],[],0,0,1,['staple'],0
US300223A,1884-06-10,coeam,['NOUN'],[],0,0,1,['coeam'],0
US300257A,1884-06-10,hewitt,['VERB'],[],0,0,1,['hewitt'],0
US300270A,1884-06-10,laezelere,['ADV'],[],0,0,1,['laezelere'],0
US300276A,1884-06-10,Fence,['NOUN'],[],0,0,1,['fence'],0
US300283A,1884-06-10,rowlands,['NOUN'],[],0,0,1,['rowlands'],0
US300284A,1884-06-10,btjdiger,['ADJ'],[],0,0,1,['btjdiger'],0
US300285A,1884-06-10,Tracheotome,['VERB'],[],0,0,1,['tracheotome'],0
US300295A,1884-06-10,Ments,['NOUN'],[],0,0,1,['ments'],0
US300298A,1884-06-10,Petejs,['NOUN'],[],0,0,1,['petejs'],0
US300308A,1884-06-10,crandall,['VERB'],[],0,0,1,['crandall'],0
US300325A,1884-06-10,noeton,['VERB'],[],0,0,1,['noeton'],0
US300334A,1884-06-10,wttest,['ADJ'],[],0,0,1,['wttest'],0
US300339A,1884-06-17,-beintnall,['VERB'],[],0,0,1,['-beintnall'],0
US300358A,1884-06-17,Harness,['NOUN'],[],0,0,1,['harness'],0
US300367A,1884-06-17,Filter,['NOUN'],[],0,0,1,['filter'],0
US300374A,1884-06-17,Office,['NOUN'],[],0,0,1,['office'],0
US300377A,1884-06-17,libey,['VERB'],[],0,0,1,['libey'],0
US300378A,1884-06-17,Trunk,['NOUN'],[],0,0,1,['trunk'],0
US300384A,1884-06-17,jiatiiieu,['NOUN'],[],0,0,1,['jiatiiieu'],0
US300391A,1884-06-17,Corkscrew,['NOUN'],[],0,0,1,['corkscrew'],0
US300392A,1884-06-17,packeb,['NOUN'],[],0,0,1,['packeb'],0
US300393A,1884-06-17,pakker,['NOUN'],[],0,0,1,['pakker'],0
US300394A,1884-06-17,pelletiee,['VERB'],[],0,0,1,['pelletiee'],0
US300399A,1884-06-17,Plane,['NOUN'],[],0,0,1,['plane'],0
US300403A,1884-06-17,Machine,['NOUN'],[],0,0,1,['machine'],0
US300417A,1884-06-17,vansize,['VERB'],[],0,0,1,['vansize'],0
US300422A,1884-06-17,Telephone,['NOUN'],[],0,0,1,['telephone'],0
US300436A,1884-06-17,beach,['NOUN'],[],0,0,1,['beach'],0
US300446A,1884-06-17,comstock,['NOUN'],[],0,0,1,['comstock'],0
US300447A,1884-06-17,Scrubber,['NOUN'],[],0,0,1,['scrubber'],0
US300453A,1884-06-17,edwards,['NOUN'],[],0,0,1,['edwards'],0
US300466A,1884-06-17,hanlon,['VERB'],[],0,0,1,['hanlon'],0
US300479A,1884-06-17,Teeeitoet,['VERB'],[],0,0,1,['teeeitoet'],0
US300482A,1884-06-17,Machine,['NOUN'],[],0,0,1,['machine'],0
US300484A,1884-06-17,Concentrator,['NOUN'],[],0,0,1,['concentrator'],0
US300486A,1884-06-17,Teeeitoey,['NOUN'],['ORG'],0,0,1,['teeeitoey'],0
US300489A,1884-06-17,leyer,['NOUN'],[],0,0,1,['leyer'],0
US300494A,1884-06-17,Signments,['NOUN'],[],0,0,1,['signments'],0
US300499A,1884-06-17,Nolds,['NOUN'],['ORG'],0,0,1,['nolds'],0
US300503A,1884-06-17,eascoe,['VERB'],[],0,0,1,['eascoe'],0
US300522A,1884-06-17,Attoekets,['NOUN'],[],0,0,1,['attoekets'],0
US300524A,1884-06-17,stare,['NOUN'],[],0,0,1,['stare'],0
US300528A,1884-06-17,Springs,['NOUN'],[],0,0,1,['springs'],0
US300529A,1884-06-17,sutherland,['NOUN'],[],0,0,1,['sutherland'],0
US300537A,1884-06-17,wallace,['NOUN'],[],0,0,1,['wallace'],0
US300538A,1884-06-17,waring,['VERB'],[],0,0,1,['waring'],0
US300539A,1884-06-17,waewick,['VERB'],[],0,0,1,['waewick'],0
US300542A,1884-06-17,wells,['NOUN'],[],0,0,1,['wells'],0
US300557A,1884-06-17,foesteb,['VERB'],[],0,0,1,['foesteb'],0
US300560A,1884-06-17,compositions,['NOUN'],[],0,0,1,['compositions'],0
US300565A,1884-06-17,Bustle,['NOUN'],[],0,0,1,['bustle'],0
US300572A,1884-06-17,olaek,['NOUN'],[],0,0,1,['olaek'],0
US300574A,1884-06-17,coburn,['VERB'],[],0,0,1,['coburn'],0
US300586A,1884-06-17,fieeo,['NOUN'],[],0,0,1,['fieeo'],0
US300590A,1884-06-17,Cornet,['NOUN'],[],0,0,1,['cornet'],0
US300602A,1884-06-17,hanlon,['VERB'],[],0,0,1,['hanlon'],0
US300612A,1884-06-17,Filter,['NOUN'],[],0,0,1,['filter'],0
US300618A,1884-06-17,molqjset,['VERB'],[],0,0,1,['molqjset'],0
US300655A,1884-06-17,Shirt,['NOUN'],[],0,0,1,['shirt'],0
