patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens
US300000A,1884-06-10,mouck,['PROPN'],[],1,0,1,['mouck']
US300027A,1884-06-10,stamm,['PROPN'],[],1,0,1,['stamm']
US300034A,1884-06-10,yander weyde,"['PROPN', 'PROPN']",[],1,0,2,"['yander', 'weyde']"
US300051A,1884-06-10,Albeet davis,"['PROPN', 'NOUN']",[],1,0,2,"['albeet', 'davis']"
US300056A,1884-06-10,Octave dupas,"['PROPN', 'NOUN']",[],1,0,2,"['octave', 'dupas']"
US300064A,1884-06-10,Hainee,['PROPN'],[],1,0,1,['hainee']
US300069A,1884-06-10,Heney grunhagen,"['PROPN', 'NOUN']",[],1,0,2,"['heney', 'grunhagen']"
US300075A,1884-06-10,Amanda m,"['PROPN', 'VERB']",['ORG'],1,0,2,"['amanda', 'm']"
US300081A,1884-06-10,janusch,['PROPN'],[],1,0,1,['janusch']
US300085A,1884-06-10,hubeet l,"['PROPN', 'PROPN']",['ORG'],1,0,2,"['hubeet', 'l']"
US300093A,1884-06-10,Alpheus g,"['PROPN', 'PROPN']",[],1,0,2,"['alpheus', 'g']"
US300100A,1884-06-10,Geoege w,"['PROPN', 'ADP']",[],1,0,2,"['geoege', 'w']"
US300107A,1884-06-10,Hotjse,['PROPN'],['ORG'],1,0,1,['hotjse']
US300113A,1884-06-10,Axel w,"['PROPN', 'ADP']",['ORG'],1,0,2,"['axel', 'w']"
US300130A,1884-06-10,Charles t,"['PROPN', 'NOUN']",[],1,0,2,"['charles', 't']"
US300132A,1884-06-10,Olivee p,"['PROPN', 'NOUN']",['ORG'],1,0,2,"['olivee', 'p']"
US300135A,1884-06-10,Heney t,"['PROPN', 'NOUN']",[],1,0,2,"['heney', 't']"
US300140A,1884-06-10,sohlumm,['PROPN'],[],1,0,2,['sohlumm']
US300147A,1884-06-10,Geoege f,"['PROPN', 'X']",[],1,0,2,"['geoege', 'f']"
US300167A,1884-06-10,Cheistophee t,"['PROPN', 'NOUN']",[],1,0,2,"['cheistophee', 't']"
US300202A,1884-06-10,Alfeed boulieb,"['PROPN', 'NOUN']",[],1,0,2,"['alfeed', 'boulieb']"
US300212A,1884-06-10,Solomon,['PROPN'],[],1,0,2,['solomon']
US300218A,1884-06-10,clothier,['PROPN'],[],1,0,2,['clothier']
US300226A,1884-06-10,Chusetts,['PROPN'],['NORP'],1,0,1,['chusetts']
US300227A,1884-06-10,de aaetano,"['X', 'PROPN']",[],1,0,2,"['de', 'aaetano']"
US300230A,1884-06-10,Jacob dieteich,"['PROPN', 'NOUN']",[],1,0,2,"['jacob', 'dieteich']"
US300231A,1884-06-10,Isaac dolsejt,"['PROPN', 'VERB']",[],1,0,2,"['isaac', 'dolsejt']"
US300242A,1884-06-10,Ington,['PROPN'],['ORG'],1,0,1,['ington']
US300250A,1884-06-10,Fuenace,['PROPN'],[],1,0,1,['fuenace']
US300254A,1884-06-10,Peteb hebeet,"['PROPN', 'INTJ']",[],1,0,2,"['peteb', 'hebeet']"
US300258A,1884-06-10,hoben,['PROPN'],[],1,0,1,['hoben']
US300261A,1884-06-10,Geoege s,"['PROPN', 'VERB']",[],1,0,2,"['geoege', 's']"
US300263A,1884-06-10,Hexby f,"['PROPN', 'PROPN']",['GPE'],1,0,2,"['hexby', 'f']"
US300264A,1884-06-10,Josiah joxson,"['PROPN', 'NOUN']",[],1,0,2,"['josiah', 'joxson']"
US300286A,1884-06-10,Iiekry t,"['PROPN', 'PROPN']",['GPE'],1,0,2,"['iiekry', 't']"
US300287A,1884-06-10,Assig,['PROPN'],[],1,0,1,['assig']
US300291A,1884-06-10,underwood,['PROPN'],[],1,0,1,['underwood']
US300293A,1884-06-10,Samuel t,"['PROPN', 'NOUN']",[],1,0,2,"['samuel', 't']"
US300300A,1884-06-10,Assigfoe,['PROPN'],[],1,0,1,['assigfoe']
US300311A,1884-06-10,James denveb,"['PROPN', 'PROPN']",[],1,0,2,"['james', 'denveb']"
US300312A,1884-06-10,dimolsr,['PROPN'],[],1,0,1,['dimolsr']
US300329A,1884-06-10,Johk j,"['PROPN', 'PROPN']",[],1,0,2,"['johk', 'j']"
US300341A,1884-06-17,Telegeaph,['PROPN'],[],1,0,1,['telegeaph']
US300346A,1884-06-17,Eichaed m,"['PROPN', 'VERB']",['ORG'],1,0,2,"['eichaed', 'm']"
US300351A,1884-06-17,Isaac t,"['PROPN', 'NOUN']",[],1,0,2,"['isaac', 't']"
US300361A,1884-06-17,Book case,"['PROPN', 'NOUN']",[],1,0,2,"['book', 'case']"
US300369A,1884-06-17,Lbyi houston,"['PROPN', 'PROPN']",['GPE'],1,0,2,"['lbyi', 'houston']"
US300375A,1884-06-17,Assig,['PROPN'],[],1,0,1,['assig']
US300376A,1884-06-17,Fetess,['PROPN'],[],1,0,1,['fetess']
US300380A,1884-06-17,ltjdeke,['PROPN'],[],1,0,1,['ltjdeke']
US300381A,1884-06-17,Hekey c,"['PROPN', 'VERB']",['ORG'],1,0,2,"['hekey', 'c']"
US300389A,1884-06-17,Samuel a,"['PROPN', 'PRON']",[],1,0,2,"['samuel', 'a']"
US300400A,1884-06-17,Wilbur l,"['PROPN', 'NOUN']",['ORG'],1,0,2,"['wilbur', 'l']"
US300401A,1884-06-17,axel t,"['PROPN', 'PROPN']",[],1,0,2,"['axel', 't']"
US300402A,1884-06-17,Benjamin,['PROPN'],[],1,0,1,['benjamin']
US300404A,1884-06-17,Gottlieb a,"['PROPN', 'PRON']",['ORG'],1,0,2,"['gottlieb', 'a']"
US300407A,1884-06-17,tangney,['PROPN'],[],1,0,1,['tangney']
US300432A,1884-06-17,Thomas e,"['PROPN', 'NOUN']",[],1,0,2,"['thomas', 'e']"
US300440A,1884-06-17,Samuel blitz,"['PROPN', 'VERB']",[],1,0,2,"['samuel', 'blitz']"
US300442A,1884-06-17,Ciiakles eowsky,"['NOUN', 'PROPN']",[],1,0,2,"['ciiakles', 'eowsky']"
US300452A,1884-06-17,eaton,['PROPN'],[],1,0,2,['eaton']
US300457A,1884-06-17,Daniel e,"['PROPN', 'NOUN']",[],1,0,2,"['daniel', 'e']"
US300468A,1884-06-17,haskell,['PROPN'],[],1,0,2,['haskell']
US300472A,1884-06-17,higbee,['PROPN'],[],1,0,1,['higbee']
US300473A,1884-06-17,Mathias j,"['PROPN', 'PROPN']",[],1,0,2,"['mathias', 'j']"
US300475A,1884-06-17,Aloxzo joiixsox,"['PROPN', 'PROPN']",['GPE'],1,0,2,"['aloxzo', 'joiixsox']"
US300481A,1884-06-17,Jacob kbtzek,"['PROPN', 'VERB']",[],1,0,2,"['jacob', 'kbtzek']"
US300488A,1884-06-17,Inyentoe,['PROPN'],['GPE'],1,0,1,['inyentoe']
US300495A,1884-06-17,Adolf nascher,"['PROPN', 'ADV']",[],1,0,2,"['adolf', 'nascher']"
US300500A,1884-06-17,Waeeek,['PROPN'],[],1,0,1,['waeeek']
