patent_number,date,title
US431118A,1890-07-01,Osborn p 
US431119A,1890-07-01,Cattle-guard 
US431120A,1890-07-01,Apparatus for washing photographs 
US431121A,1890-07-01,muller 
US431122A,1890-07-01,Animal-trapl 
US431123A,1890-07-01,Boot or shoe 
US431124A,1890-07-01,gearing 
US431125A,1890-07-01,Island 
US431126A,1890-07-01,Elevated-railway structure 
US431127A,1890-07-01,Bean-puller 
US431128A,1890-07-01,Machine for testing milk and cream 
US431129A,1890-07-01,Vehicle-gear 
US431130A,1890-07-01,Steam heating and cooking apparatus 
US431131A,1890-07-01,Apparatus for drilling wells 
US431132A,1890-07-01,Test-tube 
US431133A,1890-07-01,Car-truck 
US431134A,1890-07-01,Dynamo-electric machine 
US431135A,1890-07-01,John arthur barfoot 
US431136A,1890-07-01,Trimming attachment for sewing-machines 
US431137A,1890-07-01,Turer s 
US431138A,1890-07-01,Frederic coblyn 
US431139A,1890-07-01,Willabd curtiss 
US431140A,1890-07-01,Automatic grain-weigher 
US431141A,1890-07-01,Electrical call-box 
US431142A,1890-07-01,Fishing-reel 
US431143A,1890-07-01,Car-wheel 
US431144A,1890-07-01,Thirds to edward t 
US431145A,1890-07-01,Car-coupling 
US431146A,1890-07-01,Sweeping-machine 
US431147A,1890-07-01,Railroad-car seat 
US431148A,1890-07-01,Means for preventing the fraudulent refilling of bottles 
US431149A,1890-07-01,Oeaoker machine 
US431150A,1890-07-01,Sand-pipe for locomotives 
US431151A,1890-07-01,Heating-furnace 
US431152A,1890-07-01,Fifth-wheel 
US431153A,1890-07-01,Surgical knife 
US431154A,1890-07-01,Machine for rossing bark 
US431155A,1890-07-01,Perforating-machine 
US431156A,1890-07-01,Water-motor 
US431157A,1890-07-01,Remedial cosmetic 
US431158A,1890-07-01,Cooking-stove 
US431159A,1890-07-01,Oven-door 
US431160A,1890-07-01,Trimming for the edges of fabrics 
US431161A,1890-07-01,Machine for making trimmings for the edges of fabrics 
US431162A,1890-07-01,Automatic damper for steam-boilers 
US431163A,1890-07-01,gould 
US431164A,1890-07-01,Elevator 
US431165A,1890-07-01,Charles r 
US431166A,1890-07-01,Baling-press 
US431167A,1890-07-01,Hose-coupling 
US431168A,1890-07-01,Pegging-jack 
US431169A,1890-07-01,Log-hauling device 
US431170A,1890-07-01,marvin 
US431171A,1890-07-01,Side-delivery horse hay-rake 
US431172A,1890-07-01,Railway support and cross-tie 
US431173A,1890-07-01,William s 
US431174A,1890-07-01,Frederick g 
US431175A,1890-07-01,Belt-fastener 
US431176A,1890-07-01,Fruit-grader 
US431177A,1890-07-01,Thread cut-off for spinning and twisting machines 
US431178A,1890-07-01,barker 
US431179A,1890-07-01,Rolling-mill 
US431180A,1890-07-01,Duplex valve for pumping-engines 
US431181A,1890-07-01,Electric bell 
US431182A,1890-07-01,Carpet-stretcher 
US431183A,1890-07-01,Brush and broom 
US431184A,1890-07-01,Plumb-level 
US431185A,1890-07-01,Multiple fusible cut-out 
US431186A,1890-07-01,Multiple thermal cut-out 
US431187A,1890-04-29,Hub-attaching device 
US431188A,1890-07-01,Chusetts 
US431189A,1890-07-01,Invalid-bedstead 
US431190A,1890-07-01,Show-stand 
US431191A,1890-07-01,Ironing-table 
US431192A,1890-07-01,Island 
US431193A,1890-07-01,Metallic glazing-bar 
US431194A,1890-07-01,Sleigh-knee 
US431195A,1890-07-01,Car-coupling 
US431196A,1890-07-01,roberts 
US431197A,1890-07-01,Machine for sharpening gin-saws 
US431198A,1890-07-01,Shingle cutter and dresser 
US431199A,1890-07-01,Half to william a 
US431200A,1890-07-01,Corn-popper 
US431201A,1890-07-01,Island 
US431202A,1890-07-01,Swinging window 
US431203A,1890-07-01,George w 
US431204A,1890-07-01,Grate-bar 
US431205A,1890-07-01,Spring-scales 
US431206A,1890-07-01,Parlor gymnasium apparatus 
US431207A,1890-07-01,Drop-cabinet for sewing-machines 
US431208A,1890-07-01,Cornelius m 
US431209A,1890-07-01,Friction-clutch 
US431210A,1890-07-01,Subaquatic projectile 
US431211A,1890-07-01,George d 
US431212A,1890-07-01,James willaed morris 
US431213A,1890-07-01,Electric motor for railway-cars 
US431214A,1890-07-01,Breech-loading cannon 
US431215A,1890-07-01,Machine for gathering signatures 
US431216A,1890-07-01,Regulation of dynamo-electric machines 
US431217A,1890-07-01,Self-regulating dynamo-electric generator 
US431218A,1890-07-01,Self-exciting alternating-current electric generator 
US431219A,1890-07-01,Xedwin 
US431220A,1890-07-01,sutton 
US431221A,1890-07-01,Refrigerator-car 
US431222A,1890-07-01,Wire-fence looper 
US431223A,1890-07-01,Rubber tire for wheels 
US431224A,1890-07-01,Attachment for printing-presses 
US431225A,1890-07-01,Ander 
US431226A,1890-07-01,Karl gerson 
US431227A,1890-07-01,Cover for bobbin-heads 
US431228A,1890-07-01,Hat brims 
US431229A,1890-07-01,Filtering apparatus 
US431230A,1890-07-01,Charles f 
US431231A,1890-07-01,Feed-water heater and purifier 
US431232A,1890-07-01,Conveyer 
US431233A,1890-07-01,Skinning-knife 
US431234A,1890-07-01,Attachment for churns 
US431235A,1890-07-01,Dynamo-electric machine 
US431236A,1890-07-01,Richard wayland smith 
US431237A,1890-07-01,Apparatus for burning hydrocarbon oil as fuel 
US431238A,1890-07-01,Sewing-machine 
US431239A,1890-07-01,Mining-machine 
US431240A,1890-07-01,Car-coupling 
US431241A,1890-07-01,Spring-tooth for harrows 
US431242A,1890-07-01,Reynolds t 
US431243A,1890-07-01,Franz carl alkier 
US431244A,1890-07-01,Method of cooling and freezing 
US431245A,1890-07-01,Ignaz bergmann 
US431246A,1890-07-01,Mash-machine 
US431247A,1890-07-01,Inkstand 
US431248A,1890-07-01,cauderay 
US431249A,1890-07-01,Box-binding machinery 
US431250A,1890-07-01,Graduated spiral spring 
US431251A,1890-07-01,Wagon-bolster spring 
US431252A,1890-07-01,Joseph g 
US431253A,1890-07-01,Railway-rail bed 
US431254A,1890-07-01,Lid for journal-boxes 
US431255A,1890-07-01,Cooking-stove 
US431256A,1890-07-01,Island 
US431257A,1890-07-01,Button-holder 
US431258A,1890-07-01,George franklin 
US431259A,1890-07-01,Railway-spike 
US431260A,1890-07-01,Swing 
US431261A,1890-07-01,Rolling-mill 
US431262A,1890-07-01,henderson 
US431263A,1890-07-01,George f 
US431264A,1890-07-01,Paint or other brush 
US431265A,1890-07-01,kiler 
US431266A,1890-07-01,Umbrella or parasol exhibitor 
US431267A,1890-07-01,Pulp-digester 
US431268A,1890-07-01,Paint 
US431269A,1890-07-01,Separator 
US431270A,1890-07-01,James atkinson 
US431271A,1890-07-01,High and low water alarm for steam-boilers 
US431272A,1890-07-01,Machine for starting hat-bodies 
US431273A,1890-07-01,Abraham martin 
US431274A,1890-07-01,Platen printing-machine 
US431275A,1890-07-01,Farm-gate 
US431276A,1890-07-01,Luiiu 
US431277A,1890-07-01,Anti-rattler for thill-couplings 
US431278A,1890-07-01,Steyn 
US431279A,1890-07-01,James j 
US431280A,1890-07-01,Apparatus 
US431281A,1890-07-01,Almanac or calendar 
US431282A,1890-07-01,Motion-clock 
US431283A,1890-07-01,Henry e 
US431284A,1890-07-01,Chain-pump 
US431285A,1890-07-01,Bath-tub with folding wash-basin 
US431286A,1890-07-01,Solar attachment for transit-instruments 
US431287A,1890-07-01,Knockdown crate 
US431288A,1890-07-01,Planter 
US431289A,1890-07-01,Blasting-car 
US431290A,1890-07-01,Loaded 
US431291A,1890-07-01,Scaffold-bracket 
US431292A,1890-07-01,Half to george f 
US431293A,1890-07-01,Rod-packing for volatile gases 
US431294A,1890-07-01,townsend 
US431295A,1890-07-01,Die for lead-presses 
US431296A,1890-07-01,Nut-lock 
US431297A,1890-07-01,Johannes walter 
US431298A,1890-07-01,Twine 
US431299A,1890-07-01,Casing for garment-stays 
US431300A,1890-07-01,Railway-signal 
US431301A,1890-07-01,Shutter-fastener 
US431302A,1890-07-01,Hay-rack 
US431303A,1890-07-01,Automatic air-brake 
US431304A,1890-07-01,Releasing attachment for air-brakes 
US431305A,1890-07-01,Dish-washer 
US431306A,1890-07-01,Post or pile driver 
US431307A,1890-07-01,Extensible car-step 
US431308A,1890-07-01,Oscar j 
US431309A,1890-07-01,Horse-stopping device 
US431310A,1890-07-01,Door-check 
US431311A,1890-07-01,Potato-digger 
US431312A,1890-07-01,baker 
US431313A,1890-07-01,Pneumatic ore-concentrator 
US431314A,1890-07-01,Rein-guard 
US431315A,1890-07-01,Bullet-molding dipper 
US431316A,1890-07-01,William a 
US431317A,1890-07-01,John s 
US431318A,1890-07-01,Wagon end-gate 
US431319A,1890-07-01,Drilling-machine 
US431320A,1890-07-01,Sigmund bergmans 
US431321A,1890-07-01,Cloth-piling machine 
US431322A,1890-07-01,Hydrocarbon-oil vaporizer and burner 
US431323A,1890-07-01,Washing-machine 
US431324A,1890-07-01,Screw-nut 
US431325A,1890-07-01,Shutter-fastener 
US431326A,1890-07-01,Gas-heater 
US431327A,1890-07-01,Leaf-turner 
US431328A,1890-07-01,Metallic ceiling 
US431329A,1890-07-01,Carl wilhelm martin friedrich busing 
US431330A,1890-07-01,Charles e 
US431331A,1890-07-01,Jesse 
US431332A,1890-07-01,Apron 
US431333A,1890-07-01,Car-coupling 
US431334A,1890-07-01,Gabriel joshua de cordova and percy albert isaacs 
US431335A,1890-07-01,Mail-bag 
US431336A,1890-07-01,Combination-padlock 
US431337A,1890-07-01,Poultry-car 
US431338A,1890-07-01,Enoch elijah de kalb 
US431339A,1890-07-01,Machine for making slug-strips 
US431340A,1890-07-01,Edward fisher 
US431341A,1890-07-01,Secondary battery 
US431342A,1890-07-01,Philandre fournier 
US431343A,1890-07-01,Ville 
US431344A,1890-07-01,Method of making time-records or pay-rolls for employes 
US431345A,1890-07-01,Ice-cream freezer 
US431346A,1890-07-01,goodyear 
US431347A,1890-07-01,Spool-holder 
US431348A,1890-07-01,Edward gorrill 
US431349A,1890-07-01,Spring-hinge 
US431350A,1890-07-01,Binder 
US431351A,1890-07-01,Harrow 
US431352A,1890-07-01,einton 
US431353A,1890-07-01,Extension-ladder 
US431354A,1890-07-01,Water-heater or low-pressure steam-boiler 
US431355A,1890-07-01,Sectional water-heater 
US431356A,1890-07-01,Book-holder for musical instruments 
US431357A,1890-07-01,Railway-switch mechanism 
US431358A,1890-07-01,Suspending apparatus for slaughtering 
US431359A,1890-07-01,Joseph jauch 
US431360A,1890-07-01,Railway-switch 
US431361A,1890-07-01,Thirds to isidor leiser and william geuder 
US431362A,1890-07-01,Territory 
US431363A,1890-07-01,William h 
US431364A,1890-07-01,la mothe 
US431365A,1890-07-01,Adding-machine 
US431366A,1890-07-01,Coin-controlled vending apparatus 
US431367A,1890-07-01,Coin-controlled vending apparatus 
US431368A,1890-07-01,Tug-coupling 
US431369A,1890-07-01,Transposing key-board 
US431370A,1890-07-01,Disk harrow 
US431371A,1890-07-01,Steam pumping-engine 
US431372A,1890-07-01,Mash-tub 
US431373A,1890-07-01,Book and paper rack 
US431374A,1890-07-01,merriam 
US431375A,1890-07-01,merriam 
US431376A,1890-07-01,merriam 
US431377A,1890-07-01,Henry p 
US431378A,1890-07-01,Henry p 
US431379A,1890-07-01,Henry p 
US431380A,1890-07-01,montgomery 
US431381A,1890-07-01,montgomery 
US431382A,1890-07-01,montqomery 
US431383A,1890-07-01,Joseph a 
US431384A,1890-07-01,Water-trap 
US431385A,1890-07-01,Berth for vessels 
US431386A,1890-07-01,Apparatus for distilling oil 
US431387A,1890-07-01,Half to the smith 
US431388A,1890-07-01,Mold for ornamental glass manufacture 
US431389A,1890-07-01,Folding settee or seat 
US431390A,1890-07-01,peters 
US431391A,1890-07-01,Pen-holder 
US431392A,1890-07-01,Emil peietz 
US431393A,1890-07-01,putnam 
US431394A,1890-07-01,Horse-collar fastener 
US431395A,1890-07-01,Emil otto 
US431396A,1890-07-01,Bridle 
US431397A,1890-07-01,Locomotive-tank 
US431398A,1890-07-01,Vehicle-wheel 
US431399A,1890-07-01,Estee 
US431400A,1890-07-01,Basket-cover fastener 
US431401A,1890-07-01,Child s carriage 
US431402A,1890-07-01,August schneider 
US431403A,1890-07-01,Side spring for vehicles 
US431404A,1890-07-01,Conrad sciiraube 
US431405A,1890-07-01,River dredge or excavator 
US431406A,1890-07-01,simon 
US431407A,1890-07-01,Wesley smith 
US431408A,1890-07-01,Eighths to john a 
US431409A,1890-07-01,Abner snow 
US431410A,1890-07-01,Joseph james speed 
US431411A,1890-07-01,Carpet-stretcher 
US431412A,1890-07-01,studte 
US431413A,1890-07-01,Valve for steam-pumps 
US431414A,1890-07-01,Electric-railway conductor 
US431415A,1890-07-01,Car-coupling 
US431416A,1890-07-01,Marline-pin 
US431417A,1890-07-01,townsend 
US431418A,1890-07-01,Brake for vehicles 
US431419A,1890-07-01,Brake for vehicles 
US431420A,1890-07-01,Brake for vehicles 
US431421A,1890-07-01,Edgar h 
US431422A,1890-07-01,Pencil-sharpener 
US431423A,1890-07-01,District 
US431424A,1890-07-01,Shoe-knife 
US431425A,1890-07-01,Railway-signal 
US431426A,1890-07-01,Jerome i 
US431427A,1890-07-01,Railroad-frog 
US431428A,1890-07-01,barcroft 
US431429A,1890-07-01,Adrian van berkel 
US431430A,1890-07-01,Arthur w 
US431431A,1890-07-01,berne 
US431432A,1890-07-01,bohannan 
US431433A,1890-07-01,Potato-digger 
US431434A,1890-07-01,Cotton-planter 
US431435A,1890-07-01,butts 
US431436A,1890-07-01,Metallic ceiling 
US431437A,1890-07-01,Hame-tug 
US431438A,1890-07-01,Cash indicator and register 
US431439A,1890-07-01,Electric soldering-iron 
US431440A,1890-07-01,Printer s composing-stick 
US431441A,1890-07-01,Amalgamator 
US431442A,1890-07-01,Mechanical movement 
US431443A,1890-07-01,Carpet-stretcher 
US431444A,1890-07-01,Press 
US431445A,1890-07-01,Portable sawing-machine 
US431446A,1890-07-01,Friction-clutch 
US431447A,1890-07-01,Secondary battery 
US431448A,1890-07-01,Filter 
US431449A,1890-07-01,Thill-coupling 
US431450A,1890-07-01,Permutation-lock 
US431451A,1890-07-01,Permutation-lock 
US431452A,1890-07-01,Fitting foe hot water and steam pipes 
US431453A,1890-07-01,David lancaster davinnell 
US431454A,1890-07-01,Machine for manufacturing marbles 
US431455A,1890-07-01,Earth-auger 
US431456A,1890-07-01,Weighing and computing scales 
US431457A,1890-07-01,glover 
US431458A,1890-07-01,Furnace 
US431459A,1890-07-01,Lewis f 
US431460A,1890-07-01,System of electrical distribution 
US431461A,1890-07-01,Mail-bag catcher and deliverer 
US431462A,1890-07-01,Rotary engine 
US431463A,1890-07-01,Sheet-metal roof-cresting 
US431464A,1890-07-01,Water-cooler 
US431465A,1890-07-01,Horse-collar fastener 
US431466A,1890-07-01,Aet of weaving double pile fabrics 
US431467A,1890-07-01,John s 
US431468A,1890-07-01,jacobs 
US431469A,1890-07-01,Thomas jones 
US431470A,1890-07-01,Grading or road-scraping machine 
US431471A,1890-07-01,Owen b 
US431472A,1890-07-01,Martin lange 
US431473A,1890-07-01,Machine for sewing on buttons 
US431474A,1890-07-01,Car or other roof 
US431475A,1890-07-01,Steam -generator 
US431476A,1890-07-01,Bartlett mcintire 
US431477A,1890-07-01,Machine for marking round objects 
US431478A,1890-07-01,Coln moss 
US431479A,1890-07-01,Hydrocarbon-burner 
US431480A,1890-07-01,Sectional steam-boiler 
US431481A,1890-07-01,Apparatus for operating railway signals 
US431482A,1890-07-01,Elias e 
US431483A,1890-07-01,Gang edger 
US431484A,1890-07-01,Protractor 
US431485A,1890-07-01,Coffee-mill holder 
US431486A,1890-07-01,James m 
US431487A,1890-07-01,James m 
US431488A,1890-07-01,Charles sack 
US431489A,1890-07-01,Vania 
US431490A,1890-07-01,Curry-comb 
US431491A,1890-07-01,James w 
US431492A,1890-07-01,Reciprocating electric engine 
US431493A,1890-07-01,Reciprocating electric engine 
US431494A,1890-07-01,Reciprocating electric-engine system 
US431495A,1890-07-01,Reciprocating electric engine 
US431496A,1890-07-01,Reciprocating electric-engine system 
US431497A,1890-07-01,Grooming device 
US431498A,1890-07-01,Island 
US431499A,1890-07-01,white 
US431500A,1890-07-01,Elbert p 
US431501A,1890-07-01,Sleigh-runner 
US431502A,1890-07-01,System for distributing cooling-liquids for refrigerating purposes 
US431503A,1890-07-01,bartlett 
US431504A,1890-07-01,Axle attachment 
US431505A,1890-07-01,Paul bronner 
US431506A,1890-07-01,Automatic valve for air-brakes 
US431507A,1890-07-01,Clarence a 
US431508A,1890-07-01,Wagon 
US431509A,1890-07-01,Ulrich dernell and william dernell 
US431510A,1890-07-01,Charles h 
US431511A,1890-07-01,George otis draper 
US431512A,1890-07-01,Tire for vehicle-wheels 
US431513A,1890-07-01,Routing-machine 
US431514A,1890-07-01,Smith 
US431515A,1890-07-01,Machine-gun 
US431516A,1890-07-01,Automatic cut-out 
US431517A,1890-07-01,Henry k barker 
US431518A,1890-07-01,harrington 
US431519A,1890-07-01,Electric railway 
US431520A,1890-07-01,johnson 
US431521A,1890-07-01,Cloth cutting machine 
US431522A,1890-07-01,And heaping machine 
US431523A,1890-07-01,The hop 
US431524A,1890-07-01,And james h 
US431525A,1890-07-01,Combined chamfer-cutter and lathe 
US431526A,1890-07-01,Flue-brush 
US431527A,1890-07-01,ostrom 
US431528A,1890-07-01,Insecticide 
US431529A,1890-07-01,Signments 
US431530A,1890-07-01,Frank bock 
US431531A,1890-07-01,Telephone signal apparatus 
US431532A,1890-07-01,Ralph c 
US431533A,1890-07-01,Chaeles r 
US431534A,1890-07-01,Boat raising and lowering device 
US431535A,1890-07-01,Apparatus for the manufacture of gas 
US431536A,1890-07-01,Carles c 
US431537A,1890-07-01,trenner 
US431538A,1890-07-01,Jacob vosburgh 
US431539A,1890-07-01,Eric c 
US431540A,1890-07-01,Jto-litho 
US431541A,1890-07-01,Theodor reissig 
US431542A,1890-07-08,Water-conveyer 
US431543A,1890-07-08,barnes 
US431544A,1890-07-08,David l 
US431545A,1890-07-08,Machine for forming metallic brake-beams 
US431546A,1890-07-08,Holdback for vehicles 
US431547A,1890-07-08,Draft-equalizer 
US431548A,1890-07-08,Horse-collar fastener 
US431549A,1890-07-08,Tack-strip-setting machine 
US431550A,1890-07-08,Broiler or toaster 
US431551A,1890-07-08,Electric ceiling-block 
US431552A,1890-07-08,Samuel k 
US431553A,1890-07-08,James s 
US431554A,1890-07-08,Car-truck 
US431555A,1890-07-08,Corn-planter 
US431556A,1890-07-08,Clarence e 
US431557A,1890-07-08,Washing-machine 
US431558A,1890-07-08,Horse-collar 
US431559A,1890-07-08,colgate 
US431560A,1890-07-08,Screw-cutting machine 
US431561A,1890-07-08,Machine for making tack-strips 
US431562A,1890-07-08,Tag-holder 
US431563A,1890-07-08,Dark-lantern 
US431564A,1890-07-08,Apparatus for cutting electrical conduit-pipes 
US431565A,1890-07-08,System of defending harbors by submarine torpedoes 
US431566A,1890-07-08,Fire-escape 
US431567A,1890-07-08,Motor 
US431568A,1890-07-08,Cybfs bussey 
US431569A,1890-07-08,Road-cart 
US431570A,1890-07-08,Sliding door 
US431571A,1890-07-08,Charles fiesse 
US431572A,1890-07-08,Fire-escape 
US431573A,1890-07-08,Saddle for bicycles 
US431574A,1890-07-08,Evaporating apparatus 
US431575A,1890-07-08,Herman j 
US431576A,1890-07-08,And henry boozer 
US431577A,1890-07-08,Paul j 
US431578A,1890-07-08,Means for moving and guiding turning 
US431579A,1890-07-08,John gunder 
US431580A,1890-07-08,Henry s 
US431581A,1890-07-08,James hargreaves 
US431582A,1890-07-08,Wire-straightener 
US431583A,1890-07-08,helwigk 
US431584A,1890-07-08,John van holland 
US431585A,1890-07-08,Hay-loader 
US431586A,1890-07-08,Tool for painters and decorators 
US431587A,1890-07-08,Case for holding and exhibiting oil-cloths 
US431588A,1890-07-08,jerome 
US431589A,1890-07-08,Combined breast-strap slide and snap 
US431591A,1890-07-08,Egg-tester 
US431592A,1890-07-08,Device for forcing air into kegs containing liquids 
US431593A,1890-07-08,Charles a 
US431594A,1890-07-08,Charles la dow 
US431595A,1890-07-08,Alarm-clock 
US431596A,1890-07-08,Mechanism for automatically operating valves for oil-burners 
US431597A,1890-07-08,Electric signaling apparatus 
US431598A,1890-07-08,Signaling apparatus 
US431599A,1890-07-08,Boiler 
US431600A,1890-07-08,Ballot 
US431601A,1890-07-08,Wilhelm lorenz 
US431602A,1890-07-08,Metallic cot-bedstead 
US431603A,1890-07-08,mackenzie-hughes 
US431604A,1890-07-08,Bag and twine holder 
US431605A,1890-07-08,marshall 
US431606A,1890-07-08,Drilling-machine 
US431607A,1890-07-08,Pulp-distributer 
US431608A,1890-07-08,Fertilizer-distributer 
US431609A,1890-07-08,muckenhirn 
US431610A,1890-07-08,Reamer attachment for die-stocks 
US431611A,1890-07-08,mcgiehan 
US431612A,1890-07-08,Thrashing-machine 
US431613A,1890-07-08,William mcshane 
US431614A,1890-07-08,newberry  
US431615A,1890-07-08,Corn cutting and shocking machine 
US431616A,1890-07-08,Oil lamp 
US431617A,1890-07-08,pollak 
US431618A,1890-07-08,Gustavus a 
US431619A,1890-07-08,Corn-planter 
US431620A,1890-07-08,William w 
US431621A,1890-07-08,Robert m 
US431622A,1890-07-08,Oscillating water-meter 
US431623A,1890-07-08,Rolling mill 
US431624A,1890-07-08,schafhaus 
US431625A,1890-07-08,Attachment for screw-cutting lathes 
US431626A,1890-07-08,Feed device for rolling-mills 
US431627A,1890-07-08,Car-coupling 
US431628A,1890-07-08,Friedrich trabert 
US431629A,1890-07-08,Window-sash 
US431630A,1890-07-08,Thomas wallace 
US431631A,1890-07-08,warrington 
US431632A,1890-07-08,Freight-car-door cleat 
US431633A,1890-07-08,Conduit for electric railways 
US431634A,1890-07-08,Joseph h 
US431635A,1890-07-08,Car-wheel 
US431636A,1890-07-08,Reversing mechanism 
US431637A,1890-07-08,Warp stop-motion for looms 
US431638A,1890-07-08,Machine 
US431639A,1890-07-08,Bruno aschenbach 
US431640A,1890-07-08,register 
US431641A,1890-07-08,Hub-wrench 
US431642A,1890-07-08,Journal-bearing 
US431643A,1890-07-08,john e 
US431644A,1890-07-08,Car-coupling 
US431645A,1890-07-08,Ice-cream freezer 
US431646A,1890-07-08,William augustus burrows 
US431647A,1890-07-08,Corn-planter 
US431648A,1890-07-08,Bag-holder 
US431649A,1890-07-08,Stanley c 
US431650A,1890-07-08,dauber 
US431651A,1890-07-08,Private-line telegraphy 
US431652A,1890-07-08,Samuel telford button 
US431653A,1890-07-08,Enoch farnsworth 
US431654A,1890-07-08,Finishing end for railroad-rails 
US431655A,1890-07-08,Wrench 
US431656A,1890-07-08,George a 
US431657A,1890-07-08,Folding bed 
US431658A,1890-07-08,Chain grip for cable roads 
US431659A,1890-07-08,Car-coupling 
US431660A,1890-07-08,howard 
US431661A,1890-07-08,Cash-recorder 
US431662A,1890-07-08,Com bin ati on-tool 
US431663A,1890-07-08,Apparatus for coating sheet metal 
US431664A,1890-07-08,William t 
US431665A,1890-07-08,Machine for delinting cotton-seed 
US431666A,1890-07-08,Conveying-service apparatus 
US431667A,1890-07-08,Door-check 
US431668A,1890-07-08,Paul mauser 
US431669A,1890-07-08,Paul mausek 
US431670A,1890-07-08,Paul mauser 
US431671A,1890-07-08,Signaling apparatus 
US431672A,1890-07-08,Checkrein safety-loop 
US431673A,1890-07-08,Tension device for fence-machines 
US431674A,1890-07-08,Door-lock 
US431675A,1890-07-08,Portable dock 
US431676A,1890-07-08,Device for operating elevator-hatchway gates 
US431677A,1890-07-08,tellier 
US431678A,1890-07-08,Wagon-dump 
US431679A,1890-07-08,udell 
US431680A,1890-07-08,Cable-sheave 
US431681A,1890-07-08,Incandescent-lamp socket 
US431682A,1890-07-08,Device for supplying superheated steam to furnaces 
US431683A,1890-07-08,Sttlky plow 
US431684A,1890-07-08,Trolley-pole-supporting mechanism 
US431685A,1890-07-08,Half to the lowell machine shop 
US431686A,1890-07-08,Lifting-pump 
US431687A,1890-07-08,Method of treating corpses 
US431688A,1890-07-08,Car-coupling 
US431689A,1890-07-08,Brace for excavations 
US431690A,1890-07-08,William z 
US431691A,1890-07-08,Washing-machine 
US431692A,1890-07-08,gillis 
US431693A,1890-07-08,g-oelet 
US431694A,1890-07-08,Clasp for suspenders 
US431695A,1890-07-08,Lewis s 
US431696A,1890-07-08,Razor-strop 
US431697A,1890-07-08,Splice joint foe pipes 
US431698A,1890-07-08,Pneumatic dispatch-tube 
US431699A,1890-07-08,Pneumatic dispatch-tube 
US431700A,1890-07-08,Pneumatic dispatch-tube receiver 
US431701A,1890-07-08,Pneumatic dispatch-tube receiver 
US431702A,1890-07-08,William littley 
US431703A,1890-07-08,Automatic grain-scales 
US431704A,1890-07-08,Joseph a 
US431705A,1890-07-08,Nut-lock 
US431706A,1890-07-08,Fence 
US431707A,1890-07-08,Let-off mechanism foe looms 
US431708A,1890-07-08,Damper 
US431709A,1890-07-08,Gideon t 
US431710A,1890-07-08,Two-wheeled vehicle 
US431711A,1890-07-08,Electric railway 
US431712A,1890-07-08,Art of making gossamer water-proof fabrics 
US431713A,1889-11-07,"Dental polishing-pencil 
     "
US431714A,1890-07-08,Sawing-machine 
US431715A,1890-07-08,Railway-car 
US431716A,1890-07-08,William w 
US431717A,1890-07-08,Detachable horse-foot pad 
US431718A,1890-07-08,Thermal cut-out 
US431719A,1890-07-08,Hand-screw 
US431720A,1890-07-08,Rudolph m 
US431721A,1890-07-08,Solomon j 
US431722A,1890-07-08,Violin 
US431723A,1890-07-08,Watchman s time-recorder 
US431724A,1890-07-08,Automatic swinging straw-stacker 
US431725A,1890-07-08,Hotel-indicator 
US431726A,1890-07-08,Railroad switoe and signal operating 
US431727A,1890-07-08,Frank w 
US431728A,1890-07-08,Car-coupling 
US431729A,1890-07-08,ericsson 
US431730A,1890-07-08,Joseph van ruymbeke 
US431731A,1890-07-08,Support for spinning-spindles 
US431732A,1890-07-08,Railway gates 
US431733A,1890-07-08,Miner s-lamp wick 
US431734A,1890-07-08,Miner s lamp 
US431735A,1890-07-08,Valve-gear 
US431736A,1890-07-08,baenes 
US431737A,1890-07-08,Shoe-fastening 
US431738A,1890-07-08,blackman 
US431739A,1890-07-08,Hydraulic nozzle for water-wheels 
US431740A,1890-07-08,Bicycle-stand 
US431741A,1890-07-08,Device for suspending boats in davits on vessels 
US431742A,1890-07-08,Galvanic battery 
US431743A,1890-07-08,ohxblis r 
US431744A,1890-07-08,Fastening for wire gates 
US431745A,1890-07-08,Shelf-support 
US431746A,1890-07-08,William e 
US431747A,1890-07-08,Art of blasting 
US431748A,1890-07-08,Mode of rolling sheet metal 
US431749A,1890-07-08,de laval 
US431750A,1890-07-08,de laval 
US431751A,1890-07-08,Vehicle-pole 
US431752A,1890-07-08,Latch 
US431753A,1890-07-08,murray 
US431754A,1890-07-08,Flange for stove-pipes 
US431755A,1890-07-08,Vehicle-gearing 
US431756A,1890-07-08,reynolds 
US431757A,1890-07-08,Metallic fastener for tobacco 
US431758A,1890-07-08,Palmer spalding 
US431759A,1890-07-08,Picket fence 
US431760A,1890-07-08,Bridle-bit 
US431761A,1890-07-08,andretta 
US431762A,1890-07-08,Philip bosche 
US431763A,1890-07-08,brooks 
US431764A,1890-07-08,Body-ventilator 
US431765A,1890-07-08,Edward p 
US431766A,1890-07-08,Mann wilck 
US431767A,1890-07-08,Bottle-stopper 
US431768A,1890-07-08,Car-coupling 
US431769A,1890-07-08,Pencil-sharpener 
US431770A,1890-07-08,Tie-plate for brush-fillings 
US431771A,1890-07-08,Paper-winding machine 
US431772A,1890-07-08,Wire-and-picket-fence machine 
US431773A,1890-07-08,knight 
US431774A,1890-07-08,Method of finishing emery polishing-wheels 
US431775A,1890-07-08,Hiram d 
US431776A,1890-07-08,Incandescent lamp 
US431777A,1890-07-08,Electric device for slaughtering animals 
