patent_number,date,title
US500000A,1893-06-20,Combined flush-tank and manhole 
US500001A,1893-06-20,Ballot-registering device 
US500002A,1893-06-20,Abraham jacobson and james jacobson 
US500003A,1893-06-20,Basket grate 
US500004A,1893-06-20,Fence-building machine 
US500005A,1893-06-20,Rotary fan 
US500006A,1893-06-20,Stand 
US500007A,1893-06-20,Elastic-gore marker 
US500008A,1893-06-20,Car-truck 
US500009A,1893-06-20,Means for operating organ-bellows 
US500010A,1893-06-20,Pedal-action for organs or pianos 
US500011A,1893-06-20,Refrigerator for beer-barrels 
US500012A,1893-06-20,Refrigerator attachment for beer-barrels 
US500013A,1893-06-20,Kowski 
US500014A,1893-06-20,Nathan lazarus 
US500015A,1893-06-20,Coin-controlled machine 
US500016A,1893-06-20,Sliding door 
US500017A,1893-06-20,Mode of excavating shafts 
US500018A,1893-06-20,Fire-escape 
US500019A,1893-06-20,Governor for engines 
US500020A,1893-06-20,Cigar-bunching machine 
US500021A,1893-06-20,Half to selman u 
US500022A,1893-06-20,Electric road-vehicle 
US500023A,1893-06-20,holler 
US500024A,1893-06-20,Roofing compound 
US500025A,1893-06-20,Automatic wrench 
US500026A,1893-06-20,Electric-lighting system 
US500027A,1893-06-20,Electric bell 
US500028A,1893-06-20,Non-conductor compound car-roof 
US500029A,1893-06-20,Hose-strap fastener 
US500030A,1893-06-20,Fire-escape 
US500031A,1893-06-20,William nisbett 
US500032A,1893-06-20,osborn 
US500033A,1893-06-20,Fence 
US500034A,1893-06-20,Stone-sawing machine 
US500035A,1893-06-20,Carl august pfenning 
US500036A,1893-06-20,Door-holding device 
US500037A,1893-06-20,Workman s time-recorder 
US500038A,1893-06-20,End-gate for wagons 
US500039A,1893-06-20,John e 
US500040A,1893-06-20,Swell pedal-action for pipe-organs 
US500041A,1893-06-20,Electric signal 
US500042A,1893-06-20,Table for mitering and joining moldings 
US500043A,1893-06-20,Screw-cutting machine 
US500044A,1893-06-20,Device for overcoming dead-centers 
US500045A,1893-06-20,Automatic electric weighing-scale 
US500046A,1893-06-20,Ruler for slates 
US500047A,1893-06-20,Method of and machinery for operating the pressing-plungers of brick-machines 
US500048A,1893-06-20,Shoe-fastener 
US500049A,1893-06-20,Boxing-glove 
US500050A,1893-06-20,Newton jasper bishop 
US500051A,1893-06-20,Combined cane and umbrella 
US500052A,1893-06-20,bower 
US500053A,1893-06-20,Incandescent electric lamp 
US500054A,1893-06-20,ohambees- 
US500055A,1893-06-20,Corn-harvester 
US500056A,1893-06-20,Frank b 
US500057A,1893-06-20,The mob 
US500058A,1893-06-20,Machine for making wire rings 
US500059A,1893-06-20,Beater for railway-car seats 
US500060A,1893-06-20,Channeling-machine 
US500061A,1893-06-20,Smith 
US500062A,1893-06-20,Flier for spinning 
US500063A,1893-06-20,Device for turning the backs of car-seats 
US500064A,1893-06-20,Harrow and roller 
US500065A,1893-06-20,henry 
US500066A,1893-06-20,Elegtkio locomotive 
US500067A,1893-06-20,John c 
US500068A,1893-06-20,henry 
US500069A,1893-06-20,Power-transmitting mechanism 
US500070A,1893-06-20,Electric-railway trolley 
US500071A,1893-06-20,Method of and means for cash-registering and account-checking 
US500072A,1893-06-20,August lindquist 
US500073A,1893-06-20,Charles john 
US500074A,1893-06-20,Richard nash 
US500075A,1893-06-20,Incandescent electric lamp 
US500076A,1893-06-20,Incandescent electric lamp 
US500077A,1893-06-20,Incandescent electric lamp 
US500078A,1893-06-20,Incandescent electric lamp 
US500079A,1893-06-20,Incandescent electric lamp 
US500080A,1893-06-20,Gusts rateau 
US500081A,1893-06-20,Carl schaetjffelen 
US500082A,1893-06-20,Station-indicator 
US500083A,1893-06-20,Cigar-bunching machine 
US500084A,1893-06-20,James taylor 
US500085A,1893-06-20,Horse-shield 
US500086A,1893-06-20,Spring-hinge 
US500087A,1893-06-20,Melbourne walker 
US500088A,1893-06-20,Tieths to william b 
US500089A,1893-06-20,Bean-harvester 
US500090A,1893-06-20,Joseph willmann 
US500091A,1893-06-20,Bed-chair 
US500092A,1893-06-20,George w 
US500093A,1893-06-20,Machines 
US500094A,1893-06-20,Milk-pail 
US500095A,1893-06-20,Nut-lock for vehicle-axles 
US500096A,1893-06-20,Half to andrew l 
US500097A,1893-06-20,Lease-forming mechanism for warping-mills 
US500098A,1893-06-20,Car-coupling 
US500099A,1893-06-20,george 
US500100A,1893-06-20,Michael a 
US500101A,1893-06-20,Benjamin f 
US500102A,1893-06-20,Michael moran 
US500103A,1893-06-20,Dental chair 
US500104A,1893-06-20,Electric-railway system 
US500105A,1893-06-20,schollhorn 
US500106A,1893-06-20,Holder for cu rling-irons 
US500107A,1893-06-20,Refrigerating apparatus 
US500108A,1893-06-20,Wire-rolling mill 
US500109A,1893-06-27,Soil-pulverizer 
US500110A,1893-06-27,Pmoto 
US500111A,1893-06-27,Billet-loop 
US500112A,1893-06-27,Heddle-actuating mechanism for looms 
US500113A,1893-06-27,harrison 
US500114A,1893-06-27,Mining-car 
US500115A,1893-06-27,crowell 
US500116A,1893-06-27,Machine 
US500117A,1893-06-27,Machine 
US500118A,1893-06-27,Steam-cooker 
US500119A,1893-06-27,Ferdinand dieckmann 
US500120A,1893-06-27,Mechanism for drawing heads 
US500121A,1893-06-27,Knitting machine 
US500122A,1893-06-27,Transfer 
US500123A,1893-06-27,Thread-controlling mechanism for knitting-machines 
US500124A,1893-06-27,Charles grotz 
US500125A,1893-06-27,Max guttner 
US500126A,1893-06-27,Helm hartmann 
US500127A,1893-06-27,Lumber-carrier 
US500128A,1893-06-27,Crimping-machine 
US500129A,1893-06-27,Car-truck 
US500130A,1893-06-27,Gibbard richard hughes 
US500131A,1893-06-27,Harness-tug 
US500132A,1893-06-27,Electric motor and dynamo-electric machine 
US500133A,1893-06-27,Potato-planter 
US500134A,1893-06-27,Moccasin 
US500135A,1893-06-27,Susan ii 
US500136A,1893-06-27,John n 
US500137A,1893-06-27,Composition of matter for the extraction of precious metal from ore 
US500138A,1893-06-27,Fence-post driver 
US500139A,1893-06-27,Dental engine 
US500140A,1893-06-27,Gustav kruger 
US500141A,1893-06-27,Lasting-machine 
US500142A,1893-06-27,Joseph g 
US500143A,1893-06-27,John a 
US500144A,1893-06-27,Brush-holder 
US500145A,1893-06-27,Pressure-regulator 
US500146A,1893-06-27,Track for door-hangers 
US500147A,1893-06-27,The iwrbis pttcrs co 
US500148A,1893-06-27,And richard w 
US500149A,1893-06-27,moran 
US500150A,1893-06-27,James mcharrie 
US500151A,1893-06-27,Automatic rib-knitting machine 
US500152A,1893-06-27,Device for preventing animals from jumping 
US500153A,1893-06-27,Bit-stock 
US500154A,1893-06-27,Vehicle-spring 
US500155A,1893-06-27,rowland  
US500156A,1893-06-27,sager 
US500157A,1893-06-27,James h 
US500158A,1893-06-27,sager 
US500159A,1893-06-27,search 
US500160A,1893-06-27,And william d 
US500161A,1893-06-27,Gate-operating mechanism 
US500162A,1893-06-27,Spring-cotter 
US500163A,1893-06-27,Machine for winding thread on plates 
US500164A,1893-06-27,spaulding 
US500165A,1893-06-27,Spencer spooner 
US500166A,1893-06-27,Steam-generator 
US500167A,1893-06-27,Resawing-machine 
US500168A,1893-06-27,Hay-sling 
US500169A,1893-06-27,Cellar-window 
US500170A,1893-06-27,Thomas s 
US500171A,1893-06-27,Thill-coupling 
US500172A,1893-06-27,Thirds to f 
US500173A,1893-06-27,Ash-chute 
US500174A,1893-06-27,Chusetts 
US500175A,1893-06-27,whitejuey  
US500176A,1893-06-27,Headlight 
US500177A,1893-06-27,Bicycle-frame 
US500178A,1893-06-27,Lightning-arrester 
US500179A,1893-06-27,James wright 
US500180A,1893-06-27,Photographic-printing apparatus 
US500181A,1893-06-27,Ensilage-machine 
US500182A,1893-06-27,Bottle-stopper 
US500183A,1893-06-27,Sylvester p 
US500184A,1893-06-27,Bolt-cutter 
US500185A,1893-06-27,Cabinet for type-writers 
US500186A,1893-06-27,Horse-detacher 
US500187A,1893-06-27,Abraham bruegger 
US500188A,1893-06-27,bruegger 
US500189A,1893-06-27,brueggee 
US500190A,1893-06-27,bruegger 
US500191A,1893-06-27,Paper-polishing machine 
US500192A,1893-06-27,Island 
US500193A,1893-06-27,Cold-sawing machine 
US500194A,1893-06-27,Metal-sawing machine 
US500195A,1893-06-27,Henry w 
US500196A,1893-06-27,Condenser 
US500197A,1893-06-27,Combined bee swarmer 
US500198A,1893-06-27,Hand-planter 
US500199A,1893-06-27,Push-button 
US500200A,1893-06-27,Push-button cut-out 
US500201A,1893-06-27,Cut-out for electric-lighting systems 
US500202A,1893-06-27,John goodman 
US500203A,1893-06-27,Jack-screw 
US500204A,1893-06-27,Car-seat 
US500205A,1893-06-27,Pneumatic tire 
US500206A,1893-06-27,Edwin stanley hoare 
US500207A,1893-06-27,Henry p 
US500208A,1893-06-27,Floor 
US500209A,1893-06-27,Interfering-strap 
US500210A,1893-06-27,Heinrich prym 
US500211A,1893-06-27,Door opener 
US500212A,1893-06-27,Delivery-wagon 
US500213A,1893-06-27,Metal-drill 
US500214A,1893-06-27,Process of seating valves 
US500215A,1893-06-27,Valve-seating tool 
US500216A,1893-06-27,Machine for seating valves 
US500217A,1893-06-27,Turret-clamping mechanism 
US500218A,1893-06-27,Carriage-pole 
US500219A,1893-06-27,Brushing-machine 
US500220A,1893-06-27,search 
US500221A,1893-06-27,Scrubbing and mopping machine 
US500222A,1893-06-27,Fred w 
US500223A,1893-06-27,Drive-chain link 
US500224A,1893-06-27,Car-coupling 
US500225A,1893-06-27,Setts 
US500226A,1893-06-27,cuttriss 
US500227A,1893-06-27,Francis p 
US500228A,1893-06-27,Heating apparatus 
US500229A,1893-06-27,Ernst egger 
US500230A,1893-06-27,Pipe-holder 
US500231A,1893-06-27,gregory 
US500232A,1893-06-27,Curling-iron holder for gas-fixtures 
US500233A,1893-06-27,Evaporating-pan 
US500234A,1893-06-27,Lavatory apparatus 
US500235A,1893-06-27,Needle-threader for sewing-machines 
US500236A,1893-06-27,kennelly 
US500237A,1893-06-27,Charles joseph leroux and jules henri fischbach 
US500238A,1893-06-27,Cotton-press 
US500239A,1893-06-27,Plumber s portable furnace 
US500240A,1893-06-27,Vehicle-seat back 
US500241A,1893-06-27,Abel pifre 
US500242A,1893-06-27,Superheating steam-coil 
US500243A,1893-06-27,Device for catching and removing bunches from yarn 
US500244A,1893-06-27,John w 
US500245A,1893-06-27,sprunt 
US500246A,1893-06-27,Guano-distributer 
US500247A,1893-06-27,Brush-making tool 
US500248A,1893-06-27,Fusible cut-out 
US500249A,1893-06-27,Roller-bearing vehicle-axle 
US500250A,1893-06-27,Car-brake 
US500251A,1893-06-27,Pictc ip a t 
US500252A,1893-06-27,Composition for purifying canadian or similar petroleum and process of making such 
US500253A,1893-06-27,Revolving harrow 
US500254A,1893-06-27,Fastener for the meeting-rails of sashes 
US500255A,1893-06-27,Lamp-burner attachment 
US500256A,1893-06-27,Electricity to bail ways 
US500257A,1893-06-27,Slate-pencil sharpener 
US500258A,1893-06-27,stewart 
US500259A,1893-06-27,Stove-hood 
US500260A,1893-06-27,Pour-out or discharger for bottles 
US500261A,1893-06-27,Damper 
US500262A,1893-06-27,Indexed book 
US500263A,1893-06-27,Trolley-support 
US500264A,1893-06-27,Galvanometer 
US500265A,1893-06-27,Ball-cock 
US500266A,1893-06-27,Railroad cross-tie 
US500267A,1893-06-27,Gustav lindenthal 
US500268A,1893-06-27,Hot-water circulating system 
US500269A,1893-06-27,Knitted garment and method of making same 
US500270A,1893-06-27,Shirt and method of manufacturing same 
US500271A,1893-06-27,Valve for engines 
US500272A,1893-06-27,Sidney z 
US500273A,1893-06-27,Wilhelm schlichting 
US500274A,1893-06-27,Regulating-switch for electric elevators 
US500275A,1893-06-27,Gustav segschneider 
US500276A,1893-06-27,Electric locomotive 
US500277A,1893-06-27,Half to phillip vogel 
US500278A,1893-06-27,Blind stile mortiser and borer 
US500279A,1893-06-27,Filament for incandescent electric lamps 
US500280A,1893-06-27,Phonograph 
US500281A,1893-06-27,Phonograph 
US500282A,1893-06-27,Phonograph 
US500283A,1893-06-27,Vehicle-shaft 
US500284A,1893-06-27,Galvanic battery 
US500285A,1893-06-27,William h 
US500286A,1893-06-27,lewis 
US500287A,1893-06-27,Reed for musical instruments 
US500288A,1893-06-27,Electrical heater 
US500289A,1893-06-27,Clutch-pulley 
US500290A,1893-06-27,Bridge-gate 
US500291A,1893-06-27,William g 
US500292A,1893-06-27,William g 
US500293A,1893-06-27,persil 
US500294A,1893-06-27,Preparation of wort from indian corn 
US500295A,1893-06-27,Paper box 
US500296A,1893-06-27,Egg-case 
US500297A,1893-06-27,Piston-packing 
US500298A,1893-06-27,Water-gage 
US500299A,1893-06-27,And charles p 
US500300A,1893-06-27,Machine for embossing wood 
US500301A,1893-06-27,Setts 
US500302A,1893-06-27,Slate-picker 
US500303A,1893-06-27,Process of and apparatus for packing confectionery 
US500304A,1893-06-27,swift  
US500305A,1893-06-27,Process of malting 
US500306A,1893-06-27,Conduit railway-trolley 
US500307A,1893-06-27,Cash-carrier 
US500308A,1893-06-27,Package-carrier 
US500309A,1893-06-27,Automatic -car-coupling 
US500310A,1893-06-27,Mirror 
US500311A,1893-06-27,Machine for driving horses 
US500312A,1893-06-27,Centrifugal milk-tester 
US500313A,1893-06-27,Bernard m 
US500314A,1893-06-27,Watch-charm 
US500315A,1893-06-27,Re-press brick-machine 
US500316A,1893-06-27,Door-indicator 
US500317A,1893-06-27,Oe sinking dies 
US500318A,1893-06-27,Spinning-machine 
US500319A,1893-06-27,Tack-driving machine 
US500320A,1893-06-27,Mold-press 
US500321A,1893-06-27,John j 
US500322A,1893-06-27,dronsfield 
US500323A,1893-06-27,Grain-drill feed device 
US500324A,1893-06-27,Suspender-end 
US500325A,1893-06-27,Watchcase-spring 
US500326A,1893-06-27,Georg theodor lagus gabrielii 
US500327A,1893-06-27,Charles ferdinand geter 
US500328A,1893-06-27,Loading device 
US500329A,1893-06-27,Fire-alarm 
US500330A,1893-06-27,Tilman hillabold 
US500331A,1893-06-27,Drawbar attachment 
US500332A,1893-06-27,Drive-chain 
US500333A,1893-06-27,koneman 
US500334A,1893-06-27,Robert law and robert j 
US500335A,1893-06-27,Switching device 
US500336A,1893-06-27,Ventilator 
US500337A,1893-06-27,Marshall burns lloyd 
US500338A,1893-06-27,Car-coupling 
US500339A,1893-06-27,Henry t 
US500340A,1893-06-27,martin 
US500341A,1893-06-27,Klitho 
US500342A,1893-06-27,Benjamin mayer 
US500343A,1893-06-27,monroe  
US500344A,1893-06-27,moore 
US500345A,1893-06-27,Shield for metal-rolls 
US500346A,1893-06-27,Fire or water proof paint 
US500347A,1893-06-27,Cloth-napping machine 
US500348A,1893-06-27,Hatjgh parsons 
US500349A,1893-06-27,pridmore 
US500350A,1893-06-27,Oil-burner 
US500351A,1893-06-27,Automatic controlling mechanism for circular-knitting machines 
US500352A,1893-06-27,Strengthening-strip for trunks 
US500353A,1893-06-27,Fastening for garment-supporters 
US500354A,1893-06-27,Jump-seat for carriages 
US500355A,1893-06-27,sparks 
US500356A,1893-06-27,Hannah g 
US500357A,1893-06-27,tropp 
US500358A,1893-06-27,Truck for railway-carriages 
US500359A,1893-06-27,August utzinger 
US500360A,1893-06-27,Beegh 
US500361A,1893-06-27,wankel 
US500362A,1893-06-27,Resistance-box 
US500363A,1893-06-27,Washimoton 
US500364A,1893-06-27,Picture-frame clamp 
US500365A,1893-06-27,Picture-hanger 
US500366A,1893-06-27,Jonathan e 
US500367A,1893-06-27,boegk 
US500368A,1893-06-27,Frank h 
US500369A,1893-06-27,Damping device for music-boxes 
US500370A,1893-06-27,Damping device for music-boxes 
US500371A,1893-06-27,And paul riessner 
US500372A,1893-06-27,And paul riessner 
US500373A,1893-06-27,And paul riessner 
US500374A,1893-06-27,And paul riessner 
US500375A,1893-06-27,Trolley 
US500376A,1893-06-27,Rail-brace 
US500377A,1893-06-27,Feed-water heater 
US500378A,1893-06-27,cohen  
US500379A,1893-06-27,Sheet lifting and counting device 
US500380A,1893-06-27,Music-leaf turner 
US500381A,1893-06-27,Tubular lantern 
US500382A,1893-06-27,Ratchet-brace for bits or drills 
US500383A,1893-06-27,Spoke-bending machine 
US500384A,1893-06-27,Alexander govan 
US500385A,1893-06-27,William hall 
US500386A,1893-06-27,Iron-notch for blast-furnaces 
US500387A,1893-06-27,Blast-furnace 
US500388A,1893-06-27,Rail-joint 
US500389A,1893-06-27,Rail-joint 
US500390A,1893-06-27,heath  
US500391A,1893-06-27,Combined trunk 
US500392A,1893-06-27,Fence-post 
US500393A,1893-06-27,Railway-switch 
US500394A,1893-06-27,Frank king and edward clark 
US500395A,1893-06-27,Karl kirschner 
US500396A,1893-06-27,Lace-fastener 
US500397A,1893-06-27,Portable fence 
US500398A,1893-06-27,Rotary steam-engine 
US500399A,1893-06-27,Cable-protector 
US500400A,1893-06-27,Philip lange 
US500401A,1893-06-27,Feiedrich august lehmann 
US500402A,1893-06-27,Dropping or gaveling attachment for harvesters 
US500403A,1893-06-27,Ridge 
US500404A,1893-06-27,Electric indicator 
US500405A,1893-06-27,Gang or cultivator plow 
US500406A,1893-06-27,Bed-slat support 
US500407A,1893-06-27,Steam-actuated valve 
US500408A,1893-06-27,Check-rower for corn-planters 
US500409A,1893-06-27,Game-board 
US500410A,1893-06-27,Furnace for annealing wire 
US500411A,1893-06-27,Steam passenger-boat 
US500412A,1893-06-27,Pipe-fitting 
US500413A,1893-06-27,mceeen 
US500414A,1893-06-27,Thomas l 
US500415A,1893-06-27,Lewis p 
US500416A,1893-06-27,Roof-gutter 
US500417A,1893-06-27,Automatic disconnector for trolley-wires 
US500418A,1893-06-27,Ewald over 
US500419A,1893-06-27,Flexible cover for file-cases 
US500420A,1893-06-27,Car-coupling 
US500421A,1893-06-27,Hanging device for electric-arc lamps 
US500422A,1893-06-27,Electric-arc lamp 
US500423A,1893-06-27,Double-pole switch 
US500424A,1893-06-27,Apparatus for the manufacture of gas 
US500425A,1893-06-27,Hand baling-press 
US500426A,1893-06-27,Dumping-bucket 
US500427A,1893-06-27,Wagon axle and box 
US500428A,1893-06-27,Hungary 
US500429A,1893-06-27,Standard for wagon-bolsters 
US500430A,1893-06-27,James robertson 
US500431A,1893-06-27,John k 
US500432A,1893-06-27,Auxiliary car-motor 
US500433A,1893-06-27,Musical instrument 
US500434A,1893-06-27,Tenths to julia h 
US500435A,1893-06-27,Wristband 
US500436A,1893-06-27,Martin v 
US500437A,1893-06-27,Garment-supporter 
US500438A,1893-06-27,Sole-channeling machine 
US500439A,1893-06-27,Combined step-ladder and bench 
US500440A,1893-06-27,Extension-table 
US500441A,1893-06-27,Shaft-tug 
US500442A,1893-06-27,Paper-punching device 
US500443A,1893-06-27,Dehorning implement 
US500444A,1893-06-27,Water-gage 
US500445A,1893-06-27,cheery 
US500446A,1893-06-27,Grate 
US500447A,1893-06-27,Alexander walker 
US500448A,1893-06-27,Car-coupling 
US500449A,1893-06-27,Emil wenig 
US500450A,1893-06-27,Method of preserving fruits or vegetables 
US500451A,1893-06-27,Lubricator 
US500452A,1893-06-27,Plumb-level 
US500453A,1893-06-27,George h 
US500454A,1893-06-27,Lightning asrester 
US500455A,1893-06-27,Alexander wurts 
US500456A,1893-06-27,Alexander wurts 
US500457A,1893-06-27,Station-indicator 
US500458A,1893-06-27,Portable granary 
US500459A,1893-06-27,Portable crib 
US500460A,1893-06-27,Portable machinery for pumping water 
US500461A,1893-06-27,Clothes-pounder 
US500462A,1893-06-27,Steam-engine 
US500463A,1893-06-27,William h 
US500464A,1893-06-27,Axle-nut 
US500465A,1893-06-27,Current-motor 
US500466A,1893-06-27,Boiler-flue expander 
US500467A,1893-06-27,Flue and chimney cleaner 
US500468A,1893-06-27,Horace b 
US500469A,1893-06-27,Bouquet-holder 
US500470A,1893-06-27,Cheistopher m 
US500471A,1893-06-27,Corset or dress stay 
US500472A,1893-06-27,Saddle 
US500473A,1893-06-27,Metallic railroad-sleeper 
US500474A,1893-06-27,Apparatus for reducing 
US500475A,1893-06-27,Sink or other analogous construction 
US500476A,1893-06-27,Benjamin f 
US500477A,1893-06-27,Valve fob hydrocarbon engines 
US500478A,1893-06-27,And william j 
US500479A,1893-06-27,George elliott 
US500480A,1893-06-27,Machine for forming ornaments and cutting their shanks 
US500481A,1893-06-27,forbes 
US500482A,1893-06-27,Binder for sheet-music 
US500483A,1893-06-27,Windmill 
US500484A,1893-06-27,Third to john joseph kennedy 
US500485A,1893-06-27,Hugo gallinowsky 
US500486A,1893-06-27,Heel-nailing machine 
US500487A,1893-06-27,Pencil 
US500488A,1893-06-27,Simeon d 
US500489A,1893-06-27,Fan attachment 
US500490A,1893-06-27,grimm 
US500491A,1893-06-27,Line holder and guide 
US500492A,1893-06-27,Heinrich grossmann 
US500493A,1893-06-27,Grate 
US500494A,1893-06-27,The norris peters co 
US500495A,1893-06-27,Alfonzo haskins 
US500496A,1893-06-27,Fan n ing-mill 
US500497A,1893-06-27,Shoe-lace fastener 
US500498A,1893-06-27,hayden 
US500499A,1893-06-27,Self-sealing bottle 
US500500A,1893-06-27,Alfred hymas 
US500501A,1893-06-27,jennings 
US500502A,1893-06-27,lever 
US500503A,1893-06-27,Frank h 
US500504A,1893-06-27,Everett d 
US500505A,1893-06-27,moran 
US500506A,1893-06-27,mcgregor 
US500507A,1893-06-27,Sectional boiler 
US500508A,1893-06-27,Revoluble screen 
US500509A,1893-06-27,prinz 
US500510A,1893-06-27,Brick-machine 
US500511A,1893-06-27,richards 
US500512A,1893-06-27,Safety stirrup-holder 
US500513A,1893-06-27,Newton c 
US500514A,1893-06-27,Sylvania 
US500515A,1893-06-27,Vehicle-spring 
US500516A,1893-06-27,Harness 
US500517A,1893-06-27,William d 
US500518A,1893-06-27,Sewing-machine 
US500519A,1893-06-27,Ro un ding-machine 
US500520A,1893-06-27,Electric heater 
US500521A,1893-06-27,Feed-apron 
US500522A,1893-06-27,Bake-oven sliding drawer 
US500523A,1893-06-27,Fletcher d 
US500524A,1893-06-27,Suspenders 
US500525A,1893-06-27,James r 
US500526A,1893-06-27,Pruning implement 
US500527A,1893-06-27,Platform for wood-choppers 
US500528A,1893-06-27,Means for filtering and cooling water 
US500529A,1893-06-27,Brake-handle 
US500530A,1893-06-27,Art of making artificial-stone pavements 
US500531A,1893-06-27,Harness attachment 
US500532A,1893-06-27,George t 
US500533A,1893-06-27,Extension-table 
US500534A,1893-06-27,Elijah b 
US500535A,1893-06-27,dbs cressonnieres 
US500536A,1893-06-27,Newspaper-wrapping machine 
US500537A,1893-06-27,Train-table 
US500538A,1893-06-27,Weed-exterminator 
US500539A,1893-06-27,hod gkinson 
US500540A,1893-06-27,Emil koenig 
US500541A,1893-06-27,Alonzo e 
US500542A,1893-06-27,Sifting-scoop 
US500543A,1893-06-27,Charles f 
US500544A,1893-07-04,Driving mechanism for road-vehicles 
US500545A,1893-07-04,andees 
US500546A,1893-07-04,Washing-machine 
US500547A,1893-07-04,Handling coal-cars in mines 
US500548A,1893-07-04,avert 
US500549A,1893-07-04,baekeland 
US500550A,1893-07-04,baker 
US500551A,1893-07-04,Com bin ati on-tool 
US500552A,1893-07-04,Samuel w 
US500553A,1893-07-04,Carbon-trimming machine 
US500554A,1893-07-04,Fireplace water-heater 
US500555A,1893-07-04,Deflector and ventilator for passenger-cars 
US500556A,1893-07-04,Helen a 
US500557A,1893-07-04,Fertilizer-distributer and grain-drill 
US500558A,1893-07-04,Printing aniline-black 
US500559A,1893-07-04,Weather-strip 
US500560A,1893-07-04,Cotton-gin saw 
US500561A,1893-07-04,Emery-wheel 
US500562A,1893-07-04,Agraffe for pianos 
US500563A,1893-07-04,Signaling system 
US500564A,1893-07-04,Guard for penholders 
US500565A,1893-07-04,Lacing-hook 
US500566A,1893-07-04,Can-labeling machine 
US500567A,1893-07-04,Cora s 
US500568A,1893-07-04,George f 
US500569A,1893-07-04,Cooking-stove 
US500570A,1893-07-04,Intersecting miter 
US500571A,1893-07-04,gersting 
US500572A,1893-07-04,Robert j 
US500573A,1893-07-04,Equalizing device for cars 
US500574A,1893-07-04,Heber c 
US500575A,1893-07-04,Drawer-slide and extension-support 
US500576A,1893-07-04,Starling-machine 
US500577A,1893-07-04,hiser 
US500578A,1893-07-04,Wheel 
US500579A,1893-07-04,Power transmission 
US500580A,1893-07-04,Process of treating flue-dust 
US500581A,1893-07-04,Frank a 
US500582A,1893-07-04,Jones 
US500583A,1893-07-04,Ice-velocipede 
US500584A,1893-07-04,Mechanical movement 
US500585A,1893-07-04,Josef klieber 
US500586A,1893-07-04,Elevator-gate 
US500587A,1893-07-04,Island 
US500588A,1893-07-04,magee 
US500589A,1893-07-04,Rail-chair 
US500590A,1893-07-04,mason 
US500591A,1893-07-04,Chill-mold for casting teeth on gear-wheels 
US500592A,1893-07-04,Stone-saw 
US500593A,1893-07-04,mills 
US500594A,1893-07-04,Machine for making tablets for medicinal purposes 
US500595A,1893-07-04,Metallic ceiling 
US500596A,1893-07-04,Crushing-machine 
US500597A,1893-07-04,Crushing-machine 
US500598A,1893-07-04,Crushing-machine 
US500599A,1893-07-04,Hay-stacker 
US500600A,1893-07-04,Support for elliptic springs 
US500601A,1893-07-04,Safety cut-out 
US500602A,1893-07-04,Vehicle-pole 
US500603A,1893-07-04,Hame-coupling 
US500604A,1893-07-04,Method of and apparatus for separating ores 
US500605A,1893-07-04,Magnetic ore-separator 
US500606A,1893-07-04,Device for and method of adjusting and equalizing the magnetic density in the pole-pieces 
US500607A,1893-07-04,Optical illusion 
US500608A,1893-07-04,phelps 
US500609A,1893-07-04,Abdominal supporter 
US500610A,1893-07-04,Device for operating the slides or rests of desks 
US500611A,1893-07-04,Brake for pulleys 
US500612A,1893-07-04,Territory 
US500613A,1893-07-04,Berry-picker 
US500614A,1893-07-04,Brush-holder for dynamo-electric machines 
US500615A,1893-07-04,Refrigerator-car 
US500616A,1893-07-04,Device for attaching water-conductors to buildings 
US500617A,1893-07-04,Method of and apparatus for producing paper-stock 
US500618A,1893-07-04,Die for forming metallic clamps 
US500619A,1893-07-04,Horse-blanket strap 
US500620A,1893-07-04,Device for protecting unburned brick 
US500621A,1893-07-04,Apparatus for separating matte from slag 
US500622A,1893-07-04,Secondary battery 
US500623A,1893-07-04,Ice-velocipede 
US500624A,1893-07-04,Joseph l 
US500625A,1893-07-04,Laundry drier 
US500626A,1893-07-04,Cloth-scouring machine 
US500627A,1893-07-04,Method of making twine from paper 
US500628A,1893-07-04,Device for making fires draw 
US500629A,1893-07-04,Electric switch 
US500630A,1893-07-04,Method of and means for producing alternating currents 
US500631A,1893-07-04,Rheostat 
US500632A,1893-07-04,Emerson w 
US500633A,1893-07-04,Drawbridge 
US500634A,1893-07-04,tymeson  
US500635A,1893-07-04,Fence-post 
US500636A,1893-07-04,Machine for making dress-stiffeners 
US500637A,1893-07-04,Garment-supporter 
US500638A,1893-07-04,Corset-stiffener 
US500639A,1893-07-04,Pneumatic tire 
US500640A,1893-07-04,Adjustable collar-fastener 
US500641A,1893-07-04,Henry m 
US500642A,1893-07-04,weaver 
US500643A,1893-07-04,welch 
US500644A,1893-07-04,William frank west 
US500645A,1893-07-04,William frank west 
US500646A,1893-07-04,whiton 
US500647A,1893-07-04,Tobacco stripping and booking machine 
US500648A,1893-07-04,Combined spark arrester and ejector 
US500649A,1893-07-04,Car-brake 
US500650A,1893-07-04,Thomas b 
US500651A,1893-07-04,fog-arty 
US500652A,1893-07-04,Pegging machine 
US500653A,1893-07-04,Iwvtniuh 
US500654A,1893-07-04,haberthur  
US500655A,1893-07-04,Cake-machine 
US500656A,1893-07-04,Apparatus for mixing dough 
US500657A,1893-07-04,Electric-arc lamp 
US500658A,1893-07-04,Pneumatic tire 
US500659A,1893-07-04,jourdan 
