patent_number,date,title
US535958A,1895-03-19,Gustav sandblom 
US535959A,1895-03-19,Fifths to charles j 
US535960A,1895-03-19,Russell a 
US535961A,1895-03-19,smith 
US535962A,1895-03-19,William smith 
US535963A,1895-03-19,Railway-tie plate 
US535964A,1895-03-19,Gas-engine 
US535965A,1895-03-19,Computing-scale 
US535966A,1895-03-19,Minnow-trap 
US535967A,1895-03-19,Antonio viale 
US535968A,1895-03-19,Pessary 
US535969A,1895-03-19,watt-ie 
US535970A,1895-03-19,Book-holder and advertising device 
US535971A,1895-03-19,And charles k 
US535972A,1895-03-19,Button-shell-feeding mechanism 
US535973A,1895-03-19,Furnace-grate 
US535974A,1895-03-19,Thomas v 
US535975A,1895-03-19,Ketpilb 
US535976A,1895-03-19,Apparatus for handling lint-cotton 
US535977A,1895-03-19,Kitchen-cabinet 
US535978A,1895-03-19,Granyille it 
US535979A,1895-03-19,Grain-unloading apparatus 
US535980A,1895-03-19,Catamenial sack 
US535981A,1895-03-19,emerson 
US535982A,1895-03-19,emerson 
US535983A,1895-03-19,Mail-marking machine 
US535984A,1895-03-19,Agitating fire-grate 
US535985A,1895-03-19,Wire fence 
US535986A,1895-03-19,Road-cart 
US535987A,1895-03-19,Running-gear for vehicles 
US535988A,1895-03-19,Manufacture of gas 
US535989A,1895-03-19,George k 
US535990A,1895-03-19,Telescopist s dome 
US535991A,1895-03-19,George b 
US535992A,1895-03-19,Railway-switch 
US535993A,1895-03-19,Closed-conduit electric railway 
US535994A,1895-03-19,Bone-cutting machine 
US535995A,1895-03-19,Artificial stone 
US535996A,1895-03-19,Feeding device for button-machin es 
US535997A,1895-03-19,Apparatus for automatically labeling bottles 
US535998A,1895-03-19,William t 
US535999A,1895-03-19,George f 
US536000A,1895-03-19,Air bkaee coupling 
US536001A,1895-03-19,Elevator-gate 
US536002A,1895-03-19,trott 
US536003A,1895-03-19,Pan-lifter 
US536004A,1895-03-19,Sack-tie 
US536005A,1895-03-19,Can-opener 
US536006A,1895-03-19,Attachment for sinks 
US536007A,1895-03-19,Dental 
US536008A,1895-03-19,Oscar beaudry 
US536009A,1895-03-19,beeler 
US536010A,1895-03-19,Third to george grime 
US536011A,1895-03-19,Machine for trimming wall-paper 
US536012A,1895-03-19,Ferdinand p 
US536013A,1895-03-19,Bicycle-saddle 
US536014A,1895-03-19,Bemis 
US536015A,1895-03-19,carney 
US536016A,1895-03-19,Apparatus for providing picture-mats with square or rectangular holes 
US536017A,1895-03-19,Alarm for vehicles 
US536018A,1895-03-19,Edward e 
US536019A,1895-03-19,Secondo d urio and giacomo durio 
US536020A,1894-04-09,Washing or bathing apparatus 
US536021A,1895-03-19,Max eschenbeck 
US536022A,1895-03-19,Type-writing machine 
US536023A,1895-03-19,Type-writing machine 
US536024A,1895-03-19,fairfield 
US536025A,1895-03-19,Type-writing machine 
US536026A,1895-03-19,Type-writing machine 
US536027A,1895-03-19,Rod-connecting device for type-writing machines 
US536028A,1895-03-19,Car-coupling 
US536029A,1895-03-19,Gas engine 
US536030A,1895-03-19,Direct-acting steam-engine for sawmill-carriages 
US536031A,1895-03-19,Cord-adjuster for electric lights 
US536032A,1895-03-19,Maurice iiutin and maurice leblanc 
US536033A,1895-03-19,Railroad-signal 
US536034A,1895-03-19,Convertible car 
US536035A,1895-03-19,Lawn-tennis marker 
US536036A,1895-03-19,Sleigh-brake 
US536037A,1895-03-19,Folder and puncher 
US536038A,1895-03-19,Strainer for conductors 
US536039A,1895-03-19,Open railway-car 
US536040A,1895-03-19,Half to george a 
US536041A,1895-03-19,William h 
US536042A,1895-03-19,Abraham e 
US536043A,1895-03-19,Solomon z 
US536044A,1895-03-19,Safety attachment for box-machines 
US536045A,1895-03-19,Reloading-tool for cartridges 
US536046A,1895-03-19,Whiffletree-coupling 
US536047A,1895-03-19,Machine 
US536048A,1895-03-19,Shaft-journal and bearing 
US536049A,1895-03-19,seybold 
US536050A,1895-03-19,James b 
US536051A,1895-03-19,Car-coupling 
US536052A,1895-03-19,Car-coupling 
US536053A,1895-03-19,Angle-cock 
US536054A,1895-03-19,Straw stacker 
US536055A,1895-03-19,Apparatus for automatically limiting speed of electric cars 
US536056A,1895-03-19,Gustaf arvid anderson 
US536057A,1895-03-19,Gustaf arvid anderson 
US536058A,1895-03-19,Gustaf arvid anderson 
US536059A,1895-03-19,Gustaf arvid anderson 
US536060A,1895-03-19,Metallic stay for wire fences 
US536061A,1895-03-19,barker 
US536062A,1895-03-19,Levi billhimer 
US536063A,1895-03-19,Wrench 
US536064A,1895-03-19,Frank p 
US536065A,1895-03-19,Frank p 
US536066A,1895-03-19,John black 
US536067A,1895-03-19,Police-nippers 
US536068A,1895-03-19,Joseph carter 
US536069A,1895-03-19,Wagon-tongue support 
US536070A,1895-03-19,Dore dubreuil 
US536071A,1895-03-19,Dore dubreuil 
US536072A,1895-03-19,Henry b 
US536073A,1895-03-19,Henry b 
US536074A,1895-03-19,Roller-chute 
US536075A,1895-03-19,Car-coupling 
US536076A,1895-03-19,Harry c 
US536077A,1895-03-19,Manufacture of wall-paper 
US536078A,1895-03-19,Apparatus for manu facture of gas 
US536079A,1895-03-19,hikes 
US536080A,1895-03-19,Wind-wheel 
US536081A,1895-03-19,Stringed instrument 
US536082A,1894-08-18,"Converting cast-iron into malleable iron or steel 
     "
US536083A,1895-03-19,And joseph k 
US536084A,1895-03-19,William h 
US536085A,1895-03-19,Drapery-form 
US536086A,1895-03-19,Joseph w 
US536087A,1895-03-19,Worm-hoist 
US536088A,1895-03-19,Fire-escape 
US536089A,1895-03-19,levedael  
US536090A,1895-03-19,kosakoff 
US536091A,1895-03-19,Behrens 
US536092A,1895-03-19,Spraying apparatus 
US536093A,1895-03-19,Baling-press 
US536094A,1895-03-19,John r 
US536095A,1895-03-19,Protective device for electrical 
US536096A,1895-03-19,quigg-in 
US536097A,1895-03-19,Means for removing dust 
US536098A,1895-03-19,Combined file-case and desk 
US536099A,1895-03-19,Holdback for vehicle-shafts 
US536100A,1895-03-19,Automatic toll-box for telephones 
US536101A,1895-03-19,Fred a 
US536102A,1895-03-19,Nut-lock 
US536103A,1895-03-19,Hubberd j 
US536104A,1895-03-19,Electromagnetic signal 
US536105A,1895-03-19,Field-of-view-dwder shutter 
US536106A,1895-03-19,Fluid pressure brake mechanism for railway oars 
US536107A,1895-03-19,Fluid-pressure brake mechanism for railway-cars 
US536108A,1895-03-19,Gas-controller 
US536109A,1895-03-19,Game-counter 
US536110A,1895-03-19,Bath-tub 
US536111A,1895-03-19,Stringing pianos 
US536112A,1895-03-19,western 
US536113A,1895-03-19,Cornelius a 
US536114A,1895-03-19,Cornelius a 
US536115A,1895-03-19,Coupling for sprocket-wheels 
US536116A,1895-03-19,Horace g 
US536117A,1895-03-19,Gas-stove 
US536118A,1895-03-19,Nut-lock 
US536119A,1895-03-19,Stop and waste valve 
US536120A,1895-03-19,Machine for printing butter 
US536121A,1895-03-19,Split wheel 
US536122A,1895-03-19,bareett 
US536123A,1895-03-19,Upholstery-spring 
US536124A,1895-03-19,Force and lift pump 
US536125A,1895-03-19,Hinge 
US536126A,1895-03-19,Reel adjustment for lawn-mowers 
US536127A,1895-03-19,Washing-machine 
US536128A,1895-03-19,Safety device for steam-boilers 
US536129A,1895-03-19,Automatic bridge-gate 
US536130A,1895-03-19,Cultivator attachment 
US536131A,1895-03-19,Awning 
US536132A,1895-03-19,Bean-harvester 
US536133A,1895-03-19,Bicycle-support 
US536134A,1895-03-19,Guard-rail fastener 
US536135A,1895-03-19,Construction of vessels 
US536136A,1895-03-19,Egffbeatee 
US536137A,1895-03-19,Goveenoe foe steam engines 
US536138A,1895-03-19,edwards 
US536139A,1895-03-19,Car-coupling 
US536140A,1895-03-19,Hector gawley 
US536141A,1895-03-19,Henry  goodspeed 
US536142A,1895-03-19,Elevatob appabattjs 
US536143A,1895-03-19,Heel-nailing jack 
US536144A,1895-03-19,Rocking frame for tanning-vats 
US536145A,1895-03-19,Cotton-press 
US536146A,1895-03-19,hughes 
US536147A,1895-03-19,Roller sash-balance 
US536148A,1895-03-19,Carpet-stretcher and jack 
US536149A,1895-03-19,Oo oooooooo 
US536150A,1895-03-19,keller 
US536151A,1895-03-19,yuille 
US536152A,1895-03-19,Method of plating aluminium 
US536153A,1895-03-19,Tip for flexible electric conductors 
US536154A,1895-03-19,noble  
US536155A,1895-03-19,Pill or tablet 
US536156A,1895-03-19,Island 
US536157A,1895-03-19,Necktie-frame 
US536158A,1895-03-19,Hermann j 
US536159A,1895-03-19,Thomas smith 
US536160A,1895-03-19,Rotary engine 
US536161A,1895-03-19,Wagon end-gate 
US536162A,1895-03-19,stiefel 
US536163A,1895-03-19,Frederick nicholson turney 
US536164A,1895-03-19,Covered fastening device 
US536165A,1895-03-19,Wrench 
US536166A,1895-03-19,Dental regulating-pliers 
US536167A,1895-03-19,Alonzo b 
US536168A,1895-03-19,Spring-actuated shade-holding device 
US536169A,1895-03-19,Wave-motor 
US536170A,1895-03-19,Island 
US536171A,1895-03-19,church 
US536172A,1895-03-19,Man and frank a 
US536173A,1895-03-19,dixon 
US536174A,1895-03-19,Means for propelling 
US536175A,1895-03-19,Safe-protector 
US536176A,1895-03-26,Willis r 
US536177A,1895-03-26,Anchor 
US536178A,1895-03-26,Erastus b 
US536179A,1895-03-26,Shaft-attaching device 
US536180A,1895-03-26,Salt-evaporator 
US536181A,1895-03-26,U njted otatjtls 
US536182A,1895-03-26,Die for covering lacing-hook heads with plastic material 
US536183A,1895-03-26,Machine for uniting soles and uppers of boots or shoes 
US536184A,1895-03-26,Method of 
US536185A,1895-03-26,Trolling-spoon 
US536186A,1895-03-26,Coal-bunker 
US536187A,1895-03-26,Water-closet cistern 
US536188A,1895-03-26,Automatic railway-switch 
US536189A,1895-03-26,Machine for molding hollow ware from pulp 
US536190A,1895-03-26,Machine for molding hollow ware from pulp 
US536191A,1895-03-26,Car-coupling 
US536192A,1895-03-26,Box-nailing machine 
US536193A,1895-03-26,Game toy 
US536194A,1895-03-26,Steam-engine 
US536195A,1895-03-26,Indicator-lock 
US536196A,1895-03-26,Indicator-lock 
US536197A,1895-03-26,Hot-water generator 
US536198A,1895-03-26,everard 
US536199A,1895-03-26,Clutch mechanism 
US536200A,1895-03-26,Gammons 
US536201A,1895-03-26,gates 
US536202A,1895-03-26,hamlin 
US536203A,1895-03-26,Hawken p 
US536204A,1895-03-26,George w 
US536205A,1895-03-26,Railway-bicycle 
US536206A,1895-03-26,Metallic packing 
US536207A,1895-03-26,William c 
US536208A,1895-03-26,Machine-case 
US536209A,1895-03-26,The norhis peters co 
US536210A,1895-03-26,Electrical signaling apparatus 
US536211A,1895-03-26,Garden-plow 
US536212A,1895-03-26,Ox-yoke key 
US536213A,1895-03-26,William j 
US536214A,1895-03-26,Valve to prevent refilling of bottles 
US536215A,1895-03-26,Fourths to ernest staroste 
US536216A,1895-03-26,Atomizing oil-burner 
US536217A,1895-03-26,Paint-can 
US536218A,1895-03-26,Banjo 
US536219A,1895-03-26,Combined anvil 
US536220A,1895-03-26,Puzzle 
US536221A,1895-03-26,Electric switch 
US536222A,1895-03-26,Sealing-wax holder or tool for holding sealing-wax 
US536223A,1895-03-26,Combined cane and umbrella 
US536224A,1895-03-26,Box-head-doweling machine 
US536225A,1895-03-26,mckellar 
US536226A,1895-03-26,Magnetic separator 
US536227A,1895-03-26,mcnaug-hton 
US536228A,1895-03-26,Root-cutter 
US536229A,1895-03-26,Device for operating railway-switches 
US536230A,1895-03-26,Foot-guard for shovels 
US536231A,1895-03-26,Oliver b 
US536232A,1895-03-26,Fire-escape 
US536233A,1895-03-26,Telephone system 
US536234A,1895-03-26,Metallic lathing 
US536235A,1895-03-26,Mahlon m 
US536236A,1895-03-26,Island 
US536237A,1895-03-26,Rail-bender 
US536238A,1895-03-26,Rail-bender 
US536239A,1895-03-26,Bracket or support for type-cases 
US536240A,1895-03-26,tatum 
US536241A,1895-03-26,Mark s 
US536242A,1895-03-26,Abner g 
US536243A,1895-03-26,Francis m 
US536244A,1895-03-26,Device for retaining overshoes on shoes 
US536245A,1895-03-26,Valve device 
US536246A,1895-03-26,Corn-planter 
US536247A,1895-03-26,Organ 
US536248A,1895-03-26,Spectacles 
US536249A,1895-03-26,Richard wirth 
US536250A,1895-03-26,Adjustable switch for trolley systems 
US536251A,1895-03-26,abbott 
US536252A,1895-03-26,Register for measuring lengths of varying reciprocating strokes 
US536253A,1895-03-26,Irving adams 
US536254A,1895-03-26,Dish-cleaner 
US536255A,1895-03-26,Steam-engine indicator-cylinder 
US536256A,1895-03-26,Electric railway-switch 
US536257A,1895-03-26,Otto baetel 
US536258A,1895-03-26,Kitchen-cabinet 
US536259A,1895-03-26,Process of producing metal art objects set with jewels 
US536260A,1895-03-26,Victor g 
US536261A,1895-03-26,Pneumatic brake for vehicles 
US536262A,1895-03-26,Car-switch device 
US536263A,1895-03-26,Ments 
US536264A,1895-03-26,Daniel bullock 
US536265A,1895-03-26,Window-scaffold 
US536266A,1895-03-26,chesney 
US536267A,1895-03-26,Buckle 
US536268A,1895-03-26,Guide for stop-cock boxes 
US536269A,1895-03-26,Hay-tedder 
US536270A,1895-03-26,Band-cutter and feeder 
US536271A,1895-03-26,Electrical signal and switch-operating apparatus 
US536272A,1895-03-26,Curtain-rod 
US536273A,1895-03-26,Tavus rein 
US536274A,1895-03-26,Watch case-pendant 
US536275A,1895-03-26,Supply system for electric railways 
US536276A,1895-03-26,Flash-light mechanism 
US536277A,1895-03-26,Apparatus for drying sand 
US536278A,1895-03-26,Signors to duisbtjrger eisen 
US536279A,1895-03-26,-gessner 
US536280A,1895-03-26,Half to ovide lavallee 
US536281A,1895-03-26,Grain-weigher 
US536282A,1895-03-26,Truck 
US536283A,1895-03-26,Fertilizer 
US536284A,1895-03-26,Car-coupling 
US536285A,1895-03-26,Permutation-pad lock 
US536286A,1895-03-26,Picker-stick for looms 
US536287A,1895-03-26,Explosive-gas 
US536288A,1895-03-26,Floor clamp 
US536289A,1895-03-26,Combined pencil and sharpener 
US536290A,1895-03-26,munso n 
US536291A,1895-03-26,Photographic retoucher 
US536292A,1895-03-26,Island 
US536293A,1895-03-26,Cylinder printing-machine 
US536294A,1895-03-26,poulson 
US536295A,1895-03-26,Richard rabt 
US536296A,1895-03-26,Richard raby 
US536297A,1895-03-26,Pipe threader and reamer 
US536298A,1895-03-26,Centrifugal machine 
US536299A,1895-03-26,Respirator 
US536300A,1895-03-26,Street-car screen-guard 
US536301A,1895-03-26,Method of making wrenches 
US536302A,1895-03-26,Curtain-fastener 
US536303A,1895-03-26,Type-writing machine 
US536304A,1895-03-26,Wire-fence stretcher 
US536305A,1895-03-26,Reversible railway-rail 
US536306A,1895-03-26,weber 
US536307A,1895-03-26,Penholder 
US536308A,1895-03-26,Saw-set 
US536309A,1895-03-26,Folding baby-carriage 
US536310A,1895-03-26,Mail-bag catcher 
US536311A,1895-03-26,Fusible cut-out 
US536312A,1895-03-26,Erwin nelson wo 
US536313A,1895-03-26,Drawbridge 
US536314A,1895-03-26,Newspaper-file 
US536315A,1895-03-26,And oscar a 
US536316A,1895-03-26,Theodor lohnstein 
US536317A,1895-03-26,Tuyere-iron 
US536318A,1895-03-26,Crank-arm attachment 
US536319A,1895-03-26,wisse 
US536320A,1895-03-26,Shippley s 
US536321A,1895-03-26,Securing device for carriage-curtains 
US536322A,1895-03-26,Stocking 
US536323A,1895-03-26,Belt tightener 
US536324A,1895-03-26,Chimiques de thann et mulhouse 
US536325A,1895-03-26,Victoe be-langer 
US536326A,1895-03-26,Island 
US536327A,1895-03-26,Dental filling-tool 
US536328A,1895-03-26,Snow-plow for street-railways 
US536329A,1895-03-26,dumais 
US536330A,1895-03-26,Planter 
US536331A,1895-03-26,Anchor-stake and gage for check-row wires 
US536332A,1895-03-26,Tension device for wire fences 
US536333A,1895-03-26,Swinging window-sash 
US536334A,1895-03-26,Hinge 
US536335A,1895-03-26,gregory 
US536336A,1895-03-26,Drier 
US536337A,1895-03-26,Grain-drill 
US536338A,1895-03-26,Stitch separating and indenting machine 
US536339A,1895-03-26,hanneborgk 
US536340A,1895-03-26,And tile laying machine 
US536341A,1895-03-26,Buttons 
US536342A,1895-03-26,George w 
US536343A,1895-03-26,George w 
US536344A,1895-03-26,George w 
US536345A,1895-03-26,He norris peters co 
US536346A,1895-03-26,Charles lehman haet 
US536347A,1895-03-26,Type-writer drop-cabinet 
US536348A,1895-03-26,Rotary steam-engine 
US536349A,1895-03-26,Tire-tightener 
US536350A,1895-03-26,Hose-coupling 
US536351A,1895-03-26,Harvesting-machine 
US536352A,1895-03-26,Setts 
US536353A,1895-03-26,Julius kickhefel 
US536354A,1895-03-26,Hugo kohl 
US536355A,1895-03-26,Half to isaac t 
US536356A,1895-03-26,Vito montalto 
US536357A,1895-03-26,The korris peters co 
US536358A,1895-03-26,Stamp-affixing sviachfwe 
US536359A,1895-03-26,Photo-litho 
US536360A,1895-03-26,Railroad-train 
US536361A,1895-03-26,Fountain-inkstand 
US536362A,1895-03-26,Half to john b 
US536363A,1895-03-26,warren 
US536364A,1895-03-26,Filter for gasoline-stoves 
US536365A,1895-03-26,Combined cane and umbrella 
US536366A,1895-03-26,allen 
US536367A,1895-03-26,Oil-purifier 
US536368A,1895-03-26,Bedstead 
US536369A,1895-03-26,Road-cart 
US536370A,1895-03-26,Christopher c 
US536371A,1895-03-26,cowles 
US536372A,1895-03-26,Traveling-floor furnace 
US536373A,1895-03-26,Locomotive-engine 
US536374A,1895-03-26,Frederick s 
US536375A,1895-03-26,Ton abbot 
US536376A,1895-03-26,Machine for making continuous pipe 
US536377A,1895-03-26,Device for supporting and truing wheels 
US536378A,1895-03-26,Faucet 
US536379A,1895-03-26,Soap-holder 
US536380A,1895-03-26,Brake for railway-cars 
US536381A,1895-03-26,Fire-ladder 
US536382A,1895-03-26,Telephone-exchange system 
US536383A,1895-03-26,Steamer-rug 
US536384A,1895-03-26,Whiffletree-hook 
US536385A,1895-03-26,Lathe for turning irregular forms 
US536386A,1895-03-26,Label-holder 
US536387A,1895-03-26,Recoil-operated automatic ordnance 
US536388A,1895-03-26,Thirds to j 
US536389A,1895-03-26,Driving mechanism for centrifugal machines 
US536390A,1895-03-26,Buckle 
US536391A,1895-03-26,Roller book-shelf 
US536392A,1895-03-26,Steam engine 
US536393A,1895-03-26,Steam-engine 
US536394A,1895-03-26,Furnace 
US536395A,1895-03-26,Order-tablet 
US536396A,1895-03-26,Boiler-cleaning compound 
US536397A,1895-03-26,Indicator-lock 
US536398A,1895-03-26,Front for vehicles 
US536399A,1895-03-26,Apparatus for pickling sheets 
US536400A,1895-03-26,Wire-stretcher 
US536401A,1895-03-26,Ditching-machine 
US536402A,1895-03-26,Match-making machine 
US536403A,1895-03-26,John g 
US536404A,1895-03-26,Carl hugo teicher 
US536405A,1895-03-26,Chain-pull for water-closet flushing-tanks 
US536406A,1895-03-26,William henry thrift 
US536407A,1895-03-26,Sleeve-button 
US536408A,1895-03-26,Island 
US536409A,1895-03-26,Stub-holder 
US536410A,1895-03-26,winchell 
US536411A,1895-03-26,Raphael pl wolff 
US536412A,1895-03-26,Myron wood 
US536413A,1895-03-26,zabel 
US536414A,1895-03-26,bailey 
US536415A,1895-03-26,Vacuum-pump 
US536416A,1895-03-26,Milling-machine 
US536417A,1895-03-26,Flexible tube 
US536418A,1895-03-26,Michael clooney 
US536419A,1895-03-26,Flexible hose-covering 
US536420A,1895-03-26,Telegraphy 
US536421A,1895-03-26,Twine and process of man ufactu ring same 
US536422A,1895-03-26,The nob 
US536423A,1895-03-26,Erick a 
US536424A,1895-03-26,Stump-extractor 
US536425A,1895-03-26,Attorniy 
US536426A,1895-03-26,Window-weight pulley 
US536427A,1895-03-26,Box for nail-driving machines 
US536428A,1895-03-26,Numbering attachment for printing-presses 
US536429A,1895-03-26,Signal for railway-crossings 
US536430A,1895-03-26,Campbell p 
US536431A,1895-03-26,Signors to the farbenfabriken 
US536432A,1895-03-26,kinsey 
US536433A,1895-03-26,Facing for bricks 
US536434A,1895-03-26,Earth-auger 
US536435A,1895-03-26,Knockdown storage structu re 
US536436A,1895-03-26,Washihgtof 
US536437A,1895-03-26,And james j 
US536438A,1895-03-26,Electric mining-machine 
US536439A,1895-03-26,Armature for electric machines 
US536440A,1895-03-26,Charles morlet and prosper nordmann 
US536441A,1895-03-26,Inclined railway and water-tobogganing apparatus 
US536442A,1895-03-26,Joseph morton 
US536443A,1895-03-26,Damper 
US536444A,1895-03-26,Centrifugal creamer 
US536445A,1895-03-26,Chip-holder and game-counter 
US536446A,1895-03-26,Lighting device 
US536447A,1895-03-26,Horse-power 
US536448A,1895-03-26,Numbering machine 
US536449A,1895-03-26,Water-tube boiler 
US536450A,1895-03-26,Box-machine 
US536451A,1895-03-26,Back-band buckle 
US536452A,1895-03-26,Sash-balance 
US536453A,1895-03-26,Gravity-dam 
US536454A,1895-03-26,Claudius v 
US536455A,1895-03-26,Safety-lam p 
US536456A,1895-03-26,Device for stretching hides 
US536457A,1895-03-26,Box-machine 
US536458A,1895-03-26,Box-machine 
US536459A,1895-03-26,Rail-brake 
US536460A,1895-03-26,Miner s candlestick 
US536461A,1895-03-26,Ladder 
US536462A,1895-03-26,Puzzle 
US536463A,1895-03-26,Whiffletree-hook 
US536464A,1895-03-26,Knife or cutter for harvesters 
US536465A,1895-03-26,Construction of railways 
US536466A,1895-03-26,Voting-machine 
US536467A,1895-03-26,And alexander scott williams 
US536468A,1895-03-26,William e 
US536469A,1895-03-26,Game-register for pool-tables 
US536470A,1895-03-26,Garment-hanger 
US536471A,1895-03-26,Elias m 
US536472A,1895-03-26,Lewis a 
US536473A,1895-03-26,David b 
US536474A,1895-03-26,Means for operating railroad-switches 
US536475A,1895-03-26,William a 
US536476A,1895-03-26,Lacing 
US536477A,1895-03-26,Automatic valve 
US536478A,1895-03-26,Combination electrical meter 
US536479A,1895-03-26,Mail-bag hanger 
US536480A,1895-03-26,William b 
US536481A,1895-03-26,Telephone 
US536482A,1895-03-26,Railway-switch 
US536483A,1895-03-26,eonnee 
US536484A,1895-03-26,Tony silvene 
US536485A,1895-03-26,Amasa l 
US536486A,1895-03-26,Apparatus for dyeing 
US536487A,1895-03-26,Dyeing-machine 
US536488A,1895-03-26,Lock and stay for wire fences 
US536489A,1895-03-26,Kitchen-cabinet 
US536490A,1895-03-26,Hinge for trunks 
US536491A,1895-03-26,Frank h 
US536492A,1895-03-26,Veit franz von hied 
US536493A,1895-03-26,District of 
US536494A,1895-03-26,Telemeter 
US536495A,1895-03-26,walker  
US536496A,1895-03-26,wa nless 
US536497A,1895-03-26,Edger 
US536498A,1895-03-26,Nut-lock 
US536499A,1895-03-26,Bell-ringing device 
US536500A,1895-03-26,Cultivator 
US536501A,1895-03-26,Umbrella-holder 
US536502A,1895-03-26,Maurice adler 
US536503A,1895-03-26,Ap paba-tub foe 
US536504A,1895-03-26,Cana de mapas horarios sociedad anonima 
US536505A,1895-03-26,Julius begtrup 
US536506A,1895-03-26,Shipping-case 
US536507A,1895-03-26,Window-shade 
US536508A,1895-03-26,Gustave ado 
US536509A,1895-03-26,Subsoiler attachment for plows 
US536510A,1895-03-26,oooke 
US536511A,1895-03-26,Halter-tie 
US536512A,1895-03-26,crossley  
US536513A,1895-03-26,Vertical flour-bolt 
US536514A,1895-03-26,de giraudy 
US536515A,1895-03-26,Edward green 
US536516A,1895-03-26,Henry nicolas grosselin 
US536517A,1895-03-26,Shade-guide 
US536518A,1895-03-26,Car-fender 
US536519A,1895-03-26,Grinder and dresser for metal rolls in their housings 
US536520A,1895-03-26,Grinder and dresser for metal rolls 
US536521A,1895-03-26,Culinary implement 
US536522A,1895-03-26,Truck 
US536523A,1895-03-26,Oocoooogoooieoo g 
US536524A,1895-03-26,Gesellsohaft fur anilin fabrikation 
US536525A,1895-03-26,Dish-washer 
US536526A,1895-03-26,Blackboard 
US536527A,1895-03-26,Batter-dropper and cake-beater 
US536528A,1895-03-26,Godfrey jobson 
US536529A,1895-03-26,Cycle 
US536530A,1895-03-26,jordan 
US536531A,1895-03-26,Hand-car 
US536532A,1895-03-26,Gesellschaft fur anilin fabrikation 
US536533A,1895-03-26,klose 
US536534A,1895-03-26,Hammer 
US536535A,1895-03-26,Electric brake 
US536536A,1895-03-26,Filter 
US536537A,1895-03-26,Fourths to adolf boguslawsky 
US536538A,1895-03-26,Intire 
US536539A,1895-03-26,Thirds to james w 
US536540A,1895-03-26,Pessary 
US536541A,1895-03-26,Corn-cultivator 
US536542A,1895-03-26,Water-heater 
US536543A,1895-03-26,Water-closet ventilator 
US536544A,1895-03-26,Theodore f 
US536545A,1895-03-26,Theodore f 
US536546A,1895-03-26,Sifting apparatus 
US536547A,1895-03-26,System of electrical signaling for railways 
US536548A,1895-03-26,Hand-pad 
US536549A,1895-03-26,Velocipede 
US536550A,1895-03-26,Bicycle driving-gear 
US536551A,1895-03-26,Ditching and grading machine 
US536552A,1895-03-26,James powell swift 
US536553A,1895-03-26,Chain wrench 
US536554A,1895-03-26,Pipe-cutter 
US536555A,1895-03-26,Worth 
US536556A,1895-03-26,Henry o 
US536557A,1895-03-26,Eyeglass case or holder 
US536558A,1895-03-26,Weather-strip 
US536559A,1895-03-26,Seph willot 
US536560A,1895-03-26,Match-safe 
US536561A,1895-03-26,Mine trap-door 
US536562A,1895-03-26,Harry c 
US536563A,1895-03-26,Tuning device for stringed musical instruments 
US536564A,1895-03-26,Machine for cutting off corset or dress stay steels 
US536565A,1895-03-26,ceowley 
US536566A,1895-03-26,Spinning-ring 
US536567A,1895-03-26,Attachment for bungs of faucets 
US536568A,1895-03-26,Joseph ives 
US536569A,1895-03-26,Phantoscope 
US536570A,1895-03-26,Raisin-seeder 
US536571A,1895-03-26,Grain-binder 
US536572A,1895-03-26,Automatic fire-extinguisher 
US536573A,1895-03-26,Island 
US536574A,1895-03-26,Hjalmar lindestrom 
US536575A,1895-03-26,Shelf for books 
US536576A,1895-03-26,Skirt-elevator 
US536577A,1895-03-26,mallett 
US536578A,1895-03-26,mitchel 
US536579A,1895-03-26,Centrifugal creamer 
US536580A,1895-03-26,Centrifugal creamer 
US536581A,1895-03-26,Forge 
US536582A,1895-03-26,Ship s log and course indicator 
US536583A,1895-03-26,Alonzo sedgwick 
US536584A,1895-03-26,Mechanism foe controlling motion 
US536585A,1895-03-26,Seal-lock 
US536586A,1895-03-26,And james p 
US536587A,1895-03-26,And john d 
US536588A,1895-03-26,Type-writing machine 
US536589A,1895-03-26,Forming 
US536590A,1895-03-26,Cushioned heel for boots or shoes 
US536591A,1895-04-02,acland 
US536592A,1895-04-02,agtjero 
US536593A,1895-04-02,Edward t 
US536594A,1895-04-02,Hakry w 
US536595A,1895-04-02,Wire-fence-weaving machine 
US536596A,1895-04-02,Nicolas bosmann 
US536597A,1895-04-02,Checkrein 
US536598A,1895-04-02,The nox 
US536599A,1895-04-02,Garment-supporter 
US536600A,1895-04-02,cameron 
US536601A,1895-04-02,Railroad-gate 
US536602A,1895-04-02,Fastener for meeting-rails of sashes 
US536603A,1895-04-02,Signal-lamp 
US536604A,1895-04-02,John conley 
US536605A,1895-04-02,Elevator safety device 
US536606A,1895-04-02,Measuring liquids 
US536607A,1895-04-02,Fastening 
US536608A,1895-04-02,dickerson 
US536609A,1895-04-02,Metal-working tool for turning axles 
US536610A,1895-04-02,Tile casing for windows 
US536611A,1895-04-02,Charles i 
US536612A,1895-04-02,Clare ernst 
US536613A,1895-04-02,Door-hanger 
US536614A,1895-04-02,Lamp-stove 
US536615A,1895-04-02,Screw-cutting lathe 
US536616A,1895-04-02,Automatic circular knitting machine 
US536617A,1895-04-02,Inctjbatob 
US536618A,1895-04-02,Andrew fyrberg 
