patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,is_inventor
US200250A,1878-02-12,Stephen beitt,"['PROPN', 'VERB']",['PERSON'],1,1,2,"['stephen', 'beitt']",1
US200345A,1878-02-12,John ritshworth,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['john', 'ritshworth']",1
US200409A,1878-02-19,Lauchlan eose,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['lauchlan', 'eose']",1
US201024A,1878-03-05,Thomas lalsraham,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['thomas', 'lalsraham']",1
US201782A,1878-03-26,John m,"['PROPN', 'VERB']",['PERSON'],1,1,2,"['john', 'm']",1
US202067A,1878-04-02,John w,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['john', 'w']",1
US202453A,1878-04-16,Hans mortensek,"['PROPN', 'VERB']",['PERSON'],1,1,2,"['hans', 'mortensek']",1
US202518A,1878-04-16,John casey,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['john', 'casey']",1
US202967A,1878-04-30,Anson seaels,"['NOUN', 'NOUN']",['PERSON'],0,1,2,"['anson', 'seaels']",1
US203014A,1878-04-30,edison,['VERB'],['PERSON'],0,1,1,['edison'],1
US203269A,1878-05-07,hawley,['PROPN'],['PERSON'],1,1,1,['hawley'],1
US203706A,1878-05-14,Robert h,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['robert', 'h']",1
US203863A,1878-05-21,william l,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['william', 'l']",1
US204227A,1878-05-28,John w,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['john', 'w']",1
US204519A,1878-06-04,anderson,['PROPN'],['PERSON'],1,1,2,['anderson'],1
US204522A,1878-06-04,William f,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['william', 'f']",1
US204581A,1878-06-04,Waukee,['PROPN'],['PERSON'],1,1,1,['waukee'],1
US204631A,1878-06-04,James,['PROPN'],['PERSON'],1,1,2,['james'],1
US204714A,1878-06-11,peters,['NOUN'],['PERSON'],0,1,1,['peters'],1
US205008A,1878-06-18,John m,"['PROPN', 'VERB']",['PERSON'],1,1,2,"['john', 'm']",1
US205213A,1878-06-25,John b,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['john', 'b']",1
US205745A,1878-07-09,Jesse w,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['jesse', 'w']",1
US206250A,1878-07-23,koekbee,['PROPN'],['PERSON'],1,1,1,['koekbee'],1
US206317A,1878-07-23,Hermann g,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['hermann', 'g']",1
US206375A,1878-07-23,Joseph,['PROPN'],['PERSON'],1,1,2,['joseph'],1
US206376A,1878-07-23,samuel whitnum,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['samuel', 'whitnum']",1
US206890A,1878-08-13,peters,['NOUN'],['PERSON'],0,1,1,['peters'],1
US207158A,1878-08-20,john bbant,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['john', 'bbant']",1
US207202A,1878-08-20,William l,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['william', 'l']",1
US207320A,1878-08-20,John h,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['john', 'h']",1
US207357A,1878-08-27,Albert,['PROPN'],['PERSON'],1,1,2,['albert'],1
US207484A,1878-08-27,James h,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['james', 'h']",1
US208134A,1878-09-17,Joseph adams,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['joseph', 'adams']",1
US208310A,1878-09-24,Louis hellmak,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['louis', 'hellmak']",1
US208589A,1878-10-01,John gardner,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['john', 'gardner']",1
US209103A,1878-10-22,austin,['NOUN'],['PERSON'],0,1,1,['austin'],1
US209411A,1878-10-29,John w,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['john', 'w']",1
US210148A,1878-11-19,richardson,['PROPN'],['PERSON'],1,1,1,['richardson'],1
US210218A,1878-11-26,William d,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['william', 'd']",1
US210285A,1878-11-26,Joseph j,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['joseph', 'j']",1
US210405A,1878-12-03,Austin g,"['NOUN', 'NOUN']",['PERSON'],0,1,2,"['austin', 'g']",1
US210422A,1878-12-03,Daniel d,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['daniel', 'd']",1
US210541A,1878-12-03,konig,['PROPN'],['PERSON'],1,1,1,['konig'],1
US210571A,1878-12-03,John b,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['john', 'b']",1
US210608A,1878-12-10,Charles w,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['charles', 'w']",1
US210962A,1878-12-17,John j,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['john', 'j']",1
US210991A,1878-12-17,William byrne,"['PROPN', 'VERB']",['PERSON'],1,1,2,"['william', 'byrne']",1
US211051A,1878-12-17,Peters,['PROPN'],['PERSON'],1,1,1,['peters'],1
US211749A,1879-01-28,lawrence,['NOUN'],['PERSON'],0,1,1,['lawrence'],1
US212420A,1879-02-18,John f,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['john', 'f']",1
US212424A,1879-02-18,Uthoghapheh,['PROPN'],['PERSON'],1,1,1,['uthoghapheh'],1
US212710A,1879-02-25,John l,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['john', 'l']",1
US212783A,1879-03-04,John h,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['john', 'h']",1
US212928A,1879-03-04,Benjamik f,"['ADJ', 'NOUN']",['PERSON'],0,1,2,"['benjamik', 'f']",1
US212970A,1879-03-04,nesbitt,['PROPN'],['PERSON'],1,1,1,['nesbitt'],1
US213045A,1879-03-11,Michael gree,"['PROPN', 'VERB']",['PERSON'],1,1,2,"['michael', 'gree']",1
US213487A,1879-03-18,peters,['NOUN'],['PERSON'],0,1,1,['peters'],1
US214008A,1879-04-08,Macher,['PROPN'],['PERSON'],1,1,1,['macher'],1
US214401A,1879-04-15,kennedy,['PROPN'],['PERSON'],1,1,1,['kennedy'],1
US214771A,1879-04-29,Peters,['PROPN'],['PERSON'],1,1,1,['peters'],1
US214912A,1879-04-29,John w,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['john', 'w']",1
US214991A,1879-05-06,William coles,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['william', 'coles']",1
US215705A,1879-05-20,Peters,['PROPN'],['PERSON'],1,1,1,['peters'],1
US215931A,1879-05-27,William jones,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['william', 'jones']",1
US216253A,1879-06-10,John p,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['john', 'p']",1
US216616A,1879-06-17,Bert htjss,"['PROPN', 'VERB']",['PERSON'],1,1,2,"['bert', 'htjss']",1
US216690A,1879-06-17,Edward andrews,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['edward', 'andrews']",1
US216741A,1879-06-24,Scott,['PROPN'],['PERSON'],1,1,1,['scott'],1
US216787A,1879-06-24,peters,['NOUN'],['PERSON'],0,1,1,['peters'],1
US217030A,1879-07-01,Thomas a,"['PROPN', 'PRON']",['PERSON'],1,1,2,"['thomas', 'a']",1
US217192A,1879-07-08,John p,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['john', 'p']",1
US217212A,1879-07-08,William s,"['PROPN', 'PART']",['PERSON'],1,1,2,"['william', 's']",1
US217345A,1879-07-08,Fbancis s,"['PROPN', 'PART']",['PERSON'],1,1,2,"['fbancis', 's']",1
US217347A,1879-07-08,Samuel l,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['samuel', 'l']",1
US217705A,1879-07-22,William f,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['william', 'f']",1
US217827A,1879-07-22,Eduaed stalmasf,"['VERB', 'NOUN']",['PERSON'],0,1,2,"['eduaed', 'stalmasf']",1
US218167A,1879-08-05,Thomas a,"['PROPN', 'PRON']",['PERSON'],1,1,2,"['thomas', 'a']",1
US218804A,1879-08-19,Herman w,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['herman', 'w']",1
US218841A,1879-08-26,peters,['NOUN'],['PERSON'],0,1,1,['peters'],1
US218933A,1879-08-26,Hbllt,['PROPN'],['PERSON'],1,1,1,['hbllt'],1
US219665A,1879-09-16,zuccito,['PROPN'],['PERSON'],1,1,1,['zuccito'],1
US220030A,1879-09-30,Mogowaf,['ADV'],['PERSON'],0,1,1,['mogowaf'],1
US220180A,1879-09-30,peters,['NOUN'],['PERSON'],0,1,1,['peters'],1
US220749A,1879-10-21,Augustine campbell,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['augustine', 'campbell']",1
US221059A,1879-10-28,Gomeey,['PROPN'],['PERSON'],1,1,1,['gomeey'],1
US221320A,1879-11-04,James m,"['PROPN', 'VERB']",['PERSON'],1,1,2,"['james', 'm']",1
US221576A,1879-11-11,James keek,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['james', 'keek']",1
US221669A,1879-11-18,John w,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['john', 'w']",1
US221715A,1879-11-18,William,['PROPN'],['PERSON'],1,1,1,['william'],1
US221753A,1879-11-18,Cyprien m,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['cyprien', 'm']",1
US221870A,1879-11-18,William shaw,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['william', 'shaw']",1
US221939A,1879-11-25,Peters,['PROPN'],['PERSON'],1,1,1,['peters'],1
US221966A,1879-11-25,Hekby leguay,"['NOUN', 'NOUN']",['PERSON'],0,1,2,"['hekby', 'leguay']",1
US222064A,1879-11-25,maelin,['PROPN'],['PERSON'],1,1,1,['maelin'],1
US222225A,1879-12-02,anderson,['PROPN'],['PERSON'],1,1,1,['anderson'],1
US222229A,1879-12-02,Leonard s,"['PROPN', 'PART']",['PERSON'],1,1,2,"['leonard', 's']",1
US222300A,1879-12-02,John neumann,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['john', 'neumann']",1
US222326A,1879-12-02,William j,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['william', 'j']",1
US222329A,1879-12-02,peters,['NOUN'],['PERSON'],0,1,1,['peters'],1
US222373A,1879-12-09,bassett,['PROPN'],['PERSON'],1,1,1,['bassett'],1
US222477A,1879-12-09,ellison,['PROPN'],['PERSON'],1,1,1,['ellison'],1
US222529A,1879-12-09,Peters,['PROPN'],['PERSON'],1,1,1,['peters'],1
US222531A,1879-12-09,Hekryk porter,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['hekryk', 'porter']",1
US222586A,1879-12-16,James v,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['james', 'v']",1
US222769A,1879-12-23,Feancis a,"['PROPN', 'PRON']",['PERSON'],1,1,2,"['feancis', 'a']",1
US223005A,1879-12-30,Petehs,['PROPN'],['PERSON'],1,1,1,['petehs'],1
US223131A,1879-12-30,John j,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['john', 'j']",1
US223212A,1880-01-06,Derson,['PROPN'],['PERSON'],1,1,1,['derson'],1
US223213A,1880-01-06,Said knowlton,"['VERB', 'PROPN']",['PERSON'],1,1,2,"['said', 'knowlton']",1
US223223A,1880-01-06,Everett g,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['everett', 'g']",1
US223229A,1880-01-06,George w,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['george', 'w']",1
US223231A,1880-01-06,keirkner,['PROPN'],['PERSON'],1,1,1,['keirkner'],1
US223243A,1880-01-06,Peters,['PROPN'],['PERSON'],1,1,1,['peters'],1
US223246A,1880-01-06,richardson,['PROPN'],['PERSON'],1,1,1,['richardson'],1
US223247A,1880-01-06,Sebastian bitty,"['ADJ', 'NOUN']",['PERSON'],0,1,2,"['sebastian', 'bitty']",1
US223260A,1880-01-06,Peters,['PROPN'],['PERSON'],1,1,1,['peters'],1
US223267A,1880-01-06,John ashceoft,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['john', 'ashceoft']",1
US223273A,1880-01-06,John d,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['john', 'd']",1
US223279A,1880-01-06,Haeey k,"['PROPN', 'X']",['PERSON'],1,1,2,"['haeey', 'k']",1
US223284A,1880-01-06,Elliott e,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['elliott', 'e']",1
US223287A,1880-01-06,Riksen,['PROPN'],['PERSON'],1,1,1,['riksen'],1
US223289A,1880-01-06,William b,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['william', 'b']",1
US223306A,1880-01-06,John c,"['PROPN', 'VERB']",['PERSON'],1,1,2,"['john', 'c']",1
US223311A,1880-01-06,William booth,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['william', 'booth']",1
US223316A,1880-01-06,Manlove butleb,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['manlove', 'butleb']",1
US223317A,1880-01-06,William l,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['william', 'l']",1
US223322A,1880-01-06,Peters,['PROPN'],['PERSON'],1,1,1,['peters'],1
US223324A,1880-01-06,William dbiscoll,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['william', 'dbiscoll']",1
US223325A,1880-01-06,George d,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['george', 'd']",1
US223333A,1880-01-06,Clinton fubbish,"['PROPN', 'VERB']",['PERSON'],1,1,2,"['clinton', 'fubbish']",1
US223340A,1880-01-06,Michael geebnee,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['michael', 'geebnee']",1
US223344A,1880-01-06,William h,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['william', 'h']",1
US223354A,1880-01-06,johnson,['PROPN'],['PERSON'],1,1,1,['johnson'],1
US223356A,1880-01-06,jones,['PROPN'],['PERSON'],1,1,1,['jones'],1
US223357A,1880-01-06,William keenan,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['william', 'keenan']",1
US223358A,1880-01-06,William keenan,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['william', 'keenan']",1
US223370A,1880-01-06,millee,['PROPN'],['PERSON'],1,1,1,['millee'],1
US223376A,1880-01-06,Stephen s,"['PROPN', 'VERB']",['PERSON'],1,1,2,"['stephen', 's']",1
US223382A,1880-01-06,William l,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['william', 'l']",1
US223388A,1880-01-06,William t,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['william', 't']",1
US223392A,1880-01-06,William j,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['william', 'j']",1
US223401A,1880-01-06,Walton d,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['walton', 'd']",1
US223402A,1880-01-06,John w,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['john', 'w']",1
