patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings
US713401A,1902-11-11,clark,['NOUN'],[],0,0,1,['clark'],0
US717600A,1903-01-06,Cross,['NOUN'],[],0,0,1,['cross'],0
US723044A,1903-03-17,betmoub,['NOUN'],[],0,0,1,['betmoub'],0
US730979A,1903-06-16,Heinrich,['NOUN'],[],0,0,1,['heinrich'],0
US743262A,1903-11-03,Setts,['NOUN'],['NORP'],0,0,1,['setts'],0
US748570A,1904-01-05,Bottle,['NOUN'],[],0,0,1,['bottle'],0
US748589A,1904-01-05,Penholder,['NOUN'],[],0,0,1,['penholder'],0
US748590A,1904-01-05,Watchcase,['NOUN'],[],0,0,1,['watchcase'],0
US748608A,1904-01-05,Nozzle,['NOUN'],[],0,0,1,['nozzle'],0
US748619A,1904-01-05,kintner,['NOUN'],[],0,0,1,['kintner'],0
US748625A,1904-01-05,lindsay,['VERB'],[],0,0,1,['lindsay'],0
US748648A,1904-01-05,Stove,['VERB'],[],0,0,1,['stove'],0
US748655A,1904-01-05,rohrer,['VERB'],[],0,0,1,['rohrer'],0
US748671A,1904-01-05,Wrench,['NOUN'],[],0,0,1,['wrench'],0
US748673A,1904-01-05,Button,['NOUN'],[],0,0,1,['button'],0
US748703A,1904-01-05,Island,['NOUN'],[],0,0,1,['island'],0
US748713A,1904-01-05,Heddle,['NOUN'],[],0,0,1,['heddle'],0
US748721A,1904-01-05,goord,['NOUN'],[],0,0,1,['goord'],0
US748760A,1904-01-05,lindsay,['VERB'],[],0,0,1,['lindsay'],0
US748775A,1904-01-05,Wheel,['NOUN'],[],0,0,1,['wheel'],0
US748795A,1904-01-05,soheble,['ADJ'],[],0,0,1,['soheble'],0
US748796A,1904-01-05,Stove,['VERB'],[],0,0,1,['stove'],0
US748798A,1904-01-05,Island,['NOUN'],[],0,0,1,['island'],0
US748799A,1904-01-05,sheppard,['NOUN'],[],0,0,1,['sheppard'],0
US748802A,1904-01-05,Territory,['NOUN'],[],0,0,1,['territory'],0
US748811A,1904-01-05,Switch,['VERB'],[],0,0,1,['switch'],0
US748819A,1904-01-05,Concentrator,['NOUN'],[],0,0,1,['concentrator'],0
US748830A,1904-01-05,Island,['NOUN'],[],0,0,1,['island'],0
US748857A,1904-01-05,Filter,['NOUN'],[],0,0,1,['filter'],0
US748858A,1904-01-05,slopee,['NOUN'],[],0,0,1,['slopee'],0
US748904A,1904-01-05,Adams,['NOUN'],[],0,0,1,['adams'],0
US748914A,1904-01-05,battey,['NOUN'],[],0,0,1,['battey'],0
