patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,is_inventor
US705262A,1902-07-22,lydon,['PROPN'],['PERSON'],1,1,1,['lydon'],1
US748577A,1904-01-05,Eugene bivert,"['ADJ', 'NOUN']",['PERSON'],0,1,2,"['eugene', 'bivert']",1
US748579A,1904-01-05,George beyar,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['george', 'beyar']",1
US748594A,1904-01-05,Peter eyermann,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['peter', 'eyermann']",1
US748602A,1904-01-05,Paul haaqi,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['paul', 'haaqi']",1
US748620A,1904-01-05,kintn el,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['kintn', 'el']",1
US748622A,1904-01-05,Hermann kleinfeldt,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['hermann', 'kleinfeldt']",1
US748629A,1904-01-05,Frank meanley,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['frank', 'meanley']",1
US748645A,1904-01-05,And nashua,"['CCONJ', 'PROPN']",['PERSON'],1,1,2,"['and', 'nashua']",1
US748657A,1904-01-05,Josefine sandberg,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['josefine', 'sandberg']",1
US748658A,1904-01-05,George sanders,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['george', 'sanders']",1
US748705A,1904-01-05,Richard s,"['PROPN', 'PART']",['PERSON'],1,1,2,"['richard', 's']",1
US748711A,1904-01-05,Max elb,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['max', 'elb']",1
US748712A,1904-01-05,Albert fauck,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['albert', 'fauck']",1
US748746A,1904-01-05,Willis s,"['PROPN', 'PART']",['PERSON'],1,1,2,"['willis', 's']",1
US748748A,1904-01-05,kiigsley,['PROPN'],['PERSON'],1,1,1,['kiigsley'],1
US748753A,1904-01-05,Max korff,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['max', 'korff']",1
US748792A,1904-01-05,Jane eobbert,"['NOUN', 'NOUN']",['PERSON'],0,1,2,"['jane', 'eobbert']",1
US748816A,1904-01-05,Edward f,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['edward', 'f']",1
US748846A,1904-01-05,Robert r,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['robert', 'r']",1
US748893A,1904-01-05,Edward n,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['edward', 'n']",1
US748900A,1904-01-05,Ludwig wertheim,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['ludwig', 'wertheim']",1
US748907A,1904-01-05,Rudolf ziegenberg,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['rudolf', 'ziegenberg']",1
US748925A,1904-01-05,Charles f,"['PROPN', 'X']",['PERSON'],1,1,2,"['charles', 'f']",1
US748937A,1904-01-05,Anton c,"['PROPN', 'X']",['PERSON'],1,1,2,"['anton', 'c']",1
US748956A,1904-01-05,Henry johnson,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['henry', 'johnson']",1
US748969A,1904-01-05,Colin melville,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['colin', 'melville']",1
US748974A,1904-01-05,Andrew f,"['PROPN', 'X']",['PERSON'],1,1,2,"['andrew', 'f']",1
US748977A,1904-01-05,Frederick h,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['frederick', 'h']",1
US748981A,1904-01-05,oliver,['PROPN'],['PERSON'],1,1,1,['oliver'],1
US749024A,1904-01-05,John l,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['john', 'l']",1
US749046A,1904-01-05,William f,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['william', 'f']",1
US749069A,1904-01-05,William leahy,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['william', 'leahy']",1
US749117A,1904-01-05,John wagner,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['john', 'wagner']",1
US749119A,1904-01-05,John weber,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['john', 'weber']",1
US749126A,1904-01-05,Frederick w,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['frederick', 'w']",1
US749127A,1904-01-05,Frederick w,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['frederick', 'w']",1
US749149A,1904-01-12,Croit,['NOUN'],['PERSON'],0,1,1,['croit'],1
US749174A,1904-01-12,William w,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['william', 'w']",1
US749185A,1904-01-12,Eudolf hagee,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['eudolf', 'hagee']",1
US749199A,1904-01-12,jones,['PROPN'],['PERSON'],1,1,1,['jones'],1
US749218A,1904-01-12,William h,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['william', 'h']",1
US749227A,1904-01-12,Bela rosenfeld,"['PROPN', 'VERB']",['PERSON'],1,1,2,"['bela', 'rosenfeld']",1
