patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,bad_endings
US2902077A,1959-09-01,fuchs,['NOUN'],[],0,0,1,0
US2903324A,1959-09-08,Hasoi,['NOUN'],[],0,0,1,0
US2903441A,1959-09-08,Storage,['NOUN'],[],0,0,1,0
US2903465A,1959-09-08,Epoxidation,['NOUN'],[],0,0,1,0
US2904386A,1959-09-15,Foreign,['ADJ'],[],0,0,1,0
US2904754A,1959-09-15,freeman,['VERB'],[],0,0,1,0
US2905669A,1959-09-22,Tjsiylationofoxazesidinones,['NOUN'],[],0,0,1,0
US2908895A,1959-10-13,Cooper,['NOUN'],[],0,0,1,0
US2909108A,1959-10-20,Rander,['NOUN'],[],0,0,1,0
US2910650A,1959-10-27,Boddy,['NOUN'],['GPE'],0,0,1,0
US2913744A,1959-11-24,gregersen,['VERB'],[],0,0,1,0
US2914247A,1959-11-24,ellerbeck,['VERB'],[],0,0,1,0
US2914793A,1959-12-01,mcmahan,['INTJ'],[],0,0,1,0
US2915050A,1959-12-01,allred,['VERB'],[],0,0,1,0
US2915530A,1959-12-01,Diacetals,['NOUN'],[],0,0,1,0
US2915826A,1959-12-08,Bruscaglioni,['ADJ'],[],0,0,1,0
US2915983A,1959-12-08,berrian,['ADJ'],[],0,0,1,0
US2916262A,1959-12-08,flores,['NOUN'],[],0,0,1,0
US2916490A,1959-12-08,Ocjhs,['NOUN'],[],0,0,1,0
US2916961A,1959-12-15,Schwidefsky,['NOUN'],[],0,0,1,0
US2919852A,1960-01-05,ellerbeck,['VERB'],[],0,0,1,0
US2920223A,1960-01-05,Pxras,['NOUN'],[],0,0,1,0
US2922089A,1960-01-19,pettitt,['VERB'],[],0,0,1,0
US2922440A,1954-06-08,Klute,['ADJ'],[],0,0,1,0
US2923891A,1956-06-11,Decade,['NOUN'],[],0,0,1,0
US2923893A,1960-02-02,Phase,['NOUN'],[],0,0,1,0
US2923896A,1960-02-02,leake,['NOUN'],[],0,0,1,0
US2923900A,1960-02-02,Poschenrieder,['NOUN'],[],0,0,1,0
