patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings
US1105809A,1914-08-04,office,['NOUN'],[],0,0,1,['office'],0
US1105811A,1914-08-04,mcbeety,['NOUN'],[],0,0,1,['mcbeety'],0
US1105825A,1914-08-04,norling,['VERB'],[],0,0,1,['norling'],0
US1105839A,1914-08-04,richards,['NOUN'],[],0,0,1,['richards'],0
US1116157A,1914-11-03,suits,['NOUN'],[],0,0,1,['suits'],0
US1117609A,1914-11-17,Combination,['NOUN'],[],0,0,1,['combination'],0
US1122263A,1914-12-29,ditto,['NOUN'],[],0,0,1,['ditto'],0
US1140637A,1915-05-25,vxight,['VERB'],[],0,0,1,['vxight'],0
US1142348A,1915-06-08,merrill,['NOUN'],['ORG'],0,0,1,['merrill'],0
US1145246A,1915-07-06,Blowpipe,['NOUN'],[],0,0,1,['blowpipe'],0
US1145354A,1915-07-06,fanning,['VERB'],[],0,0,1,['fanning'],0
US1146484A,1915-07-13,dunwoody,['NOUN'],[],0,0,1,['dunwoody'],0
US1148998A,1915-08-03,sears,['NOUN'],['ORG'],0,0,1,['sears'],0
US1148999A,1915-08-03,shpetner,['NOUN'],[],0,0,1,['shpetner'],0
US1149846A,1915-08-10,Planocjkai,['NOUN'],[],0,0,1,['planocjkai'],0
US1149856A,1915-08-10,Planograph,['ADJ'],[],0,0,1,['planograph'],0
US1157032A,1915-10-19,ohnstrand,['NOUN'],[],0,0,1,['ohnstrand'],0
US1167565A,1916-01-11,Planogriaph,['NOUN'],[],0,0,1,['planogriaph'],0
US1173062A,1916-02-22,trinks,['NOUN'],[],0,0,1,['trinks'],0
US1176816A,1916-03-28,Fontaine,['NOUN'],[],0,0,1,['fontaine'],0
US1177752A,1916-04-04,Plandgraph,['NOUN'],[],0,0,1,['plandgraph'],0
US1193002A,1916-08-01,Inhaleb,['NOUN'],[],0,0,1,['inhaleb'],0
US1193004A,1916-08-01,fornaga,['NOUN'],[],0,0,1,['fornaga'],0
US1193007A,1916-08-01,fuller,['NOUN'],[],0,0,1,['fuller'],0
US1193008A,1916-08-01,Clutch,['VERB'],[],0,0,1,['clutch'],0
US1193015A,1916-08-01,hemme,['ADJ'],[],0,0,1,['hemme'],0
US1193025A,1916-08-01,Renewed,['VERB'],[],0,0,1,['renewed'],0
US1193026A,1916-08-01,Cztjk,['NOUN'],[],0,0,1,['cztjk'],0
US1193037A,1916-08-01,mcpherson,['NOUN'],[],0,0,1,['mcpherson'],0
US1193039A,1916-08-01,marbach,['VERB'],[],0,0,1,['marbach'],0
US1193042A,1916-08-01,mercier,['ADJ'],[],0,0,1,['mercier'],0
US1193045A,1916-08-01,miles,['NOUN'],[],0,0,1,['miles'],0
US1193047A,1916-08-01,Chair,['NOUN'],[],0,0,1,['chair'],0
US1193054A,1916-08-01,Fireplace,['NOUN'],[],0,0,1,['fireplace'],0
US1193074A,1916-08-01,sasgen,['NOUN'],[],0,0,1,['sasgen'],0
US1193078A,1916-08-01,Island,['NOUN'],[],0,0,1,['island'],0
US1193081A,1916-08-01,Giten,['VERB'],[],0,0,1,['giten'],0
US1193097A,1916-08-01,Erling,['VERB'],[],0,0,1,['erling'],0
US1193113A,1916-08-01,brown,['ADJ'],[],0,0,1,['brown'],0
US1193117A,1916-08-01,blichi,['VERB'],[],0,0,1,['blichi'],0
