patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings
US3600392A,1967-05-19,"1-(9,10",['NUM'],['CARDINAL'],0,0,1,"['1-(9,10']",0
US3600471A,1966-07-22,N,['NUM'],[],0,0,1,['n'],0
US3600472A,1966-11-22,"O-(2,5",['INTJ'],[],0,0,1,"['o-(2,5']",0
US3631101A,1967-12-28,P,['NOUN'],[],0,0,1,['p'],0
US3631173A,1970-01-06,2,['NUM'],['CARDINAL'],0,0,1,['2'],0
US3632777A,1967-08-14,Nitro,['NOUN'],['ORG'],0,0,1,['nitro'],0
US3634418A,1969-08-20,3,['NUM'],['CARDINAL'],0,0,1,['3'],0
US3634556A,1968-07-15,O-(1,['NOUN'],[],0,0,1,['o-(1'],0
US3635962A,1968-11-08,4,['NUM'],['CARDINAL'],0,0,1,['4'],0
US3635976A,1967-12-20,1,['NUM'],['CARDINAL'],0,0,1,['1'],0
US3635991A,1969-09-16,8-(2,['NUM'],[],0,0,1,['8-(2'],0
US3636014A,1969-10-24,17beta-(alkylthioalkyl)aminoandrost,['NOUN'],[],0,0,1,['17beta-(alkylthioalkyl)aminoandrost'],0
US3636076A,1969-04-16,N,['NUM'],[],0,0,1,['n'],0
US3636085A,1969-04-01,Perfluoroalkylsulfonamido,['NOUN'],['ORG'],0,0,1,['perfluoroalkylsulfonamido'],0
US3636143A,1969-11-07,O-(2,['NOUN'],[],0,0,1,['o-(2'],0
US3636220A,1969-07-24,1,['NUM'],['CARDINAL'],0,0,1,['1'],0
US3637714A,1966-11-16,5,['NUM'],['CARDINAL'],0,0,1,['5'],0
US3637851A,1967-10-18,N,['NUM'],[],0,0,1,['n'],0
US3639414A,1967-05-01,1-(2,['NUM'],[],0,0,1,['1-(2'],0
US3641015A,1969-01-17,7,['NUM'],['CARDINAL'],0,0,1,['7'],0
US3641068A,1969-01-31,17alpha-(2,['NUM'],[],0,0,1,['17alpha-(2'],0
US3641241A,1969-11-24,Tylosin,['NOUN'],[],0,0,1,['tylosin'],0
US3642769A,1967-07-15,Arylazodialkylaminoalkyl(2,['NOUN'],[],0,0,1,['arylazodialkylaminoalkyl(2'],0
US3644437A,1969-08-22,17alpha,['X'],['CARDINAL'],0,0,1,['17alpha'],0
US3644598A,1968-06-14,1,['NUM'],['CARDINAL'],0,0,1,['1'],0
US3646021A,1970-07-16,4,['NUM'],['CARDINAL'],0,0,1,['4'],0
US3646172A,1965-04-05,1,['NUM'],['CARDINAL'],0,0,1,['1'],0
US3649690A,1966-04-07,N,['NUM'],[],0,0,1,['n'],0
US3651228A,1969-11-06,17,['NUM'],['CARDINAL'],0,0,1,['17'],0
US3652573A,1967-03-01,N-(3-(4,['VERB'],[],0,0,1,['n-(3-(4'],0
US3654277A,1968-09-19,1,['NUM'],['CARDINAL'],0,0,1,['1'],0
US3655728A,1970-07-22,N-(2,['NOUN'],['GPE'],0,0,1,['n-(2'],0
US3657234A,1968-10-23,O-(benzo,['NOUN'],[],0,0,1,['o-(benzo'],0
US3657439A,1967-05-08,5,['NUM'],['CARDINAL'],0,0,1,['5'],0
US3660375A,1969-01-14,Beta,['NOUN'],[],0,0,1,['beta'],0
US3663540A,1970-06-19,7,['NUM'],['CARDINAL'],0,0,1,['7'],0
US3663547A,1970-07-31,"2,3,4,5",['NUM'],[],0,0,1,"['2,3,4,5']",0
US3663697A,1970-10-07,3,['NUM'],['CARDINAL'],0,0,1,['3'],0
US3677921A,1970-10-29,"Poly(1,12",['X'],[],0,0,1,"['poly(1,12']",0
US3680034A,1969-07-17,Connector,['NOUN'],[],0,0,1,['connector'],0
US3686165A,1970-09-09,2,['NUM'],['CARDINAL'],0,0,1,['2'],0
US3698886A,1968-06-04,1-(3,['NUM'],['CARDINAL'],0,0,1,['1-(3'],0
