patent_number,date,title,tokens,nltk_pos,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,bad_endings
US1606073A,1926-11-09,hebberd,['hebberd'],"[('hebberd', 'NN')]",['NOUN'],[],0,0,1,0
US1606082A,1926-11-09,kirchhoff,['kirchhoff'],"[('kirchhoff', 'NN')]",['VERB'],['ORG'],0,0,1,0
US1606086A,1926-11-09,kruse,['kruse'],"[('kruse', 'NN')]",['VERB'],['ORG'],0,0,1,0
US1606093A,1926-11-09,mohin,['mohin'],"[('mohin', 'NN')]",['VERB'],[],0,0,1,0
US1606120A,1926-11-09,Heater,['Heater'],"[('Heater', 'NN')]",['NOUN'],[],0,0,1,0
US1606206A,1926-11-09,Device,['Device'],"[('Device', 'NN')]",['NOUN'],[],0,0,1,0
US1606384A,1926-11-09,roberts,['roberts'],"[('roberts', 'NNS')]",['NOUN'],[],0,0,1,0
US1606514A,1926-11-09,Universal,['Universal'],"[('Universal', 'NN')]",['ADJ'],[],0,0,1,0
US1606516A,1926-11-09,Valise,['Valise'],"[('Valise', 'NN')]",['NOUN'],[],0,0,1,0
US1606521A,1926-11-09,Bearing,['Bearing'],"[('Bearing', 'NN')]",['VERB'],[],0,0,1,0
US1606527A,1926-11-09,Perforating,['Perforating'],"[('Perforating', 'VBG')]",['VERB'],[],0,0,1,0
US1606705A,1926-11-09,joannides,['joannides'],"[('joannides', 'NNS')]",['VERB'],[],0,0,1,0
US1606716A,1926-11-09,munyard,['munyard'],"[('munyard', 'NN')]",['NOUN'],[],0,0,1,0
US1606729A,1926-11-09,Press,['Press'],"[('Press', 'NN')]",['NOUN'],[],0,0,1,0
US1607014A,1926-11-16,Device,['Device'],"[('Device', 'NN')]",['NOUN'],[],0,0,1,0
US1607374A,1926-11-16,warhus,['warhus'],"[('warhus', 'NN')]",['NOUN'],[],0,0,1,0
US1607458A,1926-11-16,Eurhace,['Eurhace'],"[('Eurhace', 'NN')]",['VERB'],[],0,0,1,0
US1607728A,1926-11-23,diskin,['diskin'],"[('diskin', 'NN')]",['NOUN'],[],0,0,1,0
US1607773A,1926-11-23,moody,['moody'],"[('moody', 'NN')]",['ADJ'],[],0,0,1,0
US1607830A,1926-11-23,Carburetor,['Carburetor'],"[('Carburetor', 'NN')]",['NOUN'],[],0,0,1,0
US1608043A,1926-11-23,District,['District'],"[('District', 'NNP')]",['NOUN'],[],0,0,1,0
US1608185A,1926-11-23,ruthven,['ruthven'],"[('ruthven', 'NN')]",['VERB'],[],0,0,1,0
US1608226A,1926-11-23,mauran,['mauran'],"[('mauran', 'NN')]",['NOUN'],[],0,0,1,0
US1608269A,1926-11-23,freund,['freund'],"[('freund', 'NN')]",['VERB'],[],0,0,1,0
US1608384A,1926-11-23,giehler,['giehler'],"[('giehler', 'NN')]",['NOUN'],[],0,0,1,0
US1608436A,1926-11-23,Gabment,['Gabment'],"[('Gabment', 'NN')]",['NOUN'],[],0,0,1,0
US1608519A,1926-11-30,Valve,['Valve'],"[('Valve', 'VB')]",['VERB'],[],0,0,1,0
US1608520A,1926-11-30,System,['System'],"[('System', 'NN')]",['NOUN'],[],0,0,1,0
US1608630A,1926-11-30,Draft,['Draft'],"[('Draft', 'NN')]",['NOUN'],[],0,0,1,0
US1609000A,1926-11-30,schneider,['schneider'],"[('schneider', 'NN')]",['NOUN'],[],0,0,1,0
US1609155A,1926-11-30,catell,['catell'],"[('catell', 'NN')]",['VERB'],[],0,0,1,0
US1609376A,1924-06-30,Textile,['Textile'],"[('Textile', 'NN')]",['NOUN'],[],0,0,1,0
US1609383A,1926-12-07,shangk,['shangk'],"[('shangk', 'NN')]",['ADJ'],[],0,0,1,0
US1609395A,1926-12-07,bailey,['bailey'],"[('bailey', 'NN')]",['NOUN'],[],0,0,1,0
US1609427A,1926-12-07,queneau,['queneau'],"[('queneau', 'NN')]",['NOUN'],[],0,0,1,0
US1609430A,1926-12-07,Sfjkt,['Sfjkt'],"[('Sfjkt', 'NN')]",['NOUN'],[],0,0,1,0
US1609812A,1926-12-07,Underpinning,['Underpinning'],"[('Underpinning', 'VBG')]",['VERB'],[],0,0,1,0
US1609821A,1926-12-07,Awmtbtg,['Awmtbtg'],"[('Awmtbtg', 'NN')]",['NOUN'],[],0,0,1,0
US1609961A,1926-12-07,Tobies,['Tobies'],"[('Tobies', 'NNS')]",['NOUN'],[],0,0,1,0
US1610149A,1926-12-07,Folder,['Folder'],"[('Folder', 'NN')]",['NOUN'],[],0,0,1,0
US1610187A,1926-12-07,Island,['Island'],"[('Island', 'NN')]",['NOUN'],[],0,0,1,0
US1610207A,1926-12-07,Saxophone,['Saxophone'],"[('Saxophone', 'NN')]",['NOUN'],[],0,0,1,0
US1611145A,1926-12-14,Standard,['Standard'],"[('Standard', 'NN')]",['ADJ'],[],0,0,1,0
US1611237A,1926-12-21,ruthveem,['ruthveem'],"[('ruthveem', 'NN')]",['VERB'],[],0,0,1,0
US1611314A,1926-12-21,weeks,['weeks'],"[('weeks', 'NNS')]",['NOUN'],[],0,0,1,0
US1611543A,1926-12-21,Device,['Device'],"[('Device', 'NN')]",['NOUN'],[],0,0,1,0
US1611683A,1926-12-21,schurch,['schurch'],"[('schurch', 'NN')]",['ADJ'],[],0,0,1,0
US1611701A,1926-12-21,wilson,['wilson'],"[('wilson', 'NN')]",['NOUN'],['ORG'],0,0,1,0
US1611854A,1926-12-21,damrow,['damrow'],"[('damrow', 'NN')]",['VERB'],[],0,0,1,0
US1611861A,1926-12-21,rushmore,['rushmore'],"[('rushmore', 'NN')]",['NOUN'],[],0,0,1,0
US1612188A,1926-12-28,Device,['Device'],"[('Device', 'NN')]",['NOUN'],[],0,0,1,0
US1612190A,1926-12-28,hirschler,['hirschler'],"[('hirschler', 'NN')]",['NOUN'],[],0,0,1,0
US1612454A,1926-12-28,luttropp,['luttropp'],"[('luttropp', 'NN')]",['ADJ'],[],0,0,1,0
US1612455A,1926-12-28,Device,['Device'],"[('Device', 'NN')]",['NOUN'],[],0,0,1,0
US1612527A,1926-12-28,Handlakp,['Handlakp'],"[('Handlakp', 'NN')]",['NOUN'],[],0,0,1,0
US1612658A,1926-12-28,soubier,['soubier'],"[('soubier', 'NN')]",['ADJ'],[],0,0,1,0
US1612688A,1926-12-28,Island,['Island'],"[('Island', 'NN')]",['NOUN'],[],0,0,1,0
US1612726A,1926-12-28,Poration,['Poration'],"[('Poration', 'NN')]",['NOUN'],[],0,0,1,0
US1612897A,1927-01-04,Thermocouple,['Thermocouple'],"[('Thermocouple', 'NN')]",['PRON'],[],0,0,1,0
US1613182A,1927-01-04,Island,['Island'],"[('Island', 'NN')]",['NOUN'],[],0,0,1,0
US1613220A,1927-01-04,brown,['brown'],"[('brown', 'NN')]",['ADJ'],[],0,0,1,0
US1613631A,1927-01-11,weiss,['weiss'],"[('weiss', 'NN')]",['VERB'],['ORG'],0,0,1,0
US1613692A,1927-01-11,chase,['chase'],"[('chase', 'NN')]",['NOUN'],[],0,0,1,0
US1613769A,1927-01-11,Calendar,['Calendar'],"[('Calendar', 'NN')]",['NOUN'],[],0,0,1,0
US1614087A,1927-01-11,Bumper,['Bumper'],"[('Bumper', 'IN')]",['NOUN'],[],0,0,1,0
US1614255A,1927-01-11,philbin,['philbin'],"[('philbin', 'NN')]",['VERB'],[],0,0,1,0
US1614569A,1927-01-18,parcells,['parcells'],"[('parcells', 'NNS')]",['VERB'],[],0,0,1,0
US1614692A,1927-01-18,schroeder,['schroeder'],"[('schroeder', 'NN')]",['VERB'],[],0,0,1,0
US1615033A,1927-01-18,fetter,['fetter'],"[('fetter', 'NN')]",['NOUN'],[],0,0,1,0
US1615206A,1927-01-18,Gesellschaft,['Gesellschaft'],"[('Gesellschaft', 'NN')]",['NOUN'],[],0,0,1,0
US1615415A,1927-01-25,tandel,['tandel'],"[('tandel', 'NN')]",['NOUN'],[],0,0,1,0
US1615883A,1927-02-01,Calculator,['Calculator'],"[('Calculator', 'NN')]",['NOUN'],[],0,0,1,0
US1616196A,1927-02-01,Etjrnace,['Etjrnace'],"[('Etjrnace', 'NN')]",['NOUN'],[],0,0,1,0
US1616275A,1927-02-01,olsen,['olsen'],"[('olsen', 'NN')]",['VERB'],[],0,0,1,0
US1616392A,1927-02-01,provost,['provost'],"[('provost', 'NN')]",['VERB'],[],0,0,1,0
US1616633A,1927-02-08,Island,['Island'],"[('Island', 'NN')]",['NOUN'],[],0,0,1,0
US1616737A,1927-02-08,Petee,['Petee'],"[('Petee', 'NN')]",['NOUN'],[],0,0,1,0
US1616754A,1927-02-08,mechau,['mechau'],"[('mechau', 'NN')]",['NOUN'],[],0,0,1,0
US1616918A,1927-02-08,neidich,['neidich'],"[('neidich', 'JJ')]",['ADV'],[],0,0,1,0
US1617266A,1927-02-08,mfinard,['mfinard'],"[('mfinard', 'NN')]",['ADJ'],[],0,0,1,0
US1617652A,1927-02-15,Stethoscope,['Stethoscope'],"[('Stethoscope', 'NN')]",['NOUN'],[],0,0,1,0
US1617939A,1927-02-15,Ventilator,['Ventilator'],"[('Ventilator', 'NN')]",['NOUN'],[],0,0,1,0
US1618041A,1927-02-15,avery,['avery'],"[('avery', 'NN')]",['NOUN'],[],0,0,1,0
US1618106A,1927-02-15,Refrigerator,['Refrigerator'],"[('Refrigerator', 'NN')]",['NOUN'],[],0,0,1,0
US1618250A,1927-02-22,Doorstop,['Doorstop'],"[('Doorstop', 'NN')]",['VERB'],[],0,0,1,0
US1618262A,1927-02-22,barger,['barger'],"[('barger', 'NN')]",['ADJ'],[],0,0,1,0
US1618271A,1927-02-22,cramer,['cramer'],"[('cramer', 'NN')]",['NOUN'],[],0,0,1,0
US1618488A,1927-02-22,stockwell,['stockwell'],"[('stockwell', 'NN')]",['ADJ'],[],0,0,1,0
US1618988A,1927-03-01,Canning,['Canning'],"[('Canning', 'VBG')]",['VERB'],[],0,0,1,0
US1619161A,1926-07-16,Tories,['Tories'],"[('Tories', 'NNS')]",['NOUN'],[],0,0,1,0
US1619230A,1927-03-01,Calculator,['Calculator'],"[('Calculator', 'NN')]",['NOUN'],[],0,0,1,0
US1619438A,1927-03-01,Offic,['Offic'],"[('Offic', 'NN')]",['NOUN'],[],0,0,1,0
US1619633A,1927-03-01,nicholson,['nicholson'],"[('nicholson', 'NN')]",['NOUN'],['ORG'],0,0,1,0
US1619645A,1927-03-01,Bands,['Bands'],"[('Bands', 'NNS')]",['NOUN'],[],0,0,1,0
US1619762A,1927-03-01,reinhart,['reinhart'],"[('reinhart', 'NN')]",['NOUN'],[],0,0,1,0
US1619838A,1927-03-08,white,['white'],"[('white', 'JJ')]",['ADJ'],[],0,0,1,0
US1619903A,1927-03-08,watts,['watts'],"[('watts', 'NN')]",['NOUN'],['LOC'],0,0,1,0
US1619932A,1927-03-08,hayfkins,['hayfkins'],"[('hayfkins', 'NNS')]",['NOUN'],[],0,0,1,0
US1620157A,1927-03-08,Sachusetts,['Sachusetts'],"[('Sachusetts', 'NN')]",['NOUN'],['GPE'],0,0,1,0
US1620489A,1927-03-08,price,['price'],"[('price', 'NN')]",['NOUN'],[],0,0,1,0
US1620631A,1927-03-15,Tories,['Tories'],"[('Tories', 'NNS')]",['NOUN'],[],0,0,1,0
US1620653A,1927-03-15,haseltine,['haseltine'],"[('haseltine', 'NN')]",['NOUN'],[],0,0,1,0
US1620731A,1927-03-15,moorhouse,['moorhouse'],"[('moorhouse', 'NN')]",['VERB'],[],0,0,1,0
US1620760A,1927-03-15,hayes,['hayes'],"[('hayes', 'NNS')]",['NOUN'],[],0,0,1,0
US1620827A,1927-03-15,Carburetor,['Carburetor'],"[('Carburetor', 'NN')]",['NOUN'],[],0,0,1,0
US1621161A,1927-03-15,green,['green'],"[('green', 'JJ')]",['ADJ'],[],0,0,1,0
US1621177A,1927-03-15,Poration,['Poration'],"[('Poration', 'NN')]",['NOUN'],[],0,0,1,0
US1621227A,1927-03-15,wetmore,['wetmore'],"[('wetmore', 'NN')]",['VERB'],[],0,0,1,0
US1621246A,1927-03-15,goddard,['goddard'],"[('goddard', 'NN')]",['ADV'],[],0,0,1,0
US1621373A,1927-03-15,Lighter,['Lighter'],"[('Lighter', 'NN')]",['ADJ'],[],0,0,1,0
US1621564A,1927-03-22,Bostoh,['Bostoh'],"[('Bostoh', 'NN')]",['ADV'],[],0,0,1,0
US1621601A,1927-03-22,resek,['resek'],"[('resek', 'NN')]",['NOUN'],[],0,0,1,0
US1621782A,1927-03-22,hopkins,['hopkins'],"[('hopkins', 'NNS')]",['NOUN'],[],0,0,1,0
US1621824A,1927-03-22,boesger,['boesger'],"[('boesger', 'NN')]",['NOUN'],[],0,0,1,0
US1621964A,1927-03-22,walker,['walker'],"[('walker', 'NN')]",['VERB'],[],0,0,1,0
US1622009A,1927-03-22,springhorn,['springhorn'],"[('springhorn', 'NN')]",['VERB'],[],0,0,1,0
US1622018A,1927-03-22,adler,['adler'],"[('adler', 'NN')]",['NOUN'],[],0,0,1,0
US1622047A,1927-03-22,pettis,['pettis'],"[('pettis', 'NN')]",['NOUN'],[],0,0,1,0
US1622049A,1927-03-22,ramsey,['ramsey'],"[('ramsey', 'NN')]",['NOUN'],[],0,0,1,0
US1622051A,1927-03-22,rhoaos,['rhoaos'],"[('rhoaos', 'NN')]",['NOUN'],[],0,0,1,0
US1622054A,1927-03-22,rowley,['rowley'],"[('rowley', 'NN')]",['NOUN'],[],0,0,1,0
US1622086A,1927-03-22,brown,['brown'],"[('brown', 'NN')]",['ADJ'],[],0,0,1,0
US1622432A,1927-03-29,Panies,['Panies'],"[('Panies', 'NNS')]",['NOUN'],[],0,0,1,0
US1622440A,1927-03-29,gammeter,['gammeter'],"[('gammeter', 'NN')]",['NOUN'],[],0,0,1,0
US1622509A,1927-03-29,Ments,['Ments'],"[('Ments', 'NNS')]",['NOUN'],[],0,0,1,0
US1622556A,1927-03-29,wildhaber,['wildhaber'],"[('wildhaber', 'NN')]",['NOUN'],[],0,0,1,0
US1622563A,1927-03-29,barkley-,['barkley-'],"[('barkley-', 'NN')]",['VERB'],[],0,0,1,0
US1622649A,1927-03-29,Switch,['Switch'],"[('Switch', 'NN')]",['VERB'],[],0,0,1,0
US1623348A,1927-04-05,Ellipsograph,['Ellipsograph'],"[('Ellipsograph', 'NN')]",['NOUN'],[],0,0,1,0
US1623383A,1927-04-05,burkholder,['burkholder'],"[('burkholder', 'NN')]",['NOUN'],[],0,0,1,0
US1623460A,1927-04-05,becker,['becker'],"[('becker', 'NN')]",['NOUN'],[],0,0,1,0
US1623606A,1927-04-05,toniolo,['toniolo'],"[('toniolo', 'NN')]",['VERB'],[],0,0,1,0
US1623643A,1927-04-05,Gauge,['Gauge'],"[('Gauge', 'NN')]",['NOUN'],[],0,0,1,0
US1623714A,1927-04-05,barnay,['barnay'],"[('barnay', 'NN')]",['NOUN'],[],0,0,1,0
US1623810A,1927-04-05,pfainnenstiehl,['pfainnenstiehl'],"[('pfainnenstiehl', 'NN')]",['NOUN'],[],0,0,1,0
US1623821A,1927-04-05,Escape,['Escape'],"[('Escape', 'NN')]",['VERB'],[],0,0,1,0
US1623932A,1927-04-05,stephens,['stephens'],"[('stephens', 'NNS')]",['NOUN'],[],0,0,1,0
US1623947A,1927-04-05,frick,['frick'],"[('frick', 'NN')]",['ADJ'],[],0,0,1,0
US1623960A,1927-04-12,byerlein,['byerlein'],"[('byerlein', 'NN')]",['ADJ'],[],0,0,1,0
US1623980A,1927-04-12,small,['small'],"[('small', 'JJ')]",['ADJ'],[],0,0,1,0
US1623983A,1927-04-12,Trustees,['Trustees'],"[('Trustees', 'NNS')]",['NOUN'],[],0,0,1,0
US1624100A,1927-04-12,hawkins,['hawkins'],"[('hawkins', 'NNS')]",['NOUN'],[],0,0,1,0
US1624104A,1927-04-12,Machine,['Machine'],"[('Machine', 'NN')]",['NOUN'],[],0,0,1,0
US1624124A,1927-04-12,Printer,['Printer'],"[('Printer', 'NN')]",['NOUN'],[],0,0,1,0
US1624201A,1927-04-12,Radiosignaling,['Radiosignaling'],"[('Radiosignaling', 'VBG')]",['VERB'],[],0,0,1,0
US1624269A,1927-04-12,Motor,['Motor'],"[('Motor', 'NNP')]",['NOUN'],[],0,0,1,0
US1624291A,1927-04-12,Ventilator,['Ventilator'],"[('Ventilator', 'NN')]",['NOUN'],[],0,0,1,0
US1624396A,1925-09-17,curtis,['curtis'],"[('curtis', 'NN')]",['NOUN'],[],0,0,1,0
US1624638A,1927-04-12,Trustee,['Trustee'],"[('Trustee', 'NN')]",['NOUN'],['ORG'],0,0,1,0
US1624788A,1927-04-12,Combination,['Combination'],"[('Combination', 'NN')]",['NOUN'],[],0,0,1,0
US1624792A,1927-04-12,larkin,['larkin'],"[('larkin', 'NN')]",['NOUN'],[],0,0,1,0
US1624862A,1927-04-12,Table,['Table'],"[('Table', 'NN')]",['NOUN'],[],0,0,1,0
US1624899A,1927-04-12,Ances,['Ances'],"[('Ances', 'NNS')]",['NOUN'],[],0,0,1,0
US1625102A,1927-04-19,secor,['secor'],"[('secor', 'NN')]",['NOUN'],[],0,0,1,0
US1625112A,1927-04-19,Wheeler,['Wheeler'],"[('Wheeler', 'NN')]",['NOUN'],[],0,0,1,0
US1625127A,1927-04-19,malone,['malone'],"[('malone', 'NN')]",['NOUN'],[],0,0,1,0
US1625319A,1927-04-19,Sachusetts,['Sachusetts'],"[('Sachusetts', 'NN')]",['NOUN'],['GPE'],0,0,1,0
US1625327A,1927-04-19,Sachusetts,['Sachusetts'],"[('Sachusetts', 'NN')]",['NOUN'],['GPE'],0,0,1,0
US1625330A,1927-04-19,pinkus,['pinkus'],"[('pinkus', 'NN')]",['NOUN'],[],0,0,1,0
US1625388A,1927-04-19,chilson,['chilson'],"[('chilson', 'NN')]",['NOUN'],[],0,0,1,0
US1625413A,1927-04-19,Signments,['Signments'],"[('Signments', 'NNS')]",['NOUN'],[],0,0,1,0
US1625444A,1927-04-19,andres,['andres'],"[('andres', 'NNS')]",['NOUN'],[],0,0,1,0
US1625484A,1927-04-19,office,['office'],"[('office', 'NN')]",['NOUN'],[],0,0,1,0
US1625523A,1927-04-19,Stocking,['Stocking'],"[('Stocking', 'VBG')]",['VERB'],[],0,0,1,0
US1625573A,1927-04-19,Carburetor,['Carburetor'],"[('Carburetor', 'NN')]",['NOUN'],[],0,0,1,0
US1625633A,1925-04-24,thero,['thero'],"[('thero', 'NN')]",['NOUN'],[],0,0,1,0
US1625729A,1927-04-19,Tongs,['Tongs'],"[('Tongs', 'NNS')]",['NOUN'],['GPE'],0,0,1,0
US1625869A,1927-04-26,Tojst,['Tojst'],"[('Tojst', 'NN')]",['ADJ'],[],0,0,1,0
US1625874A,1927-04-26,Assiasrok,['Assiasrok'],"[('Assiasrok', 'NN')]",['NOUN'],[],0,0,1,0
US1625914A,1927-04-26,jcaises,['jcaises'],"[('jcaises', 'NNS')]",['NOUN'],[],0,0,1,0
US1625998A,1927-04-26,hindahl,['hindahl'],"[('hindahl', 'NN')]",['VERB'],[],0,0,1,0
US1626395A,1927-04-26,crowley,['crowley'],"[('crowley', 'NN')]",['NOUN'],[],0,0,1,0
US1626560A,1927-04-26,schneider,['schneider'],"[('schneider', 'NN')]",['NOUN'],[],0,0,1,0
US1626586A,1927-04-26,sprague,['sprague'],"[('sprague', 'NN')]",['NOUN'],[],0,0,1,0
US1626665A,1919-04-11,Relay,['Relay'],"[('Relay', 'NN')]",['VERB'],[],0,0,1,0
US1626666A,1927-05-03,Humidifier,['Humidifier'],"[('Humidifier', 'JJR')]",['NOUN'],[],0,0,1,0
US1626667A,1927-05-03,Humidifier,['Humidifier'],"[('Humidifier', 'JJR')]",['NOUN'],[],0,0,1,0
US1626698A,1927-05-03,rouse,['rouse'],"[('rouse', 'NN')]",['VERB'],[],0,0,1,0
US1626781A,1927-05-03,Island,['Island'],"[('Island', 'NN')]",['NOUN'],[],0,0,1,0
US1626938A,1927-05-03,kelly,['kelly'],"[('kelly', 'RB')]",['ADV'],[],0,0,1,0
US1627504A,1927-05-03,Lavatory,['Lavatory'],"[('Lavatory', 'NN')]",['NOUN'],[],0,0,1,0
US1627670A,1927-05-10,shook,['shook'],"[('shook', 'NN')]",['VERB'],[],0,0,1,0
US1627684A,1927-05-10,bates,['bates'],"[('bates', 'NNS')]",['NOUN'],[],0,0,1,0
US1627871A,1927-05-10,stowe,['stowe'],"[('stowe', 'NN')]",['NOUN'],[],0,0,1,0
US1628014A,1927-05-10,wantz,['wantz'],"[('wantz', 'NN')]",['VERB'],[],0,0,1,0
US1628083A,1927-05-10,Refrigerator,['Refrigerator'],"[('Refrigerator', 'NN')]",['NOUN'],[],0,0,1,0
US1628094A,1927-05-10,wigtel,['wigtel'],"[('wigtel', 'NN')]",['NOUN'],[],0,0,1,0
US1628100A,1927-05-10,bacoh,['bacoh'],"[('bacoh', 'NN')]",['NOUN'],[],0,0,1,0
US1628140A,1927-05-10,Damper,['Damper'],"[('Damper', 'NN')]",['NOUN'],['ORG'],0,0,1,0
US1628188A,1927-05-10,Thimble,['Thimble'],"[('Thimble', 'JJ')]",['ADJ'],[],0,0,1,0
US1628328A,1927-05-10,Unite,['Unite'],"[('Unite', 'NN')]",['VERB'],[],0,0,1,0
US1628517A,1927-05-10,Mechanism,['Mechanism'],"[('Mechanism', 'NN')]",['NOUN'],[],0,0,1,0
US1628615A,1927-05-10,sargent,['sargent'],"[('sargent', 'NN')]",['ADJ'],[],0,0,1,0
US1628653A,1921-08-19,chauveau,['chauveau'],"[('chauveau', 'NN')]",['NOUN'],[],0,0,1,0
US1629064A,1927-05-17,bitzel,['bitzel'],"[('bitzel', 'NN')]",['ADJ'],[],0,0,1,0
US1629172A,1927-05-17,murphy,['murphy'],"[('murphy', 'NN')]",['NOUN'],[],0,0,1,0
US1629194A,1927-05-17,Signments,['Signments'],"[('Signments', 'NNS')]",['NOUN'],[],0,0,1,0
US1629223A,1927-05-17,Fireplace,['Fireplace'],"[('Fireplace', 'NN')]",['NOUN'],[],0,0,1,0
US1629260A,1927-05-17,Elatirojs,['Elatirojs'],"[('Elatirojs', 'NN')]",['NOUN'],[],0,0,1,0
US1629338A,1927-05-17,garretson,['garretson'],"[('garretson', 'NN')]",['NOUN'],[],0,0,1,0
US1629502A,1927-05-24,hitchcock,['hitchcock'],"[('hitchcock', 'NN')]",['NOUN'],[],0,0,1,0
US1629614A,1927-05-24,devereaux,['devereaux'],"[('devereaux', 'NN')]",['NUM'],[],0,0,1,0
US1629764A,1927-05-24,Ments,['Ments'],"[('Ments', 'NNS')]",['NOUN'],[],0,0,1,0
US1629776A,1927-05-24,cutler,['cutler'],"[('cutler', 'NN')]",['NOUN'],[],0,0,1,0
US1629780A,1927-05-24,Gogoggoggogogg,['Gogoggoggogogg'],"[('Gogoggoggogogg', 'NN')]",['NOUN'],[],0,0,1,0
US1629928A,1927-05-24,pescara,['pescara'],"[('pescara', 'NN')]",['NOUN'],[],0,0,1,0
US1630014A,1927-05-24,Diiiection,['Diiiection'],"[('Diiiection', 'NN')]",['NOUN'],[],0,0,1,0
US1630055A,1922-04-12,buttolph,['buttolph'],"[('buttolph', 'NN')]",['ADJ'],[],0,0,1,0
US1630351A,1927-05-31,Office,['Office'],"[('Office', 'NN')]",['NOUN'],[],0,0,1,0
US1630366A,1927-05-31,Sweepings,['Sweepings'],"[('Sweepings', 'NNS')]",['NOUN'],[],0,0,1,0
US1630502A,1927-05-31,symons,['symons'],"[('symons', 'NNS')]",['NOUN'],[],0,0,1,0
US1630836A,1927-05-31,Insecticide,['Insecticide'],"[('Insecticide', 'NN')]",['ADJ'],[],0,0,1,0
US1630887A,1927-05-31,Cakbuketor,['Cakbuketor'],"[('Cakbuketor', 'NN')]",['NOUN'],[],0,0,1,0
US1630901A,1927-05-31,Locomotive,['Locomotive'],"[('Locomotive', 'JJ')]",['ADJ'],[],0,0,1,0
US1631102A,1927-05-31,leake,['leake'],"[('leake', 'NN')]",['NOUN'],[],0,0,1,0
US1631173A,1927-06-07,Aware,['Aware'],"[('Aware', 'JJ')]",['INTJ'],[],0,0,1,0
US1631268A,1927-06-07,jacobs,['jacobs'],"[('jacobs', 'NN')]",['NOUN'],[],0,0,1,0
US1631326A,1927-06-07,nordlund,['nordlund'],"[('nordlund', 'NN')]",['VERB'],[],0,0,1,0
US1631476A,1927-06-07,Photographic,['Photographic'],"[('Photographic', 'JJ')]",['ADJ'],[],0,0,1,0
US1631624A,1927-06-07,Prance,['Prance'],"[('Prance', 'NN')]",['NOUN'],[],0,0,1,0
US1631666A,1927-06-07,Window,['Window'],"[('Window', 'NN')]",['NOUN'],[],0,0,1,0
US1631733A,1927-06-07,Webber,['Webber'],"[('Webber', 'NNP')]",['NOUN'],[],0,0,1,0
US1631737A,1927-06-07,knight,['knight'],"[('knight', 'NN')]",['VERB'],[],0,0,1,0
US1631747A,1927-06-07,Poration,['Poration'],"[('Poration', 'NN')]",['NOUN'],[],0,0,1,0
US1631804A,1927-06-07,ferngren,['ferngren'],"[('ferngren', 'NNS')]",['NOUN'],[],0,0,1,0
US1631805A,1927-06-07,ferngren,['ferngren'],"[('ferngren', 'NNS')]",['NOUN'],[],0,0,1,0
US1632416A,1927-06-14,Mechanism,['Mechanism'],"[('Mechanism', 'NN')]",['NOUN'],[],0,0,1,0
US1632450A,1927-06-14,pitcher,['pitcher'],"[('pitcher', 'NN')]",['NOUN'],[],0,0,1,0
US1632465A,1927-06-14,farmer,['farmer'],"[('farmer', 'NN')]",['NOUN'],[],0,0,1,0
US1632649A,1927-06-14,Vabiable,['Vabiable'],"[('Vabiable', 'JJ')]",['ADJ'],[],0,0,1,0
US1632816A,1927-06-21,ambler,['ambler'],"[('ambler', 'NN')]",['NOUN'],[],0,0,1,0
US1632920A,1927-06-21,patten,['patten'],"[('patten', 'NN')]",['VERB'],[],0,0,1,0
US1633108A,1927-06-21,Island,['Island'],"[('Island', 'NN')]",['NOUN'],[],0,0,1,0
US1633261A,1924-07-05,Setts,['Setts'],"[('Setts', 'NN')]",['NOUN'],['NORP'],0,0,1,0
US1633323A,1927-06-21,hainline,['hainline'],"[('hainline', 'NN')]",['VERB'],[],0,0,1,0
US1633475A,1927-06-21,carver,['carver'],"[('carver', 'NN')]",['NOUN'],[],0,0,1,0
US1633538A,1927-06-21,Gesellschaft,['Gesellschaft'],"[('Gesellschaft', 'NN')]",['NOUN'],[],0,0,1,0
US1633627A,1927-06-28,first,['first'],"[('first', 'RB')]",['ADV'],['ORDINAL'],0,0,1,0
US1633633A,1927-06-28,groene,['groene'],"[('groene', 'NN')]",['NOUN'],[],0,0,1,0
US1633870A,1927-06-28,potter,['potter'],"[('potter', 'NN')]",['NOUN'],[],0,0,1,0
US1633990A,1927-06-28,Depbxegmator,['Depbxegmator'],"[('Depbxegmator', 'NN')]",['NOUN'],[],0,0,1,0
US1634042A,1927-06-28,peeters,['peeters'],"[('peeters', 'NNS')]",['NOUN'],[],0,0,1,0
US1634161A,1927-06-28,semple,['semple'],"[('semple', 'NN')]",['ADJ'],[],0,0,1,0
US1634249A,1927-06-28,lindequist,['lindequist'],"[('lindequist', 'NN')]",['NOUN'],[],0,0,1,0
US1634265A,1927-07-05,Heater,['Heater'],"[('Heater', 'NN')]",['NOUN'],[],0,0,1,0
US1634459A,1927-07-05,Pbocess,['Pbocess'],"[('Pbocess', 'NN')]",['ADJ'],[],0,0,1,0
US1635125A,1927-07-05,Machine,['Machine'],"[('Machine', 'NN')]",['NOUN'],[],0,0,1,0
US1635140A,1927-07-05,safes,['safes'],"[('safes', 'NN')]",['NOUN'],[],0,0,1,0
US1635158A,1927-07-05,clement,['clement'],"[('clement', 'NN')]",['VERB'],[],0,0,1,0
