patent_number,date,title,tokens,nltk_pos,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,bad_endings
US1635349A,1927-07-12,Valve,['Valve'],"[('Valve', 'VB')]",['VERB'],[],0,0,1,0
US1635466A,1927-07-12,portland,['portland'],"[('portland', 'NN')]",['NOUN'],[],0,0,1,0
US1635603A,1927-07-12,Lubricator,['Lubricator'],"[('Lubricator', 'NN')]",['NOUN'],[],0,0,1,0
US1635632A,1927-07-12,oldroyd,['oldroyd'],"[('oldroyd', 'NN')]",['VERB'],[],0,0,1,0
US1635636A,1927-07-12,Heater,['Heater'],"[('Heater', 'NN')]",['NOUN'],[],0,0,1,0
US1635856A,1927-07-12,morrill,['morrill'],"[('morrill', 'NN')]",['NOUN'],[],0,0,1,0
US1636201A,1927-07-19,Tories,['Tories'],"[('Tories', 'NNS')]",['NOUN'],[],0,0,1,0
US1636311A,1927-07-19,Stamp,['Stamp'],"[('Stamp', 'NN')]",['NOUN'],[],0,0,1,0
US1636526A,1927-07-19,Pacts,['Pacts'],"[('Pacts', 'NNS')]",['NOUN'],[],0,0,1,0
US1636551A,1927-07-19,Poration,['Poration'],"[('Poration', 'NN')]",['NOUN'],[],0,0,1,0
US1636644A,1927-07-19,neveu,['neveu'],"[('neveu', 'NN')]",['ADJ'],[],0,0,1,0
US1636648A,1923-02-02,System,['System'],"[('System', 'NN')]",['NOUN'],[],0,0,1,0
US1636662A,1927-07-19,Valve,['Valve'],"[('Valve', 'VB')]",['VERB'],[],0,0,1,0
US1636828A,1927-07-26,neighbour,['neighbour'],"[('neighbour', 'NN')]",['NOUN'],[],0,0,1,0
US1637072A,1927-07-26,Poration,['Poration'],"[('Poration', 'NN')]",['NOUN'],[],0,0,1,0
US1637089A,1927-07-26,perrot,['perrot'],"[('perrot', 'NN')]",['ADV'],[],0,0,1,0
US1637253A,1927-07-26,friedrichs,['friedrichs'],"[('friedrichs', 'NN')]",['NOUN'],[],0,0,1,0
US1637353A,1927-08-02,Liquor,['Liquor'],"[('Liquor', 'NN')]",['NOUN'],[],0,0,1,0
US1637465A,1927-08-02,bierman,['bierman'],"[('bierman', 'NN')]",['NOUN'],[],0,0,1,0
US1637530A,1927-08-02,moore,['moore'],"[('moore', 'NN')]",['VERB'],[],0,0,1,0
US1637647A,1927-08-02,kinnard,['kinnard'],"[('kinnard', 'NN')]",['VERB'],[],0,0,1,0
US1637660A,1927-08-02,samples,['samples'],"[('samples', 'NNS')]",['NOUN'],[],0,0,1,0
US1637900A,1927-08-02,Island,['Island'],"[('Island', 'NN')]",['NOUN'],[],0,0,1,0
US1637918A,1927-08-02,Ments,['Ments'],"[('Ments', 'NNS')]",['NOUN'],[],0,0,1,0
US1637980A,1927-08-02,Planter,['Planter'],"[('Planter', 'NN')]",['NOUN'],[],0,0,1,0
US1638103A,1927-08-09,roucka,['roucka'],"[('roucka', 'NN')]",['NOUN'],[],0,0,1,0
US1638141A,1927-08-09,bolling,['bolling'],"[('bolling', 'NN')]",['VERB'],[],0,0,1,0
US1638320A,1926-11-02,Ratories,['Ratories'],"[('Ratories', 'NNS')]",['NOUN'],[],0,0,1,0
US1638374A,1927-08-09,strawn,['strawn'],"[('strawn', 'NN')]",['VERB'],[],0,0,1,0
US1638520A,1927-08-09,brown,['brown'],"[('brown', 'NN')]",['ADJ'],[],0,0,1,0
US1638559A,1927-08-09,System,['System'],"[('System', 'NN')]",['NOUN'],[],0,0,1,0
US1638646A,1927-08-09,Wheel,['Wheel'],"[('Wheel', 'NN')]",['NOUN'],[],0,0,1,0
US1638687A,1927-08-09,fenton,['fenton'],"[('fenton', 'NN')]",['NOUN'],[],0,0,1,0
US1638752A,1927-08-09,sheldrick,['sheldrick'],"[('sheldrick', 'NN')]",['VERB'],[],0,0,1,0
US1638771A,1927-08-09,Incinerator,['Incinerator'],"[('Incinerator', 'NN')]",['NOUN'],[],0,0,1,0
US1638782A,1927-08-09,Poration,['Poration'],"[('Poration', 'NN')]",['NOUN'],[],0,0,1,0
US1638790A,1927-08-09,Assigitob,['Assigitob'],"[('Assigitob', 'NN')]",['VERB'],['ORG'],0,0,1,0
US1638845A,1927-08-16,goggin,['goggin'],"[('goggin', 'NN')]",['NOUN'],[],0,0,1,0
US1638979A,1927-08-16,Clothespin,['Clothespin'],"[('Clothespin', 'NN')]",['NOUN'],[],0,0,1,0
US1639200A,1927-08-16,pitts,['pitts'],"[('pitts', 'NN')]",['NOUN'],[],0,0,1,0
US1639372A,1927-08-16,gaines,['gaines'],"[('gaines', 'NNS')]",['NOUN'],[],0,0,1,0
US1639717A,1927-08-23,averill,['averill'],"[('averill', 'NN')]",['ADV'],[],0,0,1,0
US1639787A,1927-08-23,tinsley,['tinsley'],"[('tinsley', 'NN')]",['NOUN'],[],0,0,1,0
US1639894A,1927-08-23,neuzil,['neuzil'],"[('neuzil', 'NN')]",['VERB'],[],0,0,1,0
US1639902A,1927-08-23,Thermostatic,['Thermostatic'],"[('Thermostatic', 'JJ')]",['ADJ'],[],0,0,1,0
US1640133A,1927-08-23,parker,['parker'],"[('parker', 'NN')]",['NOUN'],[],0,0,1,0
US1640300A,1927-08-23,Officf,['Officf'],"[('Officf', 'NN')]",['NOUN'],[],0,0,1,0
US1640367A,1927-08-30,nickum,['nickum'],"[('nickum', 'NN')]",['ADJ'],[],0,0,1,0
US1640389A,1927-08-30,young,['young'],"[('young', 'JJ')]",['ADJ'],[],0,0,1,0
US1640390A,1927-08-30,Swimming,['Swimming'],"[('Swimming', 'VBG')]",['NOUN'],[],0,0,1,0
US1640473A,1924-06-09,stehljk,['stehljk'],"[('stehljk', 'NN')]",['NOUN'],[],0,0,1,0
US1640955A,1927-08-30,mansel,['mansel'],"[('mansel', 'NN')]",['NOUN'],[],0,0,1,0
US1641453A,1922-11-20,ostling,['ostling'],"[('ostling', 'VBG')]",['VERB'],[],0,0,1,0
US1641590A,1927-09-06,Island,['Island'],"[('Island', 'NN')]",['NOUN'],[],0,0,1,0
US1642009A,1927-09-13,Sellschaft,['Sellschaft'],"[('Sellschaft', 'NN')]",['NOUN'],['ORG'],0,0,1,0
US1642227A,1924-09-12,bremner,['bremner'],"[('bremner', 'NN')]",['NOUN'],[],0,0,1,0
US1642352A,1927-09-13,Bbacket,['Bbacket'],"[('Bbacket', 'NN')]",['NOUN'],[],0,0,1,0
US1642541A,1927-09-13,Setts,['Setts'],"[('Setts', 'NN')]",['NOUN'],['NORP'],0,0,1,0
US1642680A,1927-09-20,johnstons,['johnstons'],"[('johnstons', 'NNS')]",['NOUN'],[],0,0,1,0
US1642904A,1927-09-20,soubier,['soubier'],"[('soubier', 'NN')]",['ADJ'],[],0,0,1,0
US1642905A,1927-09-20,sugden,['sugden'],"[('sugden', 'NN')]",['VERB'],[],0,0,1,0
US1643016A,1927-09-20,Snubbeh,['Snubbeh'],"[('Snubbeh', 'NN')]",['NOUN'],[],0,0,1,0
US1643072A,1927-09-20,jesdale,['jesdale'],"[('jesdale', 'NN')]",['NOUN'],[],0,0,1,0
US1643139A,1927-09-20,Piano,['Piano'],"[('Piano', 'NN')]",['NOUN'],[],0,0,1,0
US1643243A,1927-09-20,hatfield,['hatfield'],"[('hatfield', 'NN')]",['VERB'],[],0,0,1,0
US1643337A,1927-09-27,geiger,['geiger'],"[('geiger', 'NN')]",['NOUN'],[],0,0,1,0
US1643341A,1927-09-27,Island,['Island'],"[('Island', 'NN')]",['NOUN'],[],0,0,1,0
US1643365A,1924-11-20,Ments,['Ments'],"[('Ments', 'NNS')]",['NOUN'],[],0,0,1,0
US1643620A,1927-09-27,Legging,['Legging'],"[('Legging', 'VBG')]",['VERB'],[],0,0,1,0
US1643680A,1927-09-27,schutz,['schutz'],"[('schutz', 'NN')]",['ADJ'],[],0,0,1,0
US1644073A,1927-10-04,Refrigerating,['Refrigerating'],"[('Refrigerating', 'VBG')]",['VERB'],[],0,0,1,0
US1644290A,1927-10-04,strongson,['strongson'],"[('strongson', 'NN')]",['VERB'],[],0,0,1,0
US1644371A,1927-10-04,goldman,['goldman'],"[('goldman', 'NN')]",['NOUN'],[],0,0,1,0
US1644415A,1927-10-04,Liqui,['Liqui'],"[('Liqui', 'NN')]",['NOUN'],[],0,0,1,0
US1644461A,1925-11-04,bachofen,['bachofen'],"[('bachofen', 'NN')]",['VERB'],['GPE'],0,0,1,0
US1644639A,1927-10-04,diago,['diago'],"[('diago', 'NN')]",['VERB'],[],0,0,1,0
US1644859A,1927-10-11,strader,['strader'],"[('strader', 'NN')]",['NOUN'],[],0,0,1,0
US1644875A,1927-10-11,Springs,['Springs'],"[('Springs', 'NNS')]",['NOUN'],[],0,0,1,0
US1644900A,1927-10-11,Stove,['Stove'],"[('Stove', 'VB')]",['VERB'],[],0,0,1,0
US1644923A,1927-10-11,hitchcock,['hitchcock'],"[('hitchcock', 'NN')]",['NOUN'],[],0,0,1,0
US1645085A,1927-10-11,Electrol,['Electrol'],"[('Electrol', 'NN')]",['NOUN'],[],0,0,1,0
US1645373A,1927-10-11,Island,['Island'],"[('Island', 'NN')]",['NOUN'],[],0,0,1,0
US1645383A,1927-10-11,Machinery,['Machinery'],"[('Machinery', 'NN')]",['NOUN'],[],0,0,1,0
US1645394A,1927-10-11,Island,['Island'],"[('Island', 'NN')]",['NOUN'],[],0,0,1,0
US1645406A,1927-10-11,Setts,['Setts'],"[('Setts', 'NN')]",['NOUN'],['NORP'],0,0,1,0
US1645466A,1927-10-11,westlake,['westlake'],"[('westlake', 'NN')]",['VERB'],[],0,0,1,0
US1645467A,1927-10-11,white,['white'],"[('white', 'JJ')]",['ADJ'],[],0,0,1,0
US1645545A,1927-10-18,sekinger,['sekinger'],"[('sekinger', 'NN')]",['NOUN'],[],0,0,1,0
US1645625A,1927-10-18,slivinski,['slivinski'],"[('slivinski', 'NN')]",['VERB'],[],0,0,1,0
US1645665A,1927-10-18,simpson,['simpson'],"[('simpson', 'NN')]",['NOUN'],[],0,0,1,0
US1645696A,1927-10-18,Reamer,['Reamer'],"[('Reamer', 'NN')]",['NOUN'],[],0,0,1,0
US1645784A,1927-10-18,wilde,['wilde'],"[('wilde', 'NN')]",['ADV'],[],0,0,1,0
US1645850A,1927-10-18,Regulator,['Regulator'],"[('Regulator', 'NN')]",['NOUN'],[],0,0,1,0
US1645983A,1927-03-21,brinckerhoff,['brinckerhoff'],"[('brinckerhoff', 'NN')]",['VERB'],[],0,0,1,0
US1645988A,1927-10-18,ttster,['ttster'],"[('ttster', 'NN')]",['NOUN'],[],0,0,1,0
US1646112A,1927-10-18,Stopple,['Stopple'],"[('Stopple', 'NN')]",['ADJ'],[],0,0,1,0
US1646125A,1927-10-18,tuttle,['tuttle'],"[('tuttle', 'NN')]",['ADJ'],[],0,0,1,0
US1646309A,1927-10-18,niles,['niles'],"[('niles', 'NNS')]",['NOUN'],[],0,0,1,0
US1646329A,1927-10-18,Humidifier,['Humidifier'],"[('Humidifier', 'JJR')]",['NOUN'],[],0,0,1,0
US1646353A,1927-10-18,elvey,['elvey'],"[('elvey', 'NN')]",['NOUN'],[],0,0,1,0
US1646359A,1927-10-18,Island,['Island'],"[('Island', 'NN')]",['NOUN'],[],0,0,1,0
US1646361A,1927-10-18,Poration,['Poration'],"[('Poration', 'NN')]",['NOUN'],[],0,0,1,0
US1646530A,1927-10-25,ferretti,['ferretti'],"[('ferretti', 'NNS')]",['VERB'],[],0,0,1,0
US1646557A,1927-10-25,pieper,['pieper'],"[('pieper', 'NN')]",['NOUN'],[],0,0,1,0
US1646581A,1927-10-25,eisenhauer,['eisenhauer'],"[('eisenhauer', 'NN')]",['NOUN'],[],0,0,1,0
US1646608A,1927-10-25,Wrench,['Wrench'],"[('Wrench', 'NN')]",['NOUN'],[],0,0,1,0
US1646977A,1927-10-25,Panies,['Panies'],"[('Panies', 'NNS')]",['NOUN'],[],0,0,1,0
US1647145A,1927-11-01,Boika,['Boika'],"[('Boika', 'FW')]",['NOUN'],[],0,0,1,0
US1647155A,1927-11-01,Device,['Device'],"[('Device', 'NN')]",['NOUN'],[],0,0,1,0
US1647318A,1927-11-01,shrock,['shrock'],"[('shrock', 'NN')]",['NOUN'],[],0,0,1,0
US1647548A,1927-11-01,Iiiiiiiiiiihiii,['Iiiiiiiiiiihiii'],"[('Iiiiiiiiiiihiii', 'NN')]",['NOUN'],[],0,0,1,0
US1647554A,1927-11-01,trapnell,['trapnell'],"[('trapnell', 'NN')]",['VERB'],[],0,0,1,0
US1647599A,1927-11-01,batie,['batie'],"[('batie', 'NN')]",['NOUN'],[],0,0,1,0
US1647732A,1927-11-01,hutchison,['hutchison'],"[('hutchison', 'NN')]",['NOUN'],[],0,0,1,0
US1647745A,1927-11-01,parker,['parker'],"[('parker', 'NN')]",['NOUN'],[],0,0,1,0
US1647839A,1927-11-01,moorhouse,['moorhouse'],"[('moorhouse', 'NN')]",['VERB'],[],0,0,1,0
US1647855A,1927-11-01,burns,['burns'],"[('burns', 'NNS')]",['NOUN'],[],0,0,1,0
US1647921A,1927-11-01,levinson,['levinson'],"[('levinson', 'NN')]",['NOUN'],[],0,0,1,0
US1647971A,1927-11-01,schmitt,['schmitt'],"[('schmitt', 'NN')]",['VERB'],[],0,0,1,0
US1648059A,1927-11-08,Locomotive,['Locomotive'],"[('Locomotive', 'JJ')]",['ADJ'],[],0,0,1,0
US1648126A,1927-11-08,Valve,['Valve'],"[('Valve', 'VB')]",['VERB'],[],0,0,1,0
US1648160A,1927-11-08,Animal,['Animal'],"[('Animal', 'NN')]",['NOUN'],[],0,0,1,0
US1648182A,1927-11-08,Damper,['Damper'],"[('Damper', 'NN')]",['NOUN'],['ORG'],0,0,1,0
US1648244A,1927-11-08,Chaplet,['Chaplet'],"[('Chaplet', 'NN')]",['NOUN'],[],0,0,1,0
US1648245A,1927-11-08,rudolph,['rudolph'],"[('rudolph', 'NN')]",['VERB'],[],0,0,1,0
US1648364A,1927-11-08,roscoe,['roscoe'],"[('roscoe', 'NN')]",['VERB'],[],0,0,1,0
US1648622A,1927-11-08,ridgely,['ridgely'],"[('ridgely', 'RB')]",['ADV'],[],0,0,1,0
US1648790A,1927-11-08,sturgeon,['sturgeon'],"[('sturgeon', 'NN')]",['VERB'],[],0,0,1,0
US1648840A,1927-11-08,clark,['clark'],"[('clark', 'NN')]",['NOUN'],[],0,0,1,0
US1648856A,1927-11-08,Aware,['Aware'],"[('Aware', 'JJ')]",['INTJ'],[],0,0,1,0
US1648913A,1927-11-15,Assighob,['Assighob'],"[('Assighob', 'NN')]",['ADV'],[],0,0,1,0
US1649005A,1927-11-15,Pobation,['Pobation'],"[('Pobation', 'NN')]",['NOUN'],[],0,0,1,0
US1649529A,1927-11-15,Caster,['Caster'],"[('Caster', 'NN')]",['NOUN'],[],0,0,1,0
US1649642A,1927-11-15,zomnir,['zomnir'],"[('zomnir', 'NN')]",['NOUN'],[],0,0,1,0
US1649722A,1927-11-15,Island,['Island'],"[('Island', 'NN')]",['NOUN'],[],0,0,1,0
US1649737A,1927-11-15,Composition,['Composition'],"[('Composition', 'NN')]",['NOUN'],[],0,0,1,0
US1649773A,1927-11-15,witmyer,['witmyer'],"[('witmyer', 'NN')]",['NOUN'],[],0,0,1,0
US1649901A,1927-11-22,hough,['hough'],"[('hough', 'NN')]",['VERB'],[],0,0,1,0
US1650132A,1927-11-22,Pobatiokt,['Pobatiokt'],"[('Pobatiokt', 'NN')]",['VERB'],['ORG'],0,0,1,0
US1650410A,1921-10-12,bellamy,['bellamy'],"[('bellamy', 'NN')]",['ADJ'],[],0,0,1,0
US1650504A,1927-11-22,frost,['frost'],"[('frost', 'NN')]",['NOUN'],[],0,0,1,0
US1650590A,1927-11-29,basel,['basel'],"[('basel', 'NN')]",['NOUN'],['GPE'],0,0,1,0
US1650727A,1927-11-29,stebbins,['stebbins'],"[('stebbins', 'NNS')]",['NOUN'],[],0,0,1,0
US1650775A,1927-11-29,skinner,['skinner'],"[('skinner', 'NN')]",['NOUN'],[],0,0,1,0
US1650776A,1927-11-29,stock,['stock'],"[('stock', 'NN')]",['NOUN'],[],0,0,1,0
US1650794A,1927-11-29,Wheel,['Wheel'],"[('Wheel', 'NN')]",['NOUN'],[],0,0,1,0
US1650810A,1927-11-29,weaver,['weaver'],"[('weaver', 'NN')]",['VERB'],[],0,0,1,0
US1650923A,1927-11-29,zuckerman,['zuckerman'],"[('zuckerman', 'NN')]",['NOUN'],[],0,0,1,0
US1651026A,1927-11-29,herkenrath,['herkenrath'],"[('herkenrath', 'NN')]",['NOUN'],[],0,0,1,0
US1651103A,1927-11-29,pieratt,['pieratt'],"[('pieratt', 'NN')]",['NOUN'],[],0,0,1,0
US1651178A,1927-11-29,brintnall,['brintnall'],"[('brintnall', 'NN')]",['NOUN'],[],0,0,1,0
US1651368A,1927-12-06,Poration,['Poration'],"[('Poration', 'NN')]",['NOUN'],[],0,0,1,0
US1651383A,1927-12-06,gilchrist,['gilchrist'],"[('gilchrist', 'NN')]",['NOUN'],[],0,0,1,0
US1651407A,1927-12-06,parker,['parker'],"[('parker', 'NN')]",['NOUN'],[],0,0,1,0
US1651448A,1927-12-06,dusinberre,['dusinberre'],"[('dusinberre', 'NN')]",['VERB'],[],0,0,1,0
US1651458A,1927-12-06,Bhine,['Bhine'],"[('Bhine', 'NN')]",['NOUN'],[],0,0,1,0
US1651545A,1927-12-06,ransom,['ransom'],"[('ransom', 'NN')]",['NOUN'],[],0,0,1,0
US1651571A,1927-12-06,Brick,['Brick'],"[('Brick', 'NN')]",['NOUN'],[],0,0,1,0
US1651624A,1927-12-06,paxhe,['paxhe'],"[('paxhe', 'NN')]",['NOUN'],[],0,0,1,0
US1651707A,1927-12-06,irwig,['irwig'],"[('irwig', 'NN')]",['VERB'],[],0,0,1,0
US1651925A,1927-12-06,Machine,['Machine'],"[('Machine', 'NN')]",['NOUN'],[],0,0,1,0
US1651927A,1927-12-06,Light,['Light'],"[('Light', 'NN')]",['NOUN'],[],0,0,1,0
US1652057A,1927-12-06,shipley,['shipley'],"[('shipley', 'NN')]",['NOUN'],[],0,0,1,0
US1652468A,1927-12-13,Bearing,['Bearing'],"[('Bearing', 'NN')]",['VERB'],[],0,0,1,0
US1652470A,1927-12-13,dubuc,['dubuc'],"[('dubuc', 'NN')]",['ADV'],[],0,0,1,0
US1652540A,1927-12-13,morin,['morin'],"[('morin', 'NN')]",['NOUN'],[],0,0,1,0
US1652712A,1927-12-13,Damper,['Damper'],"[('Damper', 'NN')]",['NOUN'],['ORG'],0,0,1,0
US1652884A,1926-03-17,blocks,['blocks'],"[('blocks', 'NNS')]",['NOUN'],[],0,0,1,0
US1653065A,1927-12-20,Assighob,['Assighob'],"[('Assighob', 'NN')]",['ADV'],[],0,0,1,0
US1653237A,1927-12-20,spreen,['spreen'],"[('spreen', 'NN')]",['VERB'],[],0,0,1,0
US1653280A,1927-12-20,mills,['mills'],"[('mills', 'NNS')]",['NOUN'],[],0,0,1,0
US1653291A,1927-12-20,katow,['katow'],"[('katow', 'NN')]",['VERB'],[],0,0,1,0
US1653395A,1927-12-20,driscoll,['driscoll'],"[('driscoll', 'NN')]",['VERB'],[],0,0,1,0
US1653477A,1927-12-20,soubier,['soubier'],"[('soubier', 'NN')]",['ADJ'],[],0,0,1,0
US1653479A,1927-12-20,soubier,['soubier'],"[('soubier', 'NN')]",['ADJ'],[],0,0,1,0
US1653515A,1927-05-19,small,['small'],"[('small', 'JJ')]",['ADJ'],[],0,0,1,0
US1653655A,1927-12-27,Calculator,['Calculator'],"[('Calculator', 'NN')]",['NOUN'],[],0,0,1,0
US1653664A,1927-12-27,Lavatory,['Lavatory'],"[('Lavatory', 'NN')]",['NOUN'],[],0,0,1,0
US1653691A,1927-12-27,office,['office'],"[('office', 'NN')]",['NOUN'],[],0,0,1,0
US1653860A,1927-12-27,Garment,['Garment'],"[('Garment', 'NN')]",['NOUN'],[],0,0,1,0
US1653909A,1927-12-27,Safety,['Safety'],"[('Safety', 'NN')]",['NOUN'],[],0,0,1,0
US1654163A,1927-12-27,Island,['Island'],"[('Island', 'NN')]",['NOUN'],[],0,0,1,0
US1654232A,1927-12-27,Poration,['Poration'],"[('Poration', 'NN')]",['NOUN'],[],0,0,1,0
US1654236A,1927-12-27,Corporated,['Corporated'],"[('Corporated', 'VBN')]",['ADJ'],[],0,0,1,0
US1654241A,1927-12-27,Assicrnob,['Assicrnob'],"[('Assicrnob', 'NN')]",['NOUN'],[],0,0,1,0
US1654261A,1927-12-27,Deaebatob,['Deaebatob'],"[('Deaebatob', 'NN')]",['NOUN'],[],0,0,1,0
US1654408A,1927-12-27,Shoes,['Shoes'],"[('Shoes', 'NNS')]",['NOUN'],[],0,0,1,0
US1654834A,1928-01-03,rider,['rider'],"[('rider', 'NN')]",['VERB'],[],0,0,1,0
US1654990A,1928-01-03,morrow,['morrow'],"[('morrow', 'NN')]",['NOUN'],['DATE'],0,0,1,0
US1655015A,1928-01-03,Baseball,['Baseball'],"[('Baseball', 'NN')]",['NOUN'],[],0,0,1,0
US1655051A,1928-01-03,eisler,['eisler'],"[('eisler', 'NN')]",['VERB'],[],0,0,1,0
US1655164A,1928-01-03,schemmel,['schemmel'],"[('schemmel', 'NN')]",['NOUN'],[],0,0,1,0
US1655172A,1928-01-03,Torch,['Torch'],"[('Torch', 'NN')]",['NOUN'],[],0,0,1,0
US1655176A,1928-01-03,black,['black'],"[('black', 'JJ')]",['ADJ'],[],0,0,1,0
US1655178A,1928-01-03,Electric,['Electric'],"[('Electric', 'NNP')]",['ADJ'],[],0,0,1,0
US1655186A,1928-01-03,hokanson,['hokanson'],"[('hokanson', 'NN')]",['VERB'],[],0,0,1,0
US1655247A,1928-01-03,schilovsky,['schilovsky'],"[('schilovsky', 'NN')]",['NOUN'],[],0,0,1,0
US1655293A,1928-01-03,reece,['reece'],"[('reece', 'NN')]",['VERB'],[],0,0,1,0
US1655391A,1928-01-03,Ments,['Ments'],"[('Ments', 'NNS')]",['NOUN'],[],0,0,1,0
US1655419A,1928-01-10,Asskjnob,['Asskjnob'],"[('Asskjnob', 'NN')]",['NOUN'],[],0,0,1,0
US1655424A,1928-01-10,Heating,['Heating'],"[('Heating', 'VBG')]",['NOUN'],[],0,0,1,0
US1655428A,1928-01-10,Ments,['Ments'],"[('Ments', 'NNS')]",['NOUN'],[],0,0,1,0
US1655599A,1928-01-10,Football,['Football'],"[('Football', 'NN')]",['NOUN'],[],0,0,1,0
US1655602A,1921-05-25,gardner,['gardner'],"[('gardner', 'NN')]",['NOUN'],[],0,0,1,0
US1655606A,1928-01-10,holst,['holst'],"[('holst', 'NN')]",['NOUN'],[],0,0,1,0
US1655649A,1928-01-10,Island,['Island'],"[('Island', 'NN')]",['NOUN'],[],0,0,1,0
US1655650A,1928-01-10,Island,['Island'],"[('Island', 'NN')]",['NOUN'],[],0,0,1,0
US1655836A,1928-01-10,hawkinson,['hawkinson'],"[('hawkinson', 'NN')]",['NOUN'],[],0,0,1,0
US1655910A,1928-01-10,madson,['madson'],"[('madson', 'NN')]",['NOUN'],[],0,0,1,0
US1655915A,1928-01-10,morrow,['morrow'],"[('morrow', 'NN')]",['NOUN'],['DATE'],0,0,1,0
US1655957A,1928-01-10,hokanson,['hokanson'],"[('hokanson', 'NN')]",['VERB'],[],0,0,1,0
US1655982A,1928-01-10,biots,['biots'],"[('biots', 'NNS')]",['NOUN'],[],0,0,1,0
US1656030A,1928-01-10,waring,['waring'],"[('waring', 'VBG')]",['VERB'],[],0,0,1,0
US1656077A,1928-01-10,schljcher,['schljcher'],"[('schljcher', 'NN')]",['NOUN'],[],0,0,1,0
US1656262A,1928-01-17,batchelder,['batchelder'],"[('batchelder', 'NN')]",['NOUN'],[],0,0,1,0
US1656364A,1928-01-17,rulon,['rulon'],"[('rulon', 'NN')]",['NOUN'],[],0,0,1,0
US1656460A,1926-05-28,wheeler,['wheeler'],"[('wheeler', 'NN')]",['NOUN'],[],0,0,1,0
US1656544A,1928-01-17,thoma,['thoma'],"[('thoma', 'NN')]",['VERB'],[],0,0,1,0
US1656590A,1928-01-17,Candy,['Candy'],"[('Candy', 'NN')]",['NOUN'],[],0,0,1,0
US1656720A,1928-01-17,Poration,['Poration'],"[('Poration', 'NN')]",['NOUN'],[],0,0,1,0
US1656920A,1928-01-24,mclean,['mclean'],"[('mclean', 'NN')]",['VERB'],[],0,0,1,0
US1657408A,1928-01-24,platon,['platon'],"[('platon', 'NN')]",['NOUN'],[],0,0,1,0
US1657426A,1928-01-24,Poration,['Poration'],"[('Poration', 'NN')]",['NOUN'],[],0,0,1,0
US1657487A,1928-01-31,Refrigerator,['Refrigerator'],"[('Refrigerator', 'NN')]",['NOUN'],[],0,0,1,0
US1657494A,1928-01-31,Machines,['Machines'],"[('Machines', 'NNS')]",['NOUN'],[],0,0,1,0
US1657592A,1928-01-31,shafer,['shafer'],"[('shafer', 'NN')]",['VERB'],[],0,0,1,0
US1657648A,1928-01-31,sudduth,['sudduth'],"[('sudduth', 'NN')]",['INTJ'],[],0,0,1,0
US1657695A,1928-01-31,Machine,['Machine'],"[('Machine', 'NN')]",['NOUN'],[],0,0,1,0
US1657709A,1928-01-31,beuchat,['beuchat'],"[('beuchat', 'IN')]",['ADV'],[],0,0,1,0
US1657848A,1928-01-31,vordemfelde,['vordemfelde'],"[('vordemfelde', 'NN')]",['NOUN'],[],0,0,1,0
US1657858A,1928-01-31,Transmission,['Transmission'],"[('Transmission', 'NN')]",['NOUN'],[],0,0,1,0
US1657910A,1928-01-31,Assigjjoes,['Assigjjoes'],"[('Assigjjoes', 'NNS')]",['NOUN'],[],0,0,1,0
US1657959A,1928-01-31,crosland,['crosland'],"[('crosland', 'NN')]",['VERB'],[],0,0,1,0
US1658572A,1928-02-07,Ments,['Ments'],"[('Ments', 'NNS')]",['NOUN'],[],0,0,1,0
US1659212A,1928-02-14,Attorn,['Attorn'],"[('Attorn', 'NNP')]",['ADJ'],[],0,0,1,0
US1659393A,1928-02-14,Manometer,['Manometer'],"[('Manometer', 'NN')]",['NOUN'],[],0,0,1,0
US1659481A,1928-02-14,defour,['defour'],"[('defour', 'NN')]",['INTJ'],[],0,0,1,0
US1659531A,1926-02-01,krusemark,['krusemark'],"[('krusemark', 'NN')]",['NOUN'],[],0,0,1,0
US1659696A,1928-02-21,Loadi,['Loadi'],"[('Loadi', 'NN')]",['VERB'],['GPE'],0,0,1,0
US1659744A,1928-02-21,Aeroplane,['Aeroplane'],"[('Aeroplane', 'NN')]",['NOUN'],[],0,0,1,0
US1659848A,1928-02-21,wilson,['wilson'],"[('wilson', 'NN')]",['NOUN'],['ORG'],0,0,1,0
US1660010A,1928-02-21,X,['X'],"[('X', 'NN')]",['NOUN'],[],0,0,1,0
US1660285A,1928-02-21,Multiplier,['Multiplier'],"[('Multiplier', 'JJR')]",['ADJ'],[],0,0,1,0
US1660415A,1928-02-28,cramer,['cramer'],"[('cramer', 'NN')]",['NOUN'],[],0,0,1,0
US1660429A,1928-02-28,X,['X'],"[('X', 'NN')]",['NOUN'],[],0,0,1,0
US1660436A,1928-02-28,dittmeyer,['dittmeyer'],"[('dittmeyer', 'NN')]",['NOUN'],[],0,0,1,0
US1660609A,1928-02-28,fornaca,['fornaca'],"[('fornaca', 'NN')]",['NOUN'],[],0,0,1,0
US1660755A,1928-02-28,kiewicz,['kiewicz'],"[('kiewicz', 'NN')]",['VERB'],[],0,0,1,0
US1660886A,1928-02-28,randall,['randall'],"[('randall', 'NN')]",['ADV'],[],0,0,1,0
US1660941A,1928-02-28,stimpsqn,['stimpsqn'],"[('stimpsqn', 'NN')]",['VERB'],[],0,0,1,0
US1660997A,1928-02-28,kearby,['kearby'],"[('kearby', 'NNS')]",['VERB'],['GPE'],0,0,1,0
