patent_number,date,title,tokens,nltk_pos,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len
US1600009A,1922-03-20,Phonograph,['Phonograph'],"[('Phonograph', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600017A,1926-09-14,simosmson,['simosmson'],"[('simosmson', 'NN')]",['PROPN'],[],1,0,1
US1600019A,1922-04-19,Sole,['Sole'],"[('Sole', 'NN')]","['PROPN', 'SPACE']",['ORG'],1,0,2
US1600100A,1922-02-21,Cultivator,['Cultivator'],"[('Cultivator', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600106A,1923-08-24,Evaporator,['Evaporator'],"[('Evaporator', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600152A,1925-10-15,Padlock,['Padlock'],"[('Padlock', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600164A,1925-07-23,Doorframe,['Doorframe'],"[('Doorframe', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600186A,1925-09-30,Signal,['Signal'],"[('Signal', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600194A,1926-04-19,Toy,['Toy'],"[('Toy', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600196A,1922-07-17,Spool,['Spool'],"[('Spool', 'NN')]","['PROPN', 'SPACE']",['ORG'],1,0,2
US1600205A,1923-08-02,Headlight,['Headlight'],"[('Headlight', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600260A,1923-01-20,Box,['Box'],"[('Box', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600278A,1924-03-07,Belt,['Belt'],"[('Belt', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600279A,1924-06-11,Belt,['Belt'],"[('Belt', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600333A,1926-06-01,Undergarment,['Undergarment'],"[('Undergarment', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600339A,1926-09-21,Arnold xlarwasser,"['Arnold', 'xlarwasser']","[('Arnold', 'NNP'), ('xlarwasser', 'NN')]","['PROPN', 'PROPN']",[],1,0,2
US1600359A,1925-02-06,Doll,['Doll'],"[('Doll', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600368A,1925-12-14,Brush,['Brush'],"[('Brush', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600376A,1924-11-19,Governor,['Governor'],"[('Governor', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600412A,1926-09-21,Chusetts,['Chusetts'],"[('Chusetts', 'NN')]",['PROPN'],['NORP'],1,0,1
US1600422A,1926-01-15,Duplicator,['Duplicator'],"[('Duplicator', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600429A,1924-03-15,Buckle,['Buckle'],"[('Buckle', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600454A,1924-01-18,Flytrap,['Flytrap'],"[('Flytrap', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600484A,1924-09-20,Furnace,['Furnace'],"[('Furnace', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600489A,1923-11-19,Riffle,['Riffle'],"[('Riffle', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600502A,1924-07-25,Doll,['Doll'],"[('Doll', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600569A,1926-09-21,Method,['Method'],"[('Method', 'NN')]",['PROPN'],[],1,0,1
US1600593A,1924-09-27,Toy,['Toy'],"[('Toy', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600633A,1924-12-24,Purse,['Purse'],"[('Purse', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600658A,1924-12-17,Tray,['Tray'],"[('Tray', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600672A,1926-05-03,Brake,['Brake'],"[('Brake', 'VB')]","['PROPN', 'SPACE']",[],1,0,2
US1600673A,1926-09-21,of london,"['of', 'london']","[('of', 'IN'), ('london', 'NN')]","['ADP', 'PROPN']",['GPE'],1,0,2
US1600712A,1923-08-27,Burner,['Burner'],"[('Burner', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600716A,1924-01-18,Vehicle,['Vehicle'],"[('Vehicle', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600717A,1924-02-05,Vehicle,['Vehicle'],"[('Vehicle', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600724A,1923-11-22,Burner,['Burner'],"[('Burner', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600742A,1925-09-10,Phonograph,['Phonograph'],"[('Phonograph', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600748A,1925-04-22,Clip,['Clip'],"[('Clip', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600769A,1925-06-11,Fastener,['Fastener'],"[('Fastener', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600774A,1923-06-16,Flushometer,['Flushometer'],"[('Flushometer', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600783A,1922-10-02,Underreamer,['Underreamer'],"[('Underreamer', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600784A,1923-05-17,Evaporator,['Evaporator'],"[('Evaporator', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600792A,1924-11-28,Screen,['Screen'],"[('Screen', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600802A,1925-04-23,Necktie,['Necktie'],"[('Necktie', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600810A,1925-10-03,Headwear,['Headwear'],"[('Headwear', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600853A,1924-08-07,Envelope,['Envelope'],"[('Envelope', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600858A,1925-05-01,Weeder,['Weeder'],"[('Weeder', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600879A,1926-03-12,Firecracker,['Firecracker'],"[('Firecracker', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600884A,1926-03-04,Needle,['Needle'],"[('Needle', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600888A,1926-09-21,Fltje stop,"['Fltje', 'stop']","[('Fltje', 'NNP'), ('stop', 'NN')]","['PROPN', 'VERB']",[],1,0,2
US1600891A,1924-08-01,Birdcage,['Birdcage'],"[('Birdcage', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600909A,1926-05-18,Hatbox,['Hatbox'],"[('Hatbox', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600918A,1925-11-20,Faucet,['Faucet'],"[('Faucet', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600932A,1920-09-27,Propeller,['Propeller'],"[('Propeller', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600944A,1925-02-04,Heater,['Heater'],"[('Heater', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600975A,1926-01-02,Toothbrush,['Toothbrush'],"[('Toothbrush', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1600976A,1926-09-28,Clarence b,"['Clarence', 'b']","[('Clarence', 'NN'), ('b', 'NN')]","['NOUN', 'PROPN']",[],1,0,2
US1600984A,1923-10-15,Granary,['Granary'],"[('Granary', 'JJ')]","['PROPN', 'SPACE']",[],1,0,2
US1600992A,1926-09-28,Samuel a,"['Samuel', 'a']","[('Samuel', 'NNP'), ('a', 'DT')]","['PROPN', 'PRON']",[],1,0,2
US1601001A,1924-10-04,Clutch,['Clutch'],"[('Clutch', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601006A,1925-03-25,Container,['Container'],"[('Container', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601009A,1924-12-27,Governor,['Governor'],"[('Governor', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601010A,1926-09-28,Philip viviano,"['Philip', 'viviano']","[('Philip', 'NNP'), ('viviano', 'NN')]","['PROPN', 'NOUN']",[],1,0,2
US1601032A,1926-09-28,mcmillan,['mcmillan'],"[('mcmillan', 'NN')]",['PROPN'],[],1,0,1
US1601076A,1924-03-10,Magneto,['Magneto'],"[('Magneto', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601096A,1925-11-11,Burner,['Burner'],"[('Burner', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601100A,1922-03-25,Register,['Register'],"[('Register', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601111A,1925-10-03,Headlight,['Headlight'],"[('Headlight', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601127A,1926-09-28,of chicago,"['of', 'chicago']","[('of', 'IN'), ('chicago', 'NN')]","['ADP', 'PROPN']",['GPE'],1,0,2
US1601143A,1924-02-06,Glove,['Glove'],"[('Glove', 'VB')]","['PROPN', 'SPACE']",[],1,0,2
US1601171A,1923-11-05,Furnace,['Furnace'],"[('Furnace', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601217A,1924-11-17,Brush,['Brush'],"[('Brush', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601227A,1924-02-26,Grinder,['Grinder'],"[('Grinder', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601235A,1925-05-02,Clutch,['Clutch'],"[('Clutch', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601293A,1923-07-05,Lamp,['Lamp'],"[('Lamp', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601298A,1926-02-10,Toy,['Toy'],"[('Toy', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601318A,1924-09-18,Envelope,['Envelope'],"[('Envelope', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601336A,1922-05-10,Controller,['Controller'],"[('Controller', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601359A,1925-07-18,Doorlock,['Doorlock'],"[('Doorlock', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601398A,1926-09-28,- cincinnati,"['-', 'cincinnati']","[('-', ':'), ('cincinnati', 'NN')]","['PUNCT', 'PROPN']",[],1,0,2
US1601476A,1926-09-28,hubbard,['hubbard'],"[('hubbard', 'NN')]",['PROPN'],[],1,0,1
US1601485A,1926-09-28,of chicago,"['of', 'chicago']","[('of', 'IN'), ('chicago', 'NN')]","['ADP', 'PROPN']",['GPE'],1,0,2
US1601495A,1926-09-28,fog el,"['fog', 'el']","[('fog', 'NN'), ('el', 'NN')]","['PROPN', 'PROPN']",['GPE'],1,0,2
US1601504A,1923-09-27,Heater,['Heater'],"[('Heater', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601512A,1925-03-28,Cultivator,['Cultivator'],"[('Cultivator', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601514A,1920-05-20,Firearm,['Firearm'],"[('Firearm', 'NN')]","['PROPN', 'SPACE']",['ORG'],1,0,2
US1601521A,1925-02-12,Bedstead,['Bedstead'],"[('Bedstead', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601522A,1925-12-09,Box,['Box'],"[('Box', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601597A,1926-04-03,Mirror,['Mirror'],"[('Mirror', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601604A,1926-07-17,Signal,['Signal'],"[('Signal', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601614A,1925-09-23,Turbine,['Turbine'],"[('Turbine', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601622A,1926-01-23,Furnace,['Furnace'],"[('Furnace', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601671A,1925-05-22,Percolator,['Percolator'],"[('Percolator', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601674A,1926-09-28,Cultivator,['Cultivator'],"[('Cultivator', 'NN')]",['PROPN'],[],1,0,1
US1601675A,1923-07-14,Headlight,['Headlight'],"[('Headlight', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601726A,1922-02-15,Fuse,['Fuse'],"[('Fuse', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601731A,1921-11-16,Roof,['Roof'],"[('Roof', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601754A,1926-03-22,Polish,['Polish'],"[('Polish', 'JJ')]","['PROPN', 'SPACE']",['NORP'],1,0,2
US1601819A,1925-03-02,Sign,['Sign'],"[('Sign', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601829A,1922-11-11,Container,['Container'],"[('Container', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601832A,1924-09-08,Bookmark,['Bookmark'],"[('Bookmark', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601885A,1926-07-17,Dart,['Dart'],"[('Dart', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601889A,1925-07-22,Tent,['Tent'],"[('Tent', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601901A,1925-05-19,Percolator,['Percolator'],"[('Percolator', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601909A,1920-06-25,Furnace,['Furnace'],"[('Furnace', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601948A,1925-10-21,Gate,['Gate'],"[('Gate', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601950A,1924-10-24,Grate,['Grate'],"[('Grate', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601962A,1925-05-11,Gate,['Gate'],"[('Gate', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601972A,1922-05-05,Seal,['Seal'],"[('Seal', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601973A,1922-12-06,Seal,['Seal'],"[('Seal', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1601983A,1926-01-02,Toy,['Toy'],"[('Toy', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1602009A,1923-12-13,Blower,['Blower'],"[('Blower', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1602015A,1924-09-30,Railway,['Railway'],"[('Railway', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1602044A,1923-12-04,Doorstop,['Doorstop'],"[('Doorstop', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1602068A,1924-11-08,Motor,['Motor'],"[('Motor', 'NNP')]","['PROPN', 'SPACE']",[],1,0,2
US1602107A,1926-02-16,Accelerator,['Accelerator'],"[('Accelerator', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1602164A,1921-12-22,Roof,['Roof'],"[('Roof', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1602167A,1926-10-05,of berlin,"['of', 'berlin']","[('of', 'IN'), ('berlin', 'NN')]","['ADP', 'PROPN']",['GPE'],1,0,2
US1602177A,1924-09-29,Seal,['Seal'],"[('Seal', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1602226A,1923-07-02,Doorstop,['Doorstop'],"[('Doorstop', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1602230A,1925-07-01,Doorstop,['Doorstop'],"[('Doorstop', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1602240A,1926-10-05,Bathtub mat,"['Bathtub', 'mat']","[('Bathtub', 'NNP'), ('mat', 'NN')]","['PROPN', 'NOUN']",[],1,0,2
US1602321A,1923-11-30,Glove,['Glove'],"[('Glove', 'VB')]","['PROPN', 'SPACE']",[],1,0,2
US1602339A,1923-09-28,Wagon,['Wagon'],"[('Wagon', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1602352A,1926-01-13,Thermostat,['Thermostat'],"[('Thermostat', 'NN')]","['PROPN', 'SPACE']",['GPE'],1,0,2
US1602354A,1925-03-05,Separator,['Separator'],"[('Separator', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1602384A,1926-10-12,Dakntitg last,"['Dakntitg', 'last']","[('Dakntitg', 'NNP'), ('last', 'JJ')]","['PROPN', 'ADJ']",[],1,0,2
US1602391A,1924-10-29,Container,['Container'],"[('Container', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1602398A,1926-10-12,Fare box,"['Fare', 'box']","[('Fare', 'NNP'), ('box', 'NN')]","['PROPN', 'NOUN']",[],1,0,2
US1602424A,1925-06-25,Toy,['Toy'],"[('Toy', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1602429A,1925-08-15,Corset,['Corset'],"[('Corset', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1602506A,1922-02-01,Container,['Container'],"[('Container', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1602507A,1924-03-13,Box,['Box'],"[('Box', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1602521A,1926-10-12,britt,['britt'],"[('britt', 'NN')]",['PROPN'],[],1,0,1
US1602532A,1922-11-27,Drier,['Drier'],"[('Drier', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1602555A,1923-01-06,Roller,['Roller'],"[('Roller', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1602608A,1923-10-06,Mop,['Mop'],"[('Mop', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1602672A,1925-07-23,Badge,['Badge'],"[('Badge', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1602713A,1924-10-28,Manhole,['Manhole'],"[('Manhole', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1602722A,1925-08-28,Faucet,['Faucet'],"[('Faucet', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1602752A,1926-10-12,David cttthbert,"['David', 'cttthbert']","[('David', 'NNP'), ('cttthbert', 'NN')]","['PROPN', 'NOUN']",[],1,0,2
US1602791A,1918-10-26,Compressor,['Compressor'],"[('Compressor', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1602803A,1924-10-29,Condenser,['Condenser'],"[('Condenser', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1602893A,1926-10-12,Belt buckle,"['Belt', 'buckle']","[('Belt', 'NNP'), ('buckle', 'NN')]","['PROPN', 'NOUN']",[],1,0,2
US1602894A,1926-10-12,Belt buckle,"['Belt', 'buckle']","[('Belt', 'NNP'), ('buckle', 'NN')]","['PROPN', 'NOUN']",[],1,0,2
US1602895A,1926-10-12,Belt buckle,"['Belt', 'buckle']","[('Belt', 'NNP'), ('buckle', 'NN')]","['PROPN', 'NOUN']",[],1,0,2
US1602896A,1926-10-12,Belt buckle,"['Belt', 'buckle']","[('Belt', 'NNP'), ('buckle', 'NN')]","['PROPN', 'NOUN']",[],1,0,2
US1602897A,1924-08-07,Conveyer,['Conveyer'],"[('Conveyer', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1602918A,1922-03-11,Insulator,['Insulator'],"[('Insulator', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1602921A,1921-05-11,Condenser,['Condenser'],"[('Condenser', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1602930A,1922-03-27,Kinetoscope,['Kinetoscope'],"[('Kinetoscope', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603004A,1923-04-27,Filter,['Filter'],"[('Filter', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603038A,1921-03-16,Toy,['Toy'],"[('Toy', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603075A,1925-03-10,Loom,['Loom'],"[('Loom', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603086A,1925-05-09,Lubricant,['Lubricant'],"[('Lubricant', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603103A,1923-06-11,Drier,['Drier'],"[('Drier', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603114A,1924-12-08,Decoy,['Decoy'],"[('Decoy', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603120A,1924-06-05,Brake,['Brake'],"[('Brake', 'VB')]","['PROPN', 'SPACE']",[],1,0,2
US1603126A,1926-01-29,Filter,['Filter'],"[('Filter', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603135A,1926-01-04,Piston,['Piston'],"[('Piston', 'NN')]","['PROPN', 'SPACE']",['GPE'],1,0,2
US1603157A,1925-05-13,Headlight,['Headlight'],"[('Headlight', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603184A,1922-08-16,Condenser,['Condenser'],"[('Condenser', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603199A,1925-06-24,Plowpoint,['Plowpoint'],"[('Plowpoint', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603200A,1926-03-19,Windshield,['Windshield'],"[('Windshield', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603203A,1924-07-23,Broom,['Broom'],"[('Broom', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603242A,1923-03-16,Brush,['Brush'],"[('Brush', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603253A,1926-03-16,Headlight,['Headlight'],"[('Headlight', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603256A,1926-10-12,Elizabeth,['Elizabeth'],"[('Elizabeth', 'NNS')]",['PROPN'],[],1,0,1
US1603302A,1924-07-09,Timer,['Timer'],"[('Timer', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603304A,1921-10-25,Hydroaeroplane,['Hydroaeroplane'],"[('Hydroaeroplane', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603324A,1926-04-20,Apron,['Apron'],"[('Apron', 'NNP')]","['PROPN', 'SPACE']",['ORG'],1,0,2
US1603333A,1924-03-15,Oven,['Oven'],"[('Oven', 'RB')]","['PROPN', 'SPACE']",[],1,0,2
US1603363A,1923-04-06,Barrier,['Barrier'],"[('Barrier', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603399A,1926-02-18,Nailbrush,['Nailbrush'],"[('Nailbrush', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603423A,1923-11-30,Container,['Container'],"[('Container', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603451A,1925-10-22,Guard,['Guard'],"[('Guard', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603476A,1923-09-11,Headlight,['Headlight'],"[('Headlight', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603487A,1925-09-26,Toy,['Toy'],"[('Toy', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603521A,1924-06-16,Dynamometer,['Dynamometer'],"[('Dynamometer', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603560A,1926-05-20,Brush,['Brush'],"[('Brush', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603573A,1926-10-19,baker,['baker'],"[('baker', 'NN')]",['PROPN'],[],1,0,1
US1603574A,1926-10-19,Sound box,"['Sound', 'box']","[('Sound', 'NNP'), ('box', 'NN')]","['PROPN', 'NOUN']",[],1,0,2
US1603588A,1925-04-17,Skate,['Skate'],"[('Skate', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603591A,1925-11-30,Anchor,['Anchor'],"[('Anchor', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603594A,1923-03-14,Clutch,['Clutch'],"[('Clutch', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603611A,1923-11-24,Piston,['Piston'],"[('Piston', 'NN')]","['PROPN', 'SPACE']",['GPE'],1,0,2
US1603622A,1925-02-02,Placard,['Placard'],"[('Placard', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603626A,1923-05-16,Brush,['Brush'],"[('Brush', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603633A,1926-10-19,Conveyeb,['Conveyeb'],"[('Conveyeb', 'NN')]",['PROPN'],[],1,0,1
US1603634A,1924-08-23,Conveyer,['Conveyer'],"[('Conveyer', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603638A,1925-07-29,Ladder,['Ladder'],"[('Ladder', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603649A,1924-07-21,Burner,['Burner'],"[('Burner', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603708A,1923-06-22,Loom,['Loom'],"[('Loom', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603709A,1925-03-21,Bread,['Bread'],"[('Bread', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603742A,1926-01-02,Rack,['Rack'],"[('Rack', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603785A,1924-03-10,Tent,['Tent'],"[('Tent', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603798A,1923-10-17,Clutch,['Clutch'],"[('Clutch', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603809A,1925-10-01,Envelope,['Envelope'],"[('Envelope', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603817A,1921-07-16,Condenser,['Condenser'],"[('Condenser', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603831A,1925-09-28,Window,['Window'],"[('Window', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603863A,1924-01-02,Depositor,['Depositor'],"[('Depositor', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603878A,1924-05-19,Eliminator,['Eliminator'],"[('Eliminator', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603891A,1926-10-19,Canada,['Canada'],"[('Canada', 'NNP')]",['PROPN'],['GPE'],1,0,1
US1603910A,1923-11-10,Muffler,['Muffler'],"[('Muffler', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603922A,1924-11-28,Creel,['Creel'],"[('Creel', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603934A,1924-12-15,Vehicle,['Vehicle'],"[('Vehicle', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603938A,1926-04-14,Signboard,['Signboard'],"[('Signboard', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603963A,1920-09-30,Brake,['Brake'],"[('Brake', 'VB')]","['PROPN', 'SPACE']",[],1,0,2
US1603983A,1926-10-19,Compressor,['Compressor'],"[('Compressor', 'NN')]",['PROPN'],[],1,0,1
US1603990A,1925-10-24,Brush,['Brush'],"[('Brush', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1603999A,1926-03-18,Toy,['Toy'],"[('Toy', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1604002A,1925-11-27,Fencepost,['Fencepost'],"[('Fencepost', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1604030A,1924-11-25,Radioswitch,['Radioswitch'],"[('Radioswitch', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1604039A,1925-06-08,Signal,['Signal'],"[('Signal', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1604049A,1925-09-29,Heater,['Heater'],"[('Heater', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1604050A,1926-05-24,Lifter,['Lifter'],"[('Lifter', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1604053A,1925-07-11,Piston,['Piston'],"[('Piston', 'NN')]","['PROPN', 'SPACE']",['GPE'],1,0,2
US1604074A,1924-12-23,Drier,['Drier'],"[('Drier', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1604079A,1923-12-05,Drier,['Drier'],"[('Drier', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1604092A,1926-04-07,Necktie,['Necktie'],"[('Necktie', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1604103A,1924-01-17,Windshield,['Windshield'],"[('Windshield', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1604147A,1925-02-09,Trap,['Trap'],"[('Trap', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
