patent_number,date,title,tokens,nltk_pos,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,bad_endings,bad_starts
US1686136A,1928-10-02,And one-half to associated oil ,"['And', 'one-half', 'to', 'associated', 'oil']","[('And', 'CC'), ('one-half', 'NN'), ('to', 'TO'), ('associated', 'VBN'), ('oil', 'NN')]","['CCONJ', 'NUM', 'PUNCT', 'NOUN', 'AUX', 'VERB', 'NOUN']",['CARDINAL'],0,0,7,0,1
US1686559A,1928-10-09,And-repeat contact-printing apparatus ,"['And-repeat', 'contact-printing', 'apparatus']","[('And-repeat', 'JJ'), ('contact-printing', 'NN'), ('apparatus', 'NN')]","['CCONJ', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'VERB', 'NOUN']",[],0,0,7,0,1
US1686684A,1928-10-09,A corpoe ,"['A', 'corpoe']","[('A', 'DT'), ('corpoe', 'NN')]","['DET', 'NOUN']",[],0,0,2,0,1
US1686855A,1928-10-09,A cobpobation of massa ,"['A', 'cobpobation', 'of', 'massa']","[('A', 'DT'), ('cobpobation', 'NN'), ('of', 'IN'), ('massa', 'NN')]","['DET', 'NOUN', 'ADP', 'NOUN']",[],0,0,4,0,1
US1686869A,1927-01-10,"Suspensory 
     ",['Suspensory'],"[('Suspensory', 'NN')]","['DET', 'SPACE']",[],0,0,2,0,1
US1686924A,1928-10-09,of dayton ,"['of', 'dayton']","[('of', 'IN'), ('dayton', 'NN')]","['ADP', 'NOUN']",[],0,0,2,0,1
US1686930A,1928-10-09,of basel ,"['of', 'basel']","[('of', 'IN'), ('basel', 'NN')]","['ADP', 'NOUN']",[],0,0,2,0,1
US1686943A,1927-08-23,"Suspensory 
     ",['Suspensory'],"[('Suspensory', 'NN')]","['DET', 'SPACE']",[],0,0,2,0,1
US1686957A,1928-10-09,A cobpobatioef ,"['A', 'cobpobatioef']","[('A', 'DT'), ('cobpobatioef', 'NN')]","['DET', 'NOUN']",[],0,0,2,0,1
US1687032A,1927-10-21,"By-pass valve 
     ","['By-pass', 'valve']","[('By-pass', 'NNP'), ('valve', 'NN')]","['ADP', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",[],0,0,5,0,1
US1687519A,1921-09-22,"By-pass-valve construction 
     ","['By-pass-valve', 'construction']","[('By-pass-valve', 'NNP'), ('construction', 'NN')]","['ADP', 'PUNCT', 'VERB', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",[],0,0,7,0,1
US1688085A,1924-11-10,"All-metal door construction 
     ","['All-metal', 'door', 'construction']","[('All-metal', 'JJ'), ('door', 'NN'), ('construction', 'NN')]","['DET', 'PUNCT', 'NOUN', 'NOUN', 'NOUN', 'SPACE']",[],0,0,6,0,1
US1688133A,1928-10-16,A corpobation of dela ,"['A', 'corpobation', 'of', 'dela']","[('A', 'DT'), ('corpobation', 'NN'), ('of', 'IN'), ('dela', 'NN')]","['DET', 'NOUN', 'ADP', 'NOUN']",['GPE'],0,0,4,0,1
US1688205A,1928-10-16,A cobpobation ,"['A', 'cobpobation']","[('A', 'DT'), ('cobpobation', 'NN')]","['DET', 'NOUN']",[],0,0,2,0,1
US1688380A,1928-10-23,of rochester ,"['of', 'rochester']","[('of', 'IN'), ('rochester', 'NN')]","['ADP', 'ADJ']",[],0,0,2,0,1
US1688468A,1928-10-23,A voluntary associa ,"['A', 'voluntary', 'associa']","[('A', 'DT'), ('voluntary', 'JJ'), ('associa', 'NN')]","['DET', 'ADJ', 'NOUN']",[],0,0,3,0,1
US1688469A,1928-10-23,of basel ,"['of', 'basel']","[('of', 'IN'), ('basel', 'NN')]","['ADP', 'NOUN']",[],0,0,2,0,1
US1688629A,1925-10-17,"No-slip flange 
     ","['No-slip', 'flange']","[('No-slip', 'JJ'), ('flange', 'NN')]","['DET', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",[],0,0,5,0,1
US1688932A,1928-10-23,A corpora ,"['A', 'corpora']","[('A', 'DT'), ('corpora', 'NN')]","['DET', 'X']",[],0,0,2,0,1
US1689060A,1928-10-23,A cobpobation ,"['A', 'cobpobation']","[('A', 'DT'), ('cobpobation', 'NN')]","['DET', 'NOUN']",[],0,0,2,0,1
US1689253A,1928-10-30,Oscae a ,"['Oscae', 'a']","[('Oscae', 'IN'), ('a', 'DT')]","['ADP', 'PRON']",[],0,0,2,0,1
US1689291A,1928-10-30,o connor ,"['o', 'connor']","[('o', 'NNS'), ('connor', 'NN')]","['DET', 'NOUN']",[],0,0,2,0,1
US1689586A,1928-10-30,Mining- apparatus ,"['Mining-', 'apparatus']","[('Mining-', 'JJ'), ('apparatus', 'NN')]","['CCONJ', 'NOUN']",[],0,0,2,0,1
US1689626A,1926-09-21,"Over-the-bed table 
     ","['Over-the-bed', 'table']","[('Over-the-bed', 'NNP'), ('table', 'NN')]","['ADP', 'PUNCT', 'DET', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",[],0,0,7,0,1
US1690016A,1928-10-30,of columbus ,"['of', 'columbus']","[('of', 'IN'), ('columbus', 'NN')]","['ADP', 'NOUN']",[],0,0,2,0,1
US1690082A,1928-10-30,A coepoeatioit of con ,"['A', 'coepoeatioit', 'of', 'con']","[('A', 'DT'), ('coepoeatioit', 'NN'), ('of', 'IN'), ('con', 'NN')]","['DET', 'NOUN', 'ADP', 'NOUN']",[],0,0,4,0,1
US1690272A,1928-11-06,of salem ,"['of', 'salem']","[('of', 'IN'), ('salem', 'NN')]","['ADP', 'NOUN']",['GPE'],0,0,2,0,1
US1690623A,1928-11-06,A cobpojation ,"['A', 'cobpojation']","[('A', 'DT'), ('cobpojation', 'NN')]","['DET', 'NOUN']",[],0,0,2,0,1
US1690838A,1926-04-07,"Inside and outside link for conveyer chains 
     ","['Inside', 'and', 'outside', 'link', 'for', 'conveyer', 'chains']","[('Inside', 'IN'), ('and', 'CC'), ('outside', 'JJ'), ('link', 'NN'), ('for', 'IN'), ('conveyer', 'NN'), ('chains', 'NNS')]","['ADP', 'CCONJ', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'SPACE']",[],0,0,8,0,1
US1691011A,1928-11-06,A corpora ,"['A', 'corpora']","[('A', 'DT'), ('corpora', 'NN')]","['DET', 'X']",[],0,0,2,0,1
US1691277A,1928-11-13,A cobpoeatiost of new ,"['A', 'cobpoeatiost', 'of', 'new']","[('A', 'DT'), ('cobpoeatiost', 'NN'), ('of', 'IN'), ('new', 'JJ')]","['DET', 'NOUN', 'ADP', 'ADJ']",[],0,0,4,0,1
US1691416A,1928-11-13,A cokpojration of ,"['A', 'cokpojration', 'of']","[('A', 'DT'), ('cokpojration', 'NN'), ('of', 'IN')]","['DET', 'NOUN', 'ADP']",[],0,0,3,0,1
US1691585A,1928-11-13,A cobpobation op new jebsey ,"['A', 'cobpobation', 'op', 'new', 'jebsey']","[('A', 'DT'), ('cobpobation', 'NN'), ('op', 'IN'), ('new', 'JJ'), ('jebsey', 'NN')]","['DET', 'NOUN', 'NOUN', 'ADJ', 'NOUN']",['ORG'],0,0,5,0,1
US1691661A,1928-11-13,of seattle ,"['of', 'seattle']","[('of', 'IN'), ('seattle', 'NN')]","['ADP', 'NOUN']",[],0,0,2,0,1
US1691881A,1927-03-18,"Off-bearing conveyer 
     ","['Off-bearing', 'conveyer']","[('Off-bearing', 'JJ'), ('conveyer', 'NN')]","['ADP', 'PUNCT', 'VERB', 'NOUN', 'SPACE']",[],0,0,5,0,1
US1692833A,1928-11-27,A cospoba ,"['A', 'cospoba']","[('A', 'DT'), ('cospoba', 'NN')]","['DET', 'NOUN']",[],0,0,2,0,1
US1693244A,1928-11-27,And hebbebt h ,"['And', 'hebbebt', 'h']","[('And', 'CC'), ('hebbebt', 'NN'), ('h', 'NN')]","['CCONJ', 'NOUN', 'NOUN']",[],0,0,3,0,1
US1693647A,1928-12-04,A corpora ,"['A', 'corpora']","[('A', 'DT'), ('corpora', 'NN')]","['DET', 'X']",[],0,0,2,0,1
US1693652A,1928-12-04,A cobpoba ,"['A', 'cobpoba']","[('A', 'DT'), ('cobpoba', 'NN')]","['DET', 'ADJ']",[],0,0,2,0,1
US1694339A,1928-12-04,A corpora ,"['A', 'corpora']","[('A', 'DT'), ('corpora', 'NN')]","['DET', 'X']",[],0,0,2,0,1
US1695363A,1928-12-18,And monroe e ,"['And', 'monroe', 'e']","[('And', 'CC'), ('monroe', 'NN'), ('e', 'NN')]","['CCONJ', 'VERB', 'NOUN']",[],0,0,3,0,1
US1695422A,1928-12-18,A cobpobation ,"['A', 'cobpobation']","[('A', 'DT'), ('cobpobation', 'NN')]","['DET', 'NOUN']",[],0,0,2,0,1
US1695546A,1928-12-18,A tbubt ,"['A', 'tbubt']","[('A', 'DT'), ('tbubt', 'NN')]","['DET', 'NOUN']",[],0,0,2,0,1
US1695734A,1928-12-18,A corpora ,"['A', 'corpora']","[('A', 'DT'), ('corpora', 'NN')]","['DET', 'X']",[],0,0,2,0,1
US1695962A,1928-12-18,of nashville ,"['of', 'nashville']","[('of', 'IN'), ('nashville', 'NNS')]","['ADP', 'NOUN']",[],0,0,2,0,1
US1696895A,1928-12-25,To wireless ,"['To', 'wireless']","[('To', 'TO'), ('wireless', 'VB')]","['ADP', 'NOUN']",[],0,0,2,0,1
US1697251A,1929-01-01,A corpo ,"['A', 'corpo']","[('A', 'DT'), ('corpo', 'NN')]","['DET', 'NOUN']",[],0,0,2,0,1
US1697518A,1924-03-27,"Antispin mechanism and rebound check 
     ","['Antispin', 'mechanism', 'and', 'rebound', 'check']","[('Antispin', 'NNP'), ('mechanism', 'NN'), ('and', 'CC'), ('rebound', 'VB'), ('check', 'NN')]","['ADP', 'NOUN', 'CCONJ', 'VERB', 'VERB', 'SPACE']",[],0,0,6,0,1
US1697827A,1929-01-01,A cobbgsatioh osi gkegotst ,"['A', 'cobbgsatioh', 'osi', 'gkegotst']","[('A', 'DT'), ('cobbgsatioh', 'NN'), ('osi', 'NN'), ('gkegotst', 'NN')]","['DET', 'NOUN', 'NOUN', 'NOUN']",[],0,0,4,0,1
US1697828A,1929-01-01,A corpora ,"['A', 'corpora']","[('A', 'DT'), ('corpora', 'NN')]","['DET', 'X']",[],0,0,2,0,1
US1698020A,1927-01-21,"All-metal screen-carrying window frame 
     ","['All-metal', 'screen-carrying', 'window', 'frame']","[('All-metal', 'JJ'), ('screen-carrying', 'NN'), ('window', 'NN'), ('frame', 'NN')]","['DET', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'NOUN', 'SPACE']",[],0,0,9,0,1
US1698042A,1929-01-08,A cobpobation of new ,"['A', 'cobpobation', 'of', 'new']","[('A', 'DT'), ('cobpobation', 'NN'), ('of', 'IN'), ('new', 'JJ')]","['DET', 'NOUN', 'ADP', 'ADJ']",[],0,0,4,0,1
US1698342A,1929-01-08,of elgin ,"['of', 'elgin']","[('of', 'IN'), ('elgin', 'NN')]","['ADP', 'NOUN']",[],0,0,2,0,1
US1698603A,1929-01-08,Of pennsyl ,"['Of', 'pennsyl']","[('Of', 'IN'), ('pennsyl', 'NN')]","['ADP', 'NOUN']",[],0,0,2,0,1
US1698694A,1929-01-08,A cospobatioh ,"['A', 'cospobatioh']","[('A', 'DT'), ('cospobatioh', 'NN')]","['DET', 'NOUN']",[],0,0,2,0,1
US1699342A,1929-01-15,A cobpobation op new ,"['A', 'cobpobation', 'op', 'new']","[('A', 'DT'), ('cobpobation', 'NN'), ('op', 'IN'), ('new', 'JJ')]","['DET', 'NOUN', 'NOUN', 'ADJ']",[],0,0,4,0,1
