patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,bad_endings
US2400676A,1946-05-21,adams ,['NOUN'],[],0,0,1,0
US2402970A,1946-07-02,Heater ,['NOUN'],[],0,0,1,0
US2404646A,1946-07-23,Heater ,['NOUN'],[],0,0,1,0
US2405883A,1946-08-13,Reversible ,['ADJ'],[],0,0,1,0
US2406518A,1946-08-27,Taper ,['NOUN'],[],0,0,1,0
US2407761A,1946-09-17,Valve ,['VERB'],[],0,0,1,0
US2407992A,1946-09-24,mcfarlane ,['NOUN'],[],0,0,1,0
US2410437A,1946-11-05,Computer ,['NOUN'],[],0,0,1,0
US2410576A,1946-11-05,Stove ,['VERB'],[],0,0,1,0
US2410699A,1946-11-05,Cyclotrimethyienetrinitbamlnlb ,['VERB'],[],0,0,1,0
US2410719A,1946-11-05,Bearing ,['VERB'],[],0,0,1,0
US2411826A,1946-11-26,Haloacetals ,['NOUN'],[],0,0,1,0
US2412012A,1946-12-03,Acetals ,['NOUN'],[],0,0,1,0
US2412082A,1946-12-03,Cutting ,['VERB'],[],0,0,1,0
US2412264A,1946-12-10,Office ,['NOUN'],[],0,0,1,0
US2413188A,1946-12-24,Lubricants ,['NOUN'],[],0,0,1,0
US2413811A,1947-01-07,Lavatory ,['NOUN'],[],0,0,1,0
US2413855A,1947-01-07,Emulsion ,['NOUN'],[],0,0,1,0
US2413888A,1947-01-07,Computer ,['NOUN'],[],0,0,1,0
US2414027A,1947-01-07,Partial ,['ADJ'],[],0,0,1,0
US2414147A,1947-01-14,Heater ,['NOUN'],[],0,0,1,0
US2414503A,1947-01-21,Damper ,['NOUN'],['ORG'],0,0,1,0
US2414850A,1944-03-14,Stethoscope ,['NOUN'],[],0,0,1,0
US2415461A,1947-02-11,Scaffolding ,['VERB'],[],0,0,1,0
US2415581A,1947-02-11,Computer ,['NOUN'],[],0,0,1,0
US2416263A,1947-02-18,Pentahalophenoxyalkanols ,['NOUN'],[],0,0,1,0
US2416468A,1947-02-25,Thermostatic ,['ADJ'],[],0,0,1,0
US2416678A,1947-03-04,borsum ,['NOUN'],[],0,0,1,0
US2417726A,1947-03-18,Teteahybro- ,['X'],[],0,0,1,0
US2417897A,1945-06-16,Xdmethylaminophenyl ,['NOUN'],['GPE'],0,0,1,0
US2419442A,1947-04-22,dorsey ,['NOUN'],[],0,0,1,0
US2419444A,1947-04-22,field ,['NOUN'],[],0,0,1,0
US2419976A,1947-05-06,office ,['NOUN'],[],0,0,1,0
US2420078A,1947-05-06,higley ,['NOUN'],[],0,0,1,0
US2421124A,1947-05-27,korum ,['VERB'],[],0,0,1,0
US2422348A,1947-06-17,flint ,['VERB'],[],0,0,1,0
US2422616A,1947-06-17,Vitamin ,['NOUN'],['PRODUCT'],0,0,1,0
US2422621A,1947-06-17,Vitamin ,['NOUN'],['PRODUCT'],0,0,1,0
US2422964A,1947-06-24,hibbard ,['INTJ'],[],0,0,1,0
US2423100A,1947-07-01,Electrostatic ,['ADJ'],[],0,0,1,0
US2426596A,1947-09-02,chafee ,['NOUN'],[],0,0,1,0
US2427637A,1947-09-16,Trousers ,['NOUN'],[],0,0,1,0
US2429735A,1947-10-28,Lubricating ,['VERB'],['GPE'],0,0,1,0
US2429829A,1947-10-28,Firelighter ,['NOUN'],[],0,0,1,0
US2430881A,1947-11-18,Goggles ,['NOUN'],[],0,0,1,0
US2431504A,1947-11-25,Recorder ,['NOUN'],[],0,0,1,0
US2432256A,1947-12-09,Fungicides ,['NOUN'],[],0,0,1,0
US2434157A,1948-01-06,heppeard ,['ADJ'],[],0,0,1,0
US2434162A,1942-09-09,Bombs ,['NOUN'],[],0,0,1,0
US2434829A,1948-01-20,bentzman ,['NOUN'],[],0,0,1,0
US2436105A,1948-02-17,fisler ,['NOUN'],[],0,0,1,0
US2436668A,1948-02-24,podenphant ,['NOUN'],[],0,0,1,0
US2437217A,1948-03-02,zwieselson ,['INTJ'],[],0,0,1,0
US2437700A,1948-03-16,Aircraft ,['NOUN'],[],0,0,1,0
US2438458A,1948-03-23,Calculator ,['NOUN'],[],0,0,1,0
US2439735A,1948-04-13,homrighous ,['ADJ'],[],0,0,1,0
US2439974A,1948-04-20,Commutator ,['NOUN'],[],0,0,1,0
US2440649A,1948-04-27,Quinazoline ,['NOUN'],[],0,0,1,0
US2440957A,1948-05-04,Pupillometer ,['NOUN'],[],0,0,1,0
US2441171A,1948-05-11,Needle ,['NOUN'],[],0,0,1,0
US2442192A,1948-05-25,bookbinder ,['NOUN'],[],0,0,1,0
US2443036A,1948-06-08,Valve ,['VERB'],[],0,0,1,0
US2443388A,1948-06-15,Protection ,['NOUN'],[],0,0,1,0
US2445264A,1948-07-13,Calculator ,['NOUN'],[],0,0,1,0
US2445408A,1948-07-20,Reactor ,['NOUN'],[],0,0,1,0
US2446748A,1948-08-10,etter ,['VERB'],[],0,0,1,0
US2447695A,1948-08-24,Bengtx ,['ADJ'],['ORG'],0,0,1,0
US2448520A,1948-09-07,Esters ,['NOUN'],[],0,0,1,0
US2449241A,1948-09-14,Imidazolines ,['NOUN'],[],0,0,1,0
US2450668A,1948-10-05,Calculator ,['NOUN'],[],0,0,1,0
US2450787A,1948-10-05,fleming ,['VERB'],[],0,0,1,0
US2450816A,1948-10-05,Sterilizer ,['NOUN'],[],0,0,1,0
US2451586A,1948-10-19,Valve ,['VERB'],[],0,0,1,0
US2452698A,1948-11-02,Carburetor ,['NOUN'],[],0,0,1,0
US2452944A,1948-11-02,Other ,['ADJ'],[],0,0,1,0
US2455267A,1948-11-30,fagotto ,['NOUN'],[],0,0,1,0
US2456743A,1948-12-21,short ,['ADJ'],[],0,0,1,0
US2459376A,1949-01-18,Filter ,['NOUN'],[],0,0,1,0
US2460203A,1949-01-25,Lubricator ,['NOUN'],[],0,0,1,0
US2460923A,1949-02-08,Christopherson ,['NOUN'],[],0,0,1,0
US2463182A,1949-03-01,ketay ,['VERB'],[],0,0,1,0
US2464447A,1949-03-15,hough ,['VERB'],[],0,0,1,0
US2465082A,1949-03-22,Damped ,['VERB'],[],0,0,1,0
US2468051A,1949-04-26,escoffery ,['NOUN'],[],0,0,1,0
US2468173A,1949-04-26,cotton ,['NOUN'],[],0,0,1,0
US2468353A,1949-04-26,weinke ,['X'],[],0,0,1,0
US2470860A,1949-05-24,Heater ,['NOUN'],[],0,0,1,0
US2472298A,1949-06-07,Cleaning ,['VERB'],[],0,0,1,0
US2472478A,1949-06-07,Hinds ,['VERB'],[],0,0,1,0
US2473268A,1949-06-14,Adams ,['NOUN'],[],0,0,1,0
US2474430A,1949-06-28,Valve ,['VERB'],[],0,0,1,0
US2474491A,1949-06-28,penick ,['VERB'],[],0,0,1,0
US2475120A,1949-07-05,Young ,['ADJ'],[],0,0,1,0
US2476275A,1949-07-19,Variator ,['NOUN'],[],0,0,1,0
US2476615A,1947-04-19,Moese ,['ADJ'],['NORP'],0,0,1,0
US2476717A,1949-07-19,findlay ,['VERB'],[],0,0,1,0
US2477048A,1949-07-26,Pyridoacridines ,['NOUN'],[],0,0,1,0
US2477049A,1949-07-26,Pyridoacridines ,['NOUN'],[],0,0,1,0
US2479681A,1949-08-23,Handley ,['NOUN'],[],0,0,1,0
US2479778A,1949-08-23,pufahl ,['NOUN'],[],0,0,1,0
US2480709A,1949-08-30,Lighter ,['ADJ'],[],0,0,1,0
US2481062A,1949-09-06,Protractor ,['NOUN'],[],0,0,1,0
US2486680A,1949-11-01,Chime ,['NOUN'],[],0,0,1,0
US2490348A,1949-12-06,Ghertman ,['NOUN'],[],0,0,1,0
US2491658A,1949-12-20,Guanamines ,['NOUN'],[],0,0,1,0
US2492520A,1949-12-27,Bonnet ,['NOUN'],[],0,0,1,0
US2492802A,1949-12-27,Acridombs ,['NOUN'],[],0,0,1,0
US2493287A,1950-01-03,Scooter ,['NOUN'],[],0,0,1,0
US2493770A,1950-01-10,manning ,['VERB'],[],0,0,1,0
US2494174A,1950-01-10,Stocking ,['VERB'],[],0,0,1,0
US2494419A,1950-01-10,Totalizator ,['NOUN'],[],0,0,1,0
US2495175A,1947-02-28,Polyhydroxybenzene,['NOUN'],[],0,0,1,0
US2496165A,1950-01-31,dupeyron ,['VERB'],[],0,0,1,0
US2496364A,1946-08-21,3,['NUM'],['CARDINAL'],0,0,1,0
US2496891A,1950-02-07,Preszler ,['NOUN'],[],0,0,1,0
US2498151A,1948-01-23,Plural,['ADJ'],[],0,0,1,0
US2499248A,1947-10-17,"2,13",['NUM'],['CARDINAL'],0,0,1,0
US2499257A,1947-12-17,2,['NUM'],['CARDINAL'],0,0,1,0
US2499678A,1950-03-07,Calendar ,['NOUN'],[],0,0,1,0
