patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,is_inventor
US2400703A,1946-05-21,messinger,['NOUN'],['PERSON'],0,1,1,['messinger'],1
US2401381A,1943-04-01,Refractoscope,['NOUN'],['PERSON'],0,1,2,['refractoscope'],1
US2414595A,1947-01-21,Leslie fhazer,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['leslie', 'fhazer']",1
US2415386A,1943-02-20,Gamera,['PROPN'],['PERSON'],1,1,2,['gamera'],1
US2415897A,1947-02-18,Barbituric compounds,"['NOUN', 'VERB']",['PERSON'],0,1,2,"['barbituric', 'compounds']",1
US2418175A,1947-04-01,higginbotham,['PROPN'],['PERSON'],1,1,2,['higginbotham'],1
US2419431A,1947-04-22,williams,['PROPN'],['PERSON'],1,1,1,['williams'],1
US2421111A,1947-05-27,Harold t,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['harold', 't']",1
US2424613A,1947-07-29,Alvin n,"['PROPN', 'X']",['PERSON'],1,1,2,"['alvin', 'n']",1
US2427248A,1945-03-31,Uncoiler,['NOUN'],['PERSON'],0,1,2,['uncoiler'],1
US2432997A,1945-11-13,Perfluorocyclohexadiene,['NOUN'],['PERSON'],0,1,2,['perfluorocyclohexadiene'],1
US2436708A,1948-02-24,Maurice marty,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['maurice', 'marty']",1
US2437263A,1948-03-09,Fred w,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['fred', 'w']",1
US2437369A,1945-05-18,Flexilizer,['PROPN'],['PERSON'],1,1,2,['flexilizer'],1
US2438688A,1948-03-30,swanson,['PROPN'],['PERSON'],1,1,1,['swanson'],1
US2442384A,1948-06-01,stewart,['PROPN'],['PERSON'],1,1,2,['stewart'],1
US2447241A,1948-08-17,Leonard h,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['leonard', 'h']",1
US2447273A,1948-08-17,patrick,['VERB'],['PERSON'],0,1,2,['patrick'],1
US2454294A,1948-11-23,John c,"['PROPN', 'VERB']",['PERSON'],1,1,2,"['john', 'c']",1
US2454376A,1948-11-23,Kichard f,"['PROPN', 'X']",['PERSON'],1,1,2,"['kichard', 'f']",1
US2455049A,1948-11-30,Shockpkoof electromagnetic,"['ADJ', 'ADJ']",['PERSON'],0,1,2,"['shockpkoof', 'electromagnetic']",1
US2456487A,1948-12-14,Brosius,['PROPN'],['PERSON'],1,1,1,['brosius'],1
US2456646A,1948-12-21,patterson,['PROPN'],['PERSON'],1,1,1,['patterson'],1
US2461851A,1949-02-15,Frederick staples,"['PROPN', 'VERB']",['PERSON'],1,1,2,"['frederick', 'staples']",1
US2462089A,1949-02-22,Marshall h,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['marshall', 'h']",1
US2462690A,1949-02-22,K- studley,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['k-', 'studley']",1
US2464547A,1949-03-15,Betinoscope,['PROPN'],['PERSON'],1,1,1,['betinoscope'],1
US2465303A,1939-04-03,Lactones,['NOUN'],['PERSON'],0,1,2,['lactones'],1
US2470300A,1949-05-17,Hekman gang,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['hekman', 'gang']",1
US2472222A,1949-06-07,Grinimng machine,"['ADJ', 'NOUN']",['PERSON'],0,1,2,"['grinimng', 'machine']",1
US2472382A,1949-06-07,Christian miller,"['ADJ', 'NOUN']",['PERSON'],0,1,2,"['christian', 'miller']",1
US2478405A,1949-08-09,kuzmick,['VERB'],['PERSON'],0,1,2,['kuzmick'],1
US2479665A,1949-08-23,Marvjn,['PROPN'],['PERSON'],1,1,1,['marvjn'],1
US2481438A,1949-09-06,Ethyl mercury,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['ethyl', 'mercury']",1
US2485387A,1949-10-18,Krakora,['PROPN'],['PERSON'],1,1,1,['krakora'],1
US2492992A,1944-12-23,Gyrohorizon,['PROPN'],['PERSON'],1,1,2,['gyrohorizon'],1
US2493472A,1950-01-03,Dtjck caller,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['dtjck', 'caller']",1
US2495939A,1950-01-31,Repositioner machine,"['NOUN', 'NOUN']",['PERSON'],0,1,2,"['repositioner', 'machine']",1
US2497612A,1950-02-14,Katzman,['PROPN'],['PERSON'],1,1,1,['katzman'],1
