patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings
US2700285A,1955-01-25,Bellini,['ADJ'],[],0,0,1,['bellini'],0
US2700407A,1955-01-25,trimble,['ADJ'],[],0,0,1,['trimble'],0
US2701008A,1955-02-01,haberstump,['VERB'],[],0,0,1,['haberstump'],0
US2701100A,1955-02-01,philipp,['NOUN'],[],0,0,1,['philipp'],0
US2701267A,1955-02-01,Resins,['NOUN'],[],0,0,1,['resins'],0
US2701268A,1954-07-06,dasher,['VERB'],[],0,0,1,['dasher'],0
US2701269A,1955-02-01,holden,['VERB'],[],0,0,1,['holden'],0
US2702192A,1955-02-15,warth,['NOUN'],[],0,0,1,['warth'],0
US2702591A,1955-02-22,dickey,['NOUN'],[],0,0,1,['dickey'],0
US2703568A,1955-03-08,birch,['NOUN'],[],0,0,1,['birch'],0
US2703604A,1955-03-08,becker,['NOUN'],[],0,0,1,['becker'],0
US2704451A,1955-03-22,goeser,['VERB'],[],0,0,1,['goeser'],0
US2704456A,1955-03-22,hammond,['ADJ'],[],0,0,1,['hammond'],0
US2704459A,1955-03-22,Ainini,['NOUN'],[],0,0,1,['ainini'],0
US2704462A,1955-03-22,lyons,['NOUN'],[],0,0,1,['lyons'],0
US2704469A,1955-03-22,Teeth,['NOUN'],[],0,0,1,['teeth'],0
US2704477A,1955-03-22,wright,['NOUN'],[],0,0,1,['wright'],0
US2704486A,1955-03-22,wilson,['NOUN'],['ORG'],0,0,1,['wilson'],0
US2704490A,1955-03-22,hammond,['ADJ'],[],0,0,1,['hammond'],0
US2704492A,1955-03-22,Sykes,['NOUN'],[],0,0,1,['sykes'],0
US2704497A,1955-03-22,phelps,['NOUN'],[],0,0,1,['phelps'],0
US2704499A,1955-03-22,radway,['VERB'],[],0,0,1,['radway'],0
US2704500A,1955-03-22,Bonforte,['NOUN'],[],0,0,1,['bonforte'],0
US2704540A,1955-03-22,engelder,['NOUN'],[],0,0,1,['engelder'],0
US2704563A,1955-03-22,Henrich,['VERB'],[],0,0,1,['henrich'],0
US2704569A,1955-03-22,salzer,['ADJ'],[],0,0,1,['salzer'],0
US2704574A,1955-03-22,etlar,['ADJ'],[],0,0,1,['etlar'],0
US2704578A,1953-05-09,feiertag,['NOUN'],[],0,0,1,['feiertag'],0
US2704579A,1955-03-22,brown,['ADJ'],[],0,0,1,['brown'],0
US2704580A,1955-03-22,brown,['ADJ'],[],0,0,1,['brown'],0
US2704596A,1955-03-22,ackell,['ADJ'],[],0,0,1,['ackell'],0
US2704597A,1955-03-22,rozieres,['NOUN'],[],0,0,1,['rozieres'],0
US2704601A,1955-03-22,vennes,['NOUN'],[],0,0,1,['vennes'],0
US2704613A,1955-03-22,biedess,['NOUN'],[],0,0,1,['biedess'],0
US2704632A,1955-03-22,pedroia,['NOUN'],[],0,0,1,['pedroia'],0
US2704651A,1955-03-22,cummings,['VERB'],[],0,0,1,['cummings'],0
US2704655A,1955-03-22,stokes,['NOUN'],[],0,0,1,['stokes'],0
US2704656A,1955-03-22,freer,['ADJ'],[],0,0,1,['freer'],0
US2704659A,1955-03-22,fuchs,['NOUN'],[],0,0,1,['fuchs'],0
US2704662A,1955-03-22,Kocks,['NOUN'],['ORG'],0,0,1,['kocks'],0
US2704677A,1955-03-22,quest,['VERB'],[],0,0,1,['quest'],0
US2705277A,1955-03-29,cielesz,['NOUN'],[],0,0,1,['cielesz'],0
US2705325A,1955-04-05,bogenberger,['ADJ'],[],0,0,1,['bogenberger'],0
US2706082A,1955-04-12,Lydfors,['NOUN'],[],0,0,1,['lydfors'],0
US2706516A,1955-04-19,nordmark,['NOUN'],[],0,0,1,['nordmark'],0
US2706816A,1955-04-26,Brassiere,['ADV'],[],0,0,1,['brassiere'],0
US2709817A,1955-06-07,poyer,['NOUN'],[],0,0,1,['poyer'],0
US2710141A,1955-06-07,avery,['NOUN'],[],0,0,1,['avery'],0
US2710405A,1955-06-07,Lundquist,['NOUN'],[],0,0,1,['lundquist'],0
US2711412A,1955-06-21,Dioxopiperidines,['NOUN'],[],0,0,1,['dioxopiperidines'],0
US2711614A,1955-06-28,halsten,['VERB'],[],0,0,1,['halsten'],0
US2711794A,1955-06-28,ghertman,['NOUN'],[],0,0,1,['ghertman'],0
US2712082A,1955-06-28,yeasting,['VERB'],[],0,0,1,['yeasting'],0
US2712093A,1955-06-28,teetor,['NOUN'],[],0,0,1,['teetor'],0
US2712098A,1955-06-28,legge,['ADV'],[],0,0,1,['legge'],0
US2712112A,1955-06-28,weeks,['NOUN'],[],0,0,1,['weeks'],0
US2712114A,1955-06-28,aiken,['VERB'],[],0,0,1,['aiken'],0
US2712115A,1955-06-28,Regulators,['NOUN'],[],0,0,1,['regulators'],0
US2712121A,1955-06-28,Schmier,['NOUN'],[],0,0,1,['schmier'],0
US2712124A,1955-06-28,ording,['VERB'],[],0,0,1,['ording'],0
US2712129A,1955-06-28,marmorstone,['NOUN'],[],0,0,1,['marmorstone'],0
US2712131A,1948-08-06,bolafio,['NOUN'],['GPE'],0,0,1,['bolafio'],0
US2712137A,1955-07-05,hunter,['NOUN'],[],0,0,1,['hunter'],0
US2712142A,1955-07-05,newcomer,['NOUN'],[],0,0,1,['newcomer'],0
US2712150A,1955-07-05,hodges,['VERB'],[],0,0,1,['hodges'],0
US2712295A,1955-07-05,haynes,['NOUN'],[],0,0,1,['haynes'],0
US2712354A,1955-07-05,margolies,['NOUN'],[],0,0,1,['margolies'],0
US2712665A,1955-07-12,lambert,['NOUN'],[],0,0,1,['lambert'],0
US2712750A,1955-07-12,Finsterwalder,['NOUN'],[],0,0,1,['finsterwalder'],0
US2712866A,1955-07-12,llata,['NOUN'],[],0,0,1,['llata'],0
US2712899A,1955-07-12,krtous,['ADJ'],[],0,0,1,['krtous'],0
US2712900A,1955-07-12,Handley,['NOUN'],[],0,0,1,['handley'],0
US2712959A,1955-07-12,tomarin,['NOUN'],[],0,0,1,['tomarin'],0
US2713046A,1955-07-12,Chachj,['ADJ'],[],0,0,1,['chachj'],0
US2713220A,1955-07-19,muenchow,['ADJ'],[],0,0,1,['muenchow'],0
US2713389A,1955-07-19,Kitzman,['NOUN'],['ORG'],0,0,1,['kitzman'],0
US2713416A,1955-07-19,pizzi,['VERB'],[],0,0,1,['pizzi'],0
US2713528A,1955-07-19,harrell,['VERB'],[],0,0,1,['harrell'],0
US2713889A,1955-07-26,white,['ADJ'],[],0,0,1,['white'],0
US2713954A,1955-07-26,spenner,['NOUN'],[],0,0,1,['spenner'],0
US2714038A,1955-07-26,Dishwasher,['NOUN'],[],0,0,1,['dishwasher'],0
US2714295A,1955-08-02,schick,['VERB'],[],0,0,1,['schick'],0
US2714348A,1955-08-02,fokakis,['NOUN'],[],0,0,1,['fokakis'],0
US2714674A,1955-08-02,seyfried,['VERB'],[],0,0,1,['seyfried'],0
US2714725A,1955-08-09,boone,['NOUN'],[],0,0,1,['boone'],0
US2714921A,1955-08-09,rechler,['VERB'],[],0,0,1,['rechler'],0
US2714989A,1955-08-09,ellerbeck,['VERB'],[],0,0,1,['ellerbeck'],0
US2715097A,1955-08-09,guarino,['NOUN'],[],0,0,1,['guarino'],0
US2715398A,1955-08-16,Stoves,['NOUN'],[],0,0,1,['stoves'],0
US2715496A,1955-08-16,hellgren,['VERB'],[],0,0,1,['hellgren'],0
US2715979A,1955-08-23,leonard,['VERB'],[],0,0,1,['leonard'],0
US2716239A,1955-08-30,barndollar,['ADJ'],[],0,0,1,['barndollar'],0
US2716570A,1955-08-30,Beeman,['NOUN'],[],0,0,1,['beeman'],0
US2716706A,1955-08-30,Palmer,['NOUN'],[],0,0,1,['palmer'],0
US2717606A,1955-09-13,batzle,['VERB'],[],0,0,1,['batzle'],0
US2717794A,1955-09-13,wolfe,['VERB'],[],0,0,1,['wolfe'],0
US2718761A,1955-09-27,Steuerman,['NOUN'],[],0,0,1,['steuerman'],0
US2719006A,1955-09-27,clemens,['NOUN'],[],0,0,1,['clemens'],0
US2719008A,1955-09-27,ruppert,['VERB'],[],0,0,1,['ruppert'],0
US2719106A,1951-04-04,Champagnat,['NOUN'],[],0,0,1,['champagnat'],0
US2719594A,1955-10-04,Smithline,['NOUN'],[],0,0,1,['smithline'],0
US2719929A,1955-10-04,brown,['ADJ'],[],0,0,1,['brown'],0
US2720095A,1955-10-11,ernst,['NOUN'],[],0,0,1,['ernst'],0
US2720918A,1955-10-18,buysse,['VERB'],[],0,0,1,['buysse'],0
US2721060A,1955-10-18,morain,['VERB'],[],0,0,1,['morain'],0
US2721920A,1952-05-01,weide,['VERB'],[],0,0,1,['weide'],0
US2722709A,1955-11-08,yerkes,['NOUN'],[],0,0,1,['yerkes'],0
US2723658A,1955-11-15,schmieding,['VERB'],[],0,0,1,['schmieding'],0
US2723750A,1955-11-15,Hydrocyclone,['NOUN'],['ORG'],0,0,1,['hydrocyclone'],0
US2724135A,1955-11-22,hopkins,['NOUN'],[],0,0,1,['hopkins'],0
US2725337A,1955-11-29,Heater,['NOUN'],[],0,0,1,['heater'],0
US2727074A,1955-12-13,Phenol,['NOUN'],[],0,0,1,['phenol'],0
US2727375A,1955-12-20,Round,['NOUN'],[],0,0,1,['round'],0
US2727690A,1955-12-20,bindel,['NOUN'],[],0,0,1,['bindel'],0
US2727891A,1955-12-20,Vegetable,['NOUN'],[],0,0,1,['vegetable'],0
US2728793A,1955-12-27,Phenol,['NOUN'],[],0,0,1,['phenol'],0
US2728935A,1956-01-03,maher,['NOUN'],[],0,0,1,['maher'],0
US2729288A,1956-01-03,malott,['ADJ'],[],0,0,1,['malott'],0
US2729393A,1956-01-03,heitlinger,['NOUN'],[],0,0,1,['heitlinger'],0
US2729859A,1952-01-30,Noguera,['NOUN'],[],0,0,1,['noguera'],0
US2730238A,1956-01-10,Products,['NOUN'],[],0,0,1,['products'],0
US2730749A,1956-01-17,hibner,['NOUN'],[],0,0,1,['hibner'],0
US2731626A,1956-01-17,carolus,['NOUN'],[],0,0,1,['carolus'],0
US2731779A,1956-01-24,ivmlliquet,['NOUN'],[],0,0,1,['ivmlliquet'],0
US2731781A,1956-01-24,maovicar,['NOUN'],[],0,0,1,['maovicar'],0
US2731783A,1956-01-24,hauswirth,['INTJ'],[],0,0,1,['hauswirth'],0
US2731789A,1956-01-24,holder,['NOUN'],[],0,0,1,['holder'],0
US2731800A,1956-01-24,collins,['VERB'],[],0,0,1,['collins'],0
US2731807A,1956-01-24,allyne,['NOUN'],[],0,0,1,['allyne'],0
US2731813A,1956-01-24,sampson,['NOUN'],[],0,0,1,['sampson'],0
US2731814A,1956-01-24,gunkel,['NOUN'],[],0,0,1,['gunkel'],0
US2731822A,1956-01-24,Bargman,['NOUN'],[],0,0,1,['bargman'],0
US2731826A,1956-01-24,wiley,['ADJ'],[],0,0,1,['wiley'],0
US2731831A,1956-01-24,schaefer,['VERB'],[],0,0,1,['schaefer'],0
US2731836A,1956-01-24,wendt,['VERB'],[],0,0,1,['wendt'],0
US2731838A,1956-01-24,wagner,['NOUN'],[],0,0,1,['wagner'],0
US2731840A,1956-01-24,barba,['ADV'],[],0,0,1,['barba'],0
US2731853A,1956-01-24,woolridge,['VERB'],[],0,0,1,['woolridge'],0
US2731855A,1956-01-24,schmal,['ADJ'],[],0,0,1,['schmal'],0
US2731856A,1956-01-24,Spatta,['VERB'],[],0,0,1,['spatta'],0
US2731857A,1956-01-24,marino,['NOUN'],[],0,0,1,['marino'],0
US2731860A,1956-01-24,Schaming,['NOUN'],[],0,0,1,['schaming'],0
US2731867A,1956-01-24,Daugherty,['NOUN'],[],0,0,1,['daugherty'],0
US2731872A,1956-01-24,schwede,['VERB'],[],0,0,1,['schwede'],0
US2731879A,1956-01-24,conover,['NOUN'],[],0,0,1,['conover'],0
US2731892A,1956-01-24,simmonds,['VERB'],[],0,0,1,['simmonds'],0
US2731900A,1956-01-24,oehler,['NOUN'],[],0,0,1,['oehler'],0
US2731909A,1956-01-24,Rudeen,['NOUN'],[],0,0,1,['rudeen'],0
US2731919A,1956-01-24,Prendergast,['ADJ'],[],0,0,1,['prendergast'],0
US2731931A,1956-01-24,attwood,['NOUN'],[],0,0,1,['attwood'],0
US2731936A,1956-01-24,fowler,['NOUN'],[],0,0,1,['fowler'],0
US2731947A,1956-01-24,harder,['ADV'],[],0,0,1,['harder'],0
US2731948A,1956-01-24,fleming,['VERB'],[],0,0,1,['fleming'],0
US2731956A,1956-01-24,Schneider,['NOUN'],[],0,0,1,['schneider'],0
US2731962A,1956-01-24,woodburn,['VERB'],[],0,0,1,['woodburn'],0
US2731965A,1956-01-24,haralson,['NOUN'],[],0,0,1,['haralson'],0
US2731977A,1956-01-24,mcgowen,['VERB'],[],0,0,1,['mcgowen'],0
US2731981A,1956-01-24,glasser,['NOUN'],[],0,0,1,['glasser'],0
US2731982A,1956-01-24,Lodge,['NOUN'],[],0,0,1,['lodge'],0
US2731987A,1956-01-24,urquhart,['NOUN'],[],0,0,1,['urquhart'],0
US2731992A,1956-01-24,lozon,['VERB'],[],0,0,1,['lozon'],0
US2732004A,1956-01-24,forbes,['NOUN'],[],0,0,1,['forbes'],0
US2732005A,1956-01-24,corning,['VERB'],[],0,0,1,['corning'],0
US2732007A,1956-01-24,macwhirter,['NOUN'],[],0,0,1,['macwhirter'],0
US2732009A,1956-01-24,Thorlings,['NOUN'],[],0,0,1,['thorlings'],0
US2732030A,1956-01-24,dorfan,['INTJ'],[],0,0,1,['dorfan'],0
US2732032A,1956-01-24,sandison,['NOUN'],[],0,0,1,['sandison'],0
US2732034A,1956-01-24,latimer,['NOUN'],[],0,0,1,['latimer'],0
US2732035A,1956-01-24,Besoyan,['ADJ'],[],0,0,1,['besoyan'],0
US2732053A,1956-01-24,mclaughlin,['NOUN'],[],0,0,1,['mclaughlin'],0
US2732058A,1956-01-24,Tension,['NOUN'],[],0,0,1,['tension'],0
US2732059A,1956-01-24,erisman,['VERB'],[],0,0,1,['erisman'],0
US2732063A,1956-01-24,Wrapper,['NOUN'],[],0,0,1,['wrapper'],0
US2732082A,1956-01-24,schleicher,['ADJ'],[],0,0,1,['schleicher'],0
US2732085A,1956-01-24,Siempelkamp,['NOUN'],[],0,0,1,['siempelkamp'],0
