patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,is_inventor
US3504389A,1966-12-16,Bridges,['NOUN'],['PERSON'],0,1,2,['bridges'],1
US3509195A,1965-08-20,"Polymeric 1,3","['ADJ', 'NUM']",['PERSON'],0,1,2,"['polymeric', '1,3']",1
US3512728A,1967-12-04,Uncoiler,['NOUN'],['PERSON'],0,1,2,['uncoiler'],1
US3513650A,1967-02-16,Deleafer,['VERB'],['PERSON'],0,1,2,['deleafer'],1
US3518248A,1966-10-04,Scilliglaucosidin,['NOUN'],['PERSON'],0,1,1,['scilliglaucosidin'],1
US3522311A,1968-04-15,Alkylsulfinylpropanediols,['NOUN'],['PERSON'],0,1,2,['alkylsulfinylpropanediols'],1
US3538875A,1967-12-07,Hopperbarge,['NOUN'],['PERSON'],0,1,2,['hopperbarge'],1
US3541978A,1968-07-12,Stokers,['NOUN'],['PERSON'],0,1,2,['stokers'],1
US3555092A,1966-12-22,Cycloalkyl n-(octohydro,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['cycloalkyl', 'n-(octohydro']",1
US3555216A,1969-06-17,Xeristat,['PROPN'],['PERSON'],1,1,2,['xeristat'],1
US3561746A,1968-01-31,Leafspring,['VERB'],['PERSON'],0,1,2,['leafspring'],1
US3562249A,1967-07-11,Arylene,['PROPN'],['PERSON'],1,1,1,['arylene'],1
US3570077A,1969-12-08,Buckles,['NOUN'],['PERSON'],0,1,2,['buckles'],1
US3570444A,1969-05-16,Motorski,['PROPN'],['PERSON'],1,1,2,['motorski'],1
US3595001A,1968-12-02,Fruitpicker,['PROPN'],['PERSON'],1,1,2,['fruitpicker'],1
