patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,bad_endings
US3501473A,1967-11-09,Disubstituted,['VERB'],[],0,0,1,0
US3501505A,1965-11-11,1,['NUM'],['CARDINAL'],0,0,1,0
US3501517A,1965-03-08,Fluid,['NOUN'],[],0,0,1,0
US3503729A,1966-04-18,6,['NUM'],['CARDINAL'],0,0,1,0
US3503960A,1965-08-23,2,['NUM'],['CARDINAL'],0,0,1,0
US3504032A,1966-08-25,N,['NUM'],[],0,0,1,0
US3504090A,1963-04-30,1,['NUM'],['CARDINAL'],0,0,1,0
US3505324A,1968-09-20,1,['NUM'],['CARDINAL'],0,0,1,0
US3505337A,1967-12-22,N,['NUM'],[],0,0,1,0
US3506649A,1967-08-02,1,['NUM'],['CARDINAL'],0,0,1,0
US3507723A,1967-09-27,High,['ADJ'],[],0,0,1,0
US3507866A,1967-08-08,1h,['NOUN'],[],0,0,1,0
US3509136A,1968-07-30,3,['NUM'],['CARDINAL'],0,0,1,0
US3509137A,1968-10-17,"3beta,5,6",['INTJ'],[],0,0,1,0
US3509150A,1968-02-01,4,['NUM'],['CARDINAL'],0,0,1,0
US3509158A,1966-04-04,"10,5",['NUM'],[],0,0,1,0
US3509223A,1968-06-13,Acid,['NOUN'],[],0,0,1,0
US3510478A,1966-11-30,15alpha,['NUM'],['CARDINAL'],0,0,1,0
US3510505A,1967-03-07,2,['NUM'],['CARDINAL'],0,0,1,0
US3513236A,1966-06-13,5,['NUM'],['CARDINAL'],0,0,1,0
US3514417A,1964-10-26,Ethylene,['NOUN'],[],0,0,1,0
US3515723A,1967-11-14,2,['NUM'],['CARDINAL'],0,0,1,0
US3515773A,1965-12-06,Pressure,['NOUN'],[],0,0,1,0
US3516996A,1968-02-12,1,['NUM'],['CARDINAL'],0,0,1,0
US3517007A,1968-04-05,5,['NUM'],['CARDINAL'],0,0,1,0
US3518256A,1964-07-24,2,['NUM'],['CARDINAL'],0,0,1,0
US3518270A,1967-04-27,"6,7,12,13",['NUM'],['CARDINAL'],0,0,1,0
US3518271A,1967-04-27,"1,2,3,4,4a,5,6,7,8,13",['NUM'],['CARDINAL'],0,0,1,0
US3518277A,1968-02-16,2,['NUM'],['CARDINAL'],0,0,1,0
US3519570A,1966-04-25,Enzyme,['NOUN'],[],0,0,1,0
US3519608A,1965-01-07,Unsaturated,['ADJ'],[],0,0,1,0
US3519626A,1967-03-13,Amino,['NOUN'],[],0,0,1,0
US3520894A,1966-08-22,1-(cyclohex,['NUM'],['CARDINAL'],0,0,1,0
US3522236A,1967-05-15,"2',4',6',3",['NUM'],['CARDINAL'],0,0,1,0
US3522245A,1967-07-26,4,['NUM'],['CARDINAL'],0,0,1,0
US3522260A,1965-09-27,"1,2,3,4",['NUM'],[],0,0,1,0
US3522277A,1963-08-17,"3,6",['NOUN'],['CARDINAL'],0,0,1,0
US3523936A,1967-01-31,2,['NUM'],['CARDINAL'],0,0,1,0
US3523958A,1968-06-07,4,['NUM'],['CARDINAL'],0,0,1,0
US3524857A,1967-04-27,3,['NUM'],['CARDINAL'],0,0,1,0
US3524858A,1967-05-18,"1,4",['NUM'],['CARDINAL'],0,0,1,0
US3524863A,1966-10-24,9,['NUM'],['CARDINAL'],0,0,1,0
US3526640A,1968-04-16,3,['NUM'],['CARDINAL'],0,0,1,0
US3526651A,1966-03-03,Polyalkyleneoxide,['VERB'],[],0,0,1,0
US3527721A,1966-10-06,Water,['NOUN'],[],0,0,1,0
US3527752A,1969-03-03,17beta,['NUM'],['CARDINAL'],0,0,1,0
US3527764A,1968-07-25,2,['NUM'],['CARDINAL'],0,0,1,0
US3527778A,1969-02-27,"3,17",['X'],['CARDINAL'],0,0,1,0
US3527811A,1966-10-03,"1,1,2",['NUM'],[],0,0,1,0
US3527812A,1966-10-03,"1,1",['NUM'],['CARDINAL'],0,0,1,0
US3527813A,1966-10-03,"1,1,2",['NUM'],[],0,0,1,0
US3528975A,1967-07-20,"3,9",['NUM'],['CARDINAL'],0,0,1,0
US3529953A,1968-02-01,Cyclooctyl,['NOUN'],[],0,0,1,0
US3530122A,1967-10-21,6,['NUM'],['CARDINAL'],0,0,1,0
US3530138A,1966-05-12,3,['NUM'],['CARDINAL'],0,0,1,0
US3530142A,1966-11-29,N,['NUM'],[],0,0,1,0
US3531497A,1967-02-21,"2,4,5",['NUM'],['CARDINAL'],0,0,1,0
US3531528A,1968-05-24,"5,6",['NUM'],['CARDINAL'],0,0,1,0
US3531529A,1966-08-17,1,['NUM'],['CARDINAL'],0,0,1,0
US3532499A,1965-10-07,Amino,['NOUN'],[],0,0,1,0
US3532526A,1969-07-14,Flame,['NOUN'],[],0,0,1,0
US3533460A,1966-04-13,Ethylene,['NOUN'],[],0,0,1,0
US3534019A,1967-10-30,Dibenzoxazepine,['NOUN'],[],0,0,1,0
US3534032A,1964-01-17,N,['NUM'],[],0,0,1,0
US3534036A,1965-03-23,2,['NUM'],['CARDINAL'],0,0,1,0
US3534049A,1968-04-12,1,['NUM'],['CARDINAL'],0,0,1,0
US3534077A,1968-12-24,Bis(tri,['VERB'],[],0,0,1,0
US3534086A,1968-10-16,Adamantylamino,['NOUN'],[],0,0,1,0
US3534139A,1965-03-16,17alpha,['X'],['CARDINAL'],0,0,1,0
US3535310A,1968-02-12,"6,9",['NUM'],[],0,0,1,0
US3535322A,1968-07-02,1,['NUM'],['CARDINAL'],0,0,1,0
US3536703A,1968-09-11,N,['NUM'],[],0,0,1,0
US3536709A,1966-05-21,2,['NUM'],['CARDINAL'],0,0,1,0
US3536723A,1966-09-27,P,['NOUN'],[],0,0,1,0
US3538108A,1967-08-17,Water,['NOUN'],[],0,0,1,0
US3538117A,1968-03-07,"2,3,4,4",['NUM'],['CARDINAL'],0,0,1,0
US3539554A,1966-10-31,11,['NUM'],['CARDINAL'],0,0,1,0
US3539557A,1968-10-08,"9,10",['NUM'],[],0,0,1,0
US3539558A,1968-08-09,3,['NUM'],['CARDINAL'],0,0,1,0
US3539562A,1969-05-02,Alpha,['NOUN'],[],0,0,1,0
US3539564A,1968-02-23,2,['NUM'],['CARDINAL'],0,0,1,0
US3539579A,1967-11-22,1,['NUM'],['CARDINAL'],0,0,1,0
US3539591A,1959-10-23,3,['NUM'],['CARDINAL'],0,0,1,0
US3539807A,1968-04-04,Temperature,['NOUN'],[],0,0,1,0
US3541118A,1969-05-19,3,['NUM'],['CARDINAL'],0,0,1,0
US3542768A,1964-12-18,N,['NUM'],[],0,0,1,0
US3542769A,1968-08-15,1-(4,['NUM'],['CARDINAL'],0,0,1,0
US3542802A,1968-07-03,3-(n,['NUM'],[],0,0,1,0
US3542870A,1967-01-10,1,['NUM'],['CARDINAL'],0,0,1,0
US3542874A,1965-04-03,1,['NUM'],['CARDINAL'],0,0,1,0
US3544577A,1966-06-16,1,['NUM'],['CARDINAL'],0,0,1,0
US3546213A,1968-06-24,2,['NUM'],['CARDINAL'],0,0,1,0
US3546232A,1968-10-25,3,['NUM'],['CARDINAL'],0,0,1,0
US3546236A,1968-10-15,1,['NUM'],['CARDINAL'],0,0,1,0
US3547910A,1965-08-13,"2beta,3beta",['NUM'],['CARDINAL'],0,0,1,0
US3547931A,1967-03-06,"1,2,5,6",['X'],[],0,0,1,0
US3547933A,1968-06-28,6,['NUM'],['CARDINAL'],0,0,1,0
US3547953A,1968-05-22,3,['NUM'],['CARDINAL'],0,0,1,0
US3547999A,1966-12-29,4,['NUM'],['CARDINAL'],0,0,1,0
US3548340A,1967-09-27,Two,['NUM'],['CARDINAL'],0,0,1,0
US3549629A,1968-02-29,2,['NUM'],['CARDINAL'],0,0,1,0
US3549631A,1968-09-27,"3,6",['NOUN'],['CARDINAL'],0,0,1,0
US3549634A,1968-03-28,"8,5",['NUM'],[],0,0,1,0
US3549644A,1967-12-19,"2,3,4,4a,5,6,8,9,13b,13c",['NUM'],['CARDINAL'],0,0,1,0
US3549699A,1967-05-05,Alpha,['NOUN'],[],0,0,1,0
US3549724A,1966-02-11,Polyamide,['NOUN'],[],0,0,1,0
US3549758A,1967-08-24,"5,6,7,8",['NUM'],['CARDINAL'],0,0,1,0
US3549765A,1966-10-10,1,['NUM'],['CARDINAL'],0,0,1,0
US3551458A,1966-04-29,2-(2,['NUM'],['CARDINAL'],0,0,1,0
US3551491A,1962-11-28,4,['NUM'],['CARDINAL'],0,0,1,0
US3555023A,1968-11-13,1-(3,['NUM'],['CARDINAL'],0,0,1,0
US3555025A,1967-10-04,2,['NUM'],['CARDINAL'],0,0,1,0
US3555047A,1965-10-20,3,['NUM'],['CARDINAL'],0,0,1,0
US3555068A,1968-12-18,B,['NOUN'],[],0,0,1,0
US3557096A,1968-06-20,"5,6,8,9",['NUM'],['CARDINAL'],0,0,1,0
US3557106A,1966-10-14,2-(di,['NUM'],[],0,0,1,0
US3557115A,1968-11-29,2,['NUM'],['CARDINAL'],0,0,1,0
US3557116A,1967-11-20,2,['NUM'],['CARDINAL'],0,0,1,0
US3557117A,1968-12-24,Tetrahydro,['NOUN'],[],0,0,1,0
US3557121A,1968-05-13,"2,6",['NUM'],['CARDINAL'],0,0,1,0
US3557160A,1969-01-24,"1,2",['NUM'],['CARDINAL'],0,0,1,0
US3558602A,1968-11-20,6-(aminocyclopentene,['NUM'],[],0,0,1,0
US3558626A,1968-07-08,2-(4,['NUM'],['CARDINAL'],0,0,1,0
US3558627A,1966-10-05,6,['NUM'],['CARDINAL'],0,0,1,0
US3558682A,1968-06-24,"2,3,5",['NUM'],['CARDINAL'],0,0,1,0
US3560195A,1966-09-19,N,['NUM'],[],0,0,1,0
US3560442A,1967-10-20,Organo,['NOUN'],[],0,0,1,0
US3560533A,1969-01-31,17alpha,['X'],['CARDINAL'],0,0,1,0
US3562253A,1968-07-15,"1,4",['NUM'],['CARDINAL'],0,0,1,0
US3562259A,1967-12-07,7,['NUM'],['CARDINAL'],0,0,1,0
US3563979A,1966-10-21,"1,2,3,4,5,6",['NUM'],[],0,0,1,0
US3563986A,1965-10-12,4,['NUM'],['CARDINAL'],0,0,1,0
US3563998A,1968-07-08,2,['NUM'],['CARDINAL'],0,0,1,0
US3564600A,1964-02-24,"3,4",['NUM'],['CARDINAL'],0,0,1,0
US3565631A,1967-07-07,6,['NUM'],['CARDINAL'],0,0,1,0
US3565952A,1968-09-06,4,['NUM'],['CARDINAL'],0,0,1,0
US3565976A,1967-09-25,0,['NUM'],[],0,0,1,0
US3567714A,1965-09-03,N,['NUM'],[],0,0,1,0
US3567735A,1967-10-03,Beta,['NOUN'],[],0,0,1,0
US3573281A,1967-10-02,"2,10",['X'],['CARDINAL'],0,0,1,0
US3573285A,1968-09-06,N-(3,['X'],['ORG'],0,0,1,0
US3573294A,1968-03-14,7,['NUM'],['CARDINAL'],0,0,1,0
US3574686A,1968-05-21,"2,5",['NUM'],['CARDINAL'],0,0,1,0
US3574733A,1968-10-30,2-(hexafluoro,['NUM'],['CARDINAL'],0,0,1,0
US3576874A,1967-09-27,"2,2'''-((4,4",['NUM'],['CARDINAL'],0,0,1,0
US3578669A,1969-09-16,1-((2,['NUM'],['CARDINAL'],0,0,1,0
US3579501A,1969-08-22,6-(alpha-(3,['SPACE'],['CARDINAL'],0,0,1,0
US3579514A,1969-01-24,7,['NUM'],['CARDINAL'],0,0,1,0
US3579570A,1968-12-24,"Ethane-1,2",['SPACE'],[],0,0,1,0
US3584063A,1968-03-07,"1,6,7,7",['NUM'],['CARDINAL'],0,0,1,0
US3590033A,1968-04-05,"1alpha,2alpha",['NUM'],['CARDINAL'],0,0,1,0
US3590039A,1967-12-20,N,['NUM'],[],0,0,1,0
US3590079A,1965-10-19,"10',11'-dihydrospiro(cyclopropane",['NUM'],[],0,0,1,0
US3594454A,1966-07-25,2,['NUM'],['CARDINAL'],0,0,1,0
US3594484A,1967-01-10,1,['NUM'],['CARDINAL'],0,0,1,0
US3595867A,1966-06-13,2,['NUM'],['CARDINAL'],0,0,1,0
US3595899A,1968-06-17,2,['NUM'],['CARDINAL'],0,0,1,0
US3597418A,1969-07-29,"Spiro(3alpha,5alpha",['ADV'],['FAC'],0,0,1,0
US3597433A,1968-08-19,"10,11",['NUM'],['CARDINAL'],0,0,1,0
US3597507A,1968-09-18,O(s)-(1,['NOUN'],[],0,0,1,0
US3598820A,1967-10-04,2,['NUM'],['CARDINAL'],0,0,1,0
US3598860A,1968-07-08,2,['NUM'],['CARDINAL'],0,0,1,0
US3598862A,1968-07-08,2,['NUM'],['CARDINAL'],0,0,1,0
