patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,bad_endings
US2000251A,1935-05-07,Package,['NOUN'],[],0,0,1,0
US2001004A,1935-05-14,wantz,['VERB'],[],0,0,1,0
US2001537A,1935-05-14,Stethoscope,['NOUN'],[],0,0,1,0
US2002880A,1935-05-28,Humidifier,['NOUN'],[],0,0,1,0
US2002881A,1935-05-28,Track,['NOUN'],[],0,0,1,0
US2003684A,1935-06-04,Incense,['NOUN'],[],0,0,1,0
US2003824A,1935-06-04,cavalero,['NOUN'],[],0,0,1,0
US2003960A,1935-06-04,Printing,['NOUN'],[],0,0,1,0
US2004730A,1935-06-11,Girdle,['NOUN'],[],0,0,1,0
US2007241A,1935-07-09,office,['NOUN'],[],0,0,1,0
US2007620A,1935-07-09,Ttorneys,['NOUN'],[],0,0,1,0
US2008159A,1935-07-16,Lever,['NOUN'],[],0,0,1,0
US2008241A,1935-07-16,Compensator,['NOUN'],[],0,0,1,0
US2011561A,1935-08-20,Cable,['NOUN'],[],0,0,1,0
US2011578A,1935-08-20,Explosive,['ADJ'],[],0,0,1,0
US2012233A,1935-08-20,Ijnitei,['VERB'],[],0,0,1,0
US2012237A,1935-08-20,Cathode,['NOUN'],[],0,0,1,0
US2013897A,1935-09-10,Calendar,['NOUN'],[],0,0,1,0
US2013929A,1935-09-10,Garment,['NOUN'],[],0,0,1,0
US2014073A,1935-09-10,Stovepipe,['NOUN'],[],0,0,1,0
US2014802A,1935-09-17,Trousers,['NOUN'],[],0,0,1,0
US2015002A,1935-09-17,Stocking,['VERB'],[],0,0,1,0
US2015163A,1935-09-24,steiner,['NOUN'],[],0,0,1,0
US2015701A,1935-10-01,wheelbarger,['NOUN'],[],0,0,1,0
US2018248A,1935-10-22,Stocking,['VERB'],[],0,0,1,0
US2019750A,1935-11-05,Printer,['NOUN'],[],0,0,1,0
US2020340A,1935-11-12,Thieme,['NOUN'],[],0,0,1,0
US2024094A,1935-12-10,Garment,['NOUN'],[],0,0,1,0
US2025724A,1935-12-31,clendenin,['VERB'],[],0,0,1,0
US2026361A,1935-12-31,Receiver,['ADV'],[],0,0,1,0
US2026483A,1935-12-31,Trimming,['VERB'],[],0,0,1,0
US2027089A,1936-01-07,carraway,['NOUN'],[],0,0,1,0
US2028228A,1936-01-21,ludowici,['VERB'],[],0,0,1,0
US2028233A,1936-01-21,Welding,['NOUN'],[],0,0,1,0
US2029007A,1936-01-28,xcoxch,['VERB'],[],0,0,1,0
US2032252A,1936-02-25,Range,['VERB'],[],0,0,1,0
