patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings
US1302922A,1919-05-06,Planter,['NOUN'],[],0,0,1,['planter'],0
US1302930A,1919-05-06,Dabfee,['NOUN'],[],0,0,1,['dabfee'],0
US1302945A,1919-05-06,Cropottlos,['NOUN'],[],0,0,1,['cropottlos'],0
US1302949A,1919-05-06,meyers,['NOUN'],[],0,0,1,['meyers'],0
US1302950A,1919-05-06,Burner,['NOUN'],[],0,0,1,['burner'],0
US1302961A,1919-05-06,parker,['NOUN'],[],0,0,1,['parker'],0
US1302989A,1919-05-06,stensgard,['VERB'],[],0,0,1,['stensgard'],0
US1302994A,1919-05-06,Shoes,['NOUN'],[],0,0,1,['shoes'],0
US1302999A,1919-05-06,Pencil,['NOUN'],[],0,0,1,['pencil'],0
US1303000A,1919-05-06,Hardt,['ADV'],[],0,0,1,['hardt'],0
US1303001A,1919-05-06,wilbur,['NOUN'],[],0,0,1,['wilbur'],0
US1303016A,1919-05-06,Ambulance,['NOUN'],[],0,0,1,['ambulance'],0
US1303019A,1919-05-06,brock,['VERB'],[],0,0,1,['brock'],0
US1303021A,1919-05-06,brock,['VERB'],[],0,0,1,['brock'],0
US1303038A,1919-05-06,dieter,['VERB'],[],0,0,1,['dieter'],0
US1303047A,1919-05-06,ebeling,['VERB'],[],0,0,1,['ebeling'],0
US1303052A,1919-05-06,Island,['NOUN'],[],0,0,1,['island'],0
US1303062A,1919-05-06,hestee,['VERB'],[],0,0,1,['hestee'],0
US1303068A,1919-05-06,junghans,['NOUN'],[],0,0,1,['junghans'],0
US1303070A,1919-05-06,Ikaaaa,['NOUN'],['ORG'],0,0,1,['ikaaaa'],0
US1303089A,1919-05-06,mccarty,['NOUN'],[],0,0,1,['mccarty'],0
US1303095A,1919-05-06,mabstow,['VERB'],[],0,0,1,['mabstow'],0
US1303097A,1919-05-06,menefee,['NOUN'],[],0,0,1,['menefee'],0
US1303105A,1919-05-06,murdock,['NOUN'],[],0,0,1,['murdock'],0
US1303107A,1919-05-06,Oderman,['NOUN'],['ORG'],0,0,1,['oderman'],0
US1303108A,1919-05-06,oehmen,['NOUN'],[],0,0,1,['oehmen'],0
US1303121A,1919-05-06,seymour,['ADJ'],[],0,0,1,['seymour'],0
US1303129A,1919-05-06,Plowshare,['NOUN'],[],0,0,1,['plowshare'],0
US1303137A,1919-05-06,Package,['NOUN'],[],0,0,1,['package'],0
US1303142A,1919-05-06,Stirrup,['VERB'],[],0,0,1,['stirrup'],0
US1303144A,1919-05-06,alfandri,['NOUN'],[],0,0,1,['alfandri'],0
US1303151A,1919-05-06,Bridge,['NOUN'],[],0,0,1,['bridge'],0
US1303152A,1919-05-06,bamberger,['NOUN'],[],0,0,1,['bamberger'],0
US1303158A,1919-05-06,brown,['ADJ'],[],0,0,1,['brown'],0
US1303159A,1919-05-06,browning,['VERB'],[],0,0,1,['browning'],0
US1303168A,1919-05-06,gibbs,['NOUN'],[],0,0,1,['gibbs'],0
US1303175A,1919-05-06,Assighob,['ADV'],[],0,0,1,['assighob'],0
US1303189A,1919-05-06,fitch,['VERB'],[],0,0,1,['fitch'],0
US1303194A,1919-05-06,glass,['NOUN'],[],0,0,1,['glass'],0
US1303199A,1919-05-06,hastings,['NOUN'],[],0,0,1,['hastings'],0
US1303200A,1919-05-06,hemming,['VERB'],[],0,0,1,['hemming'],0
US1303211A,1919-05-06,kbtaier,['ADJ'],[],0,0,1,['kbtaier'],0
US1303217A,1919-05-06,Taine,['ADJ'],[],0,0,1,['taine'],0
US1303220A,1919-05-06,Island,['NOUN'],[],0,0,1,['island'],0
US1303226A,1919-05-13,allen,['VERB'],[],0,0,1,['allen'],0
US1303229A,1919-05-13,angus,['NOUN'],[],0,0,1,['angus'],0
US1303248A,1919-05-13,breidenbach,['NOUN'],[],0,0,1,['breidenbach'],0
US1303262A,1919-05-13,Astsei,['INTJ'],[],0,0,1,['astsei'],0
US1303267A,1919-05-13,downing,['VERB'],[],0,0,1,['downing'],0
US1303271A,1919-05-13,durst,['NOUN'],[],0,0,1,['durst'],0
US1303288A,1919-05-13,geiger,['NOUN'],[],0,0,1,['geiger'],0
US1303292A,1919-05-13,gbant,['ADJ'],[],0,0,1,['gbant'],0
US1303295A,1919-05-13,Sluice,['NOUN'],[],0,0,1,['sluice'],0
US1303314A,1919-05-13,hinzke,['NOUN'],[],0,0,1,['hinzke'],0
US1303315A,1919-05-13,hinzke,['NOUN'],[],0,0,1,['hinzke'],0
US1303323A,1919-05-13,hynes,['NOUN'],[],0,0,1,['hynes'],0
US1303324A,1919-05-13,jacks,['NOUN'],[],0,0,1,['jacks'],0
US1303331A,1919-05-13,Window,['NOUN'],[],0,0,1,['window'],0
US1303336A,1919-05-13,lefever,['VERB'],[],0,0,1,['lefever'],0
US1303341A,1919-05-13,lounsbufly,['VERB'],[],0,0,1,['lounsbufly'],0
US1303346A,1919-05-13,Featers,['NOUN'],[],0,0,1,['featers'],0
US1303350A,1919-05-13,Automobile,['NOUN'],[],0,0,1,['automobile'],0
US1303354A,1919-05-13,millek,['NOUN'],[],0,0,1,['millek'],0
US1303359A,1919-05-13,moore,['VERB'],[],0,0,1,['moore'],0
US1303363A,1919-05-13,murphy,['NOUN'],[],0,0,1,['murphy'],0
US1303383A,1919-05-13,Lines,['NOUN'],[],0,0,1,['lines'],0
US1303402A,1919-05-13,Assigitob,['VERB'],['ORG'],0,0,1,['assigitob'],0
US1303416A,1919-05-13,Trestle,['NOUN'],[],0,0,1,['trestle'],0
US1303428A,1919-05-13,wallace,['NOUN'],[],0,0,1,['wallace'],0
US1303434A,1919-05-13,Check,['VERB'],[],0,0,1,['check'],0
US1303441A,1919-05-13,sheets,['NOUN'],[],0,0,1,['sheets'],0
US1303448A,1919-05-13,Coupling,['VERB'],[],0,0,1,['coupling'],0
US1303455A,1919-05-13,blackburn,['NOUN'],[],0,0,1,['blackburn'],0
US1303478A,1919-05-13,hills,['NOUN'],[],0,0,1,['hills'],0
US1303480A,1919-05-13,Truck,['NOUN'],[],0,0,1,['truck'],0
US1303481A,1919-05-13,sheets,['NOUN'],[],0,0,1,['sheets'],0
US1303484A,1919-05-13,Davies,['NOUN'],[],0,0,1,['davies'],0
US1303488A,1919-05-13,mcglothlen,['NOUN'],[],0,0,1,['mcglothlen'],0
US1303493A,1919-05-13,milne,['NOUN'],[],0,0,1,['milne'],0
US1303496A,1919-05-13,rainey,['NOUN'],[],0,0,1,['rainey'],0
US1303498A,1919-05-13,Cardo,['NOUN'],[],0,0,1,['cardo'],0
