patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,bad_endings
US500006A,1893-06-20,Stand ,['VERB'],[],0,0,1,0
US500023A,1893-06-20,holler ,['VERB'],[],0,0,1,0
US500032A,1893-06-20,osborn ,['VERB'],[],0,0,1,0
US500033A,1893-06-20,Fence ,['NOUN'],[],0,0,1,0
US500052A,1893-06-20,bower ,['VERB'],[],0,0,1,0
US500054A,1893-06-20,ohambees- ,['NUM'],[],0,0,1,0
US500093A,1893-06-20,Machines ,['NOUN'],[],0,0,1,0
US500105A,1893-06-20,schollhorn ,['VERB'],[],0,0,1,0
US500110A,1893-06-27,Pmoto ,['NOUN'],[],0,0,1,0
US500113A,1893-06-27,harrison ,['NOUN'],[],0,0,1,0
US500115A,1893-06-27,crowell ,['NOUN'],[],0,0,1,0
US500116A,1893-06-27,Machine ,['NOUN'],[],0,0,1,0
US500117A,1893-06-27,Machine ,['NOUN'],[],0,0,1,0
US500122A,1893-06-27,Transfer ,['NOUN'],[],0,0,1,0
US500156A,1893-06-27,sager ,['NOUN'],[],0,0,1,0
US500158A,1893-06-27,sager ,['NOUN'],[],0,0,1,0
US500159A,1893-06-27,search ,['NOUN'],[],0,0,1,0
US500164A,1893-06-27,spaulding ,['VERB'],[],0,0,1,0
US500188A,1893-06-27,bruegger ,['ADJ'],[],0,0,1,0
US500189A,1893-06-27,brueggee ,['VERB'],[],0,0,1,0
US500190A,1893-06-27,bruegger ,['ADJ'],[],0,0,1,0
US500192A,1893-06-27,Island ,['NOUN'],[],0,0,1,0
US500208A,1893-06-27,Floor ,['NOUN'],[],0,0,1,0
US500220A,1893-06-27,search ,['NOUN'],[],0,0,1,0
US500225A,1893-06-27,Setts ,['NOUN'],['NORP'],0,0,1,0
US500231A,1893-06-27,gregory ,['ADJ'],[],0,0,1,0
US500236A,1893-06-27,kennelly ,['ADV'],[],0,0,1,0
US500261A,1893-06-27,Damper ,['NOUN'],['ORG'],0,0,1,0
US500280A,1893-06-27,Phonograph ,['NOUN'],[],0,0,1,0
US500281A,1893-06-27,Phonograph ,['NOUN'],[],0,0,1,0
US500282A,1893-06-27,Phonograph ,['NOUN'],[],0,0,1,0
US500293A,1893-06-27,persil ,['NOUN'],[],0,0,1,0
US500301A,1893-06-27,Setts ,['NOUN'],['NORP'],0,0,1,0
US500336A,1893-06-27,Ventilator ,['NOUN'],[],0,0,1,0
US500344A,1893-06-27,moore ,['VERB'],[],0,0,1,0
US500349A,1893-06-27,pridmore ,['NOUN'],[],0,0,1,0
US500355A,1893-06-27,sparks ,['VERB'],[],0,0,1,0
US500357A,1893-06-27,tropp ,['ADJ'],['GPE'],0,0,1,0
US500361A,1893-06-27,wankel ,['NOUN'],[],0,0,1,0
US500367A,1893-06-27,boegk ,['ADJ'],[],0,0,1,0
US500413A,1893-06-27,mceeen ,['VERB'],[],0,0,1,0
US500445A,1893-06-27,cheery ,['NOUN'],[],0,0,1,0
US500446A,1893-06-27,Grate ,['NOUN'],[],0,0,1,0
US500451A,1893-06-27,Lubricator ,['NOUN'],[],0,0,1,0
US500481A,1893-06-27,forbes ,['NOUN'],[],0,0,1,0
US500487A,1893-06-27,Pencil ,['NOUN'],[],0,0,1,0
US500493A,1893-06-27,Grate ,['NOUN'],[],0,0,1,0
US500498A,1893-06-27,hayden ,['VERB'],[],0,0,1,0
US500509A,1893-06-27,prinz ,['NOUN'],[],0,0,1,0
US500511A,1893-06-27,richards ,['NOUN'],[],0,0,1,0
US500516A,1893-06-27,Harness ,['NOUN'],[],0,0,1,0
US500524A,1893-06-27,Suspenders ,['NOUN'],[],0,0,1,0
US500545A,1893-07-04,andees ,['VERB'],[],0,0,1,0
US500549A,1893-07-04,baekeland ,['NOUN'],[],0,0,1,0
US500571A,1893-07-04,gersting ,['VERB'],[],0,0,1,0
US500578A,1893-07-04,Wheel ,['NOUN'],[],0,0,1,0
US500587A,1893-07-04,Island ,['NOUN'],[],0,0,1,0
US500588A,1893-07-04,magee ,['NOUN'],[],0,0,1,0
US500593A,1893-07-04,mills ,['NOUN'],[],0,0,1,0
US500608A,1893-07-04,phelps ,['NOUN'],[],0,0,1,0
US500612A,1893-07-04,Territory ,['NOUN'],[],0,0,1,0
US500633A,1893-07-04,Drawbridge ,['NOUN'],[],0,0,1,0
US500642A,1893-07-04,weaver ,['VERB'],[],0,0,1,0
US500663A,1893-07-04,maohaffie ,['NOUN'],['ORG'],0,0,1,0
US500677A,1893-07-04,Injector ,['NOUN'],[],0,0,1,0
US500686A,1893-07-04,Territory ,['NOUN'],[],0,0,1,0
US500691A,1893-07-04,seeley ,['NOUN'],[],0,0,1,0
US500692A,1893-07-04,Hammock ,['NOUN'],[],0,0,1,0
US500696A,1893-07-04,tyson ,['INTJ'],[],0,0,1,0
US500703A,1893-07-04,Territory ,['NOUN'],[],0,0,1,0
US500710A,1893-07-04,Powee ,['NOUN'],['GPE'],0,0,1,0
US500721A,1893-07-04,reynolds ,['NOUN'],['ORG'],0,0,1,0
US500747A,1893-07-04,ruppel ,['VERB'],[],0,0,1,0
US500752A,1893-07-04,brunbauer- ,['NOUN'],[],0,0,1,0
US500755A,1893-07-04,courtet ,['NOUN'],[],0,0,1,0
US500765A,1893-07-04,heller ,['VERB'],[],0,0,1,0
US500771A,1893-07-04,locihart ,['VERB'],[],0,0,1,0
US500795A,1893-07-04,Puzzle ,['NOUN'],[],0,0,1,0
US500797A,1893-07-04,busek ,['VERB'],[],0,0,1,0
US500804A,1893-07-04,gammons ,['NOUN'],[],0,0,1,0
US500810A,1893-07-04,latfder ,['VERB'],[],0,0,1,0
US500818A,1893-07-04,price ,['NOUN'],[],0,0,1,0
US500820A,1893-07-04,saunders ,['NOUN'],[],0,0,1,0
US500822A,1893-07-04,strauss ,['NOUN'],[],0,0,1,0
US500824A,1893-07-04,Educational ,['ADJ'],[],0,0,1,0
US500833A,1893-07-04,Bookbinder ,['NOUN'],[],0,0,1,0
US500858A,1893-07-04,cross ,['VERB'],[],0,0,1,0
US500859A,1893-07-04,Churn ,['VERB'],[],0,0,1,0
US500863A,1893-07-04,Harness ,['NOUN'],[],0,0,1,0
US500872A,1893-07-04,eisenhart ,['VERB'],[],0,0,1,0
US500878A,1893-07-04,Stove ,['VERB'],[],0,0,1,0
US500886A,1893-07-04,Territory ,['NOUN'],[],0,0,1,0
US500901A,1893-07-04,Pocketbook ,['VERB'],[],0,0,1,0
US500902A,1893-07-04,Ferson ,['NOUN'],['ORG'],0,0,1,0
US500913A,1893-07-04,Wheel ,['NOUN'],[],0,0,1,0
US500916A,1893-07-04,Disintegrator ,['NOUN'],[],0,0,1,0
US500938A,1893-07-04,Bicycle ,['NOUN'],[],0,0,1,0
US500948A,1893-07-04,richards ,['NOUN'],[],0,0,1,0
US500951A,1893-07-04,rockwell ,['VERB'],['ORG'],0,0,1,0
US500971A,1893-07-04,starlet ,['VERB'],[],0,0,1,0
US500980A,1893-07-04,urbaiek ,['ADV'],[],0,0,1,0
US500990A,1893-07-04,bunker ,['NOUN'],[],0,0,1,0
US500996A,1893-07-04,gutter ,['NOUN'],[],0,0,1,0
US500999A,1893-07-04,draper ,['VERB'],[],0,0,1,0
US501001A,1893-07-04,Island ,['NOUN'],[],0,0,1,0
US501003A,1893-07-04,Holdback ,['NOUN'],[],0,0,1,0
US501057A,1893-07-11,cornely ,['ADV'],[],0,0,1,0
US501064A,1893-07-11,Grate ,['NOUN'],[],0,0,1,0
US501073A,1893-07-11,hvass ,['VERB'],[],0,0,1,0
US501083A,1893-07-11,keank ,['VERB'],[],0,0,1,0
US501091A,1893-07-11,morgeneier ,['ADJ'],[],0,0,1,0
US501100A,1893-07-11,-pfeil ,['X'],[],0,0,1,0
US501101A,1893-07-11,piatt ,['NOUN'],[],0,0,1,0
US501107A,1893-07-11,siemens ,['NOUN'],['ORG'],0,0,1,0
US501117A,1893-07-11,tyler ,['NOUN'],[],0,0,1,0
US501122A,1893-07-11,walsh ,['NOUN'],[],0,0,1,0
US501131A,1893-07-11,blaokstone ,['NOUN'],[],0,0,1,0
US501154A,1893-07-11,Carburetor ,['NOUN'],[],0,0,1,0
US501157A,1893-07-11,Island ,['NOUN'],[],0,0,1,0
US501168A,1893-07-11,soeibnee ,['NOUN'],[],0,0,1,0
US501200A,1893-07-11,wailes ,['VERB'],[],0,0,1,0
US501207A,1893-07-11,Washer ,['NOUN'],[],0,0,1,0
US501220A,1893-07-11,Machine ,['NOUN'],[],0,0,1,0
US501224A,1893-07-11,eickershoff ,['VERB'],[],0,0,1,0
US501233A,1893-07-11,Alloy ,['NOUN'],[],0,0,1,0
US501244A,1893-07-11,Sweater ,['NOUN'],['ORG'],0,0,1,0
US501247A,1893-07-11,Island ,['NOUN'],[],0,0,1,0
US501249A,1893-07-11,Ments ,['NOUN'],[],0,0,1,0
US501250A,1893-07-11,Phreys ,['NOUN'],[],0,0,1,0
US501252A,1893-07-11,Trace ,['NOUN'],[],0,0,1,0
US501269A,1893-07-11,magee ,['NOUN'],[],0,0,1,0
US501271A,1893-07-11,Injector ,['NOUN'],[],0,0,1,0
US501277A,1893-07-11,Refrigerator ,['NOUN'],[],0,0,1,0
US501279A,1893-07-11,Island ,['NOUN'],[],0,0,1,0
US501293A,1893-07-11,Riter ,['VERB'],[],0,0,1,0
US501301A,1893-07-11,sohmied ,['VERB'],[],0,0,1,0
US501319A,1893-07-11,Territory ,['NOUN'],[],0,0,1,0
US501321A,1893-07-11,brown ,['ADJ'],[],0,0,1,0
US501322A,1893-07-11,browne ,['ADJ'],[],0,0,1,0
