patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,is_inventor
US500031A,1893-06-20,William nisbett,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['william', 'nisbett']",1
US500039A,1893-06-20,John e,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['john', 'e']",1
US500067A,1893-06-20,John c,"['PROPN', 'VERB']",['PERSON'],1,1,2,"['john', 'c']",1
US500074A,1893-06-20,Richard nash,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['richard', 'nash']",1
US500081A,1893-06-20,Carl schaetjffelen,"['PROPN', 'VERB']",['PERSON'],1,1,2,"['carl', 'schaetjffelen']",1
US500084A,1893-06-20,James taylor,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['james', 'taylor']",1
US500090A,1893-06-20,Joseph willmann,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['joseph', 'willmann']",1
US500092A,1893-06-20,George w,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['george', 'w']",1
US500099A,1893-06-20,george,['PROPN'],['PERSON'],1,1,1,['george'],1
US500100A,1893-06-20,Michael a,"['PROPN', 'PRON']",['PERSON'],1,1,2,"['michael', 'a']",1
US500102A,1893-06-20,Michael moran,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['michael', 'moran']",1
US500124A,1893-06-27,Charles grotz,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['charles', 'grotz']",1
US500125A,1893-06-27,Max guttner,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['max', 'guttner']",1
US500126A,1893-06-27,Helm hartmann,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['helm', 'hartmann']",1
US500135A,1893-06-27,Susan ii,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['susan', 'ii']",1
US500136A,1893-06-27,John n,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['john', 'n']",1
US500142A,1893-06-27,Joseph g,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['joseph', 'g']",1
US500143A,1893-06-27,John a,"['PROPN', 'PRON']",['PERSON'],1,1,2,"['john', 'a']",1
US500149A,1893-06-27,moran,['PROPN'],['PERSON'],1,1,1,['moran'],1
US500150A,1893-06-27,James mcharrie,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['james', 'mcharrie']",1
US500157A,1893-06-27,James h,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['james', 'h']",1
US500170A,1893-06-27,Thomas s,"['PROPN', 'PART']",['PERSON'],1,1,2,"['thomas', 's']",1
US500179A,1893-06-27,James wright,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['james', 'wright']",1
US500202A,1893-06-27,John goodman,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['john', 'goodman']",1
US500222A,1893-06-27,Fred w,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['fred', 'w']",1
US500227A,1893-06-27,Francis p,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['francis', 'p']",1
US500244A,1893-06-27,John w,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['john', 'w']",1
US500258A,1893-06-27,stewart,['PROPN'],['PERSON'],1,1,1,['stewart'],1
US500267A,1893-06-27,Gustav lindenthal,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['gustav', 'lindenthal']",1
US500273A,1893-06-27,Wilhelm schlichting,"['NOUN', 'VERB']",['PERSON'],0,1,2,"['wilhelm', 'schlichting']",1
US500285A,1893-06-27,William h,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['william', 'h']",1
US500291A,1893-06-27,William g,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['william', 'g']",1
US500292A,1893-06-27,William g,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['william', 'g']",1
US500321A,1893-06-27,John j,"['PROPN', 'PROPN']",['PERSON'],1,1,2,"['john', 'j']",1
US500333A,1893-06-27,koneman,['PROPN'],['PERSON'],1,1,1,['koneman'],1
US500356A,1893-06-27,Hannah g,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['hannah', 'g']",1
US500360A,1893-06-27,Beegh,['PROPN'],['PERSON'],1,1,1,['beegh'],1
US500363A,1893-06-27,Washimoton,['PROPN'],['PERSON'],1,1,1,['washimoton'],1
US500378A,1893-06-27,cohen,['PROPN'],['PERSON'],1,1,2,['cohen'],1
US500384A,1893-06-27,Alexander govan,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['alexander', 'govan']",1
