patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings
US2164219A,1939-06-27,mcgerry,['VERB'],[],0,0,1,['mcgerry'],0
US2164685A,1937-04-21,Manifolding,['NOUN'],[],0,0,1,['manifolding'],0
US2164723A,1939-07-04,Emulsions,['NOUN'],[],0,0,1,['emulsions'],0
US2165310A,1939-07-11,Filament,['NOUN'],[],0,0,1,['filament'],0
US2165698A,1939-07-11,eyerly,['ADV'],[],0,0,1,['eyerly'],0
US2166077A,1939-07-11,spitzglass,['VERB'],[],0,0,1,['spitzglass'],0
US2167260A,1939-07-25,Laddaga,['NOUN'],[],0,0,1,['laddaga'],0
US2167932A,1939-08-01,Match,['NOUN'],[],0,0,1,['match'],0
US2168758A,1939-08-08,Heater,['NOUN'],[],0,0,1,['heater'],0
US2169918A,1939-08-15,Lubricant,['NOUN'],[],0,0,1,['lubricant'],0
US2171562A,1939-09-05,vanore,['ADV'],[],0,0,1,['vanore'],0
US2172537A,1939-09-12,Carbtjrjetoh,['NOUN'],[],0,0,1,['carbtjrjetoh'],0
US2172541A,1939-09-12,Engine,['NOUN'],[],0,0,1,['engine'],0
US2172551A,1939-09-12,Screen,['NOUN'],[],0,0,1,['screen'],0
US2172561A,1939-09-12,Wrench,['NOUN'],[],0,0,1,['wrench'],0
US2172580A,1939-09-12,Weather,['NOUN'],[],0,0,1,['weather'],0
US2172592A,1939-09-12,Washer,['NOUN'],[],0,0,1,['washer'],0
US2172654A,1939-09-12,Wringer,['NOUN'],[],0,0,1,['wringer'],0
US2172659A,1939-09-12,Reflector,['NOUN'],[],0,0,1,['reflector'],0
US2172666A,1939-09-12,Switch,['VERB'],[],0,0,1,['switch'],0
US2172689A,1939-09-12,Insecticide,['ADJ'],[],0,0,1,['insecticide'],0
US2172690A,1939-09-12,Insecticide,['ADJ'],[],0,0,1,['insecticide'],0
US2172698A,1939-09-12,water,['NOUN'],[],0,0,1,['water'],0
US2172700A,1939-09-12,duranton,['VERB'],[],0,0,1,['duranton'],0
US2172701A,1939-09-12,Shaping,['VERB'],[],0,0,1,['shaping'],0
US2172709A,1939-09-12,Lighter,['ADJ'],[],0,0,1,['lighter'],0
US2172737A,1936-06-30,mansel,['NOUN'],[],0,0,1,['mansel'],0
US2172750A,1939-09-12,hazeltine,['VERB'],[],0,0,1,['hazeltine'],0
US2173150A,1939-09-19,Refrigerator,['NOUN'],[],0,0,1,['refrigerator'],0
US2173264A,1939-09-19,Summatob,['NOUN'],[],0,0,1,['summatob'],0
US2174110A,1939-09-26,bdsnl,['NOUN'],[],0,0,1,['bdsnl'],0
US2174347A,1939-09-26,Stove,['VERB'],[],0,0,1,['stove'],0
US2174678A,1939-10-03,young,['ADJ'],[],0,0,1,['young'],0
US2174694A,1939-10-03,elson,['NOUN'],[],0,0,1,['elson'],0
US2175490A,1939-10-10,Ameat,['VERB'],[],0,0,1,['ameat'],0
US2176426A,1939-10-17,Lubricant,['NOUN'],[],0,0,1,['lubricant'],0
US2176729A,1939-10-17,Luminajre,['ADJ'],[],0,0,1,['luminajre'],0
US2177310A,1939-10-24,stephany,['ADJ'],[],0,0,1,['stephany'],0
US2178362A,1939-10-31,Transfer,['NOUN'],[],0,0,1,['transfer'],0
US2178635A,1939-11-07,Stove,['VERB'],[],0,0,1,['stove'],0
US2179232A,1939-11-07,ogden,['INTJ'],[],0,0,1,['ogden'],0
US2179460A,1939-11-07,white,['ADJ'],[],0,0,1,['white'],0
US2180346A,1939-11-21,Waist,['NOUN'],[],0,0,1,['waist'],0
US2180469A,1939-11-21,Transmission,['NOUN'],[],0,0,1,['transmission'],0
US2183002A,1939-12-12,Accelerometer,['NOUN'],[],0,0,1,['accelerometer'],0
US2183600A,1939-12-19,Assembly,['NOUN'],['ORG'],0,0,1,['assembly'],0
US2185221A,1940-01-02,nakken,['VERB'],[],0,0,1,['nakken'],0
US2185501A,1940-01-02,dressler,['VERB'],[],0,0,1,['dressler'],0
US2185509A,1940-01-02,lambert,['NOUN'],[],0,0,1,['lambert'],0
US2186136A,1940-01-09,eickman,['NOUN'],[],0,0,1,['eickman'],0
US2186138A,1937-06-03,Photography,['NOUN'],[],0,0,1,['photography'],0
US2186581A,1940-01-09,ganner,['VERB'],[],0,0,1,['ganner'],0
US2187733A,1940-01-23,Valve,['VERB'],[],0,0,1,['valve'],0
US2190496A,1940-02-13,wagner,['NOUN'],[],0,0,1,['wagner'],0
US2190841A,1940-02-20,Hxnxoh,['VERB'],['GPE'],0,0,1,['hxnxoh'],0
US2191436A,1940-02-27,Unloading,['VERB'],[],0,0,1,['unloading'],0
US2191451A,1940-02-27,campbell,['NOUN'],['ORG'],0,0,1,['campbell'],0
US2191452A,1940-02-27,Chjcho,['ADJ'],[],0,0,1,['chjcho'],0
US2191453A,1940-02-27,Washbasin-,['INTJ'],[],0,0,1,['washbasin-'],0
US2191458A,1940-02-27,Valve,['VERB'],[],0,0,1,['valve'],0
US2192422A,1940-03-05,wallace,['NOUN'],[],0,0,1,['wallace'],0
US2192931A,1940-03-12,acetylene,['NOUN'],[],0,0,1,['acetylene'],0
US2193641A,1940-03-12,register,['VERB'],[],0,0,1,['register'],0
US2193845A,1940-03-19,stevenson,['NOUN'],[],0,0,1,['stevenson'],0
US2193998A,1940-03-19,Office,['NOUN'],[],0,0,1,['office'],0
US2194953A,1940-03-26,painter,['NOUN'],[],0,0,1,['painter'],0
US2195418A,1940-04-02,Wetting,['VERB'],[],0,0,1,['wetting'],0
US2195588A,1940-04-02,spillman,['NOUN'],[],0,0,1,['spillman'],0
US2195606A,1940-04-02,toggenburgert,['NOUN'],[],0,0,1,['toggenburgert'],0
US2195785A,1936-04-09,Amino,['NOUN'],[],0,0,1,['amino'],0
US2196447A,1937-07-08,Nitrogen,['NOUN'],['ORG'],0,0,1,['nitrogen'],0
US2196608A,1940-04-09,pride,['NOUN'],[],0,0,1,['pride'],0
US2199806A,1940-05-07,Wetting,['VERB'],[],0,0,1,['wetting'],0
US2199875A,1940-05-07,ubrogden,['ADJ'],[],0,0,1,['ubrogden'],0
US2108698A,1938-02-15,Shaker,['NOUN'],['PERSON'],0,1,1,['shaker'],0
US2169984A,1939-08-15,Perfume,['NOUN'],['PERSON'],0,1,1,['perfume'],0
