patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,is_inventor
US2102115A,1933-08-22,Monoazodyestuffs,['PROPN'],['PERSON'],1,1,2,['monoazodyestuffs'],1
US2103926A,1937-12-28,alexander,['NOUN'],['PERSON'],0,1,2,['alexander'],1
US2109389A,1936-02-21,Repricer,['PROPN'],['PERSON'],1,1,2,['repricer'],1
US2110499A,1938-03-08,Depolymebizatiqn,['NOUN'],['PERSON'],0,1,1,['depolymebizatiqn'],1
US2110641A,1938-03-08,althoff,['NOUN'],['PERSON'],0,1,1,['althoff'],1
US2114111A,1938-04-12,magnuson,['PROPN'],['PERSON'],1,1,1,['magnuson'],1
US2128586A,1936-11-25,Fireworks,['NOUN'],['PERSON'],0,1,2,['fireworks'],1
US2130068A,1937-05-25,Fireworks,['NOUN'],['PERSON'],0,1,2,['fireworks'],1
US2132353A,1937-06-25,Nitroalcohol,['NOUN'],['PERSON'],0,1,2,['nitroalcohol'],1
US2133591A,1938-10-18,Isjjuwyjjji,['NOUN'],['PERSON'],0,1,1,['isjjuwyjjji'],1
US2135042A,1938-11-01,rossmann,['PROPN'],['PERSON'],1,1,2,['rossmann'],1
US2138748A,1938-11-29,Qooojoo,['NOUN'],['PERSON'],0,1,1,['qooojoo'],1
US2139123A,1927-08-13,Aminoalcohol,['PROPN'],['PERSON'],1,1,2,['aminoalcohol'],1
US2150157A,1939-03-14,Dtjstproof ventilator,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['dtjstproof', 'ventilator']",1
US2150772A,1936-11-04,Dyes,['NOUN'],['PERSON'],0,1,2,['dyes'],1
US2155579A,1939-04-25,Diazodinitrophenol,['NOUN'],['PERSON'],0,1,1,['diazodinitrophenol'],1
US2158865A,1938-06-10,Rollerway,['PROPN'],['PERSON'],1,1,2,['rollerway'],1
US2160153A,1939-05-30,kelley,['NOUN'],['PERSON'],0,1,1,['kelley'],1
US2164434A,1939-07-04,Hygrothermostat,['PROPN'],['PERSON'],1,1,1,['hygrothermostat'],1
US2164563A,1936-08-17,Somersaulter,['PROPN'],['PERSON'],1,1,2,['somersaulter'],1
US2164785A,1939-07-04,Azo dyes,"['ADJ', 'NOUN']",['PERSON'],0,1,2,"['azo', 'dyes']",1
US2168762A,1939-08-08,cacos,['PROPN'],['PERSON'],1,1,1,['cacos'],1
US2168800A,1939-08-08,Xsojna,['PROPN'],['PERSON'],1,1,1,['xsojna'],1
US2172589A,1939-09-12,middleton,['PROPN'],['PERSON'],1,1,1,['middleton'],1
US2172611A,1939-09-12,Undekframe construction,"['ADJ', 'NOUN']",['PERSON'],0,1,2,"['undekframe', 'construction']",1
US2172661A,1939-09-12,krauss,['PROPN'],['PERSON'],1,1,1,['krauss'],1
US2172665A,1939-09-12,Kecord holder,"['NOUN', 'NOUN']",['PERSON'],0,1,2,"['kecord', 'holder']",1
US2172670A,1939-09-12,bourke,['PROPN'],['PERSON'],1,1,2,['bourke'],1
US2172691A,1939-09-12,Azo dyestuffs,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['azo', 'dyestuffs']",1
US2172712A,1939-09-12,Azo dyestuffs,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['azo', 'dyestuffs']",1
US2172752A,1939-09-12,Azo dyes,"['ADJ', 'NOUN']",['PERSON'],0,1,2,"['azo', 'dyes']",1
US2174202A,1938-05-18,Fireworks,['NOUN'],['PERSON'],0,1,2,['fireworks'],1
US2176355A,1939-10-17,Drumng head,"['PROPN', 'VERB']",['PERSON'],1,1,2,"['drumng', 'head']",1
US2178537A,1939-11-07,Herbert a,"['PROPN', 'PRON']",['PERSON'],1,1,2,"['herbert', 'a']",1
US2178608A,1939-11-07,Alkyl guaiacols,"['NOUN', 'VERB']",['PERSON'],0,1,2,"['alkyl', 'guaiacols']",1
US2182880A,1939-12-12,Roberts,['NOUN'],['PERSON'],0,1,1,['roberts'],1
US2182963A,1939-12-12,Henry dreyfus,"['PROPN', 'NOUN']",['PERSON'],1,1,2,"['henry', 'dreyfus']",1
US2183583A,1939-12-19,patterson,['PROPN'],['PERSON'],1,1,1,['patterson'],1
US2185154A,1939-12-26,Hans z,"['NOUN', 'NOUN']",['PERSON'],0,1,2,"['hans', 'z']",1
US2187521A,1940-01-16,mullett,['PROPN'],['PERSON'],1,1,1,['mullett'],1
US2187702A,1940-01-16,Barbituric acids,"['NOUN', 'VERB']",['PERSON'],0,1,2,"['barbituric', 'acids']",1
US2187703A,1940-01-16,Barbituric acids,"['NOUN', 'VERB']",['PERSON'],0,1,2,"['barbituric', 'acids']",1
US2187728A,1940-01-23,Barbituric acids,"['NOUN', 'VERB']",['PERSON'],0,1,2,"['barbituric', 'acids']",1
US2190599A,1940-02-13,jones,['PROPN'],['PERSON'],1,1,1,['jones'],1
US2191456A,1940-02-27,davis,['PROPN'],['PERSON'],1,1,1,['davis'],1
US2191459A,1940-02-27,duncan,['PROPN'],['PERSON'],1,1,2,['duncan'],1
US2194990A,1940-03-26,Roentgenpelvimetek,['PROPN'],['PERSON'],1,1,1,['roentgenpelvimetek'],1
US2197993A,1938-03-19,Vocamonica,['PROPN'],['PERSON'],1,1,2,['vocamonica'],1
