patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens
US1900003A,1930-05-31,Burner,['PROPN'],[],1,0,2,['burner']
US1900005A,1931-11-13,Playboard,['PROPN'],[],1,0,2,['playboard']
US1900006A,1925-03-20,Furnace,['PROPN'],[],1,0,2,['furnace']
US1900036A,1933-03-07,Furnace control,"['PROPN', 'NOUN']",['ORG'],1,0,2,"['furnace', 'control']"
US1900040A,1931-07-25,Skate,['PROPN'],[],1,0,2,['skate']
US1900053A,1928-11-22,Rack,['PROPN'],[],1,0,2,['rack']
US1900087A,1928-10-23,Atomizer,['PROPN'],['PRODUCT'],1,0,2,['atomizer']
US1900117A,1928-01-30,Sundial,['PROPN'],[],1,0,2,['sundial']
US1900151A,1930-05-31,Lever,['PROPN'],[],1,0,2,['lever']
US1900178A,1930-10-13,Brake,['PROPN'],[],1,0,2,['brake']
US1900184A,1931-01-26,Firearm,['PROPN'],['ORG'],1,0,2,['firearm']
US1900202A,1931-03-14,Reflector,['PROPN'],[],1,0,2,['reflector']
US1900269A,1930-05-21,Harvester,['PROPN'],[],1,0,2,['harvester']
US1900311A,1930-07-22,Clock,['PROPN'],[],1,0,2,['clock']
US1900312A,1931-02-18,Clutch,['PROPN'],[],1,0,2,['clutch']
US1900339A,1932-03-28,Firefly,['PROPN'],[],1,0,2,['firefly']
US1900353A,1932-11-10,Toy,['PROPN'],[],1,0,2,['toy']
US1900419A,1930-12-12,Toy,['PROPN'],[],1,0,2,['toy']
US1900440A,1929-09-20,Cultivator,['PROPN'],[],1,0,2,['cultivator']
US1900519A,1933-03-07,Fbed flani,"['PROPN', 'NOUN']",[],1,0,2,"['fbed', 'flani']"
US1900529A,1929-06-29,Dishwasher,['PROPN'],[],1,0,2,['dishwasher']
US1900530A,1930-08-19,Grate,['PROPN'],[],1,0,2,['grate']
US1900563A,1930-04-22,Conveyer,['PROPN'],[],1,0,2,['conveyer']
US1900570A,1929-11-02,Furnace,['PROPN'],[],1,0,2,['furnace']
US1900590A,1928-07-20,Vehicle,['PROPN'],[],1,0,2,['vehicle']
US1900597A,1926-04-28,Roofing,['PROPN'],[],1,0,2,['roofing']
US1900600A,1933-03-07,Luigi emantteli,"['PROPN', 'NOUN']",[],1,0,2,"['luigi', 'emantteli']"
US1900651A,1931-10-19,Mask,['PROPN'],[],1,0,2,['mask']
US1900693A,1933-03-07,of wilmington,"['ADP', 'PROPN']",[],1,0,2,"['of', 'wilmington']"
US1900710A,1932-02-16,Insulator,['PROPN'],[],1,0,2,['insulator']
US1900737A,1930-02-17,Toaster,['PROPN'],[],1,0,2,['toaster']
US1900742A,1930-08-13,Evaporator,['PROPN'],[],1,0,2,['evaporator']
US1900750A,1933-03-07,krantz,['PROPN'],[],1,0,1,['krantz']
US1900769A,1930-04-30,Molding,['PROPN'],[],1,0,2,['molding']
US1900771A,1932-08-13,Dishwasher,['PROPN'],[],1,0,2,['dishwasher']
US1900790A,1930-07-25,Grenade,['PROPN'],[],1,0,2,['grenade']
US1900793A,1931-11-25,Cabinet,['PROPN'],[],1,0,2,['cabinet']
US1900801A,1930-08-06,Mattress,['PROPN'],[],1,0,2,['mattress']
US1900828A,1931-07-17,Box,['PROPN'],[],1,0,2,['box']
US1900839A,1929-12-16,Propeller,['PROPN'],[],1,0,2,['propeller']
US1900845A,1931-12-28,Signal,['PROPN'],[],1,0,2,['signal']
US1900849A,1931-07-24,Seal,['PROPN'],[],1,0,2,['seal']
US1900896A,1932-07-23,Sign,['PROPN'],[],1,0,2,['sign']
US1900897A,1931-03-16,Liner,['PROPN'],[],1,0,2,['liner']
US1900990A,1930-10-30,Connecter,['PROPN'],[],1,0,2,['connecter']
US1900991A,1931-04-23,Piston,['PROPN'],['GPE'],1,0,2,['piston']
US1900998A,1927-08-02,Burner,['PROPN'],[],1,0,2,['burner']
US1901025A,1926-09-08,Aerial,['PROPN'],[],1,0,2,['aerial']
US1901060A,1929-02-19,Antenna,['PROPN'],[],1,0,2,['antenna']
US1901114A,1930-07-07,Ventilator,['PROPN'],[],1,0,2,['ventilator']
US1901125A,1933-03-14,Damper-,['PROPN'],[],1,0,1,['damper-']
US1901139A,1930-12-12,Brush,['PROPN'],[],1,0,2,['brush']
US1901144A,1927-01-26,Heel,['PROPN'],[],1,0,2,['heel']
US1901161A,1931-06-05,Shingle,['PROPN'],[],1,0,2,['shingle']
US1901230A,1932-04-05,Toothbrush,['PROPN'],[],1,0,2,['toothbrush']
US1901314A,1930-07-03,Griddle,['PROPN'],[],1,0,2,['griddle']
